sphrase ID	name	* noms français	ia	da	p	pia	pda	description
abfcg07	Credit Hit after Feint 7		a	the				Fourni une brique de crédit 'coup après feinte' pour le combat 
abfcg08	Credit Hit after Feint 8		a	the				Fourni une brique de crédit 'coup après feinte' pour le combat 
abfcg09	Credit Hit after Feint 9		a	the				Fourni une brique de crédit 'coup après feinte' pour le combat 
abfmg01	Ignore Armor 1		an	the				Permet d'ignorer l'armure de l'adversaire.
abfmg02	Ignore Armor 2		an	the				Permet d'ignorer l'armure de l'adversaire.
abfmg03	Ignore Armor 3		an	the				Permet d'ignorer l'armure de l'adversaire.
abfmg04	Ignore Armor 4		an	the				Permet d'ignorer l'armure de l'adversaire.
abfmg05	Ignore Armor 5		an	the				Permet d'ignorer l'armure de l'adversaire.
abfmg06	Ignore Armor 6		an	the				Permet d'ignorer l'armure de l'adversaire.
abfmg07	Ignore Armor 7		an	the				Permet d'ignorer l'armure de l'adversaire.
abfmg08	Ignore Armor 8		an	the				Permet d'ignorer l'armure de l'adversaire.
abfmg09	Ignore Armor 9		an	the				Permet d'ignorer l'armure de l'adversaire.
abfmg10	Ignore Armor 10		an	the				Permet d'ignorer l'armure de l'adversaire.
abfmg11	Ignore Armor 11		an	the				Permet d'ignorer l'armure de l'adversaire.
abfmh01	Slow 1		a	the				Ralentit les attaques de l'adversaire.
abfmh02	Slow 2		a	the				Ralentit les attaques de l'adversaire.
abfmh03	Slow 3		a	the				Ralentit les attaques de l'adversaire.
abfmh04	Slow 4		a	the				Ralentit les attaques de l'adversaire.
abfmh05	Slow 5		a	the				Ralentit les attaques de l'adversaire.
abfmh06	Slow 6		a	the				Ralentit les attaques de l'adversaire.
abfmh07	Slow 7		a	the				Ralentit les attaques de l'adversaire.
abfmh08	Slow 8		a	the				Ralentit les attaques de l'adversaire.
abfmh09	Slow 9		a	the				Ralentit les attaques de l'adversaire.
abfmh10	Slow 10		a	the				Ralentit les attaques de l'adversaire.
abfmh11	Slow 11		a	the				Ralentit les attaques de l'adversaire.
absx_heal_hp_01	Self Heal Life 1		an	the				Instantly restore some health points to the caster.
absx_heal_hp_02	Self Heal Life 2		an	the				Instantly restore some health points to the caster.
absx_heal_hp_03	Self Heal Life 3		an	the				Instantly restore some health points to the caster.
absx_heal_hp_04	Self Heal Life 4		an	the				Instantly restore some health points to the caster.
absx_heal_hp_05	Self Heal Life 5		an	the				Instantly restore some health points to the caster.
absx_heal_hp_06	Self Heal Life 6		an	the				Instantly restore some health points to the caster.
absx_heal_hp_07	Self Heal Life 7		an	the				Instantly restore some health points to the caster.
absx_heal_hp_08	Self Heal Life 8		an	the				Instantly restore some health points to the caster.
absx_heal_hp_09	Self Heal Life 9		an	the				Instantly restore some health points to the caster.
absx_heal_hp_10	Self Heal Life 10		an	the				Instantly restore some health points to the caster.
absx_heal_hp_11	Self Heal Life 11		an	the				Instantly restore some health points to the caster.
absx_heal_hp_12	Self Heal Life 12		an	the				Instantly restore some health points to the caster.
absx_heal_hp_13	Self Heal Life 13		an	the				Instantly restore some health points to the caster.
absx_heal_hp_14	Self Heal Life 14		an	the				Instantly restore some health points to the caster.
absx_heal_hp_15	Self Heal Life 15		an	the				Instantly restore some health points to the caster.
absx_heal_hp_16	Self Heal Life 16		an	the				Instantly restore some health points to the caster.
absx_heal_hp_17	Self Heal Life 17		an	the				Instantly restore some health points to the caster.
absx_heal_hp_18	Self Heal Life 18		an	the				Instantly restore some health points to the caster.
absx_heal_hp_19	Self Heal Life 19		an	the				Instantly restore some health points to the caster.
absx_heal_hp_20	Self Heal Life 20		an	the				Instantly restore some health points to the caster.
absx_heal_hp_21	Self Heal Life 21		an	the				Instantly restore some health points to the caster.
absx_heal_hp_22	Self Heal Life 22		an	the				Instantly restore some health points to the caster.
absx_heal_hp_23	Self Heal Life 23		an	the				Instantly restore some health points to the caster.
absx_heal_hp_24	Self Heal Life 24		an	the				Instantly restore some health points to the caster.
absx_heal_hp_25	Self Heal Life 25		an	the				Instantly restore some health points to the caster.
absx_heal_hp_26	Self Heal Life 26		an	the				Instantly restore some health points to the caster.
absf_heal_stamina_01	Self Heal Stamina 1		an	the				Instantly restore some stamina points to the caster.
absf_heal_stamina_02	Self Heal Stamina 2		an	the				Instantly restore some stamina points to the caster.
absf_heal_stamina_03	Self Heal Stamina 3		an	the				Instantly restore some stamina points to the caster.
absf_heal_stamina_04	Self Heal Stamina 4		an	the				Instantly restore some stamina points to the caster.
absf_heal_stamina_05	Self Heal Stamina 5		an	the				Instantly restore some stamina points to the caster.
absf_heal_stamina_06	Self Heal Stamina 6		an	the				Instantly restore some stamina points to the caster.
absf_heal_stamina_07	Self Heal Stamina 7		an	the				Instantly restore some stamina points to the caster.
absf_heal_stamina_08	Self Heal Stamina 8		an	the				Instantly restore some stamina points to the caster.
absf_heal_stamina_09	Self Heal Stamina 9		an	the				Instantly restore some stamina points to the caster.
absf_heal_stamina_10	Self Heal Stamina 10		an	the				Instantly restore some stamina points to the caster.
absf_heal_stamina_11	Self Heal Stamina 11		an	the				Instantly restore some stamina points to the caster.
absf_heal_stamina_12	Self Heal Stamina 12		an	the				Instantly restore some stamina points to the caster.
absf_heal_stamina_13	Self Heal Stamina 13		an	the				Instantly restore some stamina points to the caster.
absf_heal_stamina_14	Self Heal Stamina 14		an	the				Instantly restore some stamina points to the caster.
absf_heal_stamina_15	Self Heal Stamina 15		an	the				Instantly restore some stamina points to the caster.
absf_heal_stamina_16	Self Heal Stamina 16		an	the				Instantly restore some stamina points to the caster.
absf_heal_stamina_17	Self Heal Stamina 17		an	the				Instantly restore some stamina points to the caster.
absf_heal_stamina_18	Self Heal Stamina 18		an	the				Instantly restore some stamina points to the caster.
absf_heal_stamina_19	Self Heal Stamina 19		an	the				Instantly restore some stamina points to the caster.
absf_heal_stamina_20	Self Heal Stamina 20		an	the				Instantly restore some stamina points to the caster.
absf_heal_stamina_21	Self Heal Stamina 21		an	the				Instantly restore some stamina points to the caster.
absf_heal_stamina_22	Self Heal Stamina 22		an	the				Instantly restore some stamina points to the caster.
absf_heal_stamina_23	Self Heal Stamina 23		an	the				Instantly restore some stamina points to the caster.
absf_heal_stamina_24	Self Heal Stamina 24		an	the				Instantly restore some stamina points to the caster.
absf_heal_stamina_25	Self Heal Stamina 25		an	the				Instantly restore some stamina points to the caster.
absf_heal_stamina_26	Self Heal Stamina 26		an	the				Instantly restore some stamina points to the caster.
absm_heal_sap_01	Self Heal Sap 1		an	the				Instantly restore some sap points to the caster.
absm_heal_sap_02	Self Heal Sap 2		an	the				Instantly restore some sap points to the caster.
absm_heal_sap_03	Self Heal Sap 3		an	the				Instantly restore some sap points to the caster.
absm_heal_sap_04	Self Heal Sap 4		an	the				Instantly restore some sap points to the caster.
absm_heal_sap_05	Self Heal Sap 5		an	the				Instantly restore some sap points to the caster.
absm_heal_sap_06	Self Heal Sap 6		an	the				Instantly restore some sap points to the caster.
absm_heal_sap_07	Self Heal Sap 7		an	the				Instantly restore some sap points to the caster.
absm_heal_sap_08	Self Heal Sap 8		an	the				Instantly restore some sap points to the caster.
absm_heal_sap_09	Self Heal Sap 9		an	the				Instantly restore some sap points to the caster.
absm_heal_sap_10	Self Heal Sap 10		an	the				Instantly restore some sap points to the caster.
absm_heal_sap_11	Self Heal Sap 11		an	the				Instantly restore some sap points to the caster.
absm_heal_sap_12	Self Heal Sap 12		an	the				Instantly restore some sap points to the caster.
absm_heal_sap_13	Self Heal Sap 13		an	the				Instantly restore some sap points to the caster.
absm_heal_sap_14	Self Heal Sap 14		an	the				Instantly restore some sap points to the caster.
absm_heal_sap_15	Self Heal Sap 15		an	the				Instantly restore some sap points to the caster.
absm_heal_sap_16	Self Heal Sap 16		an	the				Instantly restore some sap points to the caster.
absm_heal_sap_17	Self Heal Sap 17		an	the				Instantly restore some sap points to the caster.
absm_heal_sap_18	Self Heal Sap 18		an	the				Instantly restore some sap points to the caster.
absm_heal_sap_19	Self Heal Sap 19		an	the				Instantly restore some sap points to the caster.
absm_heal_sap_20	Self Heal Sap 20		an	the				Instantly restore some sap points to the caster.
absm_heal_sap_21	Self Heal Sap 21		an	the				Instantly restore some sap points to the caster.
absm_heal_sap_22	Self Heal Sap 22		an	the				Instantly restore some sap points to the caster.
absm_heal_sap_23	Self Heal Sap 23		an	the				Instantly restore some sap points to the caster.
absm_heal_sap_24	Self Heal Sap 24		an	the				Instantly restore some sap points to the caster.
absm_heal_sap_25	Self Heal Sap 25		an	the				Instantly restore some sap points to the caster.
absm_heal_sap_26	Self Heal Sap 26		an	the				Instantly restore some sap points to the caster.
absg_heal_focus_01	Self Heal Focus 1		an	the				Instantly restore some focus points to the caster.
absg_heal_focus_02	Self Heal Focus 2		an	the				Instantly restore some focus points to the caster.
absg_heal_focus_03	Self Heal Focus 3		an	the				Instantly restore some focus points to the caster.
absg_heal_focus_04	Self Heal Focus 4		an	the				Instantly restore some focus points to the caster.
absg_heal_focus_05	Self Heal Focus 5		an	the				Instantly restore some focus points to the caster.
absg_heal_focus_06	Self Heal Focus 6		an	the				Instantly restore some focus points to the caster.
absg_heal_focus_07	Self Heal Focus 7		an	the				Instantly restore some focus points to the caster.
absg_heal_focus_08	Self Heal Focus 8		an	the				Instantly restore some focus points to the caster.
absg_heal_focus_09	Self Heal Focus 9		an	the				Instantly restore some focus points to the caster.
absg_heal_focus_10	Self Heal Focus 10		an	the				Instantly restore some focus points to the caster.
absg_heal_focus_11	Self Heal Focus 11		an	the				Instantly restore some focus points to the caster.
absg_heal_focus_12	Self Heal Focus 12		an	the				Instantly restore some focus points to the caster.
absg_heal_focus_13	Self Heal Focus 13		an	the				Instantly restore some focus points to the caster.
absg_heal_focus_14	Self Heal Focus 14		an	the				Instantly restore some focus points to the caster.
absg_heal_focus_15	Self Heal Focus 15		an	the				Instantly restore some focus points to the caster.
absg_heal_focus_16	Self Heal Focus 16		an	the				Instantly restore some focus points to the caster.
absg_heal_focus_17	Self Heal Focus 17		an	the				Instantly restore some focus points to the caster.
absg_heal_focus_18	Self Heal Focus 18		an	the				Instantly restore some focus points to the caster.
absg_heal_focus_19	Self Heal Focus 19		an	the				Instantly restore some focus points to the caster.
absg_heal_focus_20	Self Heal Focus 20		an	the				Instantly restore some focus points to the caster.
absg_heal_focus_21	Self Heal Focus 21		an	the				Instantly restore some focus points to the caster.
absg_heal_focus_22	Self Heal Focus 22		an	the				Instantly restore some focus points to the caster.
absg_heal_focus_23	Self Heal Focus 23		an	the				Instantly restore some focus points to the caster.
absg_heal_focus_24	Self Heal Focus 24		an	the				Instantly restore some focus points to the caster.
absg_heal_focus_25	Self Heal Focus 25		an	the				Instantly restore some focus points to the caster.
absg_heal_focus_26	Self Heal Focus 26		an	the				Instantly restore some focus points to the caster.
abc_magic_start	Magic Start		a 	the				Action pour débuter en magie
abf_magic_start	Magic Start		a 	the				Action pour débuter en magie
abhf_magic_start	Magic Start		a 	the				Action pour débuter en magie
abm_vampirism_00065	Vampirism Effect 1		a 	the				Fourni une brique d'option de magie permettant de voler la vie de l'ennemi
abm_vampirism_00080	Vampirism Effect 2		a 	the				Fourni une brique d'option de magie permettant de voler la vie de l'ennemi
abm_vampirism_00100	Vampirism Effect 3		a 	the				Fourni une brique d'option de magie permettant de voler la vie de l'ennemi
abm_vampirism_00120	Vampirism Effect 4		a 	the				Fourni une brique d'option de magie permettant de voler la vie de l'ennemi
abm_vampirism_00140	Vampirism Effect 5		a 	the				Fourni une brique d'option de magie permettant de voler la vie de l'ennemi
abm_vampirism_00160	Vampirism Effect 6		a 	the				Fourni une brique d'option de magie permettant de voler la vie de l'ennemi
abm_vampirism_00180	Vampirism Effect 7		a 	the				Fourni une brique d'option de magie permettant de voler la vie de l'ennemi
abm_vampirism_00200	Vampirism Effect 8		a 	the				Fourni une brique d'option de magie permettant de voler la vie de l'ennemi
abm_vampirism_00225	Vampirism Effect 9		a 	the				Fourni une brique d'option de magie permettant de voler la vie de l'ennemi
abm_vampirism_00250	Vampirism Effect 10		a 	the				Fourni une brique d'option de magie permettant de voler la vie de l'ennemi
abcfmea15	Fyros Magician Staff Plan		a	the				Plan for Fyros magician staff
abcfmea15_2	Medium Quality Fyros Magician Staff Plan		a	the				Plan for medium quality Fyros magician staff
abcfmea15_3	High Quality Fyros Magician Staff Plan		a	the				Plan for high quality Fyros magician staff
abcmmea15	Matis Magician Staff Plan		a	the				Plan for Matis magician staff
abcmmea15_2	Medium Quality Matis Magician Staff Plan		a	the				Plan for medium quality Matis magician staff
abcmmea15_3	High Quality Matis Magician Staff Plan		a	the				Plan for high quality Matis magician staff
abctmea15	Tryker Magician Staff Plan		a	the				Plan for Tryker magician staff
abctmea15_2	Medium Quality Tryker Magician Staff Plan		a	the				Plan for medium quality Tryker magician staff
abctmea15_3	High Quality Tryker Magician Staff Plan		a	the				Plan for high quality Tryker magician staff
abczmea15	Zoraï Magician Staff Plan		a	the				Plan for Zoraï magician staff
abczmea15_2	Medium Quality Zoraï Magician Staff Plan		a	the				Plan for medium quality Zoraï magician staff
abczmea15_3	High Quality Zoraï Magician Staff Plan		a	the				Plan for high quality Zoraï magician staff
abmtcfme00020	Create Crystal Upgrade		a	the				Fourni une brique de puissance pour la création de crystal de sève
abmtcfme00050	Create Crystal Upgrade		a	the				Fourni une brique de puissance pour la création de crystal de sève
abmtcfme00100	Create Crystal Upgrade		a	the				Fourni une brique de puissance pour la création de crystal de sève
abmtcfme00150	Create Crystal Upgrade		a	the				Fourni une brique de puissance pour la création de crystal de sève
abmtcfme00200	Create Crystal Upgrade		a	the				Fourni une brique de puissance pour la création de crystal de sève
abmtcfme00250	Create Crystal Upgrade		a	the				Fourni une brique de puissance pour la création de crystal de sève
abmdalmf00030	Fear Upgrade		a	the				Fourni une brique de puissance pour le sort Fear
abmdalmf00040	Fear Upgrade		a	the				Fourni une brique de puissance pour le sort Fear
abmdalmf00050	Fear Upgrade		a	the				Fourni une brique de puissance pour le sort Fear
abmdalmf00065	Fear Upgrade		a	the				Fourni une brique de puissance pour le sort Fear
abmdalmf00080	Fear Upgrade		a	the				Fourni une brique de puissance pour le sort Fear
abmdalmf00100	Fear Upgrade		a	the				Fourni une brique de puissance pour le sort Fear
abmdalmf00120	Fear Upgrade		a	the				Fourni une brique de puissance pour le sort Fear
abmdalmf00140	Fear Upgrade		a	the				Fourni une brique de puissance pour le sort Fear
abmdalmf00160	Fear Upgrade		a	the				Fourni une brique de puissance pour le sort Fear
abmdalmf00180	Fear Upgrade		a	the				Fourni une brique de puissance pour le sort Fear
abmdalmf00200	Fear Upgrade		a	the				Fourni une brique de puissance pour le sort Fear
abmdalmf00225	Fear Upgrade		a	the				Fourni une brique de puissance pour le sort Fear
abmdalmf00250	Fear Upgrade		a	the				Fourni une brique de puissance pour le sort Fear
abmdalmm00030	Sleep Upgrade		a	the				Fourni une brique de puissance pour le sort Sleep
abmdalmm00040	Sleep Upgrade		a	the				Fourni une brique de puissance pour le sort Sleep
abmdalmm00050	Sleep Upgrade		a	the				Fourni une brique de puissance pour le sort Sleep
abmdalmm00065	Sleep Upgrade		a	the				Fourni une brique de puissance pour le sort Sleep
abmdalmm00080	Sleep Upgrade		a	the				Fourni une brique de puissance pour le sort Sleep
abmdalmm00100	Sleep Upgrade		a	the				Fourni une brique de puissance pour le sort Sleep
abmdalmm00120	Sleep Upgrade		a	the				Fourni une brique de puissance pour le sort Sleep
abmdalmm00140	Sleep Upgrade		a	the				Fourni une brique de puissance pour le sort Sleep
abmdalmm00160	Sleep Upgrade		a	the				Fourni une brique de puissance pour le sort Sleep
abmdalmm00180	Sleep Upgrade		a	the				Fourni une brique de puissance pour le sort Sleep
abmdalmm00200	Sleep Upgrade		a	the				Fourni une brique de puissance pour le sort Sleep
abmdalmm00225	Sleep Upgrade		a	the				Fourni une brique de puissance pour le sort Sleep
abmdalmm00250	Sleep Upgrade		a	the				Fourni une brique de puissance pour le sort Sleep
abmdalms00030	Stun Upgrade		a	the				Fourni une brique de puissance pour le sort Stun
abmdalms00040	Stun Upgrade		a	the				Fourni une brique de puissance pour le sort Stun
abmdalms00050	Stun Upgrade		a	the				Fourni une brique de puissance pour le sort Stun
abmdalms00065	Stun Upgrade		a	the				Fourni une brique de puissance pour le sort Stun
abmdalms00080	Stun Upgrade		a	the				Fourni une brique de puissance pour le sort Stun
abmdalms00100	Stun Upgrade		a	the				Fourni une brique de puissance pour le sort Stun
abmdalms00120	Stun Upgrade		a	the				Fourni une brique de puissance pour le sort Stun
abmdalms00140	Stun Upgrade		a	the				Fourni une brique de puissance pour le sort Stun
abmdalms00160	Stun Upgrade		a	the				Fourni une brique de puissance pour le sort Stun
abmdalms00180	Stun Upgrade		a	the				Fourni une brique de puissance pour le sort Stun
abmdalms00200	Stun Upgrade		a	the				Fourni une brique de puissance pour le sort Stun
abmdalms00225	Stun Upgrade		a	the				Fourni une brique de puissance pour le sort Stun
abmdalms00250	Stun Upgrade		a	the				Fourni une brique de puissance pour le sort Stun
abmdhtmp00010	Heal Upgrade		a	the				Fourni une brique de puissance pour le sort Heal
abmdhtmp00015	Heal Upgrade		a	the				Fourni une brique de puissance pour le sort Heal
abmdhtmp00020	Heal Upgrade		a	the				Fourni une brique de puissance pour le sort Heal
abmdhtmp00025	Heal Upgrade		a	the				Fourni une brique de puissance pour le sort Heal
abmdhtmp00030	Heal Upgrade		a	the				Fourni une brique de puissance pour le sort Heal
abmdhtmp00040	Heal Upgrade		a	the				Fourni une brique de puissance pour le sort Heal
abmdhtmp00050	Heal Upgrade		a	the				Fourni une brique de puissance pour le sort Heal
abmdhtmp00065	Heal Upgrade		a	the				Fourni une brique de puissance pour le sort Heal
abmdhtmp00080	Heal Upgrade		a	the				Fourni une brique de puissance pour le sort Heal
abmdhtmp00100	Heal Upgrade		a	the				Fourni une brique de puissance pour le sort Heal
abmdhtmp00120	Heal Upgrade		a	the				Fourni une brique de puissance pour le sort Heal
abmdhtmp00140	Heal Upgrade		a	the				Fourni une brique de puissance pour le sort Heal
abmdhtmp00160	Heal Upgrade		a	the				Fourni une brique de puissance pour le sort Heal
abmdhtmp00180	Heal Upgrade		a	the				Fourni une brique de puissance pour le sort Heal
abmdhtmp00200	Heal Upgrade		a	the				Fourni une brique de puissance pour le sort Heal
abmdhtmp00225	Heal Upgrade		a	the				Fourni une brique de puissance pour le sort Heal
abmdhtmp00250	Heal Upgrade		a	the				Fourni une brique de puissance pour le sort Heal
abmdhtma00015	Sap Gift Upgrade		a	the				Fourni une brique de puissance pour le sort Sap Gift
abmdhtma00030	Sap Gift Upgrade		a	the				Fourni une brique de puissance pour le sort Sap Gift
abmdhtma00040	Sap Gift Upgrade		a	the				Fourni une brique de puissance pour le sort Sap Gift
abmdhtma00050	Sap Gift Upgrade		a	the				Fourni une brique de puissance pour le sort Sap Gift
abmdhtma00065	Sap Gift Upgrade		a	the				Fourni une brique de puissance pour le sort Sap Gift
abmdhtma00080	Sap Gift Upgrade		a	the				Fourni une brique de puissance pour le sort Sap Gift
abmdhtma00100	Sap Gift Upgrade		a	the				Fourni une brique de puissance pour le sort Sap Gift
abmdhtma00120	Sap Gift Upgrade		a	the				Fourni une brique de puissance pour le sort Sap Gift
abmdhtma00140	Sap Gift Upgrade		a	the				Fourni une brique de puissance pour le sort Sap Gift
abmdhtma00160	Sap Gift Upgrade		a	the				Fourni une brique de puissance pour le sort Sap Gift
abmdhtma00180	Sap Gift Upgrade		a	the				Fourni une brique de puissance pour le sort Sap Gift
abmdhtma00200	Sap Gift Upgrade		a	the				Fourni une brique de puissance pour le sort Sap Gift
abmdhtma00225	Sap Gift Upgrade		a	the				Fourni une brique de puissance pour le sort Sap Gift
abmdhtma00250	Sap Gift Upgrade		a	the				Fourni une brique de puissance pour le sort Sap Gift
abmdhtmt00015	Stamina Gift Upgrade		a	the				Fourni une brique de puissance pour le sort Stamina Gift
abmdhtmt00030	Stamina Gift Upgrade		a	the				Fourni une brique de puissance pour le sort Stamina Gift
abmdhtmt00040	Stamina Gift Upgrade		a	the				Fourni une brique de puissance pour le sort Stamina Gift
abmdhtmt00050	Stamina Gift Upgrade		a	the				Fourni une brique de puissance pour le sort Stamina Gift
abmdhtmt00065	Stamina Gift Upgrade		a	the				Fourni une brique de puissance pour le sort Stamina Gift
abmdhtmt00080	Stamina Gift Upgrade		a	the				Fourni une brique de puissance pour le sort Stamina Gift
abmdhtmt00100	Stamina Gift Upgrade		a	the				Fourni une brique de puissance pour le sort Stamina Gift
abmdhtmt00120	Stamina Gift Upgrade		a	the				Fourni une brique de puissance pour le sort Stamina Gift
abmdhtmt00140	Stamina Gift Upgrade		a	the				Fourni une brique de puissance pour le sort Stamina Gift
abmdhtmt00160	Stamina Gift Upgrade		a	the				Fourni une brique de puissance pour le sort Stamina Gift
abmdhtmt00180	Stamina Gift Upgrade		a	the				Fourni une brique de puissance pour le sort Stamina Gift
abmdhtmt00200	Stamina Gift Upgrade		a	the				Fourni une brique de puissance pour le sort Stamina Gift
abmdhtmt00225	Stamina Gift Upgrade		a	the				Fourni une brique de puissance pour le sort Stamina Gift
abmdhtmt00250	Stamina Gift Upgrade		a	the				Fourni une brique de puissance pour le sort Stamina Gift
abmoalmb00030	Blind Upgrade		a	the				Fourni une brique de puissance pour le sort Blind
abmoalmb00040	Blind Upgrade		a	the				Fourni une brique de puissance pour le sort Blind
abmoalmb00050	Blind Upgrade		a	the				Fourni une brique de puissance pour le sort Blind
abmoalmb00065	Blind Upgrade		a	the				Fourni une brique de puissance pour le sort Blind
abmoalmb00080	Blind Upgrade		a	the				Fourni une brique de puissance pour le sort Blind
abmoalmb00100	Blind Upgrade		a	the				Fourni une brique de puissance pour le sort Blind
abmoalmb00120	Blind Upgrade		a	the				Fourni une brique de puissance pour le sort Blind
abmoalmb00140	Blind Upgrade		a	the				Fourni une brique de puissance pour le sort Blind
abmoalmb00160	Blind Upgrade		a	the				Fourni une brique de puissance pour le sort Blind
abmoalmb00180	Blind Upgrade		a	the				Fourni une brique de puissance pour le sort Blind
abmoalmb00200	Blind Upgrade		a	the				Fourni une brique de puissance pour le sort Blind
abmoalmb00225	Blind Upgrade		a	the				Fourni une brique de puissance pour le sort Blind
abmoalmb00250	Blind Upgrade		a	the				Fourni une brique de puissance pour le sort Blind
abmoalmd00030	Madness Upgrade		a	the				Fourni une brique de puissance pour le sort Madness
abmoalmd00040	Madness Upgrade		a	the				Fourni une brique de puissance pour le sort Madness
abmoalmd00050	Madness Upgrade		a	the				Fourni une brique de puissance pour le sort Madness
abmoalmd00065	Madness Upgrade		a	the				Fourni une brique de puissance pour le sort Madness
abmoalmd00080	Madness Upgrade		a	the				Fourni une brique de puissance pour le sort Madness
abmoalmd00100	Madness Upgrade		a	the				Fourni une brique de puissance pour le sort Madness
abmoalmd00120	Madness Upgrade		a	the				Fourni une brique de puissance pour le sort Madness
abmoalmd00140	Madness Upgrade		a	the				Fourni une brique de puissance pour le sort Madness
abmoalmd00160	Madness Upgrade		a	the				Fourni une brique de puissance pour le sort Madness
abmoalmd00180	Madness Upgrade		a	the				Fourni une brique de puissance pour le sort Madness
abmoalmd00200	Madness Upgrade		a	the				Fourni une brique de puissance pour le sort Madness
abmoalmd00225	Madness Upgrade		a	the				Fourni une brique de puissance pour le sort Madness
abmoalmd00250	Madness Upgrade		a	the				Fourni une brique de puissance pour le sort Madness
abmoalmr00030	Root Upgrade		a	the				Fourni une brique de puissance pour le sort Root
abmoalmr00040	Root Upgrade		a	the				Fourni une brique de puissance pour le sort Root
abmoalmr00050	Root Upgrade		a	the				Fourni une brique de puissance pour le sort Root
abmoalmr00065	Root Upgrade		a	the				Fourni une brique de puissance pour le sort Root
abmoalmr00080	Root Upgrade		a	the				Fourni une brique de puissance pour le sort Root
abmoalmr00100	Root Upgrade		a	the				Fourni une brique de puissance pour le sort Root
abmoalmr00120	Root Upgrade		a	the				Fourni une brique de puissance pour le sort Root
abmoalmr00140	Root Upgrade		a	the				Fourni une brique de puissance pour le sort Root
abmoalmr00160	Root Upgrade		a	the				Fourni une brique de puissance pour le sort Root
abmoalmr00180	Root Upgrade		a	the				Fourni une brique de puissance pour le sort Root
abmoalmr00200	Root Upgrade		a	the				Fourni une brique de puissance pour le sort Root
abmoalmr00225	Root Upgrade		a	the				Fourni une brique de puissance pour le sort Root
abmoalmr00250	Root Upgrade		a	the				Fourni une brique de puissance pour le sort Root
abmoalma00030	Slow Attack Upgrade		a	the				Fourni une brique de puissance pour le sort Slow Attack
abmoalma00040	Slow Attack Upgrade		a	the				Fourni une brique de puissance pour le sort Slow Attack
abmoalma00050	Slow Attack Upgrade		a	the				Fourni une brique de puissance pour le sort Slow Attack
abmoalma00065	Slow Attack Upgrade		a	the				Fourni une brique de puissance pour le sort Slow Attack
abmoalma00080	Slow Attack Upgrade		a	the				Fourni une brique de puissance pour le sort Slow Attack
abmoalma00100	Slow Attack Upgrade		a	the				Fourni une brique de puissance pour le sort Slow Attack
abmoalma00120	Slow Attack Upgrade		a	the				Fourni une brique de puissance pour le sort Slow Attack
abmoalma00140	Slow Attack Upgrade		a	the				Fourni une brique de puissance pour le sort Slow Attack
abmoalma00160	Slow Attack Upgrade		a	the				Fourni une brique de puissance pour le sort Slow Attack
abmoalma00180	Slow Attack Upgrade		a	the				Fourni une brique de puissance pour le sort Slow Attack
abmoalma00200	Slow Attack Upgrade		a	the				Fourni une brique de puissance pour le sort Slow Attack
abmoalma00225	Slow Attack Upgrade		a	the				Fourni une brique de puissance pour le sort Slow Attack
abmoalma00250	Slow Attack Upgrade		a	the				Fourni une brique de puissance pour le sort Slow Attack
abmoalmm00030	Slow Move Upgrade		a	the				Fourni une brique de puissance pour le sort Slow Move
abmoalmm00040	Slow Move Upgrade		a	the				Fourni une brique de puissance pour le sort Slow Move
abmoalmm00050	Slow Move Upgrade		a	the				Fourni une brique de puissance pour le sort Slow Move
abmoalmm00065	Slow Move Upgrade		a	the				Fourni une brique de puissance pour le sort Slow Move
abmoalmm00080	Slow Move Upgrade		a	the				Fourni une brique de puissance pour le sort Slow Move
abmoalmm00100	Slow Move Upgrade		a	the				Fourni une brique de puissance pour le sort Slow Move
abmoalmm00120	Slow Move Upgrade		a	the				Fourni une brique de puissance pour le sort Slow Move
abmoalmm00140	Slow Move Upgrade		a	the				Fourni une brique de puissance pour le sort Slow Move
abmoalmm00160	Slow Move Upgrade		a	the				Fourni une brique de puissance pour le sort Slow Move
abmoalmm00180	Slow Move Upgrade		a	the				Fourni une brique de puissance pour le sort Slow Move
abmoalmm00200	Slow Move Upgrade		a	the				Fourni une brique de puissance pour le sort Slow Move
abmoalmm00225	Slow Move Upgrade		a	the				Fourni une brique de puissance pour le sort Slow Move
abmoalmm00250	Slow Move Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Electric Damage
abmoelme00160	Drain Electric Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Electric Damage
abmoelme00180	Drain Electric Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Electric Damage
abmoelme00200	Drain Electric Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Electric Damage
abmoelme00225	Drain Electric Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Electric Damage
abmoelme00250	Drain Electric Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Electric Damage
abmoelmf00160	Drain Fire Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Fire Damage
abmoelmf00180	Drain Fire Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Fire Damage
abmoelmf00200	Drain Fire Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Fire Damage
abmoelmf00225	Drain Fire Damage Upgrade		a	the				Fourni une brique de puissance pour le sort Drain Fire Damage
