sbrick ID	name	* noms français	ia	da	p	pia	pda	description	description2	*commentaires
btsap20	Increase Sap 20		a	the				Increase your Sap capacity by $1SCORE_UPGRADE.		
btsta01	Increase stamina 1		a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.		
btsta02	Increase stamina 2		a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.		
btsta03	Increase stamina 3		a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.		
btsta04	Increase stamina 4		a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.		
btsta05	Increase stamina 5		a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.		
btsta06	Increase stamina 6		a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.		
btsta07	Increase stamina 7		a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.		
btsta08	Increase stamina 8		a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.		
btsta09	Increase stamina 9		a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.		
btsta10	Increase stamina 10		a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.		
btsta11	Increase stamina 11		a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.		
btsta12	Increase stamina 12		a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.		
btsta13	Increase stamina 13		a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.		
btsta14	Increase stamina 14		a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.		
btsta15	Increase stamina 15		a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.		
btsta16	Increase stamina 16		a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.		
btsta17	Increase stamina 17		a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.		
btsta18	Increase stamina 18		a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.		
btsta19	Increase stamina 19		a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.		
btsta20	Increase stamina 20		a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.		
btfoc01	Increase focus 1		a	the				Increase your Focus capacity by $1SCORE_UPGRADE.		
btfoc02	Increase focus 2		a	the				Increase your Focus capacity by $1SCORE_UPGRADE.		
btfoc03	Increase focus 3		a	the				Increase your Focus capacity by $1SCORE_UPGRADE.		
btfoc04	Increase focus 4		a	the				Increase your Focus capacity by $1SCORE_UPGRADE.		
btfoc05	Increase focus 5		a	the				Increase your Focus capacity by $1SCORE_UPGRADE.		
btfoc06	Increase focus 6		a	the				Increase your Focus capacity by $1SCORE_UPGRADE.		
btfoc07	Increase focus 7		a	the				Increase your Focus capacity by $1SCORE_UPGRADE.		
btfoc08	Increase focus 8		a	the				Increase your Focus capacity by $1SCORE_UPGRADE.		
btfoc09	Increase focus 9		a	the				Increase your Focus capacity by $1SCORE_UPGRADE.		
btfoc10	Increase focus 10		a	the				Increase your Focus capacity by $1SCORE_UPGRADE.		
btfoc11	Increase focus 11		a	the				Increase your Focus capacity by $1SCORE_UPGRADE.		
btfoc12	Increase focus 12		a	the				Increase your Focus capacity by $1SCORE_UPGRADE.		
btfoc13	Increase focus 13		a	the				Increase your Focus capacity by $1SCORE_UPGRADE.		
btfoc14	Increase focus 14		a	the				Increase your Focus capacity by $1SCORE_UPGRADE.		
btfoc15	Increase focus 15		a	the				Increase your Focus capacity by $1SCORE_UPGRADE.		
btfoc16	Increase focus 16		a	the				Increase your Focus capacity by $1SCORE_UPGRADE.		
btfoc17	Increase focus 17		a	the				Increase your Focus capacity by $1SCORE_UPGRADE.		
btfoc18	Increase focus 18		a	the				Increase your Focus capacity by $1SCORE_UPGRADE.		
btfoc19	Increase focus 19		a	the				Increase your Focus capacity by $1SCORE_UPGRADE.		
btfoc20	Increase focus 20		a	the				Increase your Focus capacity by $1SCORE_UPGRADE.		
bmor00008	Concentrate 1		a	the				Increase your skill level by up to $MA_BREAK_RES against interruptions. Maximum efficiency for spell up to level $1MA_BREAK_RES.		
bmor00016	Concentrate 2		a	the				Increase your skill level by up to $MA_BREAK_RES against interruptions. Maximum efficiency for spell up to level $1MA_BREAK_RES.		
bmor00030	Concentrate 3		a	the				Increase your skill level by up to $MA_BREAK_RES against interruptions. Maximum efficiency for spell up to level $1MA_BREAK_RES.		
bmor00045	Concentrate 4		a	the				Increase your skill level by up to $MA_BREAK_RES against interruptions. Maximum efficiency for spell up to level $1MA_BREAK_RES.		
bmor00065	Concentrate 5		a	the				Increase your skill level by up to $MA_BREAK_RES against interruptions. Maximum efficiency for spell up to level $1MA_BREAK_RES.		
bmor00080	Concentrate 6		a	the				Increase your skill level by up to $MA_BREAK_RES against interruptions. Maximum efficiency for spell up to level $1MA_BREAK_RES.		
bmor00100	Concentrate 7		a	the				Increase your skill level by up to $MA_BREAK_RES against interruptions. Maximum efficiency for spell up to level $1MA_BREAK_RES.		
bmor00120	Concentrate 8		a	the				Increase your skill level by up to $MA_BREAK_RES against interruptions. Maximum efficiency for spell up to level $1MA_BREAK_RES.		
bmor00140	Concentrate 9		a	the				Increase your skill level by up to $MA_BREAK_RES against interruptions. Maximum efficiency for spell up to level $1MA_BREAK_RES.		
bmor00160	Concentrate 10		a	the				Increase your skill level by up to $MA_BREAK_RES against interruptions. Maximum efficiency for spell up to level $1MA_BREAK_RES.		
bmor00180	Concentrate 11		a	the				Increase your skill level by up to $MA_BREAK_RES against interruptions. Maximum efficiency for spell up to level $1MA_BREAK_RES.		
bmor00200	Concentrate 12		a	the				Increase your skill level by up to $MA_BREAK_RES against interruptions. Maximum efficiency for spell up to level $1MA_BREAK_RES.		
bcrmea06	Refugee Dagger Craft Pattern		a	the				Brick Craftman's plan for refugee dagger		
bcrmea10	Refugee Sword Craft Pattern		a	the				Brick Craftman's plan for refugee sword		
bcrmea15	Refugee Magic Amplifier Craft Pattern		a	the				Brick Craftman's plan for refugee Magic Amplifier		
bapa01	Teleport		a	the				Teleport ticket		
bapa02	Disconnection		a	the				Disconnection from game		
bptea01	Kami Ally Title		a	the				Kami Ally Title		
bptea02	Karavan Ally Title		a	the				Karavan Ally Title		
bsfeb08	Fire Wall		a	the				Crée une barrière de feu autour de vous qui blesse tous les ennemis qui vous atteignent au corps à corps		
bsfmi01	Fire Wall Power 1		a	the				Crée pendant $1SP_FIRE_WALL_AURA secondes une barrière de feu autour de vous qui inflige $4SP_FIRE_WALL_AURA points de dégats à tous les ennemis qui vous atteignent au corps à corps		
bsfeb09	Thorn Wall		a	the				Crée une barrière d'épine autour de vous qui ralenti l'attaque de tous les ennemis qui vous atteignent au corps à corps		
bsfmj01	Thorn Wall Power 1		a	the				Crée pendant $1SP_THORN_WALL_AURA secondes une barrière d'épine autour de vous qui ralenti $INFO fois l'attaque de tous les ennemis qui vous atteignent au corps à corps		
bsfeb10	Water Wall		a	the				Crée une barrière d'eau autour de vous qui absorbe une partie des dégâts au corps à corps infligés par l'ennemi		
bsfmk01	Water Wall Power 1		a	the				Crée pendant $1SP_WATER_WALL_AURA secondes une barrière d'eau autour de vous qui absorbe $4SP_WATER_WALL_AURA % des dégâts au corps à corps infligés par l'ennemi		
bsfeb11	Lightning Wall		a	the				Crée une barrière électrique autour de vous qui diminue les compétences d'attaque de tous les ennemis qui vous atteignent au corps à corps		
bsfml01	Lightning Wall Power 1		a	the				Crée pendant $1SP_LIGHTNING_WALL_AURA secondes une barrière électrique autour de vous qui diminue provisoirement de $|4SP_LIGHTNING_WALL_AURA niveaux les compétences d'attaque de tous les ennemis qui vous atteignent au corps à corps.		
fire_wall_aura	Fire Wall Aura		a	the				Vous êtes entouré d'un bouclier qui blesse vos agresseurs		
thorn_wall_aura	Thorn Wall Aura		a	the				Vous êtes entouré d'un bouclier qui ralenti les coups de vos agresseurs		
water_wall_aura	Water Wall Aura		a	the				Vous êtes entouré d'un bouclier qui absorbe une partie des coups de vos agresseurs		
lightning_wall_aura	Lightning Wall Aura		a	the				Vous êtes entouré d'un bouclier qui aveugle vos agresseurs		
bfmb01	Hit Rate + 1		a	the				Stanza qui permet d'augmenter la cadence de tir		
bfmb02	Hit Rate + 2		a	the				Stanza qui permet d'augmenter la cadence de tir		
bfmb03	Hit Rate + 3		a	the				Stanza qui permet d'augmenter la cadence de tir		
bfmb04	Hit Rate + 4		a	the				Stanza qui permet d'augmenter la cadence de tir		
bfmb05	Hit Rate + 5		a	the				Stanza qui permet d'augmenter la cadence de tir		
bfmb06	Hit Rate + 6		a	the				Stanza qui permet d'augmenter la cadence de tir		
bfmb07	Hit Rate + 7		a	the				Stanza qui permet d'augmenter la cadence de tir		
bfmb08	Hit Rate + 8		a	the				Stanza qui permet d'augmenter la cadence de tir		
bfmb09	Hit Rate + 9		a	the				Stanza qui permet d'augmenter la cadence de tir		
bfmb10	Hit Rate + 10		a	the				Stanza qui permet d'augmenter la cadence de tir		
bfmb11	Hit Rate + 11		a	the				Stanza qui permet d'augmenter la cadence de tir		
bfmb12	Hit Rate + 12		a	the				Stanza qui permet d'augmenter la cadence de tir		
bfmb13	Hit Rate + 13		a	the				Stanza qui permet d'augmenter la cadence de tir		
bsfmk02	Water Wall Power 2		a	the				Crée pendant $1SP_WATER_WALL_AURA secondes une barrière d'eau autour de vous qui absorbe $4SP_WATER_WALL_AURA % des dégâts au corps à corps infligés par l'ennemi		
bsfmk03	Water Wall Power 3		a	the				Crée pendant $1SP_WATER_WALL_AURA secondes une barrière d'eau autour de vous qui absorbe $4SP_WATER_WALL_AURA % des dégâts au corps à corps infligés par l'ennemi		
bsfmk04	Water Wall Power 4		a	the				Crée pendant $1SP_WATER_WALL_AURA secondes une barrière d'eau autour de vous qui absorbe $4SP_WATER_WALL_AURA % des dégâts au corps à corps infligés par l'ennemi		
bsfmk05	Water Wall Power 5		a	the				Crée pendant $1SP_WATER_WALL_AURA secondes une barrière d'eau autour de vous qui absorbe $4SP_WATER_WALL_AURA % des dégâts au corps à corps infligés par l'ennemi		
bsfmi02	Fire Wall Power 2		a	the				Crée pendant $1SP_FIRE_WALL_AURA secondes une barrière de feu autour de vous qui inflige $4SP_FIRE_WALL_AURA points de dégats à tous les ennemis qui vous atteignent au corps à corps		
bsfmi03	Fire Wall Power 3		a	the				Crée pendant $1SP_FIRE_WALL_AURA secondes une barrière de feu autour de vous qui inflige $4SP_FIRE_WALL_AURA points de dégats à tous les ennemis qui vous atteignent au corps à corps		
bsfmi04	Fire Wall Power 4		a	the				Crée pendant $1SP_FIRE_WALL_AURA secondes une barrière de feu autour de vous qui inflige $4SP_FIRE_WALL_AURA points de dégats à tous les ennemis qui vous atteignent au corps à corps		
bsfmi05	Fire Wall Power 5		a	the				Crée pendant $1SP_FIRE_WALL_AURA secondes une barrière de feu autour de vous qui inflige $4SP_FIRE_WALL_AURA points de dégats à tous les ennemis qui vous atteignent au corps à corps		
bsfmj02	Thorn Wall Power 2		a	the				Crée pendant $1SP_THORN_WALL_AURA secondes une barrière d'épine autour de vous qui ralenti $INFO fois l'attaque de tous les ennemis qui vous atteignent au corps à corps		
bsfmj03	Thorn Wall Power 3		a	the				Crée pendant $1SP_THORN_WALL_AURA secondes une barrière d'épine autour de vous qui ralenti $INFO fois l'attaque de tous les ennemis qui vous atteignent au corps à corps		
bsfmj04	Thorn Wall Power 4		a	the				Crée pendant $1SP_THORN_WALL_AURA secondes une barrière d'épine autour de vous qui ralenti $INFO fois l'attaque de tous les ennemis qui vous atteignent au corps à corps		
bsfmj05	Thorn Wall Power 5		a	the				Crée pendant $1SP_THORN_WALL_AURA secondes une barrière d'épine autour de vous qui ralenti $INFO fois l'attaque de tous les ennemis qui vous atteignent au corps à corps		
bsfml02	Lightning Wall Power 2		a	the				Crée pendant $1SP_LIGHTNING_WALL_AURA secondes une barrière électrique autour de vous qui diminue provisoirement de $|4SP_LIGHTNING_WALL_AURA niveaux les compétences d'attaque de tous les ennemis qui vous atteignent au corps à corps.		
bsfml03	Lightning Wall Power 3		a	the				Crée pendant $1SP_LIGHTNING_WALL_AURA secondes une barrière électrique autour de vous qui diminue provisoirement de $|4SP_LIGHTNING_WALL_AURA niveaux les compétences d'attaque de tous les ennemis qui vous atteignent au corps à corps.		
bsfml04	Lightning Wall Power 4		a	the				Crée pendant $1SP_LIGHTNING_WALL_AURA secondes une barrière électrique autour de vous qui diminue provisoirement de $|4SP_LIGHTNING_WALL_AURA niveaux les compétences d'attaque de tous les ennemis qui vous atteignent au corps à corps.		
bsfml05	Lightning Wall Power 5		a	the				Crée pendant $1SP_LIGHTNING_WALL_AURA secondes une barrière électrique autour de vous qui diminue provisoirement de $|4SP_LIGHTNING_WALL_AURA niveaux les compétences d'attaque de tous les ennemis qui vous atteignent au corps à corps.		
bccrea02	Generic Bowrifle Craft Pattern		a	the				Brick Craftman's plan for Generic Bowrifle		
bcbmea01	Plan de Création/Hache à 2M des Percécorces		un	le				Plan de Création/Hache à 2M des Percécorces		
bcbmea01_2	Plan de Création/Hache à 2M des Pillards du Désert		un	le				Plan de Création/Hache à 2M des Pillards du Désert		
bcbmea01_3	Plan de Création/Hache à 2M des Veilleurs		un	le				Plan de Création/Hache à 2M des Veilleurs		
bcbmea02	Plan de Création/Pique des Gardes-frontières		un	le				Plan de Création/Pique des Gardes-frontières		
bcbmea02_2	Plan de Création/Pique des Kitiniers		un	le				Plan de Création/Pique des Kitiniers		
bcbmea02_3	Plan de Création/Pique des Dryades		un	le				Plan de Création/Pique des Dryades		
bcbmea03	Plan de Création/Massue à 2M des Tuteurs		un	le				Plan de Création/Massue à 2M des Tuteurs		
bcbmea03_2	Plan de Création/Massue à 2M des Recycleurs		un	le				Plan de Création/Massue à 2M des Recycleurs		
bcbmea04	Plan de Création/Epée à 2M des Sculpteurs de Vase		un	le				Plan de Création/Epée à 2M des Sculpteurs de Vase		
bcbmea04_2	Plan de Création/Epée à 2M des Embourbés		un	le				Plan de Création/Epée à 2M des Embourbés		
bcbmea05	Plan de Création/Hache des Taxeurs		un	le				Plan de Création/Hache des Taxeurs		
bcbmea05_2	Plan de Création/Hache des Renegades		un	le				Plan de Création/Hache des Renegades		
bcbmea05_3	Plan de Création/Hache des Fraiders		un	le				Plan de Création/Hache des Fraiders		
bcbmea06	Plan de Création/Dague des Corsaires		un	le				Plan de Création/Dague des Corsaires		
bcbmea06_2	Plan de Création/Dague des Illuminés		un	le				Plan de Création/Dague des Illuminés		
bcbmea06_3	Plan de Création/Dague des Cuzans		un	le				Plan de Création/Dague des Cuzans		
bcbmea07	Plan de Création/Lance des Amazones		un	le				Plan de Création/Lance des Amazones		
bcbmea07_2	Plan de Création/Lance des Matisec		un	le				Plan de Création/Lance des Matisec		
bcbmea07_3	Plan de Création/Lance des Esclaves de la sève		un	le				Plan de Création/Lance des Esclaves de la sève		
bcbmea08	Plan de Création/Massue des Zokamis		un	le				Plan de Création/Massue des Zokamis		
bcbmea08_2	Plan de Création/Massue du Cercle noir		un	le				Plan de Création/Massue du Cercle noir		
bcbmea08_3	Plan de Création/Massue des Gibads		un	le				Plan de Création/Massue des Gibads		
bcbmea09	Plan de Création/Bâton de l'Arbre éternel		un	le				Plan de Création/Bâton de l'Arbre éternel		
bcbmea09_2	Plan de Création/Bâton des Sèves sèches		un	le				Plan de Création/Bâton des Sèves sèches		
bcbmea09_3	Plan de Création/Bâton des Maîtres de la goo		un	le				Plan de Création/Bâton des Maîtres de la goo		
bcbmea10	Plan de Création/Epée des Contrebandiers		un	le				Plan de Création/Epée des Contrebandiers		
bcbmea10_2	Plan de Création/Epée des Mercenaires écarlates		un	le				Plan de Création/Epée des Mercenaires écarlates		
bcbmea10_3	Plan de Création/Epée des Frères de la lagune		un	le				Plan de Création/Epée des Frères de la lagune		
bcbrea01	Plan de Création/Mitrailleuse des Façonneurs nocturnes		un	le				Plan de Création/Mitrailleuse des Façonneurs nocturnes		
bcbrea01_2	Plan de Création/Mitrailleuse des Sauvages		un	le				Plan de Création/Mitrailleuse des Sauvages		
bcbrea01_3	Plan de Création/Mitrailleuse des Sanguins		un	le				Plan de Création/Mitrailleuse des Sanguins		
bcbrea02	Plan de Création/Fusil-Arbalète des Frères des plantes 		un	le				Plan de Création/Fusil-Arbalète des Frères des plantes 		
bcbrea02_2	Plan de Création/Fusil-Arbalète des Antekamis		un	le				Plan de Création/Fusil-Arbalète des Antekamis		
bcbrea02_3	Plan de Création/Fusil-Arbalète des Mémoires		un	le				Plan de Création/Fusil-Arbalète des Mémoires		
bcbrea03	Plan de Création/Lance-Grenades des Chasseurs de frahars		un	le				Plan de Création/Lance-Grenades des Chasseurs de frahars		
bcbrea03_2	Plan de Création/Lance-Grenades des Sans loi		un	le				Plan de Création/Lance-Grenades des Sans loi		
bcbrea04	Plan de Création/Pistolet des Bagnards		un	le				Plan de Création/Pistolet des Bagnards		
bcbrea04_2	Plan de Création/Pistolet des Matisagoo		un	le				Plan de Création/Pistolet des Matisagoo		
bcbrea04_3	Plan de Création/Pistolet des Esclavagistes		un	le				Plan de Création/Pistolet des Esclavagistes		
bcbrea05	Plan de Création/Pistolet-Arbalète des Marchands associés		un	le				Plan de Création/Pistolet-Arbalète des Marchands associés		
bcbrea05_2	Plan de Création/Pistolet-Arbalète des Chlorogoos		un	le				Plan de Création/Pistolet-Arbalète des Chlorogoos		
bcbrea05_3	Plan de Création/Pistolet-Arbalète des Cancrelats		un	le				Plan de Création/Pistolet-Arbalète des Cancrelats		
bcbrea06	Plan de Création/Fusil des Trafiquants des ombres		un	le				Plan de Création/Fusil des Trafiquants des ombres		
bcbrea06_2	Plan de Création/Fusil de la Kuilde		un	le				Plan de Création/Fusil de la Kuilde		
bcbrea06_3	Plan de Création/Fusil des Saigneurs de racines		un	le				Plan de Création/Fusil des Saigneurs de racines		
bcbsea01	Plan de Création/Rondache des Iconodoules		un	le				Plan de Création/Rondache des Iconodoules		
bcbsea01_2	Plan de Création/Rondache des Déferlants		un	le				Plan de Création/Rondache des Déferlants		
bcbsea01_3	Plan de Création/Rondache des Écorchés		un	le				Plan de Création/Rondache des Écorchés		
bcbsea02	Plan de Création/Bouclier des Dresseurs d'eau		un	le				Plan de Création/Bouclier des Dresseurs d'eau		
bcbsea02_2	Plan de Création/Bouclier des Pyromanciennes		un	le				Plan de Création/Bouclier des Pyromanciennes		
bcbsea02_3	Plan de Création/Bouclier des Puisatiers		un	le				Plan de Création/Bouclier des Puisatiers		
bepa01	Déclencheur d'enchantement		un	le	Déclencheurs d'enchantement	des	les	Permet d'utiliser l'enchantement contenu dans un objet		
bapa03	Monter							Monter un animal		
bapa04	Descendre							Descendre de sa monture		
bckammi_ep2_large_bark_splinter	Grand Éclat d'Écorce		un	le	Grands Éclats d'Écorce	des	les	Plan de Création/Grand Éclat d'Écorce		
bckammi_ep2_large_fibers	Grosse Poignée de Fibres		une	la	Grandes Poignées de Fibres	des	les	Plan de Création/Grosse Poignée de Fibres		
bckammi_ep2_large_root_piece	Grand Morceau de Racine		une	le	Grands Morceaux de Racines	des	les	Plan de Création/Grand Morceau de Racine		
bckammi_ep2_large_trunk	Longue Partie de Tronc		une	la	Longues Parties de Troncs	des	les	Plan de Création/Longue Partie de Tronc		
bckammi_ep2_maj_maduk_core	Pièce Majeure du Noyau de Ma-Duk		une	la	Pièces Majeures du Noyau de Ma-Duk	des	les	Plan de Création/Pièce Majeure du Noyau de Ma-Duk		
bckammi_ep2_maj_symbol_part	Pièce Majeure du Symbole		une	la	Pièces Majeures du Symbole	des	les	Plan de Création/Pièce Majeure du Symbole		
bckammi_ep2_min_maduk_core	Pièce Mineure du Noyau de Ma-Duk		une	la	Pièces Mineures du Symbole	des	les	Plan de Création/Pièce Mineure du Noyau de Ma-Duk		
bckammi_ep2_min_symbol_part	Pièce Mineure du Symbole		une	la	Pièces Mineures du Symbole	des	les	Plan de Création/Pièce Mineure du Symbole		
bckammi_ep2_small_bark_splinter	Petit Éclat d'Écorce		une	le	Petits Éclats d'Écorces	des	les	Plan de Création/Petit Éclat d'Écorce		
bckammi_ep2_small_fibers	Petite Poignée de Fibres		une	la	Petites Poignées de Fibres	des	les	Plan de Création/Petite Poignée de Fibres		
bckammi_ep2_small_root_piece	Petit Morceau de Racine		un	le	Petits Morceaux de Racines	des	les	Plan de Création/Petit Morceau de Racine		
bckammi_ep2_small_trunk	Courte Partie de Tronc		une	la	Courtes Parties de Troncs	des	les	Plan de Création/Courte Partie de Tronc		
bckammi_ep2_large_moss_patch	Grande Plaque de Mousse		une	la	Grandes Plaques de Mousse	des	les	Plan de Création/Grande Plaque de Mousse		
bckammi_ep2_small_bud	Petit Bourgeon d'Ornement		un	le	Petits Bourgeons d'Ornement	des	les	Plan de Création/Petit Bourgeon d'Ornement		
bckammi_ep2_small_moss_patch	Petite Plaque de Mousse		une	la	Petites Plaque de Mousse	des	les	Plan de Création/Petite Plaque de Mousse		
bckammi_ep2_large_bud	Grand Bourgeon d'Ornement		un	le	Grands Bourgeons D'ornement	des	les	Plan de Création/Grand Bourgeon d'Ornement		
bckarmi_ep2_high_brick	Brique Supérieure de Muraille		une	la	Briques Supérieures de Muraille	des	les	Plan de Création/Brique Supérieure de Muraille		
bckarmi_ep2_large_conglomerate	Grand Conglomérat de Comble		un	le	Grands Conglomérats de Comble	des	les	Plan de Création/Grand Conglomérat de Comble		
bckarmi_ep2_low_brick	Brique Inférieure de Muraille		une	la	Briques Inférieures de Muraille	des	les	Plan de Création/Brique Inférieure de Muraille		
bckarmi_ep2_maj_column	Pièce Majeure de Colonne		une	la	Pièces Majeures de Colonnes	des	les	Plan de Création/Pièce Majeure de Colonne		
bckarmi_ep2_maj_justice_column	Pièce Majeure de Colonne de Justice		une	la	Pièces Majeures de Colonne de Justice	des	les	Plan de Création/Pièce Majeure de Colonne de Justice		
bckarmi_ep2_maj_ornament	Pièce Majeure d'Ornement		une	la	Pièces Majeures d'Ornement	des	les	Plan de Création/Pièce Majeure d'Ornement		
bckarmi_ep2_large_patch_cover	Plaque Majeure de Revêtement		une	la	Plaque Majeures de Revêtement	des	les	Plan de Création/Plaque Majeure de Revêtement		
bckarmi_ep2_maj_pedestal	Pièce Majeure de Socle		une	la	Pièces Majeures de Socle	des	les	Plan de Création/Pièce Majeure de Socle		
bckarmi_ep2_maj_statue_part	Partie Majeure de Statue		une	la	Parties Majeures de Statue	des	les	Plan de Création/Partie Majeure de Statue		
bckarmi_ep2_min_column	Pièce Mineure de Colonne		une	la	Pièces Majeures de Colonne	des	les	Plan de Création/Pièce Mineure de Colonne		
bckarmi_ep2_min_justice_column	Pièce Mineure de Colonne de Justice		une	la	Pièces Mineures de Colonne de Justice	des	les	Plan de Création/Pièce Mineure de Colonne de Justice		
bckarmi_ep2_min_ornament	Pièce Mineure d'Ornement		une	la	Pièces Mineures d'Ornement	des	les	Plan de Création/Pièce Mineure d'Ornement		
bckarmi_ep2_small_patch_cover	Plaque Mineure de Revêtement		une	la	Plaques Mineures de Revêtement	des	les	Plan de Création/Plaque Mineure de Revêtement		
bckarmi_ep2_min_pedestal	Pièce Mineure de Socle		une	la	Pièces Mineures de Socle	des	les	Plan de Création/Pièce Mineure de Socle		
bckarmi_ep2_min_statue_part	Partie Mineure de Statue		une	la	Parties Mineures de Statue	des	les	Plan de Création/Partie Mineure de Statue		
bckarmi_ep2_small_conglomerate	Petit Conglomérat de Comble		un	le	Petits Conglomérats de Comble	des	les	Plan de Création/Petit Conglomérat de Comble		
bcpa28	Construction Kami		une	la	Constructions Kami	des	les	Stanza de plan de base de création pour constructions kami		
bcpa29	Construction Karavan		une	la	Constructions Karavan	des	les	Stanza de plan de base de création pour constructions karavan		
bckarbca01	Construction Karavan 01		une	la	Constructions Karavan 01	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 01 - Qualité : $cr_recommended	
bckarbca02	Construction Karavan 02		une	la	Constructions Karavan 02	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 02 - Qualité : $cr_recommended	
bckarbca03	Construction Karavan 03		une	la	Constructions Karavan 03	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 03 - Qualité : $cr_recommended	
bckarbca04	Construction Karavan 04		une	la	Constructions Karavan 04	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 04 - Qualité : $cr_recommended	
bckarbca05	Construction Karavan 05		une	la	Constructions Karavan 05	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 05 - Qualité : $cr_recommended	
bckarbca06	Construction Karavan 06		une	la	Constructions Karavan 06	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 06 - Qualité : $cr_recommended	
bckarbca07	Construction Karavan 07		une	la	Constructions Karavan 07	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 07 - Qualité : $cr_recommended	
bckarbca08	Construction Karavan 08		une	la	Constructions Karavan 08	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 08 - Qualité : $cr_recommended	
bckarbca09	Construction Karavan 09		une	la	Constructions Karavan 09	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 09 - Qualité : $cr_recommended	
bckarbca10	Construction Karavan 10		une	la	Constructions Karavan 10	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 10 - Qualité : $cr_recommended	
bckarbca11	Construction Karavan 11		une	la	Constructions Karavan 11	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 11 - Qualité : $cr_recommended	
bckarbca12	Construction Karavan 12		une	la	Constructions Karavan 12	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 12 - Qualité : $cr_recommended	
bckarbca13	Construction Karavan 13		une	la	Constructions Karavan 13	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 13 - Qualité : $cr_recommended	
bckarbca14	Construction Karavan 14		une	la	Constructions Karavan 14	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 14 - Qualité : $cr_recommended	
bckarbca15	Construction Karavan 15		une	la	Constructions Karavan 15	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 15 - Qualité : $cr_recommended	
bckarbca16	Construction Karavan 16		une	la	Constructions Karavan 16	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 16 - Qualité : $cr_recommended	
bckarbca17	Construction Karavan 17		une	la	Constructions Karavan 17	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 17 - Qualité : $cr_recommended	
bckarbca18	Construction Karavan 18		une	la	Constructions Karavan 18	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 18 - Qualité : $cr_recommended	
bckarbca19	Construction Karavan 19		une	la	Constructions Karavan 19	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 19 - Qualité : $cr_recommended	
bckarbca20	Construction Karavan 20		une	la	Constructions Karavan 20	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 20 - Qualité : $cr_recommended	
bckarbca21	Construction Karavan 21		une	la	Constructions Karavan 21	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 21 - Qualité : $cr_recommended	
bckarbca22	Construction Karavan 22		une	la	Constructions Karavan 22	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 22 - Qualité : $cr_recommended	
bckarbca23	Construction Karavan 23		une	la	Constructions Karavan 23	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 23 - Qualité : $cr_recommended	
