*HASH_VALUE	placeId	name	namea	nameda	da	daa	pp	lpp
_E6013EFFB4FEB861	place_arrival_from_zorai	Wenn dieser Text angezeigt wird, handelt es sich um einen Bug: place_arrival_from_zorai.						
_20303EFF361FE055	place_arrival_from_matis	Wenn dieser Text angezeigt wird, handelt es sich um einen Bug: place_arrival_from_matis.						
_DACE98C5E36C7230	place_arrival_from_route_gouffre	Wenn dieser Text angezeigt wird, handelt es sich um einen Bug: place_arrival_from_route_gouffre.						
_68FB04BEDC8A4CC3	oasis_rdc	Dyron	Dyron	Dyron			in	nach
_DADA0C766985AFA5	oasis_1st	Taverne der Oase	Taverne der Oase	Taverne der Oase	die	die	in der	zur
_DBA1B2879853B535	war_school_rdc	Erdgeschoss der Militärschule	Erdgeschoss der Militärschule	Erdgeschoss der Militärschule	das	das	im	zum
_235BE50B449EE81E	war_school_ss	Untergeschoss der Militärschule	Untergeschoss der Militärschule	Untergeschoss der Militärschule	das	das	im	zum
_94352638B17CB560	sherif_armory_rdc	Erdgeschoss des Waffenlagers	Erdgeschoss des Waffenlagers	Erdgeschoss des Waffenlagers	das	das	im	zum
_85303230FE1225CE	sherif_armory_1st	Obergeschoss des Waffenlagers	Obergeschoss des Waffenlagers	Obergeschoss des Waffenlagers	das	das	im	zum
_97B394C0997974A0	sherif_rdc	Platz des Leibwächters	Platz des Leibwächters	Platz des Leibwächters	das	das	im	zum
_9902D8CF497984A0	sherif_1st	Obergeschoss der Leibwächter	Obergeschoss der Leibwächter	Obergeschoss der Leibwächter	das	das	im	zum
_C68FF216063FADD6	zo_hoicho_sergent_quarter	Hoï-Cho Sergeantenquartier	Hoï-Cho Sergeantenquartier	Hoï-Cho Sergeantenquartier	das	das	im	zum
_2A289CA228F9A0A7	region_matis_island	Almati-Wald	Almati-Wald	Almati-Wald	die	der	auf der	zur
_64C03EFF367FF06B	place_arrival_from_fyros	Wenn dieser Text angezeigt wird, handelt es sich um einen Bug: place_arrival_from_fyros.						
_0F4F819946B886B3	place_arrival_from_tryker	Wenn dieser Text angezeigt wird, handelt es sich um einen Bug: place_arrival_from_tryker.						
_5D803EFFB38EC048	place_arrival_from_bagne	Wenn dieser Text angezeigt wird, handelt es sich um einen Bug: place_arrival_from_bagne.						
_F598ACE61E4941CB	place_r_07_13_boss_kill	Söldner	Söldner	Söldnern	die	die	bei den	zu den
_7735415374A70966	place_r_01_10_escort	Treffpunkt	Treffpunkt	Treffpunkt	der	den	bei den	zu den
_59D5046521FB70DA	place_arena_warning	Wenn dieser Text angezeigt wird, handelt es sich um einen Bug: place_arena_warning						
_CC714C9FEBEF2433	r_01_06_hill_light	Wenn dieser Text angezeigt wird, handelt es sich um einen Bug: r_01_06_hill_light.						
_AC2EEFFFCD1C6926	r_05_36_mission_place_hunting_2	Wenn dieser Text angezeigt wird, handelt es sich um einen Bug: r_05_36_mission_place_hunting_2.						
_AC2EEFFFCD2C6927	r_05_36_mission_place_hunting_3	Wenn dieser Text angezeigt wird, handelt es sich um einen Bug: r_05_36_mission_place_hunting_3.						
_0144BC1A72366C6C	r_09_10_mission_forage_1	Sägemehl sammeln	Sägemehl sammeln	Sägemehl sammeln				
_6543E020AE366C07	r_09_10_mission_forage_2	Wachs sammeln	Wachs sammeln	Wachs sammeln				
_65EE17B7F2CAA4FD	r_09_10_mission_forage_3	Holz sammeln	Holz sammeln	Holz sammeln				
_794C1D8BEBD85488	r_08_16_mission_place_2	Erster Hinterhalt	Ersten Hinterhalt	Ersten Hinterhalt	der	den	beim	zum
_399DE9213CD418F4	r_08_16_mission_place_4	Zweiter Hinterhalt	Zweiten Hinterhalt	Zweiten Hinterhalt	der	den	beim	zum
_FEF3F18880D42C69	r_08_16_mission_place_5	Der Anführer sucht Euch	Der Anführer sucht Euch	Der Anführer sucht Euch				
_DEC9CC99E7779F78	ava_bar_ext1	Avalae	Avalae	Avalae			in	nach
_D787078F0F8B4067	ava_bar_int2	Bar von Avalae	Bar von Avalae	Bar von Avalae	die	die	in der	zur
_5636A84F67199C69	ava_bar_int_2	Bar von Avalae	Bar von Avalae	Bar von Avalae	die	die	in der	zur
_1D4B8C8D68BAA437	dav_bar_ext2	Davae	Davae	Davae			in	nach
_4B1758950F8B6867	dav_bar_int2	Bar von Davae	Bar von Davae	Bar von Davae	die	die	in der	zur
_9D2BB497E89ACC41	nat_bar_ext2	Natae	Natae	Natae			in	nach
_D3FA885C679A9C41	nat_bar_int_2	Bar von Natae	Bar von Natae	Bar von Natae	die	die	in der	zur
_CDD758A90F8B6067	nat_bar_int2	Bar von Natae	Bar von Natae	Bar von Natae	die	die	in der	zur
_A5677CB95F570BBC	serre2	Yrkanis	Yrkanis	Yrkanis			in	nach
_A5577CB91F5707BC	serre1	Yrkanis	Yrkanis	Yrkanis			in	nach
_11D894BB6B18DEBA	yrk_serre_ncp2	Treibhaus von Yrkanis	Treibhaus von Yrkanis	Treibhaus von Yrkanis	das	das	im	zum
_55D894BB6B18DAAD	yrk_serre_npc1	Treibhaus von Yrkanis	Treibhaus von Yrkanis	Treibhaus von Yrkanis	das	das	im	zum
_E7EAF4B9A48A14B3	yrk_bar_ext	Yrkanis	Yrkanis	Yrkanis			in	nach
_99B903B9D54A188E	yrk_bar_int1	Bar von Yrkanis	Bar von Yrkanis	Bar von Yrkanis	die	die	in der	zur
_A759546346C8BBCA	mairie_rdc	Untergeschoss 	Untergeschoss 	Untergeschoss 	das	das	im	zum
_C45A9DE5178C1321	yrkanis mairie ss	Untergeschoss der Gemeinde	Untergeschoss der Gemeinde	Untergeschoss der Gemeinde	das	das	im	zum
_61403EFF36E0205D	place_arrival_from_nexus	Wenn dieser Text angezeigt wird, handelt es sich um einen Bug: place_arrival_from_nexus.						
_E3A13EFFB3CFFC57	place_arrival_from_terre	Wenn dieser Text angezeigt wird, handelt es sich um einen Bug: place_arrival_from_terre.						
_C8E11A63023D3424	continent_tryker_island	Alte Lande	Alten Landen	Alten Landen	die	die	in den	zu den
_782750B66DD50B84	region_tryker_island1	Tryker Insel 1	Tryker-Insel		der	die		
_783750B66DD50B85	region_tryker_island2	Tryker Insel 2	Tryker-Insel		der	die		
_784750B66DD50B86	region_tryker_island3	Tryker Inseln 3	Tryker-Inseln		der	die		
_9FDAC1DE6DF71481	region_tryker_island4	Olkern-See	Olkern-See	Olkern-See	der	den	beim	zum
_786750B66DD50B88	region_tryker_island5	Tryker Inseln 5	Tryker-Inseln		der	dem		
_06C2A8376442D645	r_01_28_mission_tp_1a	Grotte des Wirbels nach Tautropfen	Grotte des Wirbels nach Tautropfen	Grotte des Wirbels nach Tautropfen	die	die	in der	zur
_5D3124100950F084	r_01_28_mission_tp_2a	Gang nach Tautropfen	Gang nach Tautropfen	Gang nach Tautropfen	der	den	im	zum
_1EA438315D638A9E	r_05_33_creek_1	Clopper-Bucht	Clopper-Bucht	Clopper-Bucht	die	die	in der	zur
_F27CBD6F00A82016	r_01_27_place_libertylake	Gefährlicher Strand	Gefährlichen Strand	Gefährlichen Strand	der	den	auf dem	zu dem
_0F1086393F8B083C	r_01_27_place_libertylake_2	Clopper-Strand	Clopper-Strand	Clopper-Strand	der	den	auf dem	zu dem
_53F9A97830AA1FE7	r_12_04	Wenn dieser Text angezeigt wird, handelt es sich um einen Bug: r_12_04						
_D8EE237CA3C73181	r_01_28_mission_tp_1	Grotte des Wirbels nach Gang der Winde der Muse	Grotte des Wirbels nach Gang der Winde der Muse	Grotte des Wirbels nach Gang der Winde der Muse	die	die	in der	zur
_321059AE9A1F0970	r_01_28_mission_tp_2	Gang der Winde der Muse	Gang der Winde der Muse	Gang der Winde der Muse	der	den	im	zum
_2C7D7F0D60A5B869	continent_zorai_island	Zorai Inseln	Oflovak's Straße					
_DB798FE7FE88087C	region_zorai_island1	Zorai Insel 1	Zorai-Insel 					
_1B798FE8FE88087C	region_zorai_island2	Zorai Insel 2	Zorai-Insel 					
_5B798FE9FE88087C	region_zorai_island3	Zorai Insel 3	Zorai-Insel 					
_9C798FEAFE88087C	region_zorai_island4	Zorai Insel 4	Zorai-Insel 					
_FBA877B09500939C	r_06_12_forage_1	Harzquelle	Harzquelle	Harzquelle	die	die	bei der	zur
_772E4C85FE065074	r_06_12_forage_2	Verfaulte Faserquelle	Verfaulte Faserquelle	Verfaulten Faserquelle	die	die	bei der	zur
_8926187ED6A4F65B	r_06_12_hunting_1	Jagd	Jagd	Jagd	die	die	bei der	zur
_DAE5ACAB55DD2399	r_10_10_goo_hunting	Angesteckte Zone	Angesteckte Zone	Angesteckten Zone	die	die	in der	zur
_7FE78D2E9558B3A2	zora_mairie_ss	Untergeschoss der Gemeinde	Untergeschoss der Gemeinde	Untergeschoss der Gemeinde	das	das	im	zum
_651AB4C7EC37448B	zora_mairie_mainroom	Gemeinde	Gemeinde	Gemeinde	die	die	in der	zur
_F28C868C7F5ABFC0	r_07_04_place_adept_spawn	Ritualplatz der Kamis	Ritualplatz der Kamis	Ritualplatz der Kamis	der	den	auf dem	zum
_CFE5AAFE0E263A60	place_zora_puits_aux_offrandes	Brunnen der Opfergaben	Brunnen der Opfergaben	Brunnen der Opfergaben	der	den	am	zum
_6CE9E88E6105DCA9	gmisland	Atrium Insel	Atrium Insel	Atrium Insel	die	die	auf der	zur
_EA39D49BE04753AE	gmisland_stable	Atrium Stall	Atrium Stall	Atrium Stall	die	die	bei den	zu den
_69670C5ADDE9CCB8	gmcampfire	Atrium Lager	Atrium Lager	Atrium Lager	das	das	beim	zum
_EFD6BCAEA0A863B1	gmarena	Atrium Arena	Atrium Arena	Atrium Arena	die	die	bei der	zur
_CDA66BB129164B9B	r_06_13_kitin	Kitin-Zone	Kitin-Zone	Kitin-Zone	die	die	in der	zur
_E589639EDA4288B3	debug_place_visit	place de test 1	Testzone					
_6C857FCF85DB7CA3	debug_place_visit2	place de test 2	Testzone					
_46DF20FF673994DF	debug_place_teleport	place de teleport	Teleportzone					
_F48DF7D5800A5CC9	r_05_15_repere_bandits	Versteck der Banditen	Versteck der Banditen	Versteck der Banditen	das	das	beim	zum
_F50B113966162410	r_03_38_village_shadowrunners	Lager	Lager	Lager	das	das	im	zum
_33DA74E9E7B74760	place_r_05_41_foreuses	Rohmaterial-Lager	Rohmaterial-Lager	Rohmaterial-Lager	das	das	im	zum
_CC24A4B02636DE04	place_r_09_09_arrivee_bagne	Abgrund von Ichor – Ankunftspunkt	Abgrund von Ichor – Ankunftspunkt	Abgrund von Ichor – Ankunftspunkt	der	den	am	zum
_C8E5A6975D642900	welcomer_natae_guardchief	Anführer der Wache von Natae 	Anführer der Wache von Natae 	Anführer der Wache von Natae 	der	den	beim	zum
_42BFED62CB5D99C2	welcomer_natae_intendant	Intendant von Natae 	Intendant von Natae 	Intendant von Natae 	der	den	beim	zum
_5C34809BD9B7B892	welcomer_natae_sage	Weiser von Natae	Weiser von Natae	Weiser von Natae	der	den	beim	zum
_C2BFC5624B5D71C2	welcomer_davae_intendant	Intendant von Davae 	Intendant von Davae 	Intendant von Davae 	der	den	beim	zum
_5A34589BD9B7C092	welcomer_davae_sage	Weiser von Davae	Weiser von Davae	Weiser von Davae	der	den	beim	zum
_48E57E97DD640100	welcomer_davae_guardchief	Anführer der Wache von Davae 	Anführer der Wache von Davae 	Anführer der Wache von Davae 	der	den	beim	zum
_579522D7DAB182EB	welcomer_avalae_guardchief	Anführer der Wache von Avalae 	Anführer der Wache von Avalae 	Anführer der Wache von Avalae 	der	den	beim	zum
_D91530CE24E844A4	welcomer_avalae_sage	Weiser von Avalae	Weiser von Avalae	Weiser von Avalae	der	den	beim	zum
_BFB24E8DBE6F89D5	welcomer_avalae_intendant	Intendant von Avalae 	Intendant von Avalae 	Intendant von Avalae 	der	den	beim	zum
_FEABB5156969D8D2	welcomer_avendale	Offizier von Avendale 	Offizier von Avendale 	Offizier von Avendale 	der	den	beim	zum
_3B2F0A60303F3DBE	welcomer_windermeer	Offizier von Windermeer 	Offizier von Windermeer 	Offizier von Windermeer 	der	den	beim	zum
_C110E2536D7E35DC	welcomer_crystabell	Offizier von Crystabell 	Offizier von Crystabell 	Offizier von Crystabell 	der	den	beim	zum
_F2F241D9DB2EFD92	welcomer_jenlai_guardchief	Anführer der Wache von Jen-Laï 	Anführer der Wache von Jen-Laï 	Anführer der Wache von Jen-Laï 	der	den	beim	zum
_5A0F6D8FBFEC047C	welcomer_jenlai_intendant	Intendant von Jen-Laï 	Intendant von Jen-Laï 	Intendant von Jen-Laï 	der	den	beim	zum
_D47ED9B5D4485478	welcomer_jenlai_sage	Weiser von Jen-Laï	Weiser von Jen-Laï	Weiser von Jen-Laï	der	den	beim	zum
_1CBF798FC07C2079	welcomer_mincho_intendant	Intendant von Min-Cho 	Intendant von Min-Cho 	Intendant von Min-Cho 	der	den	beim	zum
_B4A24DD9DCBE198F	welcomer_mincho_guardchief	Anführer der Wache von Min-Cho 	Anführer der Wache von Min-Cho 	Anführer der Wache von Min-Cho 	der	den	beim	zum
_D41E01ACD4A88072	welcomer_mincho_sage	Weiser von Min-Cho	Weiser von Min-Cho	Weiser von Min-Cho	der	den	beim	zum
_DB1F658A412C2079	welcomer_hoicho_intendant	Intendant von Hoï-Cho 	Intendant von Hoï-Cho 	Intendant von Hoï-Cho 	der	den	beim	zum
_937EEDACD458986D	welcomer_hoicho_sage	Weiser von Hoï-Cho	Weiser von Hoï-Cho	Weiser von Hoï-Cho	der	den	beim	zum
_730239D45D6E198F	welcomer_hoicho_guardchief	Anführer der Wache von Hoï-Cho 	Anführer der Wache von Hoï-Cho 	Anführer der Wache von Hoï-Cho 	der	den	beim	zum
_BC5EF96FBE283C5E	episode2_camp_karavan_fyros_island	Karavan-Lager der Aelius-Dünen	Karavan-Lager der Aelius-Dünen	Karavan-Lager der Aelius-Dünen	das	das	im	zum
_036E80DFA0CB2BB0	episode2_camp_kami_fyros_island	Kami-Lager der Aelius-Dünen	Kami-Lager der Aelius-Dünen	Kami-Lager der Aelius-Dünen	das	das	im	zum
_0DFE209AE36A8F9A	episode2_camp_kami_matis_island	Kami-Lager des Almati-Waldes	Kami-Lager des Almati-Waldes	Kami-Lager des Almati-Waldes	das	das	im	zum
_917E577AB344704E	episode2_camp_karavan_matis_island	Karavan-Lager des Almati-Waldes	Karavan-Lager des Almati-Waldes	Karavan-Lager des Almati-Waldes	das	das	im	zum
_409ED04BDF5FC049	episode2_camp_karavan_tryker_island	Karavan-Lager des Olkern-Sees	Karavan-Lager des Olkern-Sees	Karavan-Lager des Olkern-Sees	das	das	im	zum
_FB7BA7032F267DF7	episode_2_camp_kami_tryker_island	Kami-Lager des Olkern-Sees	Kami-Lager des Olkern-Sees	Kami-Lager des Olkern-Sees	das	das	im	zum
_D88CD76935E9BC0D	region_newbieland_hunting_grounds	Jagdgründe	Jagdgründe	Jagdgründen	die	die	in den	zu den
_FF7B805391F2CE15	region_newbieland_the_shattered_ruins	Zerstörte Ruinen	Zerstörten Ruinen	Zerstörten Ruinen	die	die	in den	zu den
_6BAB95F65A4612C5	place_shattered_ruins_silan	Ruinen von Silan	Ruinen von Silan	Ruinen von Silan	die	die	in den	zu den
_C1B6D7A38910C280	place_shattered_ruins_trone	Thronsaal	Thronsaal	Thronsaal	der	den	im	zum
_F7ED900FB606BF52	region_newbieland_starting_zone	Gebiet der Ranger	Gebiet der Ranger	Gebiet der Ranger	das	das	im	zum
_F207FC792E5B7FD7	place_starting_zone_starting_city	Ranger-Lager	Ranger-Lager	Ranger-Lager	das	das	im	zum
_1FC0BD051FBA29C2	place_starting_zone_arena	Arena	Arena	Arena	die	die	in der	zur
_1AD4EDDE25EF9A7C	region_newbieland_blight_zone	Krankes Land	Kranke Land	Kranken Land	das	das	im	zum
_7B1F3EDFDAE106E2	region_newbieland_shining_lake	Funkelnder See	Funkelnden See	Funkelnden See	der	den	beim	zum
_76195654F845B2F6	region_newbieland_kitins_jungle	Kitin-Dschungel	Kitin-Dschungel	Kitin-Dschungel	der	den	im	zum
_80BF8CB067DB7D2B	Karavan Embassy	Karavan-Botschaft	Karavan-Botschaft	Karavan-Botschaft	die	die	in der	zur
_13D97FAB68F4205D	Kami_Enclave	Kami-Enklave	Kami-Enklave	Kami-Enklave	die	die 	in der 	zur
_710627533E632FDF	place_hunting_grounds_gingo_lair	Ragus-Fels	Ragus-Felsen	Ragus-Felsen	der	den	auf dem	zum
_CC0CE3C65B7FA15A	mission_place_tryker_02	Rohstoffsuchzone	Rohstoffsuchzone	Rohstoffsuchzone	die	die	in der	zur
_CC0CE3C65B8FA15A	mission_place_tryker_03	Rohstoffsuchzone	Rohstoffsuchzone	Rohstoffsuchzone	die	die	in der	zur
_AADAC0B4A615B39C	mission_place_ranger_01	Ranger-Stätte	Ranger-Stätte		die	die	an der	zur
_AADAC0B4A625B39C	mission_place_ranger_02	Ranger-Stätte	Ranger-Stätte		die	die	an der	zur
_A35A89087EC54678	mission_place_ilot	Versuchsfeld	Versuchsfeld	Versuchsfeld	das	das	im	zu dem
_C2EB1553A7B1C119	newbieland	Kontrollierte Lande	Kontrollierten Lande	Kontrollierten Landen	die	die	in den	zu den
_FB2D817EC31E3E85	region_newbieland	Entdeckenswerte Gefilde	Entdeckenswerten Gefilde	Entdeckenswerten Gefilden	die	die	in den	zu den
_CC0CE3C6639FA15A	mission_place_tryker_04	Rohstoffsuchzone	Rohstoffsuchzone	Rohstoffsuchzone	die	die	in der 	zur
_7B1B7F9960E2527E	continent_corrupted_moor	Verseuchte Heiden	Verseuchten Heiden	Verseuchten Heiden	die	die	in den	zu den
_3874F76125ABDBD0	region_karavanexclusionzone	Zerrissene Ebenen	Zerrissenen Ebenen	Zerrissenen Ebenen	die	die	auf den	zu den
_F72E18E86DBAD71D	place_tcm_karavan_camp	Karavan-Experimentierungslager	Karavan-Forschungslager	Karavan-Forschungslager	das	das	im	zum
_84DA729970FAC598	region_hopeforest	Wald der Träume	Wald der Träume	Wald der Träume	der	den	im	zum
_3EF4CE5601CB0411	place_tcm_company_camp	Kami-Mission	Kami-Mission	Kami-Mission	die	die	in der	zur
_F626D6DF156DE713	place_tcm_company_eternal_tree	Lager der Gemeinschaft des Ewigen Baumes	Lager der Gemeinschaft des Ewigen Baumes	Lager der Gemeinschaft des Ewigen Baumes	das	das	im	zum
_A742D3D0E55D59D7	place_tcm_keepers	Archäologische Basis der Keeper	Archäologische Basis der Keeper	Archäologische Basis der Keeper	die	die	in der	zur
_3B9B8E81B2B19923	place_tcm_tutors	Tutoren-Altar	Tutoren-Altar	Tutoren-Altar	der	den	beim	zum
_454F7CA10219582C	region_northspire	Gipfel des Nordens	Gipfel des Nordens	Gipfel des Nordens	der	den	beim	zum
_AC63A7DA9FD6BECE	place_tcm_chlorogoo_camp	Chlorogoo-Festung	Chlorogoo-Festung	Chlorogoo-Festung	die	die	in der	zur
_5195E131C73B2859	region_fyreruins	Alte Fyros-Stadt	Alte Fyros-Stadt	Alten Fyros-Stadt	die	die	in der	zur
_8925B345F92FFD83	place_tcm_arena	Arena der Opfer	Arena der Opfer	Arena der Opfer	die	die	in der	zur
_5C614563DCCA42D2	place_tcm_kitin_nest	Ehemaliges Karavan-Depot	Ehemalige Karavan-Depot	Ehemaligen Karavan-Depot	das	das	im	zum
_72E6CE3DF34E5F02	region_mistvalley	Nebeltal	Nebeltal	Nebeltal	das	das	im	zum
_7D2B4C1CAFA6BFFC	fyre_village	Fyros-Ruinen	Fyros-Ruinen	Fyros-Ruinen	die	die	in den	zu den
_270C2BB5543D5BA2	place_tcm_karavan_south_west	Patrouillenzone	Patrouillenzone	Patrouillenzone	die	die	in der	zur
_270C1BA3543D5BA2	place_tcm_karavan_south_east	Patrouillenzone	Patrouillenzone	Patrouillenzone	die	die	in der	zur
_729FB81B15BB49D6	place_tcm_karavan_raid_ceremony_trigger	Karavan-Forschungslager	Karavan-Forschungslager	Karavan-Forschungslager	das	das	im	zum
_2B9C66C11C4631ED	place_tcm_karavan_raid_ceremony_target	Karavan-Forschungslager	Karavan-Forschungslager	Karavan-Forschungslager	das	das	im	zum
_0CF23F6CE22867E1	place_tcm_company_raid_ceremony_trigger	Kami-Mission	Kami-Mission	Kami-Mission	die	die	in der	zur
_72621C2FB0575EE1	place_tcm_company_raid_ceremony_target	Kami-Mission	Kami-Mission	Kami-Mission	die	die	in der	zur
_2454F9A3756BE489	place_tcm_shaman_tent	Wenn dieser Text angezeigt wird, handelt es sich um einen Bug: place_tcm_shaman_tent	Wenn Du diesen Text siehst, ist ein Bug aufgetreten: place_tcm_shaman_tent	Wenn dieser Text angezeigt wird, handelt es sich um einen Bug: place_tcm_shaman_tent				
_7086751EB6C58F8F	place_tcm_rock_fall	Ehemaliges Karavan-Depot	Ehemalige Karavan-Depot	Ehemaligen Karavan-Depot	das	das	im	zum
_D986F2FBCC9A5D45	place_tcm_karavan_outpost	Karavan-Außenposten	Karavan-Außenposten	Karavan-Außenposten	der	den	im	zum
_57B18A7D7106EFE2	kitiniere_cattle_room	Zuchtkammer	Zuchtkammer	Zuchtkammer	die	die	in der	zur
_C48FA13F83FE24FC	kitiniere_dark_mines	Dunkle Minen	Dunklen Minen	Dunklen Minen	die	die	in den	zu den
_3A30A9CE6C46971F	kitiniere_eggs_room	Haupt-Gelegeraum	Haupt-Gelegeraum	Haupt-Gelegeraum	der	den	im	zum
_AA384C96EF18E4BB	kitiniere_entrance	Eingang	Eingang	Eingang	der	den	im	zum
_24CA70A7238454B2	kitiniere_old_mines	Alte Minen	Alten Minen	Alten Minen	die	die	in den	zu den
_44F20D1B6CB6931E	kitiniere_princes_room	Raum der Prinzen	Raum der Prinzen	Raum der Prinzen	der	den	im	zum
_ED795F15E6D9C493	kitiniere_queen_room	Halle der Königin	Halle der Königin	Halle der Königin	die	die	in der	zur
_2959ECAE0CB888AF	kitiniere	Kitin-Nest	Kitin-Nest	Kitin-Nest	das	das	im	zum
_9701C07FF26F0E41	continent_kitiniere	Das Kitinnest	Kitinnest	Kitinnest	das	das	im	zum
_7556019ACD0C07D7	place_mission_fyros_01_yubo	Garten der Yubos	Garten der Yubos	Garten der Yubos	der	den	im	zum
_46BF61EE6B3E0F09	place_mission_fyros_02_huntingground_t1	Bodoc-Herde	Bodoc-Herde	Bodoc-Herde	die	die	bei der	zur
_2DED2FD120F0B5AB	place_mission_fyros_02_huntingground_t1exit	Pipo-Platz	Pipo-Platz	Pipo-Platz	der	den	am	zum
_2DED2FD12000B5AB	place_mission_fyros_02_huntingground_t2exit	Pipo-Platz	Pipo-Platz	Pipo-Platz	der	den	am	zum
_C8D0B0E082190B1C	place_mission_fyros_02_huntingground_t2	Yubo-Herde	Yubo-Herde	Yubo-Herde	die	die	bei der	zur
_E12DF302E2D0898E	place_mission_fyros_02_huntingground	Jagdgrund	Jagdgrund	Jagdgrund	der	den	im	zum
_5E480BFFD3CF01AB	place_mission_fyros_04_carcasse	Ort des Verbrechens	Ort des Verbrechens	Ort des Verbrechens	der	den	am	zum
_BFB72D82489D03B7	place_mission_fyros_04_ragus	Höhle des Ragus	Höhle des Ragus	Höhle des Ragus	die	die	in der	zur
_1B83DD9701AFB48C	place_mission_zorai_rendor	Rendor-Weide	Rendor-Weide	Rendor-Weide	die	die	auf der	zur
_3F9B714E67806100	place_shooting_range	Übungszone	Übungszone	Übungszone	die	die	in der	zur
_42EBB9231FA2290D	place_mission_javezone	Javing-Wald	Javing-Wald	Javing-Wald	der	den	im	zum
_C59E293FF88FC82B	place_mission_slavezone	Slaveni-Feld	Slaveni-Feld	Slaveni-Feld	das	das	im	zum
_8B05117DBECCE27B	place_forage_start	Rohstoffsuchzone	Rohstoffsuchzone	Rohstoffsuchzone	die	die	in der	zur
_D32CB2D7CF615792	place_forage_zun	Zun-Rohstoffsuchzone	Zun-Rohstoffsuchzone	Zun-Rohstoffsuchzone	die	die	in der	zur
_65DD63BF98F5768D	place_forage_shat	multiple Rohstoffsuchzone	multiple Rohstoffsuchzone	multiplen Rohstoffsuchzone	die	die	in der	zur
_651E2A3B082B51E9	place_forage_chloro	Goo-Zone	Goo-Zone	Goo-Zone	die	die	in der	zur
_A4C578AF23F6B7A0	gerder_food	Route von Gerder	Route von Gerder	Route von Gerder	die	die	in der	zur
_0B9FC534BF35F140	rpjob_magnecarto_1_a	Magnetismus-Messbereich A	Magnetismus-Messbereich A		der	den	im	zum
_4B9FC934BF35F140	rpjob_magnecarto_1_b	Magnetismus-Messbereich B	Magnetismus-Messbereich B		der	den	im	zum
_8B9FCD34BF35F140	rpjob_magnecarto_1_c	Magnetismus-Messbereich C	Magnetismus-Messbereich C		der	den	im	zum
_CC9FD134BF35F140	rpjob_magnecarto_1_d	Magnetismus-Messbereich D	Magnetismus-Messbereich D		der	den	im	zum
_0B9FC934BF35F140	rpjob_magnecarto_2_a	Magnetismus-Messgebiet A	Magnetismus-Messgebiet A	Magnetismus-Messgebiet A	das	das	im	zum
_4B9FCD34BF35F140	rpjob_magnecarto_2_b	Magnetismus-Messgebiet B	Magnetismus-Messgebiet B	Magnetismus-Messgebiet B	das	das	im	zum
_8B9FD134BF35F140	rpjob_magnecarto_2_c	Magnetismus-Messgebiet C	Magnetismus-Messgebiet C	Magnetismus-Messgebiet C	das	das	im	zum
_CC9FD534BF35F140	rpjob_magnecarto_2_d	Magnetismus-Messgebiet D	Magnetismus-Messgebiet D	Magnetismus-Messgebiet D	das	das	im	zum
_0B9FCD34BF35F140	rpjob_magnecarto_3_a	Magnetismus-Messgebiet A	Magnetismus-Messgebiet A	Magnetismus-Messgebiet A	das	das	im	zum
_4B9FD134BF35F140	rpjob_magnecarto_3_b	Magnetismus-Messgebiet B	Magnetismus-Messgebiet B	Magnetismus-Messgebiet B	das	das	im	zum
_8B9FD534BF35F140	rpjob_magnecarto_3_c	Magnetismus-Messgebiet C	Magnetismus-Messgebiet C	Magnetismus-Messgebiet C	das	das	im	zum
_CC9FD934BF35F140	rpjob_magnecarto_3_d	Magnetismus-Messgebiet D	Magnetismus-Messgebiet D	Magnetismus-Messgebiet D	das	das	im	zum
_0B9FD134BF35F140	rpjob_magnecarto_4_a	Magnetismus-Messgebiet A	Magnetismus-Messgebiet A	Magnetismus-Messgebiet A	das	das	im	zum
_4B9FD534BF35F140	rpjob_magnecarto_4_b	Magnetismus-Messgebiet B	Magnetismus-Messgebiet B	Magnetismus-Messgebiet B	das	das	im	zum
_8B9FD934BF35F140	rpjob_magnecarto_4_c	Magnetismus-Messgebiet C	Magnetismus-Messgebiet C	Magnetismus-Messgebiet C	das	das	im	zum
_CC9FDD34BF35F140	rpjob_magnecarto_4_d	Magnetismus-Messgebiet D	Magnetismus-Messgebiet D	Magnetismus-Messgebiet D	das	das	im	zum
_0B9FD534BF35F140	rpjob_magnecarto_5_a	Magnetismus-Messgebiet A	Magnetismus-Messgebiet A	Magnetismus-Messgebiet A	das	das	im	zum
_4B9FD934BF35F140	rpjob_magnecarto_5_b	Magnetismus-Messgebiet B	Magnetismus-Messgebiet B	Magnetismus-Messgebiet B	das	das	im	zum
_8B9FDD34BF35F140	rpjob_magnecarto_5_c	Magnetismus-Messgebiet C	Magnetismus-Messgebiet C	Magnetismus-Messgebiet C	das	das	im	zum
_CC9FE134BF35F140	rpjob_magnecarto_5_d	Magnetismus-Messgebiet D	Magnetismus-Messgebiet D	Magnetismus-Messgebiet D	das	das	im	zum
_FE340A03BD4BB987	kitinslair_zone_1	Erste zugängliche Kitin-Nest-Zone	Erste Kitin-Nest-Zone	Ersten Kitin-Nest-Zone	die	die	in der	zur
_43CF242BA7986462	place_matis_island_2	Dantes Gipfel	Dantes Gipfel	Dantes Gipfel	der	den	auf	zu
_153E9109EAE82056	region_matis_island_1	Almati-Wald	Almati-Wald	Almati-Wald	der	den	im	zum
