*HASH_VALUE	creature ID	name	p	creagen	screagen
_871A84B1ABA8876E	ckaid2	Могучий воин кидинак	Могучие воины кидинаки	Могучих воинов кидинаков	Могучего воина кидинака
_873A749F6C178B6E	ckaid3	Чудовищный воин кидинак	Чудовищные воины кидинаки	Чудовищных воинов кидинаков	Чудовищного воина кидинака
_8749C0A3EBF78F6E	ckaid4	Элитный воин кидинак	Элитные воины кидинаки	Элитных воинов кидинаков	Элитного воина кидинака
_ACA8C8AE2695427B	ckbid1	Воин кинрей	Воины кинреи	Воинов кинреев	Воина кинрея
_84BBE4A8ABC87F6B	ckbid2	Могучий воин кинрей	Могучие воины кинреи	Могучих воинов кинреев	Могучего воина кинрея
_84DBD4966C37836B	ckbid3	Чудовищный воин кинрей	Чудовищные воины кинреи	Чудовищных воинов кинреев	Чудовищного воина кинрея
_84EA209AEB17876B	ckbid4	Элитный воин кинрей	Элитные воины кинреи	Элитных воинов кинреев	Элитного воина кинрея
_E729A8B26324D9A5	ckcid1	Воин кизарак	Воины кизараки	Воинов кизараков	Воина кизарака
_873A84B5A909876E	ckcid2	Могучий воин кизарак	Могучие воины кизараки	Могучих воинов кизараков	Могучего воина кизарака
_875A74A36A788B6E	ckcid3	Чудовищный воин кизарак	Чудовищные воины кизараки	Чудовищных воинов кизараков	Чудовищного воина кизарака
_8769C0A7E9588F6E	ckcid4	Элитный воин кизарак	Элитные воины кизараки	Элитных воинов кизараков	Элитного воина кизарака
_E8A8B0A66324D9AC	ckdid1	Воин кинчер	Воины кинчеры	Воинов кинчеров	Воина кинчера
_87BB94AB2948876E	ckdid2	Могучий воин кинчер	Могучие воины кинчеры	Могучих воинов кинчеров	Могучего воина кинчера
_87DB8499EAB78B6E	ckdid3	Чудовищный воин кинчер	Чудовищные воины кинчеры	Чудовищных воинов кинчеров	Чудовищного воина кинчера
_87EAD09D69978F6E	ckdid4	Элитный воин кинчер	Элитные воины кинчеры	Элитных воинов кинчеров	Элитного воина кинчера
_6978F8A86324D99B	ckeid1	Воин кипакка	Воины кипакки	Воинов кипакк	Воина кипакку
_87BAACA6AE69876E	ckeid2	Могучий воин кипакка	Могучие воины кипакки	Могучих воинов кипакк	Могучего воина кипакку
_87DA9C946FD88B6E	ckeid3	Чудовищный воин кипакка	Чудовищные воины кипакки	Чудовищных воинов кипакк	Чудовищного воина кипакку
_87E9E898EEB88F6E	ckeid4	Элитный воин кипакка	Элитные воины кипакки	Элитных воинов кипакк	Элитного воина кипакку
_AC99E0AA6324D99B	ckfid1	Воин кироста	Воины киросты	Воинов кирост	Воина киросту
_87CAD0B62C89876E	ckfid2	Могучий воин кироста	Могучие воины киросты	Могучих воинов кирост	Могучего воина киросту
_87EAC0A4EDF88B6E	ckfid3	Чудовищный воин кироста	Чудовищные воины киросты	Чудовищных воинов кирост	Чудовищного воина киросту
_87F90CA86CD88F6E	ckfid4	Элитный воин кироста	Элитные воины киросты	Элитных воинов кирост	Элитного воина киросту
_2E68A0A359A1A3AF	ckfrd1	Кироста-ловец	Киросты-ловцы	Киросты-ловцов	Киросту-ловца
_982AE0AE28181B4C	ckfrd2	Могучая кироста-ловец	Могучие киросты-ловцы	Могучих кирост-ловцов	Могучую киросту-ловца
_984AD09CE9871F4C	ckfrd3	Чудовищная кироста-ловец	Чудовищные киросты-ловцы	Чудовищных кирост-ловцов	Чудовищную киросту-ловца
_98591CA06867234C	ckfrd4	Элитная кироста-ловец	Элитные киросты-ловцы	Элитных кирост-ловцов	Элитную киросту-ловца
_9E38A09E28865E95	ckgid1	Воин кибан	Воины кибаны	Воинов кибанов	Воина кибана
_C34AD0B129C89F69	ckgid2	Могучий воин кибан	Могучие воины кибаны	Могучих воинов кибанов	Могучего воина кибана
_C36AC09FEA37A369	ckgid3	Чудовищный воин кибан	Чудовищные воины кибаны	Чудовищных воинов кибанов	Чудовищного воина кибана
_C3790CA36917A769	ckgid4	Элитный воин кибан	Элитные воины кибаны	Элитных воинов кибанов	Элитного воина кибана
_9EB8B0AD28865E95	ckhid1	Воин киппи	Воины киппи	Воинов киппи	Воина киппи
_C35AD0A82AB99F69	ckhid2	Могучий воин киппи	Могучие воины киппи	Могучих воинов киппи	Могучего воина киппи
_C37AC096EB28A369	ckhid3	Чудовищный воин киппи	Чудовищные воины киппи	Чудовищных воинов киппи	Чудовищного воина киппи
_C3890C9A6A08A769	ckhid4	Элитный воин киппи	Элитные воины киппи	Элитных воинов киппи	Элитного воина киппи
_EAD8D8BA2695427B	ckiid1	Воин кизоар	Воины кизоары	Воинов кизоаров	Воина кизоара
_842BC8A4AC897F6B	ckiid2	Могучий воин кизоар	Могучие воины кизоары	Могучих воинов кизоаров	Могучего воина кизоара
_844BB8926DF8836B	ckiid3	Чудовищный воин кизоар	Чудовищные воины кизоары	Чудовищных воинов кизоаров	Чудовищного воина кизоара
_845A0496ECD8876B	ckiid4	Элитный воин кизоар	Элитные воины кизоары	Элитных воинов кизоаров	Элитного воина кизоара
_AC19B8A86324D99B	ckjid1	Воин кипеста	Воины кипесты	Воинов кипест	Воина кипесту
_870AD0B6AA69876E	ckjid2	Могучий воин кипеста	Могучие воины кипесты	Могучих воинов кипест	Могучего воина кипесту
_872AC0A46BD88B6E	ckjid3	Чудовищный воин кипеста	Чудовищные воины кипесты	Чудовищных воинов кипест	Чудовищного воина кипесту
_87390CA8EAB88F6E	ckjid4	Элитный воин кипеста	Элитные воины кипесты	Элитных воинов кипест	Элитного воина кипесту
_1D08D49FA818AB81	ckbid5	Рейла		Рейлу	Рейлу
_64FA04A666745A9E	ckeid7	Кипурак		Кипурака	Кипурака
_2918AC98A267DB2A	ckaie1	Жнец кидинак	Жнецы кидинаки	Жнецов кидинаков	Жнеца кидинака
_4E86B8A0EA677B85	ckaie2	Могучий жнец кидинак	Могучие жнецы кидинаки	Могучих жнецов кидинаков	Могучего жнеца кидинака
_4EA6A88EABD67F85	ckaie3	Чудовищный жнец кидинак	Чудовищные жнецы кидинаки	Чудовищных жнецов кидинаков	Чудовищного жнеца кидинака
_4EB5F4922AB68385	ckaie4	Элитный жнец кидинак	Элитные жнецы кидинаки	Элитных жнецов кидинаков	Элитного жнеца кидинака
_5F69A898EA071B3F	ckbie1	Жнец кинрей	Жнецы кинреи	Жнецов кинреев	Жнеца кинрея
_8DD5DCB8AA68C383	ckbie2	Могучий жнец кинрей	Могучие жнецы кинреи	Могучих жнецов кинреев	Могучего жнеца кинрея
_8DF5CCA66BD7C783	ckbie3	Чудовищный жнец кинрей	Чудовищные жнецы кинреи	Чудовищных жнецов кинреев	Чудовищного жнеца кинрея
_8D0418AAEAB7CB83	ckbie4	Элитный жнец кинрей	Элитные жнецы кинреи	Элитных жнецов кинреев	Элитного жнеца кинрея
_2938C4902767DB2A	ckcie1	Жнец кизарак	Жнецы кизараки	Жнецов кизараков	Жнеца кизарака
_4EA6B8A06BE7D385	ckcie2	Могучий жнец кизарак	Могучие жнецы кизараки	Могучих жнецов кизараков	Могучего жнеца кизарака
_4EC6A88E2C56D785	ckcie3	Чудовищный жнец кизарак	Чудовищные жнецы кизараки	Чудовищных жнецов кизараков	Чудовищного жнеца кизарака
_4ED5F492AB36DB85	ckcie4	Элитный жнец кизарак	Элитные жнецы кизараки	Элитных жнецов кизараков	Элитного жнеца кизарака
_EB88A0922467DB2A	ckdie1	Жнец кинчер	Жнецы кинчеры	Жнецов кинчеров	Жнеца кинчера
_4EB6D4A42A07A385	ckdie2	Могучий жнец кинчер	Могучие жнецы кинчеры	Могучих жнецов кинчеров	Могучего жнеца кинчера
_4ED6C492EB76A785	ckdie3	Чудовищный жнец кинчер	Чудовищные жнецы кинчеры	Чудовищных жнецов кинчеров	Чудовищного жнеца кинчера
_4EE510966A56AB85	ckdie4	Элитный жнец кинчер	Элитные жнецы кинчеры	Элитных жнецов кинчеров	Элитного жнеца кинчера
_A9B8A89C2766865C	ckeie1	Жнец кипаккер	Жнецы кипаккеры	Жнецов кипаккеров	Жнеца кипаккер
_51A6A0AAA9A8B388	ckeie2	Могучий жнец кипаккер	Могучие жнецы кипаккеры	Могучих жнецов кипаккеров	Могучего жнеца кипаккер
_51C690986A17B788	ckeie3	Чудовищный жнец кипаккер	Чудовищные жнецы кипаккеры	Чудовищных жнецов кипаккеров	Чудовищного жнеца кипаккер
_51D5DC9CE9F7BB88	ckeie4	Элитный жнец кипаккер	Элитные жнецы кипаккеры	Элитных жнецов кипаккеров	Элитного жнеца кипаккер
_A799D49E2567DB2A	ckfie1	Жнец кироста	Жнецы киросты	Жнецов кирост	Жнеца киросту
_4ED690B36CC7B385	ckfie2	Могучий жнец кироста	Могучие жнецы киросты	Могучих жнецов кирост	Могучего жнеца киросту
_4EF680A12D36B785	ckfie3	Чудовищный жнец кироста	Чудовищные жнецы киросты	Чудовищных жнецов кирост	Чудовищного жнеца киросту
_4E05CCA5AC16BB85	ckfie4	Элитный жнец кироста	Элитные жнецы киросты	Элитных жнецов кирост	Элитного жнеца киросту
_2A28D0A65890A7B0	ckfre1	Кироста-захватчик	Киросты-захватчики	Киросты-захватчиков	Киросту-захватчика
_982AA0AA2B485F3C	ckfre2	Могучая кироста-захватчик	Могучие киросты-захватчики	Могучих кирост-захватчиков	Могучую киросту-захватчика
_984A9098ECB7633C	ckfre3	Чудовищная кироста-захватчик	Чудовищные киросты-захватчики	Чудовищных кирост-захватчиков	Чудовищную киросту-захватчика
_9859DC9C6B97673C	ckfre4	Элитная кироста-захватчик	Элитные киросты-захватчики	Элитных кирост-захватчиков	Элитную киросту-захватчика
_A426BC8E2378034F	ckgie1	Жнец кибан	Жнецы кибаны	Жнецов кибанов	Жнеца кибана
_0CF5ACB3EBC7838B	ckgie2	Могучий жнец кибан	Могучие жнецы кибаны	Могучих жнецов кибанов	Могучего жнеца кибана
_0C159CA1AC36878B	ckgie3	Чудовищный жнец кибан	Чудовищные жнецы кибаны	Чудовищных жнецов кибанов	Чудовищного жнеца кибана
_0C24E8A52B168B8B	ckgie4	Элитный жнец кибан	Элитные жнецы кибаны	Элитных жнецов кибанов	Элитного жнеца кибана
_A4369892E878034F	ckhie1	Жнец киппи	Жнецы киппи	Жнецов киппи	Жнеца киппи
_0C05ACB3A907BF8B	ckhie2	Могучий жнец киппи	Могучие жнецы киппи	Могучих жнецов киппи	Могучего жнеца киппи
_0C259CA16A76C38B	ckhie3	Чудовищный жнец киппи	Чудовищные жнецы киппи	Чудовищных жнецов киппи	Чудовищного жнеца киппи
_0C34E8A5E956C78B	ckhie4	Элитный жнец киппи	Элитные жнецы киппи	Элитных жнецов киппи	Элитного жнеца киппи
_5F69989CED071B3F	ckiie1	Жнец кизоар	Жнецы кизоары	Жнецов кизоаров	Жнеца кизоара
_8D45DCB1A9A7F383	ckiie2	Могучий жнец кизоар	Могучие жнецы кизоары	Могучих жнецов кизоаров	Могучего жнеца кизоара
_8D65CC9F6A16F783	ckiie3	Чудовищный жнец кизоар	Чудовищные жнецы кизоары	Чудовищных жнецов кизоаров	Чудовищного жнеца кизоара
_8D7418A3E9F6FB83	ckiie4	Элитный жнец кизоар	Элитные жнецы кизоары	Элитных жнецов кизоаров	Элитного жнеца кизоара
_A7D9E494A567DB2A	ckjie1	Жнец кипеста	Жнецы кипесты	Жнецов кипест	Жнеца кипесту
_4E1690B36D27AB85	ckjie2	Могучий жнец кипеста	Могучие жнецы кипесты	Могучих жнецов кипест	Могучего жнеца кипесту
_4E3680A12E96AF85	ckjie3	Чудовищный жнец кипеста	Чудовищные жнецы кипесты	Чудовищных жнецов кипест	Чудовищного жнеца кипесту
_4E45CCA5AD76B385	ckjie4	Элитный жнец кипеста	Элитные жнецы кипесты	Элитных жнецов кипест	Элитного жнеца кипесту
_1D18D09F6718AB82	ckbie5	Рэйка		Рэйку	Рэйку
_70FA04A666745AA0	ckeie7	Киппурик		Киппурика	Киппурика
_282894965C509BA2	ckaif1	Кидинак-поработитель	Кидинаки-поработители	Кидинаков-поработителей	Кидинака-поработителя
_557AB8AF68476F49	ckaif2	Могучий кидинак-поработитель	Могучие кидинаки-поработители	Могучих кидинаков-поработителей	Могучего кидинака-поработителя
_559AA89D29B67349	ckaif3	Чудовищный кидинак-поработитель	Чудовищные кидинаки-поработители	Чудовищных кидинаков-поработителей	Чудовищного кидинака-поработителя
_55A9F4A1A8967749	ckaif4	Элитный кидинак-поработитель	Элитные кидинаки-поработители	Элитных кидинаков-поработителей	Элитного кидинака-поработителя
_E839DC946570EAB7	ckbif1	Кинрей-поработитель	Кинреи-поработители	Кинреев-поработителей	Кинрея-поработителя
_980B94B8EC27633D	ckbif2	Могучий кинрей-поработитель	Могучие кинреи-поработители	Могучих кинреев-поработителей	Могучего кинрея-поработителя
_982B84A6AD96673D	ckbif3	Чудовищный кинрей-поработитель	Чудовищные кинреи-поработители	Чудовищных кинреев-поработителей	Чудовищного кинрея-поработителя
_983AD0AA2C766B3D	ckbif4	Элитный кинрей-поработитель	Элитные кинреи-поработители	Элитных кинреев-поработителей	Элитного кинрея-поработителя
_A9C8EC965C509BA2	ckcif1	Кизарак-поработитель	Кизараки-поработители	Кизараков-поработителей	Кизарака-поработителя
_559AC8A7ED476F49	ckcif2	Могучий кизарак-поработитель	Могучие кизараки-поработители	Могучих кизараков-поработителей	Могучего кизарака-поработителя
_55BAB895AEB67349	ckcif3	Чудовищный кизарак-поработитель	Чудовищные кизараки-поработители	Чудовищных кизараков-поработителей	Чудовищного кизарака-поработителя
_55C904992D967749	ckcif4	Элитный кизарак-поработитель	Элитные кизараки-поработители	Элитных кизараков-поработителей	Элитного кизарака-поработителя
_68F8BC965C50B7A6	ckdif1	Кинчер-поработитель	Кинчеры-поработители	Кинчеров-поработителей	Кинчера-поработителя
_17EAA0A9EA476F49	ckdif2	Могучий кинчер-поработитель	Могучие кинчеры-поработители	Могучих кинчеров-поработителей	Могучего кинчера-поработителя
_170A9097ABB67349	ckdif3	Чудовищный кинчер-поработитель	Чудовищные кинчеры-поработители	Чудовищных кинчеров-поработителей	Чудовищного кинчера-поработителя
_1719DC9B2A967749	ckdif4	Элитный кинчер-поработитель	Элитные кинчеры-поработители	Элитных кинчеров-поработителей	Элитного кинчера-поработителя
_E7A9CC99D8838FA8	ckeif1	Кипаккер-поработитель	Кипаккеров-поработители	Кипаккеров-поработителей	Кипаккер-поработителя
_D45A8CBBEC779F47	ckeif2	Могучий кипаккер-поработитель	Могучие кипаккеры-поработители	Могучих кипаккеров-поработителей	Могучего кипаккер-поработителя
_D47A7CA9ADE6A347	ckeif3	Чудовищный кипаккер-поработитель	Чудовищные кипаккеры-поработители	Чудовищных кипаккеров-поработителей	Чудовищного кипаккер-поработителя
_D489C8AD2CC6A747	ckeif4	Элитный кипаккер-поработитель	Элитные кипаккеры-поработители	Элитных кипаккеров-поработителей	Элитного кипаккер-поработителя
_AAD8CC965C5073B5	ckfif1	Кироста-поработитель	Киросты-поработители	Кирост-поработителей	Киросту-поработителя
_D3FBCCB5EB476F49	ckfif2	Могучая кироста-поработитель	Могучие киросты-поработители	Могучих кирост-поработителей	Могучую киросту-поработителя
_D31BBCA3ACB67349	ckfif3	Чудовищная кироста-поработитель	Чудовищные киросты-поработители	Чудовищных кирост-поработителей	Чудовищную киросту-поработителя
_D32A08A72B967749	ckfif4	Элитная кироста-поработитель	Элитные киросты-поработители	Элитных кирост-поработителей	Элитную киросту-поработителя
_ECD99C834CD7F3A3	ckfrf1	Кироста-предводитель	Киросты-предводителей	Кирост-предводителей	Киросту-предводителя
_1A0AB8ADE915D67C	ckfrf2	Могучая кироста-предводитель	Могучие киросты-предводителей	Могучих кирост-предводителей	Могучую киросту-предводителя
_1A2AA89BAA84DA7C	ckfrf3	Чудовищная кироста-предводитель	Чудовищные киросты-предводителей	Чудовищных кирост-предводителей	Чудовищную киросту-предводителя
_1A39F49F2964DE7C	ckfrf4	Элитная кироста-предводитель	Элитные киросты-предводителей	Элитных кирост-предводителей	Элитную киросту-предводителя
_69E89C9CA0B3337D	ckgif1	Кибан-поработитель	Кибаны-поработители	Кибанов-поработителей	Кибана-поработителя
_950BB8A7E8A75B3A	ckgif2	Могучий кибан-поработитель	Могучие кибаны-поработители	Могучих кибанов-поработителей	Могучего кибана-поработителя
_952BA895A9165F3A	ckgif3	Чудовищный кибан-поработитель	Чудовищные кибаны-поработители	Чудовищных кибанов-поработителей	Чудовищного кибана-поработителя
_953AF49928F6633A	ckgif4	Элитный кибан-поработитель	Элитные кибаны-поработители	Элитных кибанов-поработителей	Элитного кибана-поработителя
_2738D89CA0B3337D	ckhif1	Киппи-поработитель	Киппи-поработители	Киппи-поработителей	Киппи-поработителя
_951B94ABADA75B3A	ckhif2	Могучий киппи-поработитель	Могучие киппи-поработители	Могучих киппи-поработителей	Могучего киппи-поработителя
_953B84996E165F3A	ckhif3	Чудовищный киппи-поработитель	Чудовищные киппи-поработители	Чудовищных киппи-поработителей	Чудовищного киппи-поработителя
_954AD09DEDF6633A	ckhif4	Элитный киппи-поработитель	Элитные киппи-поработители	Элитных киппи-поработителей	Элитного киппи-поработителя
_E7E80C946570EAB0	ckiif1	Кизоар-поработитель	Кизоары-поработители	Кизоаров-поработителей	Кизоара-поработителя
_980B84B5EF27633D	ckiif2	Могучий кизоар-поработитель	Могучие кизоары-поработители	Могучих кизоаров-поработителей	Могучего кизоара-поработителя
_982B74A3B096673D	ckiif3	Чудовищный кизоар-поработитель	Чудовищные кизоары-поработители	Чудовищных кизоаров-поработителей	Чудовищного кизоара-поработителя
_983AC0A72F766B3D	ckiif4	Элитный кизоар-поработитель	Элитные кизоары-поработители	Элитных кизоаров-поработителей	Элитного кизоара-поработителя
_AB78C4965C5073B5	ckjif1	Кипеста-поработитель	Кипесты-поработители	Кипест-поработителей	Кипесту-поработителя
_D33BCCAB6B476F49	ckjif2	Могучая кипеста-поработитель	Могучие кипесты-поработители	Могучих кипест-поработителей	Могучую кипесту-поработителя
_D35BBC992CB67349	ckjif3	Чудовищная кипеста-поработитель	Чудовищные кипесты-поработители	Чудовищных кипест-поработителей	Чудовищную кипесту-поработителя
_D36A089DAB967749	ckjif4	Элитная кипеста-поработитель	Элитные кипесты-поработители	Элитных кипест-поработителей	Элитную кипесту-поработителя
_1D280C9F2A189B83	ckbif5	Рэйза		Рэйзу	Рэйзу
_6AFA04A666745AA2	ckeif7	Киппурок		Киппурока	Киппурока
_D5760B88D7062370	cbblc8	Изам смерти	Изамы смерти	Изамов смерти	Изама смерти
_6A98A4AA68744A8A	cbcld5	Корра		Корру	Корру
_E6F8449B65775774	ccafc5	Скофф		Скоффа	Скоффа
_ECD88C90EAD44A8A	ccajd5	Френнек		Френнека	Френнека
_685864A262B44A8C	ccaje5	Мания		Манию	Манию
_67A8FC582006E7A0	ccaje8	Джинго-разрушитель	Джинго-разрушители	Джинго-разрушителей	Джинго-разрушителя
_5CE7609EECC7D3A6	ccbdc7	Клопперкет		Клопперкета	Клопперкета
_6AF8C0976AB69E4B	ccbde8	Клоппер-палач	Клопперы-палачи	Клопперов-палачей	Клоппер-палача
_13997C97A5E64351	ccblb8	Клоппер смерти	Клопперы смерти	Клопперов смерти	Клоппер смерти
_67784C98E3448BA2	cccdb7	Гоакет		Гоакета	Гоакета
_E0D8A899A977433E	cccdc8	Гоари-палач	Гоари-палачи	Гоари-палачей	Гоари-палача
_5C388489A707DB87	ccdfe5	Вайак		Вайака	Вайака
_68B874AA68965A8C	ccdfe7	Торкин		Торкина	Торкина
_E4CAB0928CD7BBA3	ccdfe8	Торбак-истребитель	Торбаки-истребители	Торбаков-истребителей	Торбака-истребителя
_68B88C98EA764A88	ccdjc5	Спайна		Спайну	Спайну
_68583C6425F6979B	ccdjc8	Торбак-разрушитель	Торбаки-разрушители	Торбаков-разрушителей	Торбака-разрушителя
_68FA649E6ED44A8C	ccdje5	Файлиш		Файлиша	Файлиша
_A7288CAAE2C75B75	ccejb7	Ракиа		Ракию	Ракию
_A568285820E6F7B0	ccejc8	Рагус-разрушитель	Рагусы-разрушители	Рагусов-разрушителей	Рагуса-разрушителя
_68186092E2C75B76	ccelc7	Ракан		Ракана	Ракана
_4EA674A329377780	cceld8	Рагус смерти	Рагусы смерти	Рагусов смерти	Рагуса смерти
_8D373094AA66778B	ccfjf4	Чудовищный наджаб	Чудовищные наджабы	Чудовищных наджабов	Чудовищного наджаба
_A8F86091A2C61377	ccfjf5	Бэджам		Бэджама	Бэджама
_EA18848864944A8A	ccfld5	Джамби		Джамби	Джамби
_2B38305D20B7538F	ccgpf8	Воракс-терминатор	Вораксы-терминаторы	Вораксов-терминаторов	Воракса-терминатора
_26A9CC90E7672730	cchdd8	Варинкс-палач	Варинксы-палачи	Варинксов-палачей	Варинкса-палача
_6E3A8CA264964A8C	cchde5	Тинникс		Тинникса	Тинникса
_A8998C935C18A3AC	cchde7	Варекет		Варекета	Варекета
_E4587C9E6CF44A8A	ccidd5	Галли		Галли	Галли
_E9D8909F267593A4	ccidd7	Зеркет		Зеркета	Зеркета
_16D7B38FDB787788	ccidf4	Чудовищный зеркс	Чудовищные зерксы	Чудовищных зерксов	Чудовищного зеркса
_E23834A268164A8E	ccidf5	Понча		Пончу	Пончу
_97D7B38F5C787788	ccijf4	Чудовищный зеркс	Чудовищные зерксы	Чудовищных зерксов	Чудовищного зеркса
_E45A74AA64565A8E	ccijf7	Зеркиа		Зеркию	Зеркию
_E41824AA64944A8A	ccjfd5	Леранг		Леранга	Леранга
_687874B262545A8A	ccjfd7	Джавкин		Джавкина	Джавкина
_6A18B09BAC479E49	cckdd8	Каттлер-палач	Каттлеры-палачи	Каттлеров-палачей	Каттлера-палача
_28360B9EE9F7CFA8	cckdf7	Каттлкет		Каттлкета	Каттлкета
_6A18B09BAC479E4D	cckdf8	Каттлер-палач	Каттлеры-палачи	Каттлеров-палачей	Каттлера-палача
_E6D9B8AD27E58F94	cckfe5	Спурла		Спурлу	Спурлу
_E7290C82E8D6DFA7	cckfe7	Каттлкин		Каттлкина	Каттлкина
_697AD48D12F8B7AD	cckfe8	Каттлер-истребитель	Каттлеры-истребители	Каттлеров-истребителей	Каттлера-истребителя
_E6A8789D2555A39D	cckff5	Затчел		Затчела	Затчела
_697AD48D52F8B7AE	cckff8	Каттлер-истребитель	Каттлеры-истребители	Каттлеров-истребителей	Каттлера-истребителя
_2A886098E5E5AFA8	cclde5	Скеллоп		Скеллопа	Скеллопа
_E8E95C931AB6C39E	cclde7	Озикет		Озикета	Озикета
_A3E68CA0ED382F56	cclde8	Озикс-палач	Озиксы-палачи	Озиксов-палачей	Озикс-палача
_2B4A7888133526A4	cclfe8	Озикс-истребитель	Озиксы-истребители	Озиксов-истребителей	Озикс-истребителя
_A738A09AE7873B79	ccmff7	Джукин		Джукина	Джукина
_A9A9C8888CE793B8	ccmff8	Джагула-истребитель	Джагулы-истребители	Джагул-истребителей	Джагулу-истребителя
_68190C69E658179F	ccmpf8	Джагула-терминатор	Джагулы-терминаторы	Джагул-терминаторов	Джагулу-терминатора
_68BAEC7F96A7A3A4	ccnfe8	Хорнчер-истребитель	Хорнчеры-истребители	Хорнчеров-истребителей	Хорнчера-истребителя
_AAB8B88AA5964B4A	ccode8	Тиранча-палач тиранча	Тиранчи-палачи	Тиранчей-палачей	Тиранчу-палача тиранчу
_6D6A1856EAA7F78D	ccopf8	Тиранча-терминатор	Тиранчи-терминаторы	Тиранчей-терминаторов	Тиранчу-терминатора
_EAAB80948C358FB2	ccpfe8	Йетин-истребитель	Йетины-истребители	Йетинов-истребителей	Йетина-истребителя
_EAAB80948C3593B3	ccpff8	Йетин-истребитель	Йетины-истребители	Йетинов-истребителей	Йетина-истребителя
_EE8990A1E6657FAA	ccpjf7	Йетикиа		Йетикию	Йетикию
_D5661389D527176B	cdald8	Кьют смерти	Кьюты смерти	Кьютов смерти	Кьюта смерти
_2C49E05A2405CF9C	cdapf8	Кьют-терминатор	Кьюты-терминаторы	Кьютов-терминаторов	Кьюта-терминатора
_24985474DF76DB91	cdbfe7	Гиббакин		Гиббакина	Гиббакина
_25A99C858CD7CDA1	cdbfe8	Гиббай-истребитель	Гиббаи-истребители	Гиббаев-истребителей	Гиббая-истребителя
_25A99C858CE7CDA2	cdbff8	Гиббай-истребитель	Гиббаи-истребители	Гиббаев-истребителей	Гиббая-истребителя
_2A7834A266544A8C	cdbje5	Джинбай		Джинбая	Джинбая
_64D80C64A63E8F9E	cdbje8	Гиббай-разрушитель	Гиббаи-разрушители	Гиббаев-разрушителей	Гиббая-разрушителя
_6788509B643493A4	cdcdd7	Фракет		Фракета	Фракета
_2BA67F94EC46BB8E	cdcde4	Устрашающий фрахар	Устрашающие фрахары	Устрашающих фрахаров	Устрашающего фрахара
_6698549264144A8C	cdcde5	Хэффа		Хэффу	Хэффу
_66F98890A378E731	cdcde8	Фрахар-палач	Фрахары-палачи	Фрахаров-палачей	Фрахара-палача
_A6F98890A378E732	cdcdf8	Фрахар-палач	Фрахары-палачи	Фрахаров-палачей	Фрахара-палача
_6818E49C62564A8C	chafe5	Рактол		Рактола	Рактола
_A789F05520649FA4	chajf8	Арма-разрушитель	Армы-разрушители	Арм-разрушителей	Арму-разрушителя
_A8E83C9DE5763F77	chajf5	Маэнда		Маэнду	Маэнду
_65587C9BA2F4A39F	chbfb7	Бодокин		Бодокина	Бодокина
_E719BC7D8C3583A4	chbfb8	Бодок-истребитель	Бодоки-истребители	Бодоков-истребителей	Бодок-истребителя
_6C78548A62944A88	chblc5	Даббин		Даббина	Даббина
_6B7AC09F21148FA5	chcjd5	Феррини		Феррини	Феррини
_D59623875736277F	chdlb8	Юбо смерти	Юбо смерти	Юбо смерти	Юбо смерти
_D5A62388DA361B6A	chelc8	Крей смерти	Креи смерти	Креев смерти	Крея смерти
_A939ACA1E8E71775	cheld5	Кримп		Кримпа	Кримпа
_A8D8346466669FB2	chfjd8	Мессаб-разрушитель	Мессабы-разрушители	Мессабов-разрушителей	Мессаба-разрушителя
_EBE9988BDE26F38A	chflb7	Мессакан		Мессакана	Мессакана
_68187C8E68F44A8C	chgde5	Годжин		Годжина	Годжина
_EAB92869E669E39F	chgpf8	Ломпер-терминатор	Ломперы-терминаторы	Ломперов-терминаторов	Ломпер-терминатора
_6638E4A26C544A8A	chhdd5	Банта		Банту	Банту
_69B9A89791F7EBB3	chhfc8	Мектуб-истребитель	Мектубы-истребители	Мектубов-истребителей	Мектуба-истребителя
_EAF85C56A9180F9E	chhpf8	Мектуб-терминатор	Мектубы-терминаторы	Мектубов-терминаторов	Мектуба-терминатора
_6619D0ABE6541E6A	chidb2	Ездовой мектуб	Ездовые мектубы	Ездовых мектубов	Ездового мектуба
_E639D0ABE6541E6A	chifb2	Ездовой мектуб	Ездовые мектубы	Ездовых мектубов	Ездового мектуба
_E779D0ABE6541E6A	chijb2	Ездовой мектуб	Ездовые мектубы	Ездовых мектубов	Ездового мектуба
_6899D0ABE6541E6A	chilb2	Ездовой мектуб	Ездовые мектубы	Ездовых мектубов	Ездового мектуба
_6858C4A066D44A8C	chkde5	Фимпон		Фимпона	Фимпона
_E5F860910D18DBB2	chkdf4	Ненасытный тимари	Ненасытные тимари	Ненасытных тимари	Ненасытного тимари
_E49A9CA066965A8A	chkjd7	Тимкиа		Тимкию	Тимкию
_A3E69493AAA85753	chldb8	Йелк-палач	Йелки-палачи	Йелков-палачей	Йелка-палача
_66885C911787469C	chldf4	Ненасытный йелк	Ненасытные йелки	Ненасытных йелков	Ненасытного йелка
_68780CA266B44A8E	chldf5	Миньон		Миньона	Миньона
_AA588C99E6659BA6	chldf7	Йелкет		Йелкаета	Йелкаета
_AB29A09F66F5B7AC	chlfe5	Томпор		Томпора	Томпора
_68B89C9E64365A8C	chlfe7	Йелкин		Йелкаина	Йелкаина
