*HASH_VALUE	sbrick ID	name	* noms français	description	description2
_187C16D7ABDE2015	bmov00225	Вампиризм 9		Дает возможность похитить у врага до $MA_VAMPIRISE единиц здоровья. Эффект должен применяться вместе с заклинанием, наносящим врагу повреждения.	Эффект вампиризма 9 - Похитить до $MA_VAMPIRISE единиц здоровья
_1F940A2C0E654D2C	bmov00250	Вампиризм 10		Дает возможность похитить у врага до $MA_VAMPIRISE единиц здоровья. Эффект должен применяться вместе с заклинанием, наносящим врагу повреждения.	Эффект вампиризма 10 - Похитить до $MA_VAMPIRISE единиц здоровья
_662728246374849A	mezz	Сон		Вы спите.	
_AE1AD495A82BE034	stun	Ошеломление		Вы ошеломлены.	
_CF95FE22A0E61AC0	root	Опутывание Корнями		Вы оплетены Корнями и не можете двигаться.	
_9240DA5851B55ED5	fear	Страх		Вы пришли в ужас и не можете действовать.	
_278E59FE18D70C87	blind	Ослепление		Вы ослеплены.	
_1654E17FA005DE0F	snare	Замедленное перемещение		Ваши движения замедлены.	
_65D57D408C6EF768	slow	Замедленные атаки		Скорость с которой вы наносите удары снижена.	
_2773C2B3982AC3FF	stench	Зловоние		Вас окутывает облако зловония.	
_EA9EC30FF045C1B4	rot	Гниение		Вы получаете периодические повреждения от гниения.	
_C7F206AFA1DC0BD1	cold	Холод		Вы получаете периодические повреждения от холода.	
_49F3FAB2E14D0BCF	fire	Огонь		Вы получаете периодические повреждения от огня.	
_7DF94EAD739408C6	electric	Электричество		Вы получаете периодические повреждения от электричества.	
_D27853B67A8CB3F0	acid	Кислота		Вы получаете периодические повреждения от кислоты.	
_2AE9D0D7779D432A	poison	Яд		Вы получаете периодические повреждения от яда.	
_312EAAFC6F1BFD1F	shockwave	Ударная волна		Вы получаете периодические повреждения от ударных волн.	
_69663EE2CA534E67	shielding	Оборона щитом		Вас кто-то охраняет.	
_2E3CEE8410F7DF84	life_aura	Аура регенерации здоровья		Ваше здоровье восстанавливается быстрее.	
_50F2683492734BFC	stamina_aura	Аура регенерации стойкости		Ваша стойкость восстанавливается быстрее.	
_4A5743BBEE170CE4	sap_aura	Аура регенерации сэпа		Ваш сэп восстанавливается быстрее.	
_E1A4CFFB8D51C39F	umbrella_aura	Аура защиты от выстрелов		Вы защищены от выстрелов.	
_7749785EED771811	melee_protection_aura	Аура защиты от ударов		Вы защищены от ударов.	
_2CFC420675988734	anti_magic_shield_aura	Аура защиты от магии		Вы защищены от магии.	
_D60175A38B52B2A0	invulnerability	Неуязвимость		Вы неуязвимы, но при этом лишены возможности действовать.	
_23EDE274DBDD985B	war_cry_aura	Аура боевого клича		Вы наносите повышенный урон противнику в ближнем бою.	
_92C01BB4C291D06D	speeding_up	Ускорение бега		Скорость вашего бега увеличена.	
_4020CBAEF698677D	berserk	Берсерк		Вы наносите повышенный урон противнику в ближнем бою.	
_56C05762CB2297D0	debuff_dodge	Ухудшение навыка уклонения		Ваш навык уклонения от ударов ухудшается.	
_0484843E553B70F6	debuff_combat_skills	Ухудшение боевых навыков		Ваши боевые навыки ухудшаются.	
_969A38065CCBC8A1	shoot_again	Еще раз		Ваше следующее заклинание будет сотворено за минимальное время, независимо от того сколько штрафов на время вы использовали.	
_AC4C5354A782FB81	bcfmea15	Чертеж усилителей магии файросов		Чертеж для изготовления усилителей магии файросов.	
_A972CA61319311F0	bcfmea15_2	Чертеж усилителей магии среднего качества файросов		Чертеж для изготовления усилителей магии среднего качества файросов.	
_1AB66C34EF2F2D40	bcfmea15_3	Чертеж усилителей магии высокого качества файросов		Чертеж для изготовления усилителей магии высокого качества файросов.	
_2B7CFB436982FB81	bcmmea15	Чертеж усилителей магии матисов		Чертеж для изготовления усилителей магии матисов.	
_2A01EE49F39311EA	bcmmea15_2	Чертеж усилителей магии среднего качества матисов		Чертеж для изготовления усилителей магии среднего качества матисов.	
_8FA8098252D8158B	bcmmea15_3	Чертеж усилителей магии высокого качества матисов		Чертеж для изготовления усилителей магии высокого качества матисов.	
_E3650F283439F69A	bctmea15	Чертеж усилителей магии трайкеров		Чертеж для изготовления усилителей магии трайкеров.	
_46FC76BABBFD99A1	bctmea15_2	Чертеж усилителей магии среднего качества трайкеров		Чертеж для изготовления усилителей магии среднего качества трайкеров.	
_D2ADDD98CAA3147B	bctmea15_3	Чертеж усилителей магии высокого качества трайкеров		Чертеж для изготовления усилителей магии высокого качества трайкеров.	
_48AD2B5EAC82FBFD	bczmea15	Чертеж усилителей магии Зораи		Чертеж для изготовления усилителей магии Зораи.	
_C8321A57369303E2	bczmea15_2	Чертеж усилителей магии среднего качества Зораи		Чертеж для изготовления усилителей магии среднего качества Зораи.	
_3E176C2A134F2D36	bczmea15_3	Чертеж усилителей магии высокого качества Зораи		Чертеж для изготовления усилителей магии высокого качества Зораи.	
_713C36BCF272AAC7	bsxca01	Штраф на повторное действие 1		Делает действие недоступным для повторного использования на $SP_RECAST_TIME секунд.	Делает действие недоступным для повторного использования на $SP_RECAST_TIME сек.
_B13C36BCF282AAC7	bsxca02	Штраф на повторное действие 2		Делает действие недоступным для повторного использования на $SP_RECAST_TIME секунд.	Делает действие недоступным для повторного использования на $SP_RECAST_TIME сек.
_F13C36BCF292AAC7	bsxca03	Штраф на повторное действие 3		Делает действие недоступным для повторного использования на $SP_RECAST_TIME секунд.	Делает действие недоступным для повторного использования на $SP_RECAST_TIME сек.
_323C36BCF2A2AAC7	bsxca04	Штраф на повторное действие 4		Делает действие недоступным для повторного использования на $SP_RECAST_TIME секунд.	Делает действие недоступным для повторного использования на $SP_RECAST_TIME сек.
_723C36BCF2B2AAC7	bsxca05	Штраф на повторное действие 5		Делает действие недоступным для повторного использования на $SP_RECAST_TIME секунд.	Делает действие недоступным для повторного использования на $SP_RECAST_TIME сек.
_B23C36BCF2C2AAC7	bsxca06	Штраф на повторное действие 6		Делает действие недоступным для повторного использования на $SP_RECAST_TIME секунд.	Делает действие недоступным для повторного использования на $SP_RECAST_TIME сек.
_F23C36BCF2D2AAC7	bsxca07	Штраф на повторное действие 7		Делает действие недоступным для повторного использования на $SP_RECAST_TIME секунд.	Делает действие недоступным для повторного использования на $SP_RECAST_TIME сек.
_333C36BCF2E2AAC7	bsxca08	Штраф на повторное действие 8		Делает действие недоступным для повторного использования на $SP_RECAST_TIME секунд.	Делает действие недоступным для повторного использования на $SP_RECAST_TIME сек.
_733C36BCF2F2AAC7	bsxca09	Штраф на повторное действие 9		Делает действие недоступным для повторного использования на $SP_RECAST_TIME секунд.	Делает действие недоступным для повторного использования на $SP_RECAST_TIME сек.
_C2EDA47EEB4C01DA	bsxca10	Штраф на повторное действие 10		Делает действие недоступным для повторного использования на $SP_RECAST_TIME секунд.	Делает действие недоступным для повторного использования на $SP_RECAST_TIME сек.
_C2EDA47EEB5C01DB	bsxca11	Штраф на повторное действие 11		Делает действие недоступным для повторного использования на $SP_RECAST_TIME секунд.	Делает действие недоступным для повторного использования на $SP_RECAST_TIME сек.
_C2EDA47EEB6C01DC	bsxca12	Штраф на повторное действие 12		Делает действие недоступным для повторного использования на $SP_RECAST_TIME секунд.	Делает действие недоступным для повторного использования на $SP_RECAST_TIME сек.
_C2EDA47EEB7C01DD	bsxca13	Штраф на повторное действие 13		Делает действие недоступным для повторного использования на $SP_RECAST_TIME секунд.	Делает действие недоступным для повторного использования на $SP_RECAST_TIME сек.
_C2EDA47EEB8C01DE	bsxca14	Штраф на повторное действие 14		Делает действие недоступным для повторного использования на $SP_RECAST_TIME секунд.	Делает действие недоступным для повторного использования на $SP_RECAST_TIME сек.
_C2EDA47EEB9C01DF	bsxca15	Штраф на повторное действие 15		Делает действие недоступным для повторного использования на $SP_RECAST_TIME секунд.	Делает действие недоступным для повторного использования на $SP_RECAST_TIME сек.
_C2EDA47EEBAC01E0	bsxca16	Штраф на повторное действие 16		Делает действие недоступным для повторного использования на $SP_RECAST_TIME секунд.	Делает действие недоступным для повторного использования на $SP_RECAST_TIME сек.
_C2EDA47EEBBC01E1	bsxca17	Штраф на повторное действие 17		Делает действие недоступным для повторного использования на $SP_RECAST_TIME секунд.	Делает действие недоступным для повторного использования на $SP_RECAST_TIME сек.
_C2EDA47EEBCC01E2	bsxca18	Штраф на повторное действие 18		Делает действие недоступным для повторного использования на $SP_RECAST_TIME секунд.	Делает действие недоступным для повторного использования на $SP_RECAST_TIME сек.
_C2EDA47EEBDC01E3	bsxca19	Штраф на повторное действие 19		Делает действие недоступным для повторного использования на $SP_RECAST_TIME секунд.	Делает действие недоступным для повторного использования на $SP_RECAST_TIME сек.
_02EDA47EEB4C05DA	bsxca20	Штраф на повторное действие 20		Делает действие недоступным для повторного использования на $SP_RECAST_TIME секунд.	Делает действие недоступным для повторного использования на $SP_RECAST_TIME сек.
_02EDA47EEB5C05DB	bsxca21	Штраф на повторное действие 21		Делает действие недоступным для повторного использования на $SP_RECAST_TIME секунд.	Делает действие недоступным для повторного использования на $SP_RECAST_TIME сек.
_02EDA47EEB6C05DC	bsxca22	Штраф на повторное действие 22		Делает действие недоступным для повторного использования на $SP_RECAST_TIME секунд.	Делает действие недоступным для повторного использования на $SP_RECAST_TIME сек.
_02EDA47EEB7C05DD	bsxca23	Штраф на повторное действие 23		Делает действие недоступным для повторного использования на $SP_RECAST_TIME секунд.	Делает действие недоступным для повторного использования на $SP_RECAST_TIME сек.
_02EDA47EEB8C05DE	bsxca24	Штраф на повторное действие 24		Делает действие недоступным для повторного использования на $SP_RECAST_TIME секунд.	Делает действие недоступным для повторного использования на $SP_RECAST_TIME сек.
_02EDA47EEB9C05DF	bsxca25	Штраф на повторное действие 25		Делает действие недоступным для повторного использования на $SP_RECAST_TIME секунд.	Делает действие недоступным для повторного использования на $SP_RECAST_TIME сек.
_02EDA47EEBAC05E0	bsxca26	Штраф на повторное действие 26		Делает действие недоступным для повторного использования на $SP_RECAST_TIME секунд.	Делает действие недоступным для повторного использования на $SP_RECAST_TIME сек.
_4246260F93F4F186	big_remove	Удалить эту станзу		Позволяет удалить станзу.	 
_96C6F2C2FDECE965	bmstmc00005	Создание кристалла 1		Создать кристалл, позволяющий зарядить предмет на $MA_RECHARGE сэпа.	
_9686FAC2FDECE965	bmstmc00020	Создание кристалла 2		Создать кристалл, позволяющий зарядить предмет на $MA_RECHARGE сэпа.	
_969606C2FDECE965	bmstmc00050	Создание кристалла 3		Создать кристалл, позволяющий зарядить предмет на $MA_RECHARGE сэпа.	
_96A6F2C3FDECE965	bmstmc00100	Создание кристалла 4		Создать кристалл, позволяющий зарядить предмет на $MA_RECHARGE сэпа.	
_96B60AC3FDECE965	bmstmc00160	Создание кристалла 5		Создать кристалл, позволяющий зарядить предмет на $MA_RECHARGE сэпа.	
_96C6F2C4FDECE965	bmstmc00200	Создание кристалла 6		Создать кристалл, позволяющий зарядить предмет на $MA_RECHARGE сэпа.	
_96D606C4FDECE965	bmstmc00250	Создание кристалла 7		Создать кристалл, позволяющий зарядить предмет на $MA_RECHARGE сэпа.	
_CCE53DE6301D7541	bthp01	Увеличение здоровья 1		Увеличивает максимальный объем вашего здоровья на $1SCORE_UPGRADE.	
_CCF53DE6301D7941	bthp02	Увеличение здоровья 2		Увеличивает максимальный объем вашего здоровья на $1SCORE_UPGRADE.	
_CC053DE6301D7D41	bthp03	Увеличение здоровья 3		Увеличивает максимальный объем вашего здоровья на $1SCORE_UPGRADE.	
_CC153DE6301D8141	bthp04	Увеличение здоровья 4		Увеличивает максимальный объем вашего здоровья на $1SCORE_UPGRADE.	
_CC253DE6301D8541	bthp05	Увеличение здоровья 5		Увеличивает максимальный объем вашего здоровья на $1SCORE_UPGRADE.	
_CC353DC6301D8941	bthp06	Увеличение здоровья 6		Увеличивает максимальный объем вашего здоровья на $1SCORE_UPGRADE.	
_CC453DC6301D8D41	bthp07	Увеличение здоровья 7		Увеличивает максимальный объем вашего здоровья на $1SCORE_UPGRADE.	
_CC553DC6301D9141	bthp08	Увеличение здоровья 8		Увеличивает максимальный объем вашего здоровья на $1SCORE_UPGRADE.	
_CC653DC6301D9541	bthp09	Увеличение здоровья 9		Увеличивает максимальный объем вашего здоровья на $1SCORE_UPGRADE.	
_5D89E429D413D40F	bthp10	Увеличение здоровья 10		Увеличивает максимальный объем вашего здоровья на $1SCORE_UPGRADE.	
_9D89E429D413D80F	bthp11	Увеличение здоровья 11		Увеличивает максимальный объем вашего здоровья на $1SCORE_UPGRADE.	
_DD89E429D413DC0F	bthp12	Увеличение здоровья 12		Увеличивает максимальный объем вашего здоровья на $1SCORE_UPGRADE.	
_1D89E429D413E00F	bthp13	Увеличение здоровья 13		Увеличивает максимальный объем вашего здоровья на $1SCORE_UPGRADE.	
_5E89E429D413E40F	bthp14	Увеличение здоровья 14		Увеличивает максимальный объем вашего здоровья на $1SCORE_UPGRADE.	
_9E89E429D413E80F	bthp15	Увеличение здоровья 15		Увеличивает максимальный объем вашего здоровья на $1SCORE_UPGRADE.	
_DE89E429D413EC0F	bthp16	Увеличение здоровья 16		Увеличивает максимальный объем вашего здоровья на $1SCORE_UPGRADE.	
_1E89E429D413F00F	bthp17	Увеличение здоровья 17		Увеличивает максимальный объем вашего здоровья на $1SCORE_UPGRADE.	
_5F89E429D413F40F	bthp18	Увеличение здоровья 18		Увеличивает максимальный объем вашего здоровья на $1SCORE_UPGRADE.	
_9F89E429D413F80F	bthp19	Увеличение здоровья 19		Увеличивает максимальный объем вашего здоровья на $1SCORE_UPGRADE.	
_5D99E429D413D410	bthp20	Увеличение здоровья 20		Увеличивает максимальный объем вашего здоровья на $1SCORE_UPGRADE.	
_6FD484385AB74042	btsap01	Увеличение сэпа 1		Увеличивает максимальный объем вашего сэпа на $1SCORE_UPGRADE.	
_6FD484385AC74043	btsap02	Увеличение сэпа 2		Увеличивает максимальный объем вашего сэпа на $1SCORE_UPGRADE.	
_6FD484385AD74044	btsap03	Увеличение сэпа 3		Увеличивает максимальный объем вашего сэпа на $1SCORE_UPGRADE.	
_6FD484385AE74045	btsap04	Увеличение сэпа 4		Увеличивает максимальный объем вашего сэпа на $1SCORE_UPGRADE.	
_6FD484385AF74046	btsap05	Увеличение сэпа 5		Увеличивает максимальный объем вашего сэпа на $1SCORE_UPGRADE.	
_6FD484385A074047	btsap06	Увеличение сэпа 6		Увеличивает максимальный объем вашего сэпа на $1SCORE_UPGRADE.	
_6FD484385A174048	btsap07	Увеличение сэпа 7		Увеличивает максимальный объем вашего сэпа на $1SCORE_UPGRADE.	
_6FD484385A274049	btsap08	Увеличение сэпа 8		Увеличивает максимальный объем вашего сэпа на $1SCORE_UPGRADE.	
_6FD484385A37404A	btsap09	Увеличение сэпа 9		Увеличивает максимальный объем вашего сэпа на $1SCORE_UPGRADE.	
_7CF23C2D993257E7	btsap10	Увеличение сэпа 10		Увеличивает максимальный объем вашего сэпа на $1SCORE_UPGRADE.	
_7CF23C2D99425BE7	btsap11	Увеличение сэпа 11		Увеличивает максимальный объем вашего сэпа на $1SCORE_UPGRADE.	
_7CF23C2D99525FE7	btsap12	Увеличение сэпа 12		Увеличивает максимальный объем вашего сэпа на $1SCORE_UPGRADE.	
_7CF23C2D996263E7	btsap13	Увеличение сэпа 13		Увеличивает максимальный объем вашего сэпа на $1SCORE_UPGRADE.	
_7CF23C2D997267E7	btsap14	Увеличение сэпа 14		Увеличивает максимальный объем вашего сэпа на $1SCORE_UPGRADE.	
_7CF23C2D99826BE7	btsap15	Увеличение сэпа 15		Увеличивает максимальный объем вашего сэпа на $1SCORE_UPGRADE.	
_7CF23C2D99926FE7	btsap16	Увеличение сэпа 16		Увеличивает максимальный объем вашего сэпа на $1SCORE_UPGRADE.	
_7CF23C2D99A273E7	btsap17	Увеличение сэпа 17		Увеличивает максимальный объем вашего сэпа на $1SCORE_UPGRADE.	
_7CF23C2D99B277E7	btsap18	Увеличение сэпа 18		Увеличивает максимальный объем вашего сэпа на $1SCORE_UPGRADE.	
_7CF23C2D99C27BE7	btsap19	Увеличение сэпа 19		Увеличивает максимальный объем вашего сэпа на $1SCORE_UPGRADE.	
_7CF23C2D99325BE8	btsap20	Увеличение сэпа 20		Увеличивает максимальный объем вашего сэпа на $1SCORE_UPGRADE.	
_9EC5D293A5C140C2	btsta01	Increase Stamina 1		Увеличивает вашу стойкость на $1SCORE_UPGRADE.	
_9EC5D294A5D140C2	btsta02	Increase Stamina 2		Увеличивает вашу стойкость на $1SCORE_UPGRADE.	
_9EC5D295A5E140C2	btsta03	Increase Stamina 3		Увеличивает вашу стойкость на $1SCORE_UPGRADE.	
_9EC5D296A5F140C2	btsta04	Increase Stamina 4		Увеличивает вашу стойкость на $1SCORE_UPGRADE.	
_9EC5D297A50140C2	btsta05	Increase Stamina 5		Увеличивает вашу стойкость на $1SCORE_UPGRADE.	
_9EC5D2B8A51140C2	btsta06	Увеличение стойкости 6		Увеличивает вашу стойкость на $1SCORE_UPGRADE.	
_9EC5D2B9A52140C2	btsta07	Увеличение стойкости 7		Увеличивает вашу стойкость на $1SCORE_UPGRADE.	
_9EC5D2BAA53140C2	btsta08	Увеличение стойкости 8		Увеличивает вашу стойкость на $1SCORE_UPGRADE.	
_9EC5D2BBA54140C2	btsta09	Увеличение стойкости 9		Увеличивает вашу стойкость на $1SCORE_UPGRADE.	
_180DF08B7861AD6C	btsta10	Увеличение стойкости 10		Увеличивает вашу стойкость на $1SCORE_UPGRADE.	
_180DF48B7871AD6C	btsta11	Увеличение стойкости 11		Увеличивает вашу стойкость на $1SCORE_UPGRADE.	
_180DF88B7881AD6C	btsta12	Увеличение стойкости 12		Увеличивает вашу стойкость на $1SCORE_UPGRADE.	
_180DFC8B7891AD6C	btsta13	Увеличение стойкости 13		Увеличивает вашу стойкость на $1SCORE_UPGRADE.	
_180D008B78A1AD6C	btsta14	Увеличение стойкости 14		Увеличивает вашу стойкость на $1SCORE_UPGRADE.	
_180D048B78B1AD6C	btsta15	Увеличение стойкости 15		Увеличивает вашу стойкость на $1SCORE_UPGRADE.	
_180D088B78C1AD6C	btsta16	Увеличение стойкости 16		Увеличивает вашу стойкость на $1SCORE_UPGRADE.	
_180D0C8B78D1AD6C	btsta17	Увеличение стойкости 17		Увеличивает вашу стойкость на $1SCORE_UPGRADE.	
_180D108B78E1AD6C	btsta18	Увеличение стойкости 18		Увеличивает вашу стойкость на $1SCORE_UPGRADE.	
_180D148B78F1AD6C	btsta19	Увеличение стойкости 19		Увеличивает вашу стойкость на $1SCORE_UPGRADE.	
_180DF08C7861B16C	btsta20	Увеличение стойкости 20		Увеличивает вашу стойкость на $1SCORE_UPGRADE.	
_F9547264AAEC5F7D	btfoc01	Увеличение внимания 1		Увеличивает ваше внимание на $1SCORE_UPGRADE.	
_F9547264AA0C5F7D	btfoc02	Увеличение внимания 2		Увеличивает ваше внимание на $1SCORE_UPGRADE.	
_F9547264AA2C5F7D	btfoc03	Увеличение внимания 3		Увеличивает ваше внимание на $1SCORE_UPGRADE.	
_F9547264AA4C5F7D	btfoc04	Увеличение внимания 4		Увеличивает ваше внимание на $1SCORE_UPGRADE.	
_F9547264AA6C5F7D	btfoc05	Увеличение внимания 5		Увеличивает ваше внимание на $1SCORE_UPGRADE.	
_F9547284AA8C5F7D	btfoc06	Увеличение внимания 6		Увеличивает ваше внимание на $1SCORE_UPGRADE.	
_F9547284AAAC5F7D	btfoc07	Увеличение внимания 7		Увеличивает ваше внимание на $1SCORE_UPGRADE.	
_F9547284AACC5F7D	btfoc08	Увеличение внимания 8		Увеличивает ваше внимание на $1SCORE_UPGRADE.	
_F9547284AAEC5F7D	btfoc09	Увеличение внимания 9		Увеличивает ваше внимание на $1SCORE_UPGRADE.	
_E02A598129BF2EDF	btfoc10	Увеличение внимания 10		Увеличивает ваше внимание на $1SCORE_UPGRADE.	
_E02A598169CF2EDF	btfoc11	Увеличение внимания 11		Увеличивает ваше внимание на $1SCORE_UPGRADE.	
_E02A5981A9DF2EDF	btfoc12	Увеличение внимания 12		Увеличивает ваше внимание на $1SCORE_UPGRADE.	
_E02A5981E9EF2EDF	btfoc13	Увеличение внимания 13		Увеличивает ваше внимание на $1SCORE_UPGRADE.	
_E02A59812AFF2EDF	btfoc14	Увеличение внимания 14		Увеличивает ваше внимание на $1SCORE_UPGRADE.	
_E02A59816A0F2EDF	btfoc15	Увеличение внимания 15		Увеличивает ваше внимание на $1SCORE_UPGRADE.	
_E02A5981AA1F2EDF	btfoc16	Увеличение внимания 16		Увеличивает ваше внимание на $1SCORE_UPGRADE.	
_E02A5981EA2F2EDF	btfoc17	Увеличение внимания 17		Увеличивает ваше внимание на $1SCORE_UPGRADE.	
_E02A59812B3F2EDF	btfoc18	Увеличение внимания 18		Увеличивает ваше внимание на $1SCORE_UPGRADE.	
_E02A59816B4F2EDF	btfoc19	Увеличение внимания 19		Увеличивает ваше внимание на $1SCORE_UPGRADE.	
_E02A598129CF32DF	btfoc20	Увеличение внимания 20		Увеличивает ваше внимание на $1SCORE_UPGRADE.	
_77D9F8985C732DE8	bmor00008	Концентрация 1		Увеличивает вашу сопротивляемость прерыванию действий на $MA_BREAK_RES. Наиболее эффективно для заклинаний, уровень которых не превышает $1MA_BREAK_RES.	
_77D9F8969C7331E8	bmor00016	Концентрация 2		Увеличивает вашу сопротивляемость прерыванию действий на $MA_BREAK_RES. Наиболее эффективно для заклинаний, уровень которых не превышает $1MA_BREAK_RES.	
_77D9F8901C7335E8	bmor00030	Концентрация 3		Увеличивает вашу сопротивляемость прерыванию действий на $MA_BREAK_RES. Наиболее эффективно для заклинаний, уровень которых не превышает $1MA_BREAK_RES.	
_77D9F8955D7339E8	bmor00045	Концентрация 4		Увеличивает вашу сопротивляемость прерыванию действий на $MA_BREAK_RES. Наиболее эффективно для заклинаний, уровень которых не превышает $1MA_BREAK_RES.	
_77D9F895DD733DE8	bmor00065	Концентрация 5		Увеличивает вашу сопротивляемость прерыванию действий на $MA_BREAK_RES. Наиболее эффективно для заклинаний, уровень которых не превышает $1MA_BREAK_RES.	
_77D9F8905E7341E8	bmor00080	Концентрация 6		Увеличивает вашу сопротивляемость прерыванию действий на $MA_BREAK_RES. Наиболее эффективно для заклинаний, уровень которых не превышает $1MA_BREAK_RES.	
_77D9F8905C8345E8	bmor00100	Концентрация 7		Увеличивает вашу сопротивляемость прерыванию действий на $MA_BREAK_RES. Наиболее эффективно для заклинаний, уровень которых не превышает $1MA_BREAK_RES.	
_77D9F890DC8349E8	bmor00120	Концентрация 8		Увеличивает вашу сопротивляемость прерыванию действий на $MA_BREAK_RES. Наиболее эффективно для заклинаний, уровень которых не превышает $1MA_BREAK_RES.	
_77D9F8905D834DE8	bmor00140	Концентрация 9		Увеличивает вашу сопротивляемость прерыванию действий на $MA_BREAK_RES. Наиболее эффективно для заклинаний, уровень которых не превышает $1MA_BREAK_RES.	
_391986EAEB70FC64	bmor00160	Концентрация 10		Увеличивает вашу сопротивляемость прерыванию действий на $MA_BREAK_RES. Наиболее эффективно для заклинаний, уровень которых не превышает $1MA_BREAK_RES.	
_391986EA6C80FC64	bmor00180	Концентрация 11		Увеличивает вашу сопротивляемость прерыванию действий на $MA_BREAK_RES. Наиболее эффективно для заклинаний, уровень которых не превышает $1MA_BREAK_RES.	
_391986EA6AA0FC64	bmor00200	Концентрация 12		Увеличивает вашу сопротивляемость прерыванию действий на $MA_BREAK_RES. Наиболее эффективно для заклинаний, уровень которых не превышает $1MA_BREAK_RES.	
_D117F55C3FAEEEC0	bcrmea06	Чертеж кинжала переселенца		Чертеж для изготовления кинжала переселенца	
_3B0140994D0217F9	bcrmea10	Чертеж меча переселенца		Чертеж для изготовления меча переселенца	
_F41C14A14AB6A434	bcrmea15	Чертеж усилителей магии переселенца		Чертеж для изготовления усилителей магии переселенца	
_A955801CAA18B777	bapa01	Телепортация		Возможность телепортации.	
_1985C1883B4DE50D	bapa02	Отсоединение		Отключение от игры.	
_DEBE0D1CB83850CF	bptea01	Титул героя Ками		Титул героя Ками.	
_0D96196EF49E010F	bptea02	Титул героя Каравана		Титул героя Каравана.	
_3E0F08C610738F1E	bsfeb08	Огненный барьер		Создает вокруг вас огненный барьер, наносящий повреждения противнику, который пытается атаковать вас врукопашную.	
_B16DC12D0F4CCD36	bsfmi01	Огненный барьер, мощность 1		На $1SP_FIRE_WALL_AURA секунд создает вокруг вас огненный барьер, наносящий $4SP_FIRE_WALL_AURA единиц повреждения врагам, атакующим вас врукопашную.	
_6646B1B4F2C5C377	bsfeb09	Барьер из шипов		Создает вокруг вас барьер из шипов, замедляющий скорость атаки противника, который пытается атаковать вас врукопашную.	
_7EF3632037CD85D6	bsfmj01	Барьер из шипов, мощность 1		На $1SP_THORN_WALL_AURA секунд создает вокруг вас барьер из шипов, снижающий скорость атаки противника на $INFO.	
_5ED0ECBF6D7D6A20	bsfeb10	Водяной барьер		Создает вокруг вас водяной барьер, поглощающий часть повреждений, нанесенных противником врукопашную.	
_2032565FF5CDD4DA	bsfmk01	Водяной барьер, мощность 1		На $1SP_WATER_WALL_AURA секунд создает вокруг вас водяной барьер, поглощающий $4SP_WATER_WALL_AURA % повреждений, нанесенных противником врукопашную.	
_7FCE66D34AB3D2EF	bsfeb11	Электрический барьер		Создает вокруг вас электрический барьер, снижающий эффективность боевых навыков противника, который пытается атаковать вас врукопашную.	
_832028F4AE9A19EA	bsfml01	Электрический барьер, мощность 1		На $1SP_LIGHTNING_WALL_AURA секунд создает вокруг вас электрический барьер, временно снижающий эффективность боевых навыков противника на $|4SP_LIGHTNING_WALL_AURA.	
_BF7D51643B3CAD49	fire_wall_aura	Огненная аура		Вас окружает аура, которая наносит повреждения нападающим.	
_02E1FEB4DB6C1E3F	thorn_wall_aura	Аура шипов		Вас окружает аура, которая замедляет скорость атаки нападающих.	
_E9B073D38E866E51	water_wall_aura	Водяная аура		Вас окружает аура, которая поглощает часть ударов нападающих.	
_30F73642252751BC	lightning_wall_aura	Электрическая аура.		Вас окружает аура, которая ослепляет нападающих.	
_5BE899152FB31741	bfmb01	Скорострельность +1		Станза, увеличивающая скорострельность оружия.	
_5BE89D152FB31B41	bfmb02	Скорострельность +2		Станза, увеличивающая скорострельность оружия.	
_5BE8A1152FB31F41	bfmb03	Скорострельность +3		Станза, увеличивающая скорострельность оружия.	
_5BE8A5152FB32341	bfmb04	Скорострельность +4		Станза, увеличивающая скорострельность оружия.	
_5BE8A9152FB32741	bfmb05	Скорострельность +5		Станза, увеличивающая скорострельность оружия.	
_5BE8AD152FB32B41	bfmb06	Скорострельность +6		Станза, увеличивающая скорострельность оружия.	
_5BE8B1152FB32F41	bfmb07	Скорострельность +7		Станза, увеличивающая скорострельность оружия.	
_5BE8B5152FB33341	bfmb08	Скорострельность +8		Станза, увеличивающая скорострельность оружия.	
_5BE8B9152FB33741	bfmb09	Скорострельность +9		Станза, увеличивающая скорострельность оружия.	
_A9FB5E28DB8BCF58	bfmb10	Скорострельность +10		Станза, увеличивающая скорострельность оружия.	
_A90B5E28DB8BD358	bfmb11	Скорострельность +11		Станза, увеличивающая скорострельность оружия.	
_A91B5E28DB8BD758	bfmb12	Скорострельность +12		Станза, увеличивающая скорострельность оружия.	
_A92B5E28DB8BDB58	bfmb13	Скорострельность +13		Станза, увеличивающая скорострельность оружия.	
_20325660F5DDD4DA	bsfmk02	Водяной барьер, мощность 2		На $1SP_WATER_WALL_AURA секунд создает вокруг вас водяной барьер, поглощающий $4SP_WATER_WALL_AURA % повреждений, нанесенных противником врукопашную.	
_20325661F5EDD4DA	bsfmk03	Водяной барьер, мощность 3		На $1SP_WATER_WALL_AURA секунд создает вокруг вас водяной барьер, поглощающий $4SP_WATER_WALL_AURA % повреждений, нанесенных противником врукопашную.	
