*HASH_VALUE	sbrick ID	name	* noms français	ia	da	p	pia	pda	description	description2
_1D3739BB80DB5BE4	bsfmh16	Self Heal Stamina 16		an	the				Instantly restores $1SP_HEAL stamina to the caster.	Self Heal Stamina 16: restores $1SP_HEAL stamina to the caster.
_1D4739BC80EB5BE4	bsfmh17	Self Heal Stamina 17		an	the				Instantly restores $1SP_HEAL stamina to the caster.	Self Heal Stamina 17: restores $1SP_HEAL stamina to the caster.
_1D5739BD80FB5BE4	bsfmh18	Self Heal Stamina 18		an	the				Instantly restores $1SP_HEAL stamina to the caster.	Self Heal Stamina 18: restores $1SP_HEAL stamina to the caster.
_1D6739BE800B5BE4	bsfmh19	Self Heal Stamina 19		an	the				Instantly restores $1SP_HEAL stamina to the caster.	Self Heal Stamina 19: restores $1SP_HEAL stamina to the caster.
_1DD73DB5C07B5FE4	bsfmh20	Self Heal Stamina 20		an	the				Instantly restores $1SP_HEAL stamina to the caster.	Self Heal Stamina 20: restores $1SP_HEAL stamina to the caster.
_1DE73DB6C08B5FE4	bsfmh21	Self Heal Stamina 21		an	the				Instantly restores $1SP_HEAL stamina to the caster.	Self Heal Stamina 21: restores $1SP_HEAL stamina to the caster.
_1DF73DB7C09B5FE4	bsfmh22	Self Heal Stamina 22		an	the				Instantly restores $1SP_HEAL stamina to the caster.	Self Heal Stamina 22: restores $1SP_HEAL stamina to the caster.
_1D073DB8C0AB5FE4	bsfmh23	Self Heal Stamina 23		an	the				Instantly restores $1SP_HEAL stamina to the caster.	Self Heal Stamina 23: restores $1SP_HEAL stamina to the caster.
_1D173DB9C0BB5FE4	bsfmh24	Self Heal Stamina 24		an	the				Instantly restores $1SP_HEAL stamina to the caster.	Self Heal Stamina 24: restores $1SP_HEAL stamina to the caster.
_1D273DBAC0CB5FE4	bsfmh25	Self Heal Stamina 25		an	the				Instantly restores $1SP_HEAL stamina to the caster.	Self Heal Stamina 25: restores $1SP_HEAL stamina to the caster.
_1D373DBBC0DB5FE4	bsfmh26	Self Heal Stamina 26		an	the				Instantly restores $1SP_HEAL stamina to the caster.	Self Heal Stamina 26: restores $1SP_HEAL stamina to the caster.
_D4504840631A35F6	bsmmd01	Self Heal Sap 1		an	the				Instantly restores $1SP_HEAL sap to the caster.	Self Heal Sap 1: restores $1SP_HEAL sap to the caster.
_D4604840632A39F6	bsmmd02	Self Heal Sap 2		an	the				Instantly restores $1SP_HEAL sap to the caster.	Self Heal Sap 2: restores $1SP_HEAL sap to the caster.
_D4704840633A3DF6	bsmmd03	Self Heal Sap 3		an	the				Instantly restores $1SP_HEAL sap to the caster.	Self Heal Sap 3: restores $1SP_HEAL sap to the caster.
_D4804840634A41F6	bsmmd04	Self Heal Sap 4		an	the				Instantly restores $1SP_HEAL sap to the caster.	Self Heal Sap 4: restores $1SP_HEAL sap to the caster.
_D4904840635A45F6	bsmmd05	Self Heal Sap 5		an	the				Instantly restores $1SP_HEAL sap to the caster.	Self Heal Sap 5: restores $1SP_HEAL sap to the caster.
_D4A04840636A49F6	bsmmd06	Self Heal Sap 6		an	the				Instantly restores $1SP_HEAL sap to the caster.	Self Heal Sap 6: restores $1SP_HEAL sap to the caster.
_D4B04840637A4DF6	bsmmd07	Self Heal Sap 7		an	the				Instantly restores $1SP_HEAL sap to the caster.	Self Heal Sap 7: restores $1SP_HEAL sap to the caster.
_D4C04840638A51F6	bsmmd08	Self Heal Sap 8		an	the				Instantly restores $1SP_HEAL sap to the caster.	Self Heal Sap 8: restores $1SP_HEAL sap to the caster.
_D4D04840639A55F6	bsmmd09	Self Heal Sap 9		an	the				Instantly restores $1SP_HEAL sap to the caster.	Self Heal Sap 9: restores $1SP_HEAL sap to the caster.
_2413678AD6C7F133	bsmmd10	Self Heal Sap 10		an	the				Instantly restores $1SP_HEAL sap to the caster.	Self Heal Sap 10: restores $1SP_HEAL sap to the caster.
_2413678AD6E7F134	bsmmd11	Self Heal Sap 11		an	the				Instantly restores $1SP_HEAL sap to the caster.	Self Heal Sap 11: restores $1SP_HEAL sap to the caster.
_2413678AD607F135	bsmmd12	Self Heal Sap 12		an	the				Instantly restores $1SP_HEAL sap to the caster.	Self Heal Sap 12: restores $1SP_HEAL sap to the caster.
_2413678AD627F136	bsmmd13	Self Heal Sap 13		an	the				Instantly restores $1SP_HEAL sap to the caster.	Self Heal Sap 13: restores $1SP_HEAL sap to the caster.
_2413678AD647F137	bsmmd14	Self Heal Sap 14		an	the				Instantly restores $1SP_HEAL sap to the caster.	Self Heal Sap 14: restores $1SP_HEAL sap to the caster.
_2413678AD667F138	bsmmd15	Self Heal Sap 15		an	the				Instantly restores $1SP_HEAL sap to the caster.	Self Heal Sap 15: restores $1SP_HEAL sap to the caster.
_2413678AD687F139	bsmmd16	Self Heal Sap 16		an	the				Instantly restores $1SP_HEAL sap to the caster.	Self Heal Sap 16: restores $1SP_HEAL sap to the caster.
_2413678AD6A7F13A	bsmmd17	Self Heal Sap 17		an	the				Instantly restores $1SP_HEAL sap to the caster.	Self Heal Sap 17: restores $1SP_HEAL sap to the caster.
_2413678AD6C7F13B	bsmmd18	Self Heal Sap 18		an	the				Instantly restores $1SP_HEAL sap to the caster.	Self Heal Sap 18: restores $1SP_HEAL sap to the caster.
_2413678AD6E7F13C	bsmmd19	Self Heal Sap 19		an	the				Instantly restores $1SP_HEAL sap to the caster.	Self Heal Sap 19: restores $1SP_HEAL sap to the caster.
_6413678AD6C7F933	bsmmd20	Self Heal Sap 20		an	the				Instantly restores $1SP_HEAL sap to the caster.	Self Heal Sap 20: restores $1SP_HEAL sap to the caster.
_6413678AD6E7F934	bsmmd21	Self Heal Sap 21		an	the				Instantly restores $1SP_HEAL sap to the caster.	Self Heal Sap 21: restores $1SP_HEAL sap to the caster.
_6413678AD607F935	bsmmd22	Self Heal Sap 22		an	the				Instantly restores $1SP_HEAL sap to the caster.	Self Heal Sap 22: restores $1SP_HEAL sap to the caster.
_6413678AD627F936	bsmmd23	Self Heal Sap 23		an	the				Instantly restores $1SP_HEAL sap to the caster.	Self Heal Sap 23: restores $1SP_HEAL sap to the caster.
_6413678AD647F937	bsmmd24	Self Heal Sap 24		an	the				Instantly restores $1SP_HEAL sap to the caster.	Self Heal Sap 24: restores $1SP_HEAL sap to the caster.
_6413678AD667F938	bsmmd25	Self Heal Sap 25		an	the				Instantly restores $1SP_HEAL sap to the caster.	Self Heal Sap 25: restores $1SP_HEAL sap to the caster.
_6413678AD687F939	bsmmd26	Self Heal Sap 26		an	the				Instantly restores $1SP_HEAL sap to the caster.	Self Heal Sap 26: restores $1SP_HEAL sap to the caster.
_1F23CB25B59405F6	bsgma01	Self Heal Focus 1		an	the				Instantly restores $1SP_HEAL focus to the caster.	Self Heal Focus 1: restores $1SP_HEAL focus to the caster.
_1F23CB26F5A405F6	bsgma02	Self Heal Focus 2		an	the				Instantly restores $1SP_HEAL focus to the caster.	Self Heal Focus 2: restores $1SP_HEAL focus to the caster.
_1F23CB2735B405F6	bsgma03	Self Heal Focus 3		an	the				Instantly restores $1SP_HEAL focus to the caster.	Self Heal Focus 3: restores $1SP_HEAL focus to the caster.
_1F23CB2876C405F6	bsgma04	Self Heal Focus 4		an	the				Instantly restores $1SP_HEAL focus to the caster.	Self Heal Focus 4: restores $1SP_HEAL focus to the caster.
_1F23CB29B6D405F6	bsgma05	Self Heal Focus 5		an	the				Instantly restores $1SP_HEAL focus to the caster.	Self Heal Focus 5: restores $1SP_HEAL focus to the caster.
_1F23CB2AF6E405F6	bsgma06	Self Heal Focus 6		an	the				Instantly restores $1SP_HEAL focus to the caster.	Self Heal Focus 6: restores $1SP_HEAL focus to the caster.
_1F23CB2B36F405F6	bsgma07	Self Heal Focus 7		an	the				Instantly restores $1SP_HEAL focus to the caster.	Self Heal Focus 7: restores $1SP_HEAL focus to the caster.
_1F23CB2C770405F6	bsgma08	Self Heal Focus 8		an	the				Instantly restores $1SP_HEAL focus to the caster.	Self Heal Focus 8: restores $1SP_HEAL focus to the caster.
_1F23CB2DB71405F6	bsgma09	Self Heal Focus 9		an	the				Instantly restores $1SP_HEAL focus to the caster.	Self Heal Focus 9: restores $1SP_HEAL focus to the caster.
_A579826B0AD4A8E5	bsgma10	Self Heal Focus 10		an	the				Instantly restores $1SP_HEAL focus to the caster.	Self Heal Focus 10: restores $1SP_HEAL focus to the caster.
_A589826C0AE4A8E5	bsgma11	Self Heal Focus 11		an	the				Instantly restores $1SP_HEAL focus to the caster.	Self Heal Focus 11: restores $1SP_HEAL focus to the caster.
_A599826D0AF4A8E5	bsgma12	Self Heal Focus 12		an	the				Instantly restores $1SP_HEAL focus to the caster.	Self Heal Focus 12: restores $1SP_HEAL focus to the caster.
_A5A9826E0A04A8E5	bsgma13	Self Heal Focus 13		an	the				Instantly restores $1SP_HEAL focus to the caster.	Self Heal Focus 13: restores $1SP_HEAL focus to the caster.
_A5B9826F0A14A8E5	bsgma14	Self Heal Focus 14		an	the				Instantly restores $1SP_HEAL focus to the caster.	Self Heal Focus 14: restores $1SP_HEAL focus to the caster.
_A5C982700A24A8E5	bsgma15	Self Heal Focus 15		an	the				Instantly restores $1SP_HEAL focus to the caster.	Self Heal Focus 15: restores $1SP_HEAL focus to the caster.
_A5D982710A34A8E5	bsgma16	Self Heal Focus 16		an	the				Instantly restores $1SP_HEAL focus to the caster.	Self Heal Focus 16: restores $1SP_HEAL focus to the caster.
_A5E982720A44A8E5	bsgma17	Self Heal Focus 17		an	the				Instantly restores $1SP_HEAL focus to the caster.	Self Heal Focus 17: restores $1SP_HEAL focus to the caster.
_A5F982730A54A8E5	bsgma18	Self Heal Focus 18		an	the				Instantly restores $1SP_HEAL focus to the caster.	Self Heal Focus 18: restores $1SP_HEAL focus to the caster.
_A50982740A64A8E5	bsgma19	Self Heal Focus 19		an	the				Instantly restores $1SP_HEAL focus to the caster.	Self Heal Focus 19: restores $1SP_HEAL focus to the caster.
_A579866B4AD4ACE5	bsgma20	Self Heal Focus 20		an	the				Instantly restores $1SP_HEAL focus to the caster.	Self Heal Focus 20: restores $1SP_HEAL focus to the caster.
_A589866C4AE4ACE5	bsgma21	Self Heal Focus 21		an	the				Instantly restores $1SP_HEAL focus to the caster.	Self Heal Focus 21: restores $1SP_HEAL focus to the caster.
_A599866D4AF4ACE5	bsgma22	Self Heal Focus 22		an	the				Instantly restores $1SP_HEAL focus to the caster.	Self Heal Focus 22: restores $1SP_HEAL focus to the caster.
_A5A9866E4A04ACE5	bsgma23	Self Heal Focus 23		an	the				Instantly restores $1SP_HEAL focus to the caster.	Self Heal Focus 23: restores $1SP_HEAL focus to the caster.
_A5B9866F4A14ACE5	bsgma24	Self Heal Focus 24		an	the				Instantly restores $1SP_HEAL focus to the caster.	Self Heal Focus 24: restores $1SP_HEAL focus to the caster.
_A5C986704A24ACE5	bsgma25	Self Heal Focus 25		an	the				Instantly restores $1SP_HEAL focus to the caster.	Self Heal Focus 25: restores $1SP_HEAL focus to the caster.
_A5D986714A34ACE5	bsgma26	Self Heal Focus 26		an	the				Instantly restores $1SP_HEAL focus to the caster.	Self Heal Focus 26: restores $1SP_HEAL focus to the caster.
_7F8DF54944C237BC	BPPC01	Constitution Upgrade 1		a	the				Increases your constitution and hit points.	
_7F8DF54944C23BBD	BPPC02	Constitution Upgrade 2		a	the				Increases your constitution and hit points.	
_7F8DF54944C23FBE	BPPC03	Constitution Upgrade 3		a	the				Increases your constitution and hit points.	
_7F8DF54944C243BF	BPPC04	Constitution Upgrade 4		a	the				Increases your constitution and hit points.	
_7F8DF54944C247C0	BPPC05	Constitution Upgrade 5		a	the				Increases your constitution and hit points.	
_7F8DF54944C24BC1	BPPC06	Constitution Upgrade 6		a	the				Increases your constitution and hit points.	
_7F8DF54944C24FC2	BPPC07	Constitution Upgrade 7		a	the				Increases your constitution and hit points.	
_7F8DF54944C253C3	BPPC08	Constitution Upgrade 8		a	the				Increases your constitution and hit points.	
_7F8DF54944C257C4	BPPC09	Constitution Upgrade 9		a	the				Increases your constitution and hit points.	
_749F885C9980B133	BPPC10	Constitution Upgrade 10		a	the				Increases your constitution and hit points.	
_749F885C9980B933	BPPC11	Constitution Upgrade 11		a	the				Increases your constitution and hit points.	
_749F885C9980C133	BPPC12	Constitution Upgrade 12		a	the				Increases your constitution and hit points.	
_749F885C9980C933	BPPC13	Constitution Upgrade 13		a	the				Increases your constitution and hit points.	
_749F885C9980D133	BPPC14	Constitution Upgrade 14		a	the				Increases your constitution and hit points.	
_749F885C9980D933	BPPC15	Constitution Upgrade 15		a	the				Increases your constitution and hit points.	
_749F885C9980E133	BPPC16	Constitution Upgrade 16		a	the				Increases your constitution and hit points.	
_749F885C9980E933	BPPC17	Constitution Upgrade 17		a	the				Increases your constitution and hit points.	
_749F885C9980F133	BPPC18	Constitution Upgrade 18		a	the				Increases your constitution and hit points.	
_749F885C9980F933	BPPC19	Constitution Upgrade 19		a	the				Increases your constitution and hit points.	
_749F885C9980B135	BPPC20	Constitution Upgrade 20		a	the				Increases your constitution and hit points.	
_749F885C9980B935	BPPC21	Constitution Upgrade 21		a	the				Increases your constitution and hit points.	
_749F885C9980C135	BPPC22	Constitution Upgrade 22		a	the				Increases your constitution and hit points.	
_749F885C9980C935	BPPC23	Constitution Upgrade 23		a	the				Increases your constitution and hit points.	
_749F885C9980D135	BPPC24	Constitution Upgrade 24		a	the				Increases your constitution and hit points.	
_749F885C9980D935	BPPC25	Constitution Upgrade 25		a	the				Increases your constitution and hit points.	
_749F885C9980E135	BPPC26	Constitution Upgrade 26		a	the				Increases your constitution and hit points.	
_749F885C9980E935	BPPC27	Constitution Upgrade 27		a	the				Increases your constitution and hit points.	
_749F885C9980F135	BPPC28	Constitution Upgrade 28		a	the				Increases your constitution and hit points.	
_749F885C9980F935	BPPC29	Constitution Upgrade 29		a	the				Increases your constitution and hit points.	
_749F885C9980B137	BPPC30	Constitution Upgrade 30		a	the				Increases your constitution and hit points.	
_749F885C9980B937	BPPC31	Constitution Upgrade 31		a	the				Increases your constitution and hit points.	
_749F885C9980C137	BPPC32	Constitution Upgrade 32		a	the				Increases your constitution and hit points.	
_749F885C9980C937	BPPC33	Constitution Upgrade 33		a	the				Increases your constitution and hit points.	
_749F885C9980D137	BPPC34	Constitution Upgrade 34		a	the				Increases your constitution and hit points.	
_749F885C9980D937	BPPC35	Constitution Upgrade 35		a	the				Increases your constitution and hit points.	
_749F885C9980E137	BPPC36	Constitution Upgrade 36		a	the				Increases your constitution and hit points.	
_749F885C9980E937	BPPC37	Constitution Upgrade 37		a	the				Increases your constitution and hit points.	
_749F885C9980F137	BPPC38	Constitution Upgrade 38		a	the				Increases your constitution and hit points.	
_749F885C9980F937	BPPC39	Constitution Upgrade 39		a	the				Increases your constitution and hit points.	
_749F885C9980B139	BPPC40	Constitution Upgrade 40		a	the				Increases your constitution and hit points.	
_749F885C9980B939	BPPC41	Constitution Upgrade 41		a	the				Increases your constitution and hit points.	
_749F885C9980C139	BPPC42	Constitution Upgrade 42		a	the				Increases your constitution and hit points.	
_749F885C9980C939	BPPC43	Constitution Upgrade 43		a	the				Increases your constitution and hit points.	
_749F885C9980D139	BPPC44	Constitution Upgrade 44		a	the				Increases your constitution and hit points.	
_749F885C9980D939	BPPC45	Constitution Upgrade 45		a	the				Increases your constitution and hit points.	
_749F885C9980E139	BPPC46	Constitution Upgrade 46		a	the				Increases your constitution and hit points.	
_749F885C9980E939	BPPC47	Constitution Upgrade 47		a	the				Increases your constitution and hit points.	
_749F885C9980F139	BPPC48	Constitution Upgrade 48		a	the				Increases your constitution and hit points.	
_749F885C9980F939	BPPC49	Constitution Upgrade 49		a	the				Increases your constitution and hit points.	
_749F885C9980B13B	BPPC50	Constitution Upgrade 50		a	the				Increases your constitution and hit points.	
_D28C8785EA9B07A2	BPPM01	Metabolism Upgrade 1		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_D29C8785EA9B0BA2	BPPM02	Metabolism Upgrade 2		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_D2AC8785EA9B0FA2	BPPM03	Metabolism Upgrade 3		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_D2BC8785EA9B13A2	BPPM04	Metabolism Upgrade 4		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_D2CC8785EA9B17A2	BPPM05	Metabolism Upgrade 5		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_D2DC8785EA9B1BA2	BPPM06	Metabolism Upgrade 6		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_D2EC8785EA9B1FA2	BPPM07	Metabolism Upgrade 7		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_D2FC8785EA9B23A2	BPPM08	Metabolism Upgrade 8		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_D20C8785EA9B27A2	BPPM09	Metabolism Upgrade 9		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_3A3ABEB8434E9A43	BPPM10	Metabolism Upgrade 10		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_7A3ABEB8434E9E43	BPPM11	Metabolism Upgrade 11		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_BA3ABEB8434EA243	BPPM12	Metabolism Upgrade 12		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_FA3ABEB8434EA643	BPPM13	Metabolism Upgrade 13		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_3B3ABEB8434EAA43	BPPM14	Metabolism Upgrade 14		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_7B3ABEB8434EAE43	BPPM15	Metabolism Upgrade 15		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_BB3ABEB8434EB243	BPPM16	Metabolism Upgrade 16		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_FB3ABEB8434EB643	BPPM17	Metabolism Upgrade 17		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_3C3ABEB8434EBA43	BPPM18	Metabolism Upgrade 18		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_7C3ABEB8434EBE43	BPPM19	Metabolism Upgrade 19		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_3A4ABEB8434E9A44	BPPM20	Metabolism Upgrade 20		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_7A4ABEB8434E9E44	BPPM21	Metabolism Upgrade 21		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_BA4ABEB8434EA244	BPPM22	Metabolism Upgrade 22		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_FA4ABEB8434EA644	BPPM23	Metabolism Upgrade 23		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_3B4ABEB8434EAA44	BPPM24	Metabolism Upgrade 24		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_7B4ABEB8434EAE44	BPPM25	Metabolism Upgrade 25		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_BB4ABEB8434EB244	BPPM26	Metabolism Upgrade 26		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_FB4ABEB8434EB644	BPPM27	Metabolism Upgrade 27		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_3C4ABEB8434EBA44	BPPM28	Metabolism Upgrade 28		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_7C4ABEB8434EBE44	BPPM29	Metabolism Upgrade 29		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_3A5ABEB8434E9A45	BPPM30	Metabolism Upgrade 30		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_7A5ABEB8434E9E45	BPPM31	Metabolism Upgrade 31		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_BA5ABEB8434EA245	BPPM32	Metabolism Upgrade 32		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_FA5ABEB8434EA645	BPPM33	Metabolism Upgrade 33		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_3B5ABEB8434EAA45	BPPM34	Metabolism Upgrade 34		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_7B5ABEB8434EAE45	BPPM35	Metabolism Upgrade 35		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_BB5ABEB8434EB245	BPPM36	Metabolism Upgrade 36		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_FB5ABEB8434EB645	BPPM37	Metabolism Upgrade 37		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_3C5ABEB8434EBA45	BPPM38	Metabolism Upgrade 38		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_7C5ABEB8434EBE45	BPPM39	Metabolism Upgrade 39		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_3A6ABEB8434E9A46	BPPM40	Metabolism Upgrade 40		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_7A6ABEB8434E9E46	BPPM41	Metabolism Upgrade 41		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_BA6ABEB8434EA246	BPPM42	Metabolism Upgrade 42		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_FA6ABEB8434EA646	BPPM43	Metabolism Upgrade 43		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_3B6ABEB8434EAA46	BPPM44	Metabolism Upgrade 44		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_7B6ABEB8434EAE46	BPPM45	Metabolism Upgrade 45		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_BB6ABEB8434EB246	BPPM46	Metabolism Upgrade 46		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_FB6ABEB8434EB646	BPPM47	Metabolism Upgrade 47		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_3C6ABEB8434EBA46	BPPM48	Metabolism Upgrade 48		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_7C6ABEB8434EBE46	BPPM49	Metabolism Upgrade 49		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_3A7ABEB8434E9A47	BPPM50	Metabolism Upgrade 50		a	the				Increases your metabolism, your speed and the regeneration speed of your hit points.	
_28C5A50FB6DE208E	BPPI01	Intelligence Upgrade 1		an	the				Increases your intelligence and your sap reserve.	
_28C5A50FB6DE248F	BPPI02	Intelligence Upgrade 2		an	the				Increases your intelligence and your sap reserve.	
_28C5A50FB6DE2890	BPPI03	Intelligence Upgrade 3		an	the				Increases your intelligence and your sap reserve.	
_28C5A50FB6DE2C91	BPPI04	Intelligence Upgrade 4		an	the				Increases your intelligence and your sap reserve.	
_28C5A50FB6DE3092	BPPI05	Intelligence Upgrade 5		an	the				Increases your intelligence and your sap reserve.	
_28C5A50FB6DE3493	BPPI06	Intelligence Upgrade 6		an	the				Increases your intelligence and your sap reserve.	
_28C5A50FB6DE3894	BPPI07	Intelligence Upgrade 7		an	the				Increases your intelligence and your sap reserve.	
_28C5A50FB6DE3C95	BPPI08	Intelligence Upgrade 8		an	the				Increases your intelligence and your sap reserve.	
_28C5A50FB6DE4096	BPPI09	Intelligence Upgrade 9		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F77EFBD	BPPI10	Intelligence Upgrade 10		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F77F7BD	BPPI11	Intelligence Upgrade 11		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F77FFBD	BPPI12	Intelligence Upgrade 12		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F7707BD	BPPI13	Intelligence Upgrade 13		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F770FBD	BPPI14	Intelligence Upgrade 14		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F7717BD	BPPI15	Intelligence Upgrade 15		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F771FBD	BPPI16	Intelligence Upgrade 16		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F7727BD	BPPI17	Intelligence Upgrade 17		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F772FBD	BPPI18	Intelligence Upgrade 18		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F7737BD	BPPI19	Intelligence Upgrade 19		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F77EFBF	BPPI20	Intelligence Upgrade 20		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F77F7BF	BPPI21	Intelligence Upgrade 21		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F77FFBF	BPPI22	Intelligence Upgrade 22		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F7707BF	BPPI23	Intelligence Upgrade 23		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F770FBF	BPPI24	Intelligence Upgrade 24		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F7717BF	BPPI25	Intelligence Upgrade 25		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F771FBF	BPPI26	Intelligence Upgrade 26		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F7727BF	BPPI27	Intelligence Upgrade 27		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F772FBF	BPPI28	Intelligence Upgrade 28		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F7737BF	BPPI29	Intelligence Upgrade 29		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F77EFC1	BPPI30	Intelligence Upgrade 30		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F77F7C1	BPPI31	Intelligence Upgrade 31		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F77FFC1	BPPI32	Intelligence Upgrade 32		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F7707C1	BPPI33	Intelligence Upgrade 33		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F770FC1	BPPI34	Intelligence Upgrade 34		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F7717C1	BPPI35	Intelligence Upgrade 35		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F771FC1	BPPI36	Intelligence Upgrade 36		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F7727C1	BPPI37	Intelligence Upgrade 37		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F772FC1	BPPI38	Intelligence Upgrade 38		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F7737C1	BPPI39	Intelligence Upgrade 39		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F77EFC3	BPPI40	Intelligence Upgrade 40		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F77F7C3	BPPI41	Intelligence Upgrade 41		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F77FFC3	BPPI42	Intelligence Upgrade 42		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F7707C3	BPPI43	Intelligence Upgrade 43		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F770FC3	BPPI44	Intelligence Upgrade 44		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F7717C3	BPPI45	Intelligence Upgrade 45		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F771FC3	BPPI46	Intelligence Upgrade 46		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F7727C3	BPPI47	Intelligence Upgrade 47		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F772FC3	BPPI48	Intelligence Upgrade 48		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F7737C3	BPPI49	Intelligence Upgrade 49		an	the				Increases your intelligence and your sap reserve.	
_99555E1F4F77EFC5	BPPI50	Intelligence Upgrade 50		an	the				Increases your intelligence and your sap reserve.	
