*HASH_VALUE	sphrase ID	name	* noms français	ia	da	p	pia	pda	description		
_53254F8EC166C931	abmoalmm00180	Potenciación de Movimiento Lento		un	el				Proporciona una estancia para crear hechizos de Movimiento Lento.		
_51354F8EC166C931	abmoalmm00200	Potenciación de Movimiento Lento		un	el				Proporciona una estancia para crear hechizos de Movimiento Lento.		
_D1354F8EC166C936	abmoalmm00225	Potenciación de Movimiento Lento		un	el				Proporciona una estancia para crear hechizos de Movimiento Lento.		
_92354F8EC166C931	abmoalmm00250	Potenciación de Movimiento Lento		un	el				Proporciona una estancia para crear hechizos de Movimiento Lento.		
_C4D7741F18E456B5	abmoelme00160	Potenciación del Daño de Consumo de Electricidad		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Electricidad.		
_45D7741F18E456B5	abmoelme00180	Potenciación del Daño de Consumo de Electricidad		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Electricidad.		
_43E7741F18E456B5	abmoelme00200	Potenciación del Daño de Consumo de Electricidad		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Electricidad.		
_C3E7741F18E456BA	abmoelme00225	Potenciación del Daño de Consumo de Electricidad		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Electricidad.		
_84E7741F18E456B5	abmoelme00250	Potenciación del Daño de Consumo de Electricidad		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Electricidad.		
_B9CEEE046F809EFA	abmoelmf00160	Potenciación del Daño de Consumo de Fuego		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Fuego.		
_3ACEEE046F809EFA	abmoelmf00180	Potenciación del Daño de Consumo de Fuego		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Fuego.		
_38DEEE046F809EFA	abmoelmf00200	Potenciación del Daño de Consumo de Fuego		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Fuego.		
_B8DEEE046F809EFF	abmoelmf00225	Potenciación del Daño de Consumo de Fuego		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Fuego.		
_79DEEE046F809EFA	abmoelmf00250	Potenciación del Daño de Consumo de Fuego		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Fuego.		
_49683832A8AE5374	abmoelmp00160	Potenciación del Daño del Consumo de Envenenamiento		un	la				Proporciona una estancia que crear hechizos de Daño de Consumo de Envenenamiento.		
_CA683832A8AE5374	abmoelmp00180	Potenciación del Daño del Consumo de Envenenamiento		un	la				Proporciona una estancia que crear hechizos de Daño de Consumo de Envenenamiento.		
_C8783832A8AE5374	abmoelmp00200	Potenciación del Daño del Consumo de Envenenamiento		un	la				Proporciona una estancia que crear hechizos de Daño de Consumo de Envenenamiento.		
_48783832A8AE5379	abmoelmp00225	Potenciación del Daño del Consumo de Envenenamiento		un	la				Proporciona una estancia que crear hechizos de Daño de Consumo de Envenenamiento.		
_09783832A8AE5374	abmoelmp00250	Potenciación del Daño del Consumo de Envenenamiento		un	la				Proporciona una estancia que crear hechizos de Daño de Consumo de Envenenamiento.		
_72C9109793416E71	abmoelms00160	Potenciación del Daño del Consumo de la Onda de Choque		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Onda de Choque.		
_F3C9109793416E71	abmoelms00180	Potenciación del Daño del Consumo de la Onda de Choque		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Onda de Choque.		
_F1D9109793416E71	abmoelms00200	Potenciación del Daño del Consumo de la Onda de Choque		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Onda de Choque.		
_71D9109793416E76	abmoelms00225	Potenciación del Daño del Consumo de la Onda de Choque		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Onda de Choque.		
_32D9109793416E71	abmoelms00250	Potenciación del Daño del Consumo de la Onda de Choque		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Onda de Choque.		
_B65EDA042E707AF3	abmoelma00040	Potenciación del Daño del Consumo de Acido		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Acido.		
_F65EDA042E707AF3	abmoelma00050	Potenciación del Daño del Consumo de Acido		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Acido.		
_365EDA042E707AF8	abmoelma00065	Potenciación del Daño del Consumo de Acido		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Acido.		
_B75EDA042E707AF3	abmoelma00080	Potenciación del Daño del Consumo de Acido		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Acido.		
_B56EDA042E707AF3	abmoelma00100	Potenciación del Daño del Consumo de Acido		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Acido.		
_356EDA042E707AF3	abmoelma00120	Potenciación del Daño del Consumo de Acido		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Acido.		
_B66EDA042E707AF3	abmoelma00140	Potenciación del Daño del Consumo de Acido		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Acido.		
_366EDA042E707AF3	abmoelma00160	Potenciación del Daño del Consumo de Acido		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Acido.		
_B76EDA042E707AF3	abmoelma00180	Potenciación del Daño del Consumo de Acido		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Acido.		
_B57EDA042E707AF3	abmoelma00200	Potenciación del Daño del Consumo de Acido		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Acido.		
_357EDA042E707AF8	abmoelma00225	Potenciación del Daño del Consumo de Acido		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Acido.		
_F67EDA042E707AF3	abmoelma00250	Potenciación del Daño del Consumo de Acido		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Acido.		
_F71EE204AE7086FF	abmoelmc00040	Potenciación del Daño del Consumo de Frio 		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Frio.		
_371EE204AE7086FF	abmoelmc00050	Potenciación del Daño del Consumo de Frio 		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Frio.		
_771EE204AE708604	abmoelmc00065	Potenciación del Daño del Consumo de Frio 		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Frio.		
_F81EE204AE7086FF	abmoelmc00080	Potenciación del Daño del Consumo de Frio 		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Frio.		
_F62EE204AE7086FF	abmoelmc00100	Potenciación del Daño del Consumo de Frio 		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Frio.		
_762EE204AE7086FF	abmoelmc00120	Potenciación del Daño del Consumo de Frio 		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Frio.		
_F72EE204AE7086FF	abmoelmc00140	Potenciación del Daño del Consumo de Frio 		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Frio.		
_772EE204AE7086FF	abmoelmc00160	Potenciación del Daño del Consumo de Frio 		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Frio.		
_F82EE204AE7086FF	abmoelmc00180	Potenciación del Daño del Consumo de Frio 		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Frio.		
_F63EE204AE7086FF	abmoelmc00200	Potenciación del Daño del Consumo de Frio 		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Frio.		
_763EE204AE708604	abmoelmc00225	Potenciación del Daño del Consumo de Frio 		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Frio.		
_373EE204AE7086FF	abmoelmc00250	Potenciación del Daño del Consumo de Frio 		un	el				Proporciona una estancia para crear hechizos de Daño de Consumo de Frio.		
_BB73B14C334BA228	abmoelmr00040	Potenciación del Daño del Consumo de Pudrición		una	la				Proporciona una estancia para crear hechizos de Daño de Consumo de Pudrición.		
_FB73B14C334BA228	abmoelmr00050	Potenciación del Daño del Consumo de Pudrición		una	la				Proporciona una estancia para crear hechizos de Daño de Consumo de Pudrición.		
_3B73B14C334BA22D	abmoelmr00065	Potenciación del Daño del Consumo de Pudrición		una	la				Proporciona una estancia para crear hechizos de Daño de Consumo de Pudrición.		
_BC73B14C334BA228	abmoelmr00080	Potenciación del Daño del Consumo de Pudrición		una	la				Proporciona una estancia para crear hechizos de Daño de Consumo de Pudrición.		
_BA83B14C334BA228	abmoelmr00100	Potenciación del Daño del Consumo de Pudrición		una	la				Proporciona una estancia para crear hechizos de Daño de Consumo de Pudrición.		
_3A83B14C334BA228	abmoelmr00120	Potenciación del Daño del Consumo de Pudrición		una	la				Proporciona una estancia para crear hechizos de Daño de Consumo de Pudrición.		
_BB83B14C334BA228	abmoelmr00140	Potenciación del Daño del Consumo de Pudrición		una	la				Proporciona una estancia para crear hechizos de Daño de Consumo de Pudrición.		
_3B83B14C334BA228	abmoelmr00160	Potenciación del Daño del Consumo de Pudrición		una	la				Proporciona una estancia para crear hechizos de Daño de Consumo de Pudrición.		
_BC83B14C334BA228	abmoelmr00180	Potenciación del Daño del Consumo de Pudrición		una	la				Proporciona una estancia para crear hechizos de Daño de Consumo de Pudrición.		
_BA93B14C334BA228	abmoelmr00200	Potenciación del Daño del Consumo de Pudrición		una	la				Proporciona una estancia para crear hechizos de Daño de Consumo de Pudrición.		
_3A93B14C334BA22D	abmoelmr00225	Potenciación del Daño del Consumo de Pudrición		una	la				Proporciona una estancia para crear hechizos de Daño de Consumo de Pudrición.		
_FB93B14C334BA228	abmoelmr00250	Potenciación del Daño del Consumo de Pudrición		una	la				Proporciona una estancia para crear hechizos de Daño de Consumo de Pudrición.		
_8938582DCB7FB2E9	abmoetme00160	Potenciación del Daño de Electricidad		una	la				Proporciona una estancia para crear hechizos de Daño de Electricidad.		
_0A38582DCB7FB2E9	abmoetme00180	Potenciación del Daño de Electricidad		una	la				Proporciona una estancia para crear hechizos de Daño de Electricidad.		
_0848582DCB7FB2E9	abmoetme00200	Potenciación del Daño de Electricidad		una	la				Proporciona una estancia para crear hechizos de Daño de Electricidad.		
_8848582DCB7FB2EE	abmoetme00225	Potenciación del Daño de Electricidad		una	la				Proporciona una estancia para crear hechizos de Daño de Electricidad.		
_4948582DCB7FB2E9	abmoetme00250	Potenciación del Daño de Electricidad		una	la				Proporciona una estancia para crear hechizos de Daño de Electricidad.		
_2164C64EF71E3996	abmoetmf00160	Potenciación del Daño de Fuego		una	la				Proporciona una estancia para crear hechizos de Daño de Fuego.		
_A264C64EF71E3996	abmoetmf00180	Potenciación del Daño de Fuego		una	la				Proporciona una estancia para crear hechizos de Daño de Fuego.		
_A074C64EF71E3996	abmoetmf00200	Potenciación del Daño de Fuego		una	la				Proporciona una estancia para crear hechizos de Daño de Fuego.		
_2074C64EF71E399B	abmoetmf00225	Potenciación del Daño de Fuego		una	la				Proporciona una estancia para crear hechizos de Daño de Fuego.		
_E174C64EF71E3996	abmoetmf00250	Potenciación del Daño de Fuego		una	la				Proporciona una estancia para crear hechizos de Daño de Fuego.		
_59FF22516AB7FC34	abmoetmp00160	Potenciación del Daño de Envenenamiento		una	la				Proporciona una estancia para crear hechizos de Daño de Envenenamiento.		
_DAFF22516AB7FC34	abmoetmp00180	Potenciación del Daño de Envenenamiento		una	la				Proporciona una estancia para crear hechizos de Daño de Envenenamiento.		
_D80F22516AB7FC34	abmoetmp00200	Potenciación del Daño de Envenenamiento		una	la				Proporciona una estancia para crear hechizos de Daño de Envenenamiento.		
_580F22516AB7FC39	abmoetmp00225	Potenciación del Daño de Envenenamiento		una	la				Proporciona una estancia para crear hechizos de Daño de Envenenamiento.		
_190F22516AB7FC34	abmoetmp00250	Potenciación del Daño de Envenenamiento		una	la				Proporciona una estancia para crear hechizos de Daño de Envenenamiento.		
_7DF8C155CB7AAA3D	abmoetms00160	Potenciación del Daño de Onda de Choque		una	la				Proporciona una estancia para crear hechizos de Daño de Onda de Choque.		
_FEF8C155CB7AAA3D	abmoetms00180	Potenciación del Daño de Onda de Choque		una	la				Proporciona una estancia para crear hechizos de Daño de Onda de Choque.		
_FC08C155CB7AAA3D	abmoetms00200	Potenciación del Daño de Onda de Choque		una	la				Proporciona una estancia para crear hechizos de Daño de Onda de Choque.		
_7C08C155CB7AAA42	abmoetms00225	Potenciación del Daño de Onda de Choque		una	la				Proporciona una estancia para crear hechizos de Daño de Onda de Choque.		
_3D08C155CB7AAA3D	abmoetms00250	Potenciación del Daño de Onda de Choque		una	la				Proporciona una estancia para crear hechizos de Daño de Onda de Choque.		
_1CD233B7BE976D9D	abmoetma00015	Potenciación del Daño de Acido		una	la				Proporciona una estancia para crear hechizos de Daño de Acido.		
_9CD233B7BE976D98	abmoetma00030	Potenciación del Daño de Acido		una	la				Proporciona una estancia para crear hechizos de Daño de Acido.		
_DDD233B7BE976D98	abmoetma00040	Potenciación del Daño de Acido		una	la				Proporciona una estancia para crear hechizos de Daño de Acido.		
_1DD233B7BE976D98	abmoetma00050	Potenciación del Daño de Acido		una	la				Proporciona una estancia para crear hechizos de Daño de Acido.		
_5DD233B7BE976D9D	abmoetma00065	Potenciación del Daño de Acido		una	la				Proporciona una estancia para crear hechizos de Daño de Acido.		
_DED233B7BE976D98	abmoetma00080	Potenciación del Daño de Acido		una	la				Proporciona una estancia para crear hechizos de Daño de Acido.		
_DCE233B7BE976D98	abmoetma00100	Potenciación del Daño de Acido		una	la				Proporciona una estancia para crear hechizos de Daño de Acido.		
_5CE233B7BE976D98	abmoetma00120	Potenciación del Daño de Acido		una	la				Proporciona una estancia para crear hechizos de Daño de Acido.		
_DDE233B7BE976D98	abmoetma00140	Potenciación del Daño de Acido		una	la				Proporciona una estancia para crear hechizos de Daño de Acido.		
_5DE233B7BE976D98	abmoetma00160	Potenciación del Daño de Acido		una	la				Proporciona una estancia para crear hechizos de Daño de Acido.		
_DEE233B7BE976D98	abmoetma00180	Potenciación del Daño de Acido		una	la				Proporciona una estancia para crear hechizos de Daño de Acido.		
_DCF233B7BE976D98	abmoetma00200	Potenciación del Daño de Acido		una	la				Proporciona una estancia para crear hechizos de Daño de Acido.		
_5CF233B7BE976D9D	abmoetma00225	Potenciación del Daño de Acido		una	la				Proporciona una estancia para crear hechizos de Daño de Acido.		
_1DF233B7BE976D98	abmoetma00250	Potenciación del Daño de Acido		una	la				Proporciona una estancia para crear hechizos de Daño de Acido.		
_E054C64C34DE219B	abmoetmc00015	Potenciación del Daño de Frio		una	la				Proporciona una estancia para crear hechizos de Daño de Frio.		
_6054C64C34DE2196	abmoetmc00030	Potenciación del Daño de Frio		una	la				Proporciona una estancia para crear hechizos de Daño de Frio.		
_A154C64C34DE2196	abmoetmc00040	Potenciación del Daño de Frio		una	la				Proporciona una estancia para crear hechizos de Daño de Frio.		
_E154C64C34DE2196	abmoetmc00050	Potenciación del Daño de Frio		una	la				Proporciona una estancia para crear hechizos de Daño de Frio.		
_2154C64C34DE219B	abmoetmc00065	Potenciación del Daño de Frio		una	la				Proporciona una estancia para crear hechizos de Daño de Frio.		
_A254C64C34DE2196	abmoetmc00080	Potenciación del Daño de Frio		una	la				Proporciona una estancia para crear hechizos de Daño de Frio.		
_A064C64C34DE2196	abmoetmc00100	Potenciación del Daño de Frio		una	la				Proporciona una estancia para crear hechizos de Daño de Frio.		
_2064C64C34DE2196	abmoetmc00120	Potenciación del Daño de Frio		una	la				Proporciona una estancia para crear hechizos de Daño de Frio.		
_A164C64C34DE2196	abmoetmc00140	Potenciación del Daño de Frio		una	la				Proporciona una estancia para crear hechizos de Daño de Frio.		
_2164C64C34DE2196	abmoetmc00160	Potenciación del Daño de Frio		una	la				Proporciona una estancia para crear hechizos de Daño de Frio.		
_A264C64C34DE2196	abmoetmc00180	Potenciación del Daño de Frio		una	la				Proporciona una estancia para crear hechizos de Daño de Frio.		
_A074C64C34DE2196	abmoetmc00200	Potenciación del Daño de Frio		una	la				Proporciona una estancia para crear hechizos de Daño de Frio.		
_2074C64C34DE219B	abmoetmc00225	Potenciación del Daño de Frio		una	la				Proporciona una estancia para crear hechizos de Daño de Frio.		
_E174C64C34DE2196	abmoetmc00250	Potenciación del Daño de Frio		una	la				Proporciona una estancia para crear hechizos de Daño de Frio.		
_21F6AC10D0243D85	abmoetmr00015	Potenciación del Daño de Pudrición		una	la				Proporciona una estancia para crear hechizos de Daño de Pudrición.		
_A1F6AC10D0243D80	abmoetmr00030	Potenciación del Daño de Pudrición		una	la				Proporciona una estancia para crear hechizos de Daño de Pudrición.		
_E2F6AC10D0243D80	abmoetmr00040	Potenciación del Daño de Pudrición		una	la				Proporciona una estancia para crear hechizos de Daño de Pudrición.		
_22F6AC10D0243D80	abmoetmr00050	Potenciación del Daño de Pudrición		una	la				Proporciona una estancia para crear hechizos de Daño de Pudrición.		
_62F6AC10D0243D85	abmoetmr00065	Potenciación del Daño de Pudrición		una	la				Proporciona una estancia para crear hechizos de Daño de Pudrición.		
_E3F6AC10D0243D80	abmoetmr00080	Potenciación del Daño de Pudrición		una	la				Proporciona una estancia para crear hechizos de Daño de Pudrición.		
_E106AC10D0243D80	abmoetmr00100	Potenciación del Daño de Pudrición		una	la				Proporciona una estancia para crear hechizos de Daño de Pudrición.		
_6106AC10D0243D80	abmoetmr00120	Potenciación del Daño de Pudrición		una	la				Proporciona una estancia para crear hechizos de Daño de Pudrición.		
_E206AC10D0243D80	abmoetmr00140	Potenciación del Daño de Pudrición		una	la				Proporciona una estancia para crear hechizos de Daño de Pudrición.		
_6206AC10D0243D80	abmoetmr00160	Potenciación del Daño de Pudrición		una	la				Proporciona una estancia para crear hechizos de Daño de Pudrición.		
_E306AC10D0243D80	abmoetmr00180	Potenciación del Daño de Pudrición		una	la				Proporciona una estancia para crear hechizos de Daño de Pudrición.		
_E116AC10D0243D80	abmoetmr00200	Potenciación del Daño de Pudrición		una	la				Proporciona una estancia para crear hechizos de Daño de Pudrición.		
_6116AC10D0243D85	abmoetmr00225	Potenciación del Daño de Pudrición		una	la				Proporciona una estancia para crear hechizos de Daño de Pudrición.		
_2216AC10D0243D80	abmoetmr00250	Potenciación del Daño de Pudrición		una	la				Proporciona una estancia para crear hechizos de Daño de Pudrición.		
_2BA48774E9538C75	abctmea13	Patrón de Espada Ondeante		un	el				Plan de Espada Ondulante.		
_9E0E0DD52487C9C0	abmstmc00005	Potenciación para Crear Cristales de Savia		una	la				Proporciona una estancia de poder de hechizos para Crear Cristales de Savia.		
_5D2E0DD52487C9C0	abmstmc00020	Potenciación para Crear Cristales de Savia		una	la				Proporciona una estancia de poder de hechizos para Crear Cristales de Savia.		
_5D5E0DD52487C9C0	abmstmc00050	Potenciación para Crear Cristales de Savia		una	la				Proporciona una estancia de poder de hechizos para Crear Cristales de Savia.		
_5D0E11D52487C9C0	abmstmc00100	Potenciación para Crear Cristales de Savia		una	la				Proporciona una estancia de poder de hechizos para Crear Cristales de Savia.		
_5D6E11D52487C9C0	abmstmc00160	Potenciación para Crear Cristales de Savia		una	la				Proporciona una estancia de poder de hechizos para Crear Cristales de Savia.		
_5D0E15D52487C9C0	abmstmc00200	Potenciación para Crear Cristales de Savia		una	la				Proporciona una estancia de poder de hechizos para Crear Cristales de Savia.		
_5D5E15D52487C9C0	abmstmc00250	Potenciación para Crear Cristales de Savia		una	la				Proporciona una estancia de poder de hechizos para Crear Cristales de Savia.		
_59F449EE055FC67E	abcfrea07	Patrón de Autolanzador Ardiente		un	el				Plan de Autolanzador Ardiente.		
_365BB3D6EE4A52B9	abcfrea08	Patrón de Autolanzador Ardiente		un	el				Plan de Autolanzador Ardiente.		
_38619CB217A729BA	abthp01	Aumentar PG 1		un	el				Aumenta tus Puntos de Golpe.		
_78619CB217B729BA	abthp02	Aumentar PG 2		un	el				Aumenta tus Puntos de Golpe.		
_B8619CB217C729BA	abthp03	Aumentar PG 3		un	el				Aumenta tus Puntos de Golpe.		
_F9619CB217D729BA	abthp04	Aumentar PG 4		un	el				Aumenta tus Puntos de Golpe.		
_39619CB217E729BA	abthp05	Aumentar PG 5		un	el				Aumenta tus Puntos de Golpe.		
_F377E35B7AD42D49	abtsap01	Aumentar Savia 1		una	la				Aumenta tus Puntos de Savia.		
_F377E35BBAD43149	abtsap02	Aumentar Savia 2		una	la				Aumenta tus Puntos de Savia.		
_F377E35BFAD43549	abtsap03	Aumentar Savia 3		una	la				Aumenta tus Puntos de Savia.		
_F377E35B3BD43949	abtsap04	Aumentar Savia 4		una	la				Aumenta la capacidad de tu Savia.		
_F377E35B7BD43D49	abtsap05	Aumentar Savia 5		un	la				Aumenta la capacidad de tu Savia		
_B3B44F88A9D32F05	abtsta01	Aumentar Resistencia 1		una	la 				Aumenta tus Puntos de Resistencia.		
_B3B45388E9D32F05	abtsta02	Aumentar Resistencia 2		una	la				Aumenta tus Puntos de Resistencia.		
_B3B4578829D32F05	abtsta03	Aumentar Resistencia 3		una	la				Aumenta tus Puntos de Resistencia.		
_B3B45B886AD32F05	abtsta04	Aumentar Resistencia 4		una	la				Aumenta tus Puntos de Resistencia.		
_B3B45F88AAD32F05	abtsta05	Aumentar Resistencia 5		una	la				Aumenta tus Puntos de Resistencia.		
_F29BB69350E6F778	abtfoc01	Aumentar Enfoque 1		un	el				Aumentar tus Puntos de Enfoque.		
_F29BB693D0E6F778	abtfoc02	Aumentar Enfoque 2		un	el				Aumentar tus Puntos de Enfoque.		
_F29BB69350E6F778	abtfoc03	Aumentar Enfoque 3		un	el				Aumentar tus Puntos de Enfoque.		
_F29BB693D2E6F778	abtfoc04	Aumentar Enfoque 4		un	el				Aumentar tus Puntos de Enfoque.		
_F29BB69352E6F778	abtfoc05	Aumentar Enfoque 5		un	el				Aumentar tus Puntos de Enfoque.		
_F9338D870975CDE2	abm_concentrate_00008	Concentrado 1		un	el	Concentrates 1		los	Aumenta tu concentración de lanzamiento de hechizos lo que reduce la oportunidad de que se rompa el lanzamiento.		
_393391870975CDE0	abm_concentrate_00016	Concentrado 2		un	el	Concentrates 2		los	Aumenta tu concentración de lanzamiento de hechizos lo que reduce la oportunidad de que se rompa el lanzamiento.		
_B93395870975CDDA	abm_concentrate_00030	Concentrado 3		un	el	Concentrates 2		los	Aumenta tu concentración de lanzamiento de hechizos lo que reduce la oportunidad de que se rompa el lanzamiento.		
_FA3399870975CDDF	abm_concentrate_00045	Concentrado 4		un	el	Concentrates 2		los	Aumenta tu concentración de lanzamiento de hechizos lo que reduce la oportunidad de que se rompa el lanzamiento.		
_7A339D870975CDDF	abm_concentrate_00065	Concentrado 5		un	el	Concentrates 2		los	Aumenta tu concentración de lanzamiento de hechizos lo que reduce la oportunidad de que se rompa el lanzamiento.		
_FB33A1870975CDDA	abm_concentrate_00080	Concentrado 6		un	el	Concentrates 2		los	Aumenta tu concentración de lanzamiento de hechizos lo que reduce la oportunidad de que se rompa el lanzamiento.		
_F943A5870975CDDA	abm_concentrate_00100	Concentrado 7		un	el	Concentrates 2		los	Aumenta tu concentración de lanzamiento de hechizos lo que reduce la oportunidad de que se rompa el lanzamiento.		
_7943A9870975CDDA	abm_concentrate_00120	Concentrado 8		un	el	Concentrates 2		los	Aumenta tu concentración de lanzamiento de hechizos lo que reduce la oportunidad de que se rompa el lanzamiento.		
_FA43AD870975CDDA	abm_concentrate_00140	Concentrado 9		un	el	Concentrates 2		los	Aumenta tu concentración de lanzamiento de hechizos lo que reduce la oportunidad de que se rompa el lanzamiento.		
_DFFE9F26A34AFDE6	abm_concentrate_00160	Concentrado 10		un	el	Concentrates 2		los	Aumenta tu concentración de lanzamiento de hechizos lo que reduce la oportunidad de que se rompa el lanzamiento.		
_600E9F26A34AFDE6	abm_concentrate_00180	Concentrado 11		un	el	Concentrates 2		los	Aumenta tu concentración de lanzamiento de hechizos lo que reduce la oportunidad de que se rompa el lanzamiento.		
_5E2E9F26A34AFDE6	abm_concentrate_00200	Concentrado 12		un	el	Concentrates 2		los	Aumenta tu concentración de lanzamiento de hechizos lo que reduce la oportunidad de que se rompa el lanzamiento.		
_99D5A9FEF5C1C428	absx_speeding_up_01	Aceleración del Poder 1		una	la				Duplica la velocidad de viaje para un corto periodo de tiempo.		
_99E5A9FEF5C1C828	absx_speeding_up_02	Aceleración del Poder 2		una	la				Duplica la velocidad de viaje para un corto periodo de tiempo.		
_99F5A9FEF5C1CC28	absx_speeding_up_03	Aceleración del Poder 3		una	la				Duplica la velocidad de viaje para un corto periodo de tiempo.		
_9905A9FEF5C1D028	absx_speeding_up_04	Aceleración del Poder 4		una	la				Duplica la velocidad de viaje para un corto periodo de tiempo.		
_9915A9FEF5C1D428	absx_speeding_up_05	Aceleración del Poder 5		una	la				Duplica la velocidad de viaje para un corto periodo de tiempo.		
_9925A9FEF5C1D828	absx_speeding_up_06	Aceleración del Poder 6		una	la				Duplica la velocidad de viaje para un corto periodo de tiempo.		
_3D701AC8DD533C2B	absf_fire_wall_01	Muralla de Fuego 1		una	la				Crea un muro de fuego a tu alrededor que daña a cualquier enemigo que te ataca en combate cuerpo a cuerpo.		
_22ED6D32B3F61368	absf_thorn_wall_01	Muralla de Fuego 1		una	la				Crea una muralla de espinas a tu alrededor que retarda el ataque de cualquier enemigo en combate cuerpo a cuerpo.		
_7EA920FD5D5C3450	absf_water_wall_01	Muralla de Fuego 1		una	la				Crea una muralla de agua a tu alrededor que absorbe parte del daño causado por un enemigo en combate cuerpo a cuerpo.		
_B993E0760F936B52	absf_lightning_wall_01	Muralla de Relámpago 1		una	la				Crea una muralla de electricidad a tu alrededor que reduce el nivel de habilidad de ataque de cualquier enemigo en combate cuerpo a cuerpo.		
_995591AB67B2146B	abfmb01	Tipo de Golpe +1		un	el	Hit Rates +1		los	Aumenta el índice de descarga.		
_996591AB67C2146B	abfmb02	Tipo de Golpe +2		un	el	Hit Rates +1		los	Aumenta el índice de descarga.		
_997591AB67D2146B	abfmb03	Tipo de Golpe +3		un	el	Hit Rates +1		los	Aumenta el índice de descarga.		
_998591AB67E2146B	abfmb04	Tipo de Golpe +4		un	el	Hit Rates +1		los	Aumenta el índice de descarga.		
_999591AB67F2146B	abfmb05	Tipo de Golpe +5		un	el	Hit Rates +1		los	Aumenta el índice de descarga.		
_99A591AB6702146B	abfmb06	Tipo de Golpe+6		un	el	Hit Rates +1		los	Aumenta el índice de descarga.		
_99B591AB6712146B	abfmb07	Tipo de Golpe +7		un	el	Hit Rates +1		los	Aumenta el índice de descarga.		
_99C591AB6722146B	abfmb08	Tipo de Golpe +8		un	el	Hit Rates +1		los	Aumenta el índice de descarga.		
_99D591AB6732146B	abfmb09	Tipo de Golpe +9		un	el	Hit Rates +1		los	Aumenta el índice de descarga.		
_6E5DB62D426E3950	abfmb10	Tipo de Golpe +10		un	el	Hit Rates +1		los	Aumenta el índice de descarga.		
_AE5DB62D427E3950	abfmb11	Tipo de Golpe +11		un	el	Hit Rates +1		los	Aumenta el índice de descarga.		
_EE5DB62D428E3950	abfmb12	Tipo de Golpe +12		un	el	Hit Rates +1		los	Aumenta el índice de descarga.		
_2E5DB62D429E3950	abfmb13	Tipo de Golpe +13		un	el	Hit Rates +1		los	Aumenta el índice de descarga.		
_7D701AC9DD533C2B	absf_fire_wall_02	Muralla de Fuego 2		una	la	Fire Walls 2		las	Crea una muralla de fuego a tu alrededor que daña a cualquier enemigo que te ataque en combate cuerpo a cuerpo.		
_BD701ACADD533C2B	absf_fire_wall_03	Muralla de Fuego 3		una	la	Fire Walls 2		las	Crea una muralla de fuego a tu alrededor que daña a cualquier enemigo que te ataque en combate cuerpo a cuerpo.		
_FE701ACBDD533C2B	absf_fire_wall_04	Muralla de Fuego 4		una	la	Fire Walls 2		las	Crea una muralla de fuego a tu alrededor que daña a cualquier enemigo que te ataque en combate cuerpo a cuerpo.		
_3E701ACCDD533C2B	absf_fire_wall_05	Muralla de Fuego 5		una	la	Fire Walls 2		las	Crea una muralla de fuego a tu alrededor que daña a cualquier enemigo que te ataque en combate cuerpo a cuerpo.		
