*HASH_VALUE	skill ID	name	named	ia	da	p	pd	pia	pda	description
_035B83115B7A3738	SHFPAE	Experte in Urwurzeln-Rohstoffgewinnung	Experte in Urwurzeln-Rohstoffgewinnung	ein	der	Experten in Urwurzeln-Rohstoffgewinnung	Experten in Urwurzeln-Rohstoffgewinnung	\d	die	
_F79E37D8A4C77E67	SHFPAEM	Meister in Urwurzeln-Rohstoffgewinnung	Meister in Urwurzeln-Rohstoffgewinnung	ein	der	Meister in Urwurzeln-Rohstoffgewinnung	Meister in Urwurzeln-Rohstoffgewinnung	\d	die	
_BA3DD7D26A7885B0	SMTOECA	Fortgeschrittener in Kältemagie	Fortgeschrittener in Kältemagie	ein	der	Fortgeschrittene in Kältemagie	Fortgeschrittenen in Kältemagie	\d	die	Verbesserte Magie Targeted Offensive Spezial Schaden - Kälte
_AFEDA7D06A484DAB	SMTOEAA	Fortgeschrittener in Säuremagie	Fortgeschrittener in Säuremagie	ein	der	Fortgeschrittene in Säuremagie	Fortgeschrittenen in Säuremagie	\d	die	Verbesserte Magie Targeted Offensive Special Schaden - Säure
_01CD9DBDADC47BC9	SMTOERA	Fortgeschrittener in Verrottungsmagie	Fortgeschrittener in Verrottungsmagie	ein	der	Fortgeschrittene in Verrottungsmagie	Fortgeschrittenen in Verrottungsmagie	\d	die	Verbesserte Magie Targeted Offensive Special Schaden - Verrottungs
_71CEBFD5AAD97DB9	SMTOEFA	Fortgeschrittener in Feuermagie	Fortgeschrittener in Feuermagie	ein	der	Fortgeschrittene in Feuermagie	Fortgeschrittenen in Feuermagie	\d	die	Verbesserte Magie Targeted Offensive Special Schaden - Feuer
_318D06154CC1104A	SMTOESA	Fortgeschrittener in Schockwellenmagie	Fortgeschrittener in Schockwellenmagie	ein	der	Fortgeschrittene in Schockwellenmagie	Fortgeschrittenen in Schockwellenmagie	\d	die	Verbesserte Magie Targeted Offensive Special Schaden - Schockwellen
_73261D03FCFBFD13	SMTOEPA	Fortgeschrittener in Giftmagie	Fortgeschrittener in Giftmagie	ein	der	Fortgeschrittene in Giftmagie	Fortgeschrittenen in Giftmagie	\d	die	Verbesserte Magie Targeted Offensive Special Schaden - Gift
_E6D785444091E28C	SMTOEEA	Fortgeschrittener in Elektromagie	Fortgeschrittener in Elektromagie	ein	der	Fortgeschrittene in Elektromagie	Fortgeschrittenen in Elektromagie	\d	die	Verbesserte Magie Targeted Offensive Special Schaden - Elektrischer
_D7E6E2B1D5A97148	SMTCHPA	Fortgeschrittener in Lebens-Heilungsmagie	Fortgeschrittener in Lebens-Heilungsmagie	ein	der	Fortgeschrittene in Lebens-Heilungsmagie	Fortgeschrittenen in Lebens-Heilungsmagie	\d	die	Verbesserte Magie Targeted Heilend Heilt - HP
_0918DB0BE0F94381	SMTCHTA	Fortgeschrittener in Ausdauer-Heilungsmagie	Fortgeschrittener in Ausdauer-Heilungsmagie	ein	der	Fortgeschrittene in Ausdauer-Heilungsmagie	Fortgeschrittenen in Ausdauer-Heilungsmagie	\d	die	Verbesserte Magie Targeted Heilend Heilt - STA
_F3EB3786D6F24AAC	SMTCHAA	Fortgeschrittener in Sap-Heilungsmagie	Fortgeschrittener in Sap-Heilungsmagie	ein	der	Fortgeschrittene in Sap-Heilungsmagie	Fortgeschrittenen in Sap-Heilungsmagie	\d	die	Verbesserte Magie Targeted Heilend Heilt - SAP
_E9A9A59BE96CEC2F	SMTCHCA	Fortgeschrittener in Fokus-Heilungsmagie	Fortgeschrittener in Fokus-Heilungsmagie	ein	der	Fortgeschrittene in Fokus-Heilungsmagie	Fortgeschrittenen in Fokus-Heilungsmagie	\d	der	Verbesserte Magie Targeted Heilend Heilt - Fokus
_5E798E3F74FE345E	SMLOSMA	Fortgeschrittener in der Bindung des Wahnsinns	Fortgeschrittener in der Bindung des Wahnsinns	ein	der	Fortgeschrittene in der Bindung des Wahnsinns	Fortgeschrittenen in der Bindung des Wahnsinns	\d	die	Verbesserte Magie Bindung Offensive Krankheit - Wahnsinn
_26EEA5D39E743F06	SMLOSSA	Fortgeschrittener in der Bindung der Verlangsamung	Fortgeschrittener in der Bindung der Verlangsamung	ein	der	Fortgeschrittene in der Bindung der Verlangsamung	Fortgeschrittenen in der Bindung der Verlangsamung	\d	die	Verbesserte Magie Bindung Offensive Krankheit - Geschwindigkeit Debuff
_5172DB6301F6E8D5	SMLOCIA	Fortgeschrittener in der Bindung der Unfähigkeit	Fortgeschrittener in der Bindung der Unfähigkeit	ein	der	Fortgeschrittene in der Bindung der Unfähigkeit	Fortgeschrittenen in der Bindung der Unfähigkeit	\d	der	Verbesserte Magie Bindung Offensive Fluch - Unfähigkeits
_9163A3774C6560F0	SMLOCSA	Fortgeschrittener in der Bindung des Missgeschicks	Fortgeschrittener in der Bindung des Missgeschicks	ein	der	Fortgeschrittene in der Bindung des Missgeschicks	Fortgeschrittenen in der Bindung des Missgeschicks	\d	die	Verbesserte Magie Bindung Offensive Fluch - Missgeschicks
_6AD31D5BA8BF214B	SMLOECA	Fortgeschrittener in Kältebindung	Fortgeschrittener in Kältebindung	ein	der	Fortgeschrittene in Kältebindung	Fortgeschrittenen in Kältebindung	\d	die	Verbesserte Magie Bindung Offensive Special Schaden - Kälte
_EAA3ED59E7FF053F	SMLOEAA	Fortgeschrittener in Säurebindung	Fortgeschrittener in Säurebindung	ein	der	Fortgeschrittene in Säurebindung	Fortgeschrittenen in Säurebindung	\d	die	Verbesserte Magie Bindung Offensive Special Schaden - Säure
_A7C460984F98020C	SMLOERA	Fortgeschrittener in der Bindung der Verrottung	Fortgeschrittener in der Bindung der Verrottung	ein	der	Fortgeschrittene in der Bindung der Verrottung	Fortgeschrittenen in der Bindung der Verrottung	\d	die	Verbesserte Magie Bindung Offensive Special Schaden - Verrottungs
_6B34055F296F5145	SMLOEFA	Fortgeschrittener in Feuerbindung	Fortgeschrittener in Feuerbindung	ein	der	Fortgeschrittene in Feuerbindung	Fortgeschrittenen in Feuerbindung	\d	die	Verbesserte Magie Bindung Offensive Special Schaden - Feuer
_D4F777BB9FE1FFC6	SMLOESA	Fortgeschrittener in Schockwellenbindung	Fortgeschrittener in Schockwellenbindung	ein	der	Fortgeschrittener in Schockwellenbindung	Fortgeschrittenen in Schockwellenbindung	\d	die	Verbesserte Magie Bindung Offensive Special Schaden - Schockwellen
_663E8A6237DAFF8F	SMLOEPA	Fortgeschrittener in Giftbindung	Fortgeschrittener in Giftbindung	ein	der	Fortgeschrittene in Giftbindung	Fortgeschrittenen in Giftbindung	\d	die	Verbesserte Magie Bindung Offensive Special Schaden - Gift
_F03F1412EF9651DB	SMLOEEA	Fortgeschrittener in Elektrobindung	Fortgeschrittener in Elektrobindung	ein	der	Fortgeschrittene in Elektrobindung	Fortgeschrittenen in Elektrobindung	\d	die	Verbesserte Magie Bindung Offensive Special Schaden - Elektrischer
_6E57968BCB587F8E	SMD	Defensive Magie	Defensive Magie	eine	die	Defensive Magie	Defensive Magie	\d	die	Defensive Magie
_E4EAEA05C036B3CB	SMDA	Defensive Beherrschungsmagie	Defensive Beherrschungsmagie	eine	die	Defensive Beherrschungsmagie	Defensive Beherrschungsmagie	\d	die	Standard Defensive Schmerzzufügung
_8BE8FBCCF2B753CD	SMDAA	Fortgeschrittener in defensiver Beherrschungsmagie	Fortgeschrittener in defensiver Beherrschungsmagie	ein	der	Fortgeschrittene in defensiver Beherrschungsmagie	Fortgeschrittenen in defensiver Beherrschungsmagie	\d	die	Verbesserte Defensive Schmerzzufügung
_EF9774F6512DD4CE	SMDAAE	Experte in defensiver Beherrschungsmagie	Experte in defensiver Beherrschungsmagie	ein	der	Experten in defensiver Beherrschungsmagie	Experten in defensiver Beherrschungsmagie	\d	der	Meisterliche Defensive Schmerzzufügung
_ED65F0BA7B50E721	SMDAAEM	Meister in defensiver Beherrschungsmagie	Meister in defensiver Beherrschungsmagie	ein	der	Meister in defensiver Beherrschungsmagie	Meister in defensiver Beherrschungsmagie	\d	der	Perfekte Defensive Schmerzzufügung
_397B66BC32CD0D7C	SMDH	Heilungsmagie	Heilungsmagie	eine	die	Heilungsmagie	Heilungsmagie	\d	die	Standard Heilungs Magie
_35B7302DA7A9A4E6	SMDHA	Fortgeschrittener in Heilungsmagie	Fortgeschrittener in Heilungsmagie	ein	der	Fortgeschrittene in Heilungsmagie	Fortgeschrittene in Heilungsmagie	\d	die	Verbesserte Heilungs Magie
_ED96DA1DA02EF778	SMDHAE	Experte in Heilungsmagie	Experte in Heilungsmagie	eine	die	Experten in Heilungsmagie	Experten in Heilungsmagie	\d	die	Meisterliche Heilungs Magie
_E4A67EED911AA10F	SMDHAEM	Meister in Heilungsmagie	Meister in Heilungsmagie	eine	die	Meister in Heilungsmagie	Meister in Heilungsmagie	\d	die	Perfekte Heilungs Magie
_27450790EC3DF79C	SMO	Offensive Magie	Offensive Magie	eine	die	Offensive Magie	Offensive Magie	\d	die	Offensive Magie
_E49AEA05C036BFEC	SMOA	Offensive Beherrschungsmagie	Offensive Beherrschungsmagie	eine	die	Offensive Beherrschungsmagie	Offensive Beherrschungsmagie	\d	die	Standard Offensive Schmerzzufügung
_8B9803E2326753CD	SMOAA	Fortgeschrittener in offensiver Beherrschungsmagie	Fortgeschrittener in offensiver Beherrschungsmagie	ein	der	Fortgeschrittene in offensiver Beherrschungsmagie	Fortgeschrittenen in offensiver Beherrschungsmagie	\d	die	Verbesserte Offensive Schmerzzufügung
_B14774F6514D2CCF	SMOAAE	Experte in offensiver Beherrschungsmagie	Experte in offensiver Beherrschungsmagie	ein	der	Experten in offensiver Beherrschungsmagie	Experten in offensiver Beherrschungsmagie	\d	die	Meisterliche Offensive Schmerzzufügung
_AF15F0BABB101322	SMOAAEM	Meister in offensiver Beherrschungsmagie	Meister in offensiver Beherrschungsmagie	ein	der	Meister in offensiver Beherrschungsmagie	Meister in offensiver Beherrschungsmagie	\d	die	Perfekte Offensive Schmerzzufügung
_AEBEAF4BCABFFB1C	SMOE	Elementarmagie	Elementarmagie	eine	die	Elementarmagie	Elementarmagie	\d	die	Standard Elementare Magie
_8C6B9F1DA778E81E	SMOEA	Fortgeschrittener in Elementarmagie	Fortgeschrittener in Elementarmagie	ein	der	Fortgeschrittene in Elementarmagie	Fortgeschrittenen in Elementarmagie	\d	die	Verbesserte Elementare Magie
_FC649D9073CA8292	SMOEAE	Experte in Elementarmagie	Experte in Elementarmagie	ein	der	Experten in Elementarmagien	Experten in Elementarmagie	\d	die	Meisterliche Elementare Magie
_32E3FD659EAB950B	SMOEAEM	Meister in Elementarmagie	Meister in Elementarmagie	ein	der	Meister in Elementarmagie	Meister in Elementarmagie	\d	die	Perfekte Elementare Magie
_B93945D8AB4CE8F7	SMS	Selbstgerichtete Magie	Selbstgerichtete Magie	eine	die	Selbstgerichtete Magie	Selbstgerichtete Magie	\d	die	Selbstgerichtete Magie
_83F4433CC9AD94E4	SMSS	Instinktive selbstgerichtete Magie	Instinktive selbstgerichtete Magie	eine	die	Instinktive selbstgerichtete Magie	Instinktive selbstgerichtete Magie	\d	die	Standard Selbstgerichtete Magie
_779EFD45D0FE3F50	SMSSA	Fortgeschrittener in selbstgerichteter Magie	Fortgeschrittener in selbstgerichteter Magie	ein	der	Fortgeschrittene in selbstgerichteter Magie	Fortgeschrittenen in selbstgerichteter Magie	\d	die	Verbesserte Selbstgerichtete Magie
_319B0363794BC094	SMSSAE	Experte in selbstgerichteter Magie	Experte in selbstgerichteter Magie	ein	der	Experten in selbstgerichteter Magie	Experten in selbstgerichteter Magie	\d	die	Meisterliche Selbstgerichtete Magie
_2C19F048303A87DB	SMSSAEM	Meister in selbstgerichteter Magie	Meister in selbstgerichteter Magie	ein	der	Meister in selbstgerichteter Magie	Meister in selbstgerichteter Magie	\d	die	Perfekte Selbstgerichtete Magie
_DC262CA3A8C7EC7E	SF	Kampf	Kampf	ein	der	Kampf	Kampf	\d	der	
_9FB46C869809E4AD	SFM	Nahkampf	Nahkampf	ein	der	Nahkampf	Nahkampf	\d	der	
_529007CD20C0A474	SFM1	Einhand Nahkampf	Einhand Nahkampf	ein	der	Einhand Nahkampf	Einhand Nahkampf	\d	der	
_13BDE7BA6940A996	SFM1B	Einhand Nahkampf mit stumpfen Hiebwaffen	Einhand Nahkampf mit stumpfen Hiebwaffen	ein	der	Einhand Nahkampf mit stumpfen Hiebwaffen	Einhand Nahkampf mit stumpfen Hiebwaffen	\d	der	
_D94507669A13E45F	SFM1BM	Streitkolbenbeherrschung	Streitkolbenbeherrschung	eine	die	Streitkolbenbeherrschungen	Streitkolbenbeherrschungen	\d	die	
_73DA5D3CEA2FF9DB	SFM1BME	Beherrschung des elektrischen Streitkolbens	Beherrschung des elektrischen Streitkolbens	eine	die	Beherrschungen des elektrischen Streitkolbens	Beherrschungen des elektrischen Streitkolbens	\d	die	
_78CE19EFDB927FA1	SFM1BMM	Meister in Streitkolbenbeherrschung	Meister in Streitkolbenbeherrschung	ein	der	Meister in Streitkolbenbeherrschung	Meister in Streitkolbenbeherrschungen	\d	die	
_8974507B67460C6B	SFM1BS	Stabbeherrschung	Stabbeherrschung	eine	die	Stabbeherrschungen	Stabbeherrschung	\d	die	
_322EE5D7E0EA8F0E	SFM1BSM	Meister in Stabbeherrschung	Meister in Stabbeherrschung	ein	der	Meister in Stabbeherrschung	Meister in Stabbeherrschung	\d	der	
_D1ADF7B1698099A1	SFM1P	Einhand Nahkampf mit Stichwaffen	Einhand Nahkampf mit Stichwaffen	ein	der	Einhand Nahkampf mit Stichwaffen	Einhand Nahkampf mit Stichwaffen	\d	der	
_8CE54C7B65460C87	SFM1PS	Lanzenbeherrschung	Lanzenbeherrschung	eine	die	Lanzenbeherrschungen	Lanzenbeherrschungen	\d	die	
_093C6256AECD9909	SFM1PSE	Beherrschung der elektrischen Lanze	Beherrschung der elektrischen Lanze	eine	die	Beherrschungen der elektrischen Lanze	Beherrschungen der elektrischen Lanze	\d	die	
_B64ED5EF5EDA8F06	SFM1PSL	Beherrschung der lebenden Lanze	Beherrschung der lebenden Lanze	eine	die	Beherrschungen der lebenden Lanze	Beherrschungen der lebenden Lanze	\d	die	
_32B0BDDFDEEA8F1C	SFM1PSM	Meister in Lanzenbeherrschung	Meister in Lanzenbeherrschung	ein	der	Meister in Lanzenbeherrschung	Meister in Lanzenbeherrschung	\d	die	
_13BDE7B96940A5A7	SFM1S	Einhand Nahkampf mit scharfen Hiebwaffen	Einhand Nahkampf mit scharfen Hiebwaffen	ein	der	Einhand Nahkampf mit scharfen Hiebwaffen	Einhand Nahkampf mit scharfen Hiebwaffen	\d	der	
_D315B84E2AA27C98	SFM1SA	Axtbeherrschung	Axtbeherrschung	eine	die	Axtbeherrschung	Axtbeherrschung	\d	die	
_78ADFD175B5EB7F5	SFM1SAB	Beherrschung der brennenden Axt	Beherrschung der brennenden Axt	eine	die	Beherrschung der brennenden Axt	Beherrschung der brennenden Axt	\d	die	
_C7DFA10129549B6B	SFM1SAM	Meister in Axtbeherrschung	Meister in Axtbeherrschung	ein	der	Meister in Axtbeherrschung	Meister in Axtbeherrschung	\d	die	
_0915B88CE7460C8D	SFM1SS	Schwertbeherrschung	Schwertbeherrschung	eine	die	Schwertbeherrschung	Schwertbeherrschung	\d	die	
_32EE45F360EA8F1F	SFM1SSM	Meister in Schwertbeherrschung	Meister in Schwertbeherrschung	ein	der	Meister in Schwertbeherrschung	Meister in Schwertbeherrschung	\d	die	
_B68C5DF3648B8F09	SFM1SSW	Beherrschung des wehenden Schwertes	Beherrschung des wehenden Schwertes	eine	die	Beherrschungen des wehenden Schwertes	Beherrschungen des wehenden Schwertes	\d	die	
_929007CD20C0A476	SFM2	Zweihand-Nahkampf	Zweihand-Nahkampf	ein	der	Zweihand-Nahkampf	Zweihand-Nahkampf	\d	der	
_53BDE7BB6940AD96	SFM2B	Zweihand-Nahkampf mit stumpfen Hiebwaffen	Zweihand-Nahkampf mit stumpfen Hiebwaffen	ein	der	Zweihand-Nahkampf mit stumpfen Hiebwaffen	Zweihand Nahkampf mit stumpfen Hiebwaffen	\d	der	
_F15CD1694847CDF2	SFM2BM	Riesenstreitkolbenbeherrschung	Riesenstreitkolbenbeherrschung	eine	die	Riesenstreitkolbenbeherrschungen	Riesenstreitkolbenbeherrschungen	\d	die	
_5704967E575AEBA6	SFM2BME	Beherrschung des elektrischen Riesenstreitkolbens	Beherrschung des elektrischen Riesenstreitkolbens	eine	die	Beherrschungen des elektrischen Riesenstreitkolbens	Beherrschungen des elektrischen Riesenstreitkolbens	\d	die	
_301A7FEFCE1033BC	SFM2BMM	Meister in Riesenstreitkolbenbeherrschung	Meister in Riesenstreitkolbenbeherrschung	ein	der	Meister in Riesenstreitkolbenbeherrschung	Meister in Riesenstreitkolbenbeherrschung	\d	die	
_11ADF7B269809DA1	SFM2P	Zweihand Nahkampf mit Stichwaffen	Zweihand Nahkampf mit Stichwaffen	ein	der	Zweihand-Nahkampf mit Stichwaffen	Zweihand-Nahkampf mit Stichwaffen	\d	der	
_DA260B769EF51070	SFM2PP	Pikenbeherrschung	Pikenbeherrschung	eine	die	Pikenbeherrschungen	Pikenbeherrschungen	\d	die	
_37ADF902A12397A4	SFM2PPL	Beherrschung der lebenden Pike	Beherrschung der lebenden Pike	eine	die	Beherrschungen der lebenden Pike	Beherrschungen der lebenden Pike	\d	die	
_B8CE19F7DF4397AF	SFM2PPM	Meister in Pikenbeherrschung	Meister in Pikenbeherrschung	ein	der	Meister in Pikenbeherrschung	Meister in Pikenbeherrschung	\d	die	
_53BDE7BA6940A9A7	SFM2S	Zweihand-Nahkampf mit scharfen Hiebwaffen	Zweihand-Nahkampf mit scharfen Hiebwaffen	ein	der	Zweihand-Nahkampf mit scharfen Hiebwaffen	Zweihand-Nahkampf mit scharfen Hiebwaffen	\d	der	
_F8ED4DD3B04A51ED	SFM2SA	Langaxtbeherrschung	Langaxtbeherrschung	eine	die	Langaxtbeherrschung	Langaxtbeherrschungen	\d	die	
_2CFAC7993848E3D5	SFM2SAB	Beherrschung der brennenden Langaxt	Beherrschung der brennenden Langaxt	eine	die	Beherrschungen der brennenden Langaxt	Beherrschungen der brennenden Langaxt	\d	die	
_EDAB73465D5509C0	SFM2SAM	Meister in Langaxtbeherrschung	Meister in Langaxtbeherrschung	ein	der	Meister in Langaxtbeherrschung	Meister in Langaxtbeherrschung	\d	die	
_F1DCBDCC6B38D1F9	SFM2SS	Langschwertbeherrschung	Langschwertbeherrschung	eine	die	Langschwertbeherrschungen	Langschwertbeherrschungen	\d	die	
_AAB855AC86495BC6	SFM2SSB	Beherrschung des brennenden Langschwertes	Beherrschung des brennenden Langschwertes	eine	die	Beherrschungen des brennenden Langschwertes	Beherrschungen des brennenden Langschwertes	\d	die	
_2B882A40FCA567C1	SFM2SSL	Beherrschung des lebenden Langschwertes	Beherrschung des lebenden Langschwertes	eine	die	Beherrschungen des lebenden Langschwertes	Beherrschungen des lebenden Langschwertes	\d	die	
_2DD80E41FC666FC3	SFM2SSM	Meister in Langschwertbeherrschung	Meister in Langschwertbeherrschung	ein	der	Meister in Langschwertbeherrschung	Meister in Langschwertbeherrschung	\d	die	
_2B08364BFC5667C1	SFM2SSW	Beherrschung des wehenden Langschwertes	Beherrschung des wehenden Langschwertes	eine	die	Beherrschungen des wehenden Langschwertes	Beherrschungen des wehenden Langschwertes	\d	die	
_3848BBF1F2187460	SFMC	Nahkampf ohne schwere Waffen	Nahkampf ohne schwere Waffen	ein	der	Nahkampf ohne schwere Waffen	Nahkampf ohne schwere Waffen	\d	der	
_60988398DCA6C997	SFMCA	Fortgeschrittener im Nahkampf ohne schwere Waffen	Fortgeschrittener im Nahkampf ohne schwere Waffen	ein	der	Fortgeschrittene im Nahkampf ohne schwere Waffen	Fortgeschrittenen im Nahkampf ohne schwere Waffen	\d	die	
_D6D5D066DF15B854	SFMCAD	Dolchbeherrschung	Dolchbeherrschung	eine	die	Dolchbeherrschungen	Dolchbeherrschungen	\d	die	
_BA9DD135EFD7CCE9	SFMCADL	Beherrschung des lebenden Dolches	Beherrschung des lebenden Dolches	eine	die	Beherrschungen des lebenden Dolches	Beherrschungen des lebenden Dolches	\d	die	
_3B1EA52E2FE7F8EB	SFMCADM	Meister in Dolchbeherrschung	Meister in Dolchbeherrschung	ein	der	Meister in Dolchbeherrschung	Meister in Dolchbeherrschung	\d	die	
_BA9DB138B188CCE9	SFMCADW	Beherrschung des wehenden Dolches	Beherrschung des wehenden Dolches	eine	die	Beherrschungen des wehenden Dolches	Beherrschungen des wehenden Dolches	\d	die	
_34255D0B60104BEF	SFMCAH	Experte in waffenloser Kampfkunst	Experte in waffenloser Kampfkunst	ein	der	Experten in waffenloser Kampfkunst	Experten in waffenloser Kampfkunst	\d	die	
_EC1526CB91DCF82F	SFMCAHM	Meister in waffenloser Kampfkunst	Meister in waffenloser Kampfkunst	ein	der	Meister in waffenloser Kampfkunst	Meister in waffenloser Kampfkunst	\d	die	
_DF566C869829F4AB	SFR	Fernkampf	Fernkampf	ein	der	Fernkampf	Fernkampf	\d	der	
_52E107D12040CC74	SFR1	Einhand-Fernkampf	Einhand-Fernkampf	ein	der	Einhand-Fernkampf	Einhand-Fernkampf	\d	der	
_5D0320E36D6B5C49	SFR1A	Fortgeschrittener im Einhand-Fernkampf	Fortgeschrittener im Einhand-Fernkampf	ein	der	Fortgeschrittene im Einhand-Fernkampf	Fortgeschrittenen im Einhand-Fernkampf	\d	die	
_5C8878F919A85063	SFR1AB	Bogenpistolenbeherrschung	Bogenpistolenbeherrschung	eine	die	Bogenpistolenbeherrschungen	Bogenpistolenbeherrschungen	\d	die	
_8B428585BBF17573	SFR1ABM	Meister in Bogenpistolenbeherrschung	Meister in Bogenpistolenbeherrschung	ein	der	Meister in Bogenpistolenbeherrschung	Meister in Bogenpistolenbeherrschung	\d	die	
_4F91917A7FE18168	SFR1ABW	Beherrschung der wehenden Bogenpistole	Beherrschung der wehenden Bogenpistole	eine	die	Beherrschungen der wehenden Bogenpistole	Beherrschungen der wehenden Bogenpistole	\d	die	
_1587247EE4D68763	SFR1AP	Pistolenbeherrschung	Pistolenbeherrschung	eine	die	Pistolenbeherrschungen	Pistolenbeherrschungen	\d	die	
_375F3549F498FCE3	SFR1APL	Beherrschung der lebenden Pistole	Beherrschung der lebenden Pistole	eine	die	Beherrschungen der lebenden Pistole	Beherrschungen der lebenden Pistole	\d	die	
_B8E0094234A828E5	SFR1APM	Meister in Pistolenbeherrschung	Meister in Pistolenbeherrschung	ein	der	Meister in Pistolenbeherrschung	Meister in Pistolenbeherrschung	\d	die	
_92E107D12040CC76	SFR2	Zweihand-Fernkampf	Zweihand-Fernkampf	ein	der	Zweihand-Fernkampf	Zweihand Fernkampf	\d	der	
_9D0320E46D7B5C49	SFR2A	Fortgeschrittener im Zweihand-Fernkampf	Fortgeschrittener im Zweihand-Fernkampf	ein	der	Fortgeschrittene im Zweihand-Fernkampf	Fortgeschrittenen im Zweihand-Fernkampf	\d	die	
_761E05099FDCD5FF	SFR2AA	Automatikgewehrbeherrschung	Automatikgewehrbeherrschung	eine	die	Automatikgewehrbeherrschungen	Automatikgewehrbeherrschungen	\d	die	
_AA2B77F770A02BC7	SFR2AAB	Beherrschung des brennenden Automatikgewehrs	Beherrschung des brennenden Automatikgewehrs	eine	die	Beherrschungen des brennenden Automatikgewehrs	Beherrschungen des brennenden Automatikgewehrs	\d	die	
_6DFBBBE198CF6583	SFR2AAM	Meister in Automatikgewehrbeherrschung	Meister in Automatikgewehrbeherrschung	ein	der	Meister in Automatikgewehrbeherrschung	Meister in Automatikgewehrbeherrschung	\d	die	
_1D160C9E2205FC8C	SFR2AB	Bogengewehrbeherrschung	Bogengewehrbeherrschung	eine	die	Bogengewehrbeherrschungen	Bogengewehrbeherrschungen	\d	die	
_52D653A403717150	SFR2ABE	Beherrschung des elektrischen Bogengewehrs	Beherrschung des elektrischen Bogengewehrs	eine	die	Beherrschungen des elektrischen Bogengewehrs	Beherrschungen des elektrischen Bogengewehrs	\d	die	
_CD131A1802CA9469	SFR2ABM	Meister in Bogengewehrbeherrschung	Meister in Bogengewehrbeherrschung	ein	der	Meister in Bogengewehrbeherrschung	Meister in Bogengewehrbeherrschung	\d	die	
_1B56309520454883	SFR2AL	Raketenwerferbeherrschung	Raketenwerferbeherrschung	eine	die	Raketenwerferbeherrschungen	Raketenwerferbeherrschungen	\d	die	
_3D708A732D6FA261	SFR2ALB	Beherrschung des brennenden Raketenwerfers	Beherrschung des brennenden Raketenwerfers	eine	die	Beherrschungen des brennenden Raketenwerfers	Beherrschungen des brennenden Raketenwerfers	\d	die	
_D2560BACC3A1D543	SFR2ALE	Beherrschung des elektrischen Raketenwerfers	Beherrschung des elektrischen Raketenwerfers	eine	die	Beherrschungen des elektrischen Raketenwerfers	Beherrschungen des elektrischen Raketenwerfers	\d	die	
_CED33223BD8AD85E	SFR2ALM	Meister in Raketenwerferbeherrschung	Meister in Raketenwerferbeherrschung	ein	der	Meister in Raketenwerferbeherrschung	Meister in Raketenwerferbeherrschung	\d	die	
_C9667C75A1260469	SFR2AR	Gewehrbeherrschung	Gewehrbeherrschung	eine	die	Gewehrbeherrschungen	Gewehrbeherrschungen	\d	die	
_F6FD2DF1DABA8BF7	SFR2ARL	Beherrschung des lebenden Gewehrs	Beherrschung des lebenden Gewehrs	eine	die	Beherrschungen des lebenden Gewehrs	Beherrschungen des lebenden Gewehrs	\d	die	
_725F15E15ACA8B0D	SFR2ARM	Meister in Gewehrbeherrschung	Meister in Gewehrbeherrschung	ein	der	Meister in Gewehrbeherrschung	Meister in Gewehrbeherrschung	\d	die	
_DDBA87931433927E	SCA	Rüstungsherstellung	Rüstungsherstellung	eine	die	Rüstungsherstellungen	Rüstungsherstellungen	\d	die	Rüstungs-Herstellung
_D2364393A262BA4D	SCJ	Schmuckherstellung	Schmuckherstellung	eine	die	Schmuckherstellungen	Schmuckherstellungen	\d	die	Schmuck-Herstellung
_5884EFEF58C66171	SCM	Nahkampfwaffenherstellung	Nahkampfwaffenherstellung	eine	die	Nahkampfwaffenherstellungen	Nahkampfwaffenherstellungen	\d	die	Nahkampfwaffen-Herstellung
_99D5EFEF58264977	SCR	Fernkampfwaffenherstellung	Fernkampfwaffenherstellung	eine	die	Fernkampfwaffenherstellungen	Fernkampfwaffenherstellungen	\d	die	Fernkampfwaffen-Herstellung
_5FD19B322A25F58F	SCAH	Herstellung schwerer Rüstungen	Herstellung schwerer Rüstungen	eine	die	Herstellungen schwerer Rüstungen	Herstellungen schwerer Rüstungen	\d	die	Schwere Rüstungs-Herstellung
_61D19B28E3042D9B	SCAL	Herstellung leichter Rüstungen	Herstellung leichter Rüstungen	eine	die	Herstellungen leichter Rüstungen	Herstellungen leichter Rüstungen	\d	die	Leichte Rüstungs-Herstellung
_77DF38E12DB84933	SCAM	Herstellung mittelschwerer Rüstungen	Herstellung mittelschwerer Rüstungen	eine	die	Herstellungen mittelschwerer Rüstungen	Herstellungen mittelschwerer Rüstungen	\d	die	Mittelschwere Rüstungs-Herstellung
_64C5AB99E1F93AE4	SCAS	Schildherstellung	Schildherstellung	eine	die	Schildherstellungen	Schildherstellungenen	\d	die	Schild-Herstellung
_A37377C336061BC0	SCJA	Fußringherstellung	Fußringherstellung	eine	die	Fußringherstellungen	Fußringherstellungen	\d	die	Fußring-Herstellung
_093FE329F1ECAFD4	SCJB	Armbandherstellung	Armbandherstellung	eine	die	Armbandherstellungen	Armbandherstellungen	\d	die	Armband-Herstellung
_DD557393DE0922DD	SCJD	Diademherstellung	Diademherstellung	eine	die	Diademherstellungen	Diademherstellungen	\d	die	Diadem-Herstellung
