*HASH_VALUE	sbrick ID	name	named	* noms français	ia	da	p	pd	pia	pda	description	description2	
_74758247ADD80998	BPPB20	Gleichgewichts-Erhöhung 20	Gleichgewichts-Erhöhung 20		eine	die	Gleichgewichts-Erhöhungen 20	Gleichgewichts-Erhöhungen 20		die	Verbessert das Gleichgewicht und damit die Ausdauerregenerationsgeschwindigkeit		
_74758248ADD80D98	BPPB21	Gleichgewichts-Erhöhung 21	Gleichgewichts-Erhöhung 21		eine	die	Gleichgewichts-Erhöhungen 21	Gleichgewichts-Erhöhungen 21		die	Verbessert das Gleichgewicht und damit die Ausdauerregenerationsgeschwindigkeit		
_74758249ADD81198	BPPB22	Gleichgewichts-Erhöhung 22	Gleichgewichts-Erhöhung 22		eine	die	Gleichgewichts-Erhöhungen 22	Gleichgewichts-Erhöhungen 22		die	Verbessert das Gleichgewicht und damit die Ausdauerregenerationsgeschwindigkeit		
_7475824AADD81598	BPPB23	Gleichgewichts-Erhöhung 23	Gleichgewichts-Erhöhung 23		eine	die	Gleichgewichts-Erhöhungen 23	Gleichgewichts-Erhöhungen 23		die	Verbessert das Gleichgewicht und damit die Ausdauerregenerationsgeschwindigkeit		
_7475824BADD81998	BPPB24	Gleichgewichts-Erhöhung 24	Gleichgewichts-Erhöhung 24		eine	die	Gleichgewichts-Erhöhungen 24	Gleichgewichts-Erhöhungen 24		die	Verbessert das Gleichgewicht und damit die Ausdauerregenerationsgeschwindigkeit		
_7475824CADD81D98	BPPB25	Gleichgewichts-Erhöhung 25	Gleichgewichts-Erhöhung 25		eine	die	Gleichgewichts-Erhöhungen 25	Gleichgewichts-Erhöhungen 25		die	Verbessert das Gleichgewicht und damit die Ausdauerregenerationsgeschwindigkeit		
_7475824DADD82198	BPPB26	Gleichgewichts-Erhöhung 26	Gleichgewichts-Erhöhung 26		eine	die	Gleichgewichts-Erhöhungen 26	Gleichgewichts-Erhöhungen 26		die	Verbessert das Gleichgewicht und damit die Ausdauerregenerationsgeschwindigkeit		
_7475824EADD82598	BPPB27	Gleichgewichts-Erhöhung 27	Gleichgewichts-Erhöhung 27		eine	die	Gleichgewichts-Erhöhungen 27	Gleichgewichts-Erhöhungen 27		die	Verbessert das Gleichgewicht und damit die Ausdauerregenerationsgeschwindigkeit		
_7475824FADD82998	BPPB28	Gleichgewichts-Erhöhung 28	Gleichgewichts-Erhöhung 28		eine	die	Gleichgewichts-Erhöhungen 28	Gleichgewichts-Erhöhungen 28		die	Verbessert das Gleichgewicht und damit die Ausdauerregenerationsgeschwindigkeit		
_74758250ADD82D98	BPPB29	Gleichgewichts-Erhöhung 29	Gleichgewichts-Erhöhung 29		eine	die	Gleichgewichts-Erhöhungen 29	Gleichgewichts-Erhöhungen 29		die	Verbessert das Gleichgewicht und damit die Ausdauerregenerationsgeschwindigkeit		
_74758247EDD80999	BPPB30	Gleichgewichts-Erhöhung 30	Gleichgewichts-Erhöhung 30		eine	die	Gleichgewichts-Erhöhungen 30	Gleichgewichts-Erhöhungen 30		die	Verbessert das Gleichgewicht und damit die Ausdauerregenerationsgeschwindigkeit		
_74758248EDD80D99	BPPB31	Gleichgewichts-Erhöhung 31	Gleichgewichts-Erhöhung 31		eine	die	Gleichgewichts-Erhöhungen 31	Gleichgewichts-Erhöhungen 31		die	Verbessert das Gleichgewicht und damit die Ausdauerregenerationsgeschwindigkeit		
_74758249EDD81199	BPPB32	Gleichgewichts-Erhöhung 32	Gleichgewichts-Erhöhung 32		eine	die	Gleichgewichts-Erhöhungen 32	Gleichgewichts-Erhöhungen 32		die	Verbessert das Gleichgewicht und damit die Ausdauerregenerationsgeschwindigkeit		
_7475824AEDD81599	BPPB33	Gleichgewichts-Erhöhung 33	Gleichgewichts-Erhöhung 33		eine	die	Gleichgewichts-Erhöhungen 33	Gleichgewichts-Erhöhungen 33		die	Verbessert das Gleichgewicht und damit die Ausdauerregenerationsgeschwindigkeit		
_7475824BEDD81999	BPPB34	Gleichgewichts-Erhöhung 34	Gleichgewichts-Erhöhung 34		eine	die	Gleichgewichts-Erhöhungen 34	Gleichgewichts-Erhöhungen 34		die	Verbessert das Gleichgewicht und damit die Ausdauerregenerationsgeschwindigkeit		
_7475824CEDD81D99	BPPB35	Gleichgewichts-Erhöhung 35	Gleichgewichts-Erhöhung 35		eine	die	Gleichgewichts-Erhöhungen 35	Gleichgewichts-Erhöhungen 35		die	Verbessert das Gleichgewicht und damit die Ausdauerregenerationsgeschwindigkeit		
_7475824DEDD82199	BPPB36	Gleichgewichts-Erhöhung 36	Gleichgewichts-Erhöhung 36		eine	die	Gleichgewichts-Erhöhungen 36	Gleichgewichts-Erhöhungen 36		die	Verbessert das Gleichgewicht und damit die Ausdauerregenerationsgeschwindigkeit		
_7475824EEDD82599	BPPB37	Gleichgewichts-Erhöhung 37	Gleichgewichts-Erhöhung 37		eine	die	Gleichgewichts-Erhöhungen 37	Gleichgewichts-Erhöhungen 37		die	Verbessert das Gleichgewicht und damit die Ausdauerregenerationsgeschwindigkeit		
_7475824FEDD82999	BPPB38	Gleichgewichts-Erhöhung 38	Gleichgewichts-Erhöhung 38		eine	die	Gleichgewichts-Erhöhungen 38	Gleichgewichts-Erhöhungen 38		die	Verbessert das Gleichgewicht und damit die Ausdauerregenerationsgeschwindigkeit		
_74758250EDD82D99	BPPB39	Gleichgewichts-Erhöhung 39	Gleichgewichts-Erhöhung 39		eine	die	Gleichgewichts-Erhöhungen 39	Gleichgewichts-Erhöhungen 39		die	Verbessert das Gleichgewicht und damit die Ausdauerregenerationsgeschwindigkeit		
_747582472ED8099A	BPPB40	Gleichgewichts-Erhöhung 40	Gleichgewichts-Erhöhung 40		eine	die	Gleichgewichts-Erhöhungen 40	Gleichgewichts-Erhöhungen 40		die	Verbessert das Gleichgewicht und damit die Ausdauerregenerationsgeschwindigkeit		
_747582482ED80D9A	BPPB41	Gleichgewichts-Erhöhung 41	Gleichgewichts-Erhöhung 41		eine	die	Gleichgewichts-Erhöhungen 41	Gleichgewichts-Erhöhungen 41		die	Verbessert das Gleichgewicht und damit die Ausdauerregenerationsgeschwindigkeit		
_747582492ED8119A	BPPB42	Gleichgewichts-Erhöhung 42	Gleichgewichts-Erhöhung 42		eine	die	Gleichgewichts-Erhöhungen 42	Gleichgewichts-Erhöhungen 42		die	Verbessert das Gleichgewicht und damit die Ausdauerregenerationsgeschwindigkeit		
_7475824A2ED8159A	BPPB43	Gleichgewichts-Erhöhung 43	Gleichgewichts-Erhöhung 43		eine	die	Gleichgewichts-Erhöhungen 43	Gleichgewichts-Erhöhungen 43		die	Verbessert das Gleichgewicht und damit die Ausdauerregenerationsgeschwindigkeit		
_7475824B2ED8199A	BPPB44	Gleichgewichts-Erhöhung 44	Gleichgewichts-Erhöhung 44		eine	die	Gleichgewichts-Erhöhungen 44	Gleichgewichts-Erhöhungen 44		die	Verbessert das Gleichgewicht und damit die Ausdauerregenerationsgeschwindigkeit		
_7475824C2ED81D9A	BPPB45	Gleichgewichts-Erhöhung 45	Gleichgewichts-Erhöhung 45		eine	die	Gleichgewichts-Erhöhungen 45	Gleichgewichts-Erhöhungen 45		die	Verbessert das Gleichgewicht und damit die Ausdauerregenerationsgeschwindigkeit		
_7475824D2ED8219A	BPPB46	Gleichgewichts-Erhöhung 46	Gleichgewichts-Erhöhung 46		eine	die	Gleichgewichts-Erhöhungen 46	Gleichgewichts-Erhöhungen 46		die	Verbessert das Gleichgewicht und damit die Ausdauerregenerationsgeschwindigkeit		
_7475824E2ED8259A	BPPB47	Gleichgewichts-Erhöhung 47	Gleichgewichts-Erhöhung 47		eine	die	Gleichgewichts-Erhöhungen 47	Gleichgewichts-Erhöhungen 47		die	Verbessert das Gleichgewicht und damit die Ausdauerregenerationsgeschwindigkeit		
_7475824F2ED8299A	BPPB48	Gleichgewichts-Erhöhung 48	Gleichgewichts-Erhöhung 48		eine	die	Gleichgewichts-Erhöhungen 48	Gleichgewichts-Erhöhungen 48		die	Verbessert das Gleichgewicht und damit die Ausdauerregenerationsgeschwindigkeit		
_747582502ED82D9A	BPPB49	Gleichgewichts-Erhöhung 49	Gleichgewichts-Erhöhung 49		eine	die	Gleichgewichts-Erhöhungen 49	Gleichgewichts-Erhöhungen 49		die	Verbessert das Gleichgewicht und damit die Ausdauerregenerationsgeschwindigkeit		
_747582476ED8099B	BPPB50	Gleichgewichts-Erhöhung 50	Gleichgewichts-Erhöhung 50		eine	die	Gleichgewichts-Erhöhungen 50	Gleichgewichts-Erhöhungen 50		die	Verbessert das Gleichgewicht und damit die Ausdauerregenerationsgeschwindigkeit		
_035D4BEC2F3BE7E5	BPPD01	Geschicklichkeits-Erhöhung 1	Geschicklichkeits-Erhöhung 1		eine	die	Geschicklichkeits-Erhöhungen 1	Geschicklichkeits-Erhöhungen 1		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_035D4FEC2F3BEBE5	BPPD02	Geschicklichkeits-Erhöhung 2	Geschicklichkeits-Erhöhung 2		eine	die	Geschicklichkeits-Erhöhungen 2	Geschicklichkeits-Erhöhungen 2		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_035D53EC2F3BEFE5	BPPD03	Geschicklichkeits-Erhöhung 3	Geschicklichkeits-Erhöhung 3		eine	die	Geschicklichkeits-Erhöhungen 3	Geschicklichkeits-Erhöhungen 3		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_035D57EC2F3BF3E5	BPPD04	Geschicklichkeits-Erhöhung 4	Geschicklichkeits-Erhöhung 4		eine	die	Geschicklichkeits-Erhöhungen 4	Geschicklichkeits-Erhöhungen 4		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_035D5BEC2F3BF7E5	BPPD05	Geschicklichkeits-Erhöhung 5	Geschicklichkeits-Erhöhung 5		eine	die	Geschicklichkeits-Erhöhungen 5	Geschicklichkeits-Erhöhungen 5		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_035D5FEC2F3BFBE5	BPPD06	Geschicklichkeits-Erhöhung 6	Geschicklichkeits-Erhöhung 6		eine	die	Geschicklichkeits-Erhöhungen 6	Geschicklichkeits-Erhöhungen 6		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_035D63EC2F3BFFE5	BPPD07	Geschicklichkeits-Erhöhung 7	Geschicklichkeits-Erhöhung 7		eine	die	Geschicklichkeits-Erhöhungen 7	Geschicklichkeits-Erhöhungen 7		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_035D67EC2F3B03E5	BPPD08	Geschicklichkeits-Erhöhung 8	Geschicklichkeits-Erhöhung 8		eine	die	Geschicklichkeits-Erhöhungen 8	Geschicklichkeits-Erhöhungen 8		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_035D6BEC2F3B07E5	BPPD09	Geschicklichkeits-Erhöhung 9	Geschicklichkeits-Erhöhung 9		eine	die	Geschicklichkeits-Erhöhungen 9	Geschicklichkeits-Erhöhungen 9		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B92D9B08267EB2FE	BPPD10	Geschicklichkeits-Erhöhung 10	Geschicklichkeits-Erhöhung 10		eine	die	Geschicklichkeits-Erhöhungen 10	Geschicklichkeits-Erhöhungen 10		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B93D9B08267EB6FE	BPPD11	Geschicklichkeits-Erhöhung 11	Geschicklichkeits-Erhöhung 11		eine	die	Geschicklichkeits-Erhöhungen 11	Geschicklichkeits-Erhöhungen 11		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B94D9B08267EBAFE	BPPD12	Geschicklichkeits-Erhöhung 12	Geschicklichkeits-Erhöhung 12		eine	die	Geschicklichkeits-Erhöhungen 12	Geschicklichkeits-Erhöhungen 12		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B95D9B08267EBEFE	BPPD13	Geschicklichkeits-Erhöhung 13	Geschicklichkeits-Erhöhung 13		eine	die	Geschicklichkeits-Erhöhungen 13	Geschicklichkeits-Erhöhungen 13		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B96D9B08267EC2FE	BPPD14	Geschicklichkeits-Erhöhung 14	Geschicklichkeits-Erhöhung 14		eine	die	Geschicklichkeits-Erhöhungen 14	Geschicklichkeits-Erhöhungen 14		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B97D9B08267EC6FE	BPPD15	Geschicklichkeits-Erhöhung 15	Geschicklichkeits-Erhöhung 15		eine	die	Geschicklichkeits-Erhöhungen 15	Geschicklichkeits-Erhöhungen 15		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B98D9B08267ECAFE	BPPD16	Geschicklichkeits-Erhöhung 16	Geschicklichkeits-Erhöhung 16		eine	die	Geschicklichkeits-Erhöhungen 16	Geschicklichkeits-Erhöhungen 16		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B99D9B08267ECEFE	BPPD17	Geschicklichkeits-Erhöhung 17	Geschicklichkeits-Erhöhung 17		eine	die	Geschicklichkeits-Erhöhungen 17	Geschicklichkeits-Erhöhungen 17		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B9AD9B08267ED2FE	BPPD18	Geschicklichkeits-Erhöhung 18	Geschicklichkeits-Erhöhung 18		eine	die	Geschicklichkeits-Erhöhungen 18	Geschicklichkeits-Erhöhungen 18		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B9BD9B08267ED6FE	BPPD19	Geschicklichkeits-Erhöhung 19	Geschicklichkeits-Erhöhung 19		eine	die	Geschicklichkeits-Erhöhungen 19	Geschicklichkeits-Erhöhungen 19		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B92D9F08267EB2FF	BPPD20	Geschicklichkeits-Erhöhung 20	Geschicklichkeits-Erhöhung 20		eine	die	Geschicklichkeits-Erhöhungen 20	Geschicklichkeits-Erhöhungen 20		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B93D9F08267EB6FF	BPPD21	Geschicklichkeits-Erhöhung 21	Geschicklichkeits-Erhöhung 21		eine	die	Geschicklichkeits-Erhöhungen 21	Geschicklichkeits-Erhöhungen 21		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B94D9F08267EBAFF	BPPD22	Geschicklichkeits-Erhöhung 22	Geschicklichkeits-Erhöhung 22		eine	die	Geschicklichkeits-Erhöhungen 22	Geschicklichkeits-Erhöhungen 22		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B95D9F08267EBEFF	BPPD23	Geschicklichkeits-Erhöhung 23	Geschicklichkeits-Erhöhung 23		eine	die	Geschicklichkeits-Erhöhungen 23	Geschicklichkeits-Erhöhungen 23		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B96D9F08267EC2FF	BPPD24	Geschicklichkeits-Erhöhung 24	Geschicklichkeits-Erhöhung 24		eine	die	Geschicklichkeits-Erhöhungen 24	Geschicklichkeits-Erhöhungen 24		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B97D9F08267EC6FF	BPPD25	Geschicklichkeits-Erhöhung 25	Geschicklichkeits-Erhöhung 25		eine	die	Geschicklichkeits-Erhöhungen 25	Geschicklichkeits-Erhöhungen 25		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B98D9F08267ECAFF	BPPD26	Geschicklichkeits-Erhöhung 26	Geschicklichkeits-Erhöhung 26		eine	die	Geschicklichkeits-Erhöhungen 26	Geschicklichkeits-Erhöhungen 26		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B99D9F08267ECEFF	BPPD27	Geschicklichkeits-Erhöhung 27	Geschicklichkeits-Erhöhung 27		eine	die	Geschicklichkeits-Erhöhungen 27	Geschicklichkeits-Erhöhungen 27		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B9AD9F08267ED2FF	BPPD28	Geschicklichkeits-Erhöhung 28	Geschicklichkeits-Erhöhung 28		eine	die	Geschicklichkeits-Erhöhungen 28	Geschicklichkeits-Erhöhungen 28		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B9BD9F08267ED6FF	BPPD29	Geschicklichkeits-Erhöhung 29	Geschicklichkeits-Erhöhung 29		eine	die	Geschicklichkeits-Erhöhungen 29	Geschicklichkeits-Erhöhungen 29		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B92DA308267EB200	BPPD30	Geschicklichkeits-Erhöhung 30	Geschicklichkeits-Erhöhung 30		eine	die	Geschicklichkeits-Erhöhungen 30	Geschicklichkeits-Erhöhungen 30		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B93DA308267EB600	BPPD31	Geschicklichkeits-Erhöhung 31	Geschicklichkeits-Erhöhung 31		eine	die	Geschicklichkeits-Erhöhungen 31	Geschicklichkeits-Erhöhungen 31		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B94DA308267EBA00	BPPD32	Geschicklichkeits-Erhöhung 32	Geschicklichkeits-Erhöhung 32		eine	die	Geschicklichkeits-Erhöhungen 32	Geschicklichkeits-Erhöhungen 32		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B95DA308267EBE00	BPPD33	Geschicklichkeits-Erhöhung 33	Geschicklichkeits-Erhöhung 33		eine	die	Geschicklichkeits-Erhöhungen 33	Geschicklichkeits-Erhöhungen 33		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B96DA308267EC200	BPPD34	Geschicklichkeits-Erhöhung 34	Geschicklichkeits-Erhöhung 34		eine	die	Geschicklichkeits-Erhöhungen 34	Geschicklichkeits-Erhöhungen 34		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B97DA308267EC600	BPPD35	Geschicklichkeits-Erhöhung 35	Geschicklichkeits-Erhöhung 35		eine	die	Geschicklichkeits-Erhöhungen 35	Geschicklichkeits-Erhöhungen 35		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B98DA308267ECA00	BPPD36	Geschicklichkeits-Erhöhung 36	Geschicklichkeits-Erhöhung 36		eine	die	Geschicklichkeits-Erhöhungen 36	Geschicklichkeits-Erhöhungen 36		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B99DA308267ECE00	BPPD37	Geschicklichkeits-Erhöhung 37	Geschicklichkeits-Erhöhung 37		eine	die	Geschicklichkeits-Erhöhungen 37	Geschicklichkeits-Erhöhungen 37		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B9ADA308267ED200	BPPD38	Geschicklichkeits-Erhöhung 38	Geschicklichkeits-Erhöhung 38		eine	die	Geschicklichkeits-Erhöhungen 38	Geschicklichkeits-Erhöhungen 38		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B9BDA308267ED600	BPPD39	Geschicklichkeits-Erhöhung 39	Geschicklichkeits-Erhöhung 39		eine	die	Geschicklichkeits-Erhöhungen 39	Geschicklichkeits-Erhöhungen 39		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B92DA708267EB201	BPPD40	Geschicklichkeits-Erhöhung 40	Geschicklichkeits-Erhöhung 40		eine	die	Geschicklichkeits-Erhöhungen 40	Geschicklichkeits-Erhöhungen 40		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B93DA708267EB601	BPPD41	Geschicklichkeits-Erhöhung 41	Geschicklichkeits-Erhöhung 41		eine	die	Geschicklichkeits-Erhöhungen 41	Geschicklichkeits-Erhöhungen 41		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B94DA708267EBA01	BPPD42	Geschicklichkeits-Erhöhung 42	Geschicklichkeits-Erhöhung 42		eine	die	Geschicklichkeits-Erhöhungen 42	Geschicklichkeits-Erhöhungen 42		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B95DA708267EBE01	BPPD43	Geschicklichkeits-Erhöhung 43	Geschicklichkeits-Erhöhung 43		eine	die	Geschicklichkeits-Erhöhungen 43	Geschicklichkeits-Erhöhungen 43		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B96DA708267EC201	BPPD44	Geschicklichkeits-Erhöhung 44	Geschicklichkeits-Erhöhung 44		eine	die	Geschicklichkeits-Erhöhungen 44	Geschicklichkeits-Erhöhungen 44		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B97DA708267EC601	BPPD45	Geschicklichkeits-Erhöhung 45	Geschicklichkeits-Erhöhung 45		eine	die	Geschicklichkeits-Erhöhungen 45	Geschicklichkeits-Erhöhungen 45		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B98DA708267ECA01	BPPD46	Geschicklichkeits-Erhöhung 46	Geschicklichkeits-Erhöhung 46		eine	die	Geschicklichkeits-Erhöhungen 46	Geschicklichkeits-Erhöhungen 46		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B99DA708267ECE01	BPPD47	Geschicklichkeits-Erhöhung 47	Geschicklichkeits-Erhöhung 47		eine	die	Geschicklichkeits-Erhöhungen 47	Geschicklichkeits-Erhöhungen 47		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B9ADA708267ED201	BPPD48	Geschicklichkeits-Erhöhung 48	Geschicklichkeits-Erhöhung 48		eine	die	Geschicklichkeits-Erhöhungen 48	Geschicklichkeits-Erhöhungen 48		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B9BDA708267ED601	BPPD49	Geschicklichkeits-Erhöhung 49	Geschicklichkeits-Erhöhung 49		eine	die	Geschicklichkeits-Erhöhungen 49	Geschicklichkeits-Erhöhungen 49		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_B92DAB08267EB202	BPPD50	Geschicklichkeits-Erhöhung 50	Geschicklichkeits-Erhöhung 50		eine	die	Geschicklichkeits-Erhöhungen 50	Geschicklichkeits-Erhöhungen 50		die	Verbessert die Geschicklichkeit und damit den Maximal-Fokus für Ernte und Handwerk		
_A3BC737E741732FC	BPPL01	Willens-Erhöhung 1	Willens-Erhöhung 1		eine	die	Willens-Erhöhungen 1	Willens-Erhöhungen 1		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_A3BC737E741736FD	BPPL02	Willens-Erhöhung 2	Willens-Erhöhung 2		eine	die	Willens-Erhöhungen 2	Willens-Erhöhungen 2		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_A3BC737E74173AFE	BPPL03	Willens-Erhöhung 3	Willens-Erhöhung 3		eine	die	Willens-Erhöhungen 3	Willens-Erhöhungen 3		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_A3BC737E74173EFF	BPPL04	Willens-Erhöhung 4	Willens-Erhöhung 4		eine	die	Willens-Erhöhungen 4	Willens-Erhöhungen 4		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_A3BC737E74174200	BPPL05	Willens-Erhöhung 5	Willens-Erhöhung 5		eine	die	Willens-Erhöhungen 5	Willens-Erhöhungen 5		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_A3BC737E74174601	BPPL06	Willens-Erhöhung 6	Willens-Erhöhung 6		eine	die	Willens-Erhöhungen 6	Willens-Erhöhungen 6		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_A3BC737E74174A02	BPPL07	Willens-Erhöhung 7	Willens-Erhöhung 7		eine	die	Willens-Erhöhungen 7	Willens-Erhöhungen 7		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_A3BC737E74174E03	BPPL08	Willens-Erhöhung 8	Willens-Erhöhung 8		eine	die	Willens-Erhöhungen 8	Willens-Erhöhungen 8		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_A3BC737E74175204	BPPL09	Willens-Erhöhung 9	Willens-Erhöhung 9		eine	die	Willens-Erhöhungen 9	Willens-Erhöhungen 9		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7B0AE	BPPL10	Willens-Erhöhung 10	Willens-Erhöhung 10		eine	die	Willens-Erhöhungen 10	Willens-Erhöhungen 10		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7B8AE	BPPL11	Willens-Erhöhung 11	Willens-Erhöhung 11		eine	die	Willens-Erhöhungen 11	Willens-Erhöhungen 11		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7C0AE	BPPL12	Willens-Erhöhung 12	Willens-Erhöhung 12		eine	die	Willens-Erhöhungen 12	Willens-Erhöhungen 12		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7C8AE	BPPL13	Willens-Erhöhung 13	Willens-Erhöhung 13		eine	die	Willens-Erhöhungen 13	Willens-Erhöhungen 13		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7D0AE	BPPL14	Willens-Erhöhung 14	Willens-Erhöhung 14		eine	die	Willens-Erhöhungen 14	Willens-Erhöhungen 14		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7D8AE	BPPL15	Willens-Erhöhung 15	Willens-Erhöhung 15		eine	die	Willens-Erhöhungen 15	Willens-Erhöhungen 15		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7E0AE	BPPL16	Willens-Erhöhung 16	Willens-Erhöhung 16		eine	die	Willens-Erhöhungen 16	Willens-Erhöhungen 16		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7E8AE	BPPL17	Willens-Erhöhung 17	Willens-Erhöhung 17		eine	die	Willens-Erhöhungen 17	Willens-Erhöhungen 17		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7F0AE	BPPL18	Willens-Erhöhung 18	Willens-Erhöhung 18		eine	die	Willens-Erhöhungen 18	Willens-Erhöhungen 18		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7F8AE	BPPL19	Willens-Erhöhung 19	Willens-Erhöhung 19		eine	die	Willens-Erhöhungen 19	Willens-Erhöhungen 19		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
_3AB04F1E2EC7B0B0	BPPL20	Willens-Erhöhung 20	Willens-Erhöhung 20		eine	die	Willens-Erhöhungen 20	Willens-Erhöhungen 20		die	Verbessert den Willen und damit die Fokus-Regeneration für Ernte und Handwerk		
