*HASH_VALUE	creature ID	name	ia	da	cc	pr	p	pia	pda
_FAF7812772B67403	ckjpa2	Puny  Kipesta	a	the			Puny  Kipestas		the
_C6504659BE19E4C2	ckjpa3	Feeble  Kipesta	a	the			Feeble  Kipestas		the
_415FEE44BDB9E8C2	ckjpa4	Young Kipesta	a	the			Young Kipestas		the
_415FEE44BDB9DCC3	ckjpb1	Vigorous  Kipesta	a	the			Vigorous  Kipestas		the
_41EF0E4A7F5ADCC0	ckjpb2	Vulgar  Kipesta	a	the			Vulgar  Kipestas		the
_8AD1950E31C7431E	ckjpb3	Moderate  Kipesta	a	the			Moderate  Kipestas		the
_1A30B280FE69D57F	ckjpb4	Hard Kipesta	a	the			Hard Kipestas		the
_1A30B280FE69C980	ckjpc1	Vigilant Kipesta	a	the			Vigilant Kipestas		the
_04505E5E818AE8C6	ckjpc2	Strong  Kipesta	a	the			Strong  Kipestas		the
_4AD0EA4231FC9F01	ckjpc3	Mean Kipesta	a	the			Mean Kipestas		the
_27B2E9720BEB0C72	ckjpc4	Vicious  Kipesta	a	the			Vicious  Kipestas		the
_27B2E9720BEB0073	ckjpd1	Dreaded Kipesta	a	the			Dreaded Kipestas		the
_475F0A55BC5A14BE	ckjpd2	Master Kipesta	a	the			Master Kipestas		the
_E2E65E3A049D4F13	ckjpd3	Veteran Kipesta	a	the			Veteran Kipestas		the
_4A1F3A5C7E9A38C7	ckjpd4	Hungry  Kipesta	a	the			Hungry  Kipestas		the
_4A1F3A5C7E9A2CC8	ckjpe1	Nettled  Kipesta	a	the			Nettled  Kipestas		the
_24154A3F3E7C4B03	ckjpe2	Incensed  Kipesta	an	the			Incensed  Kipestas		the
_0A940A89FC5FB56B	ckjpe3	Mighty Kipesta	a	the			Mighty Kipestas		the
_1F861B8AD160E96C	ckjpe4	Awesome  Kipesta	an	the			Awesome  Kipestas		the
_1F861B8AD160DD6D	ckjpf1	Gruesome Kipesta	a	the			Gruesome Kipestas		the
_4B20223C350BB300	ckjpf2	Lacerating  Kipesta	a	the			Lacerating  Kipestas		the
_086F2D1636A74322	ckjpf3	Killer  Kipesta	a	the			Killer  Kipestas		the
_E67CB50A25B77F85	cpaga1	Impure Jubla	an	the			Impure Jublas		the
_5CF535BA30E8AB92	cpaga2	Blighted Jubla	a	the			Blighted Jublas		the
_C5EF6D23E4364871	cpaga3	Contaminated Jubla	a	the			Contaminated Jublas		the
_C5EFDD05E2764C71	cpaga4	Infected Jubla	an	the			Infected Jublas		the
_C5EFDD05E2764072	cpagb1	Nauseous Jubla	a	the			Nauseous Jublas		the
_5CF5E1B8E8977B90	cpagb2	Stinking Jubla	a	the			Stinking Jublas		the
_E60C9D1468565F86	cpagb3	Morbid Jubla	a	the			Morbid Jublas		the
_7AA05A113CDA4015	cpagb4	Poisoned Jubla	a	the			Poisoned Jublas		the
_7AA05A113CDA3416	cpagc1	Plagued Jubla	a	the			Plagued Jublas		the
_C52F451F6A184473	cpagc2	Sickly  Jubla	a	the			Sickly  Jublas		the
_5CF5E5B828287F9A	cpagc3	Putrescent Jubla	a	the			Putrescent Jublas		the
_5CF5E1B8E838839B	cpagc4	Virulent Jubla	a	the			Virulent Jublas		the
_5CF5E1B8E838779C	cpagd1	Ravaged Jubla	a	the			Ravaged Jublas		the
_BBD15A27FE1B6818	cpagd2	Festering Jubla	a	the			Festering Jublas		the
_FCAE510DB4874F14	cpagd3	Pestiferous Jubla	a	the			Pestiferous Jublas		the
_CFB10517EAB64C74	cpagd4	Raving Jubla	a	the			Raving Jublas		the
_CFB10517EAB64075	cpage1	Pustulous Jubla	a	the			Pustulous Jublas		the
_7E1F7511F8875721	cpage2	Seeping Jubla	a	the			Seeping Jublas		the
_42A225787C2A80F2	cpage3	Foaming Jubla	a	the			Foaming Jublas		the
_17753E2E3E3E4D30	cpage4	Revolting Jubla	a	the			Revolting Jublas		the
_17753E2E3E3E4131	cpagf1	Demented Jubla	a	the			Demented Jublas		the
_839EF11AB5DB9B09	cpagf2	Frenzied Jubla	a	the			Frenzied Jublas		the
_E62C6DFD6887478A	cpagf3	Fiendish Jubla	a	the			Fiendish Jublas		the
_297CB50A25B77F85	cpapa1	Placid Jubla	a	the			Placid Jublas		the
_9FF535BA30E8AB92	cpapa2	Tranquil Jubla	a	the			Tranquil Jublas		the
_08EF6D23E4364871	cpapa3	Subdued Jubla	a	the			Subdued Jublas		the
_08EFDD05E2764C71	cpapa4	Calm Jubla	a	the			Calm Jublas		the
_08EFDD05E2764072	cpapb1	Sluggish Jubla	a	the			Sluggish Jublas		the
_9FF5E1B8E8977B90	cpapb2	Drowsy Jubla	a	the			Drowsy Jublas		the
_290C9D1468565F86	cpapb3	Minor Jubla	a	the			Minor Jublas		the
_BDA05A113CDA4015	cpapb4	Budding Jubla	a	the			Budding Jublas		the
_BDA05A113CDA3416	cpapc1	Robust Jubla	a	the			Robust Jublas		the
_082F451F6A184473	cpapc2	Blooming Jubla	a	the			Blooming Jublas		the
_9FF5E5B828287F9A	cpapc3	Dehydrated Jubla	a	the			Dehydrated Jublas		the
_9FF5E1B8E838839B	cpapc4	Famished Jubla	a	the			Famished Jublas		the
_9FF5E1B8E838779C	cpapd1	Parched Jubla	a	the			Parched Jublas		the
_FED15A27FE1B6818	cpapd2	Stalking Jubla	a	the			Stalking Jublas		the
_3FAE510DB4874F14	cpapd3	Rooting Jubla	a	the			Rooting Jublas		the
_12B10517EAB64C74	cpapd4	Noxious Jubla	a	the			Noxious Jublas		the
_12B10517EAB64075	cpape1	Vile Jubla	a	the			Vile Jublas		the
_C11F7511F8875721	cpape2	Unpredictable Jubla	an	the			Unpredictable Jublas		the
_85A225787C2A80F2	cpape3	Prickly Jubla	a	the			Prickly Jublas		the
_5A753E2E3E3E4D30	cpape4	Rattled Jubla	a	the			Rattled Jublas		the
_5A753E2E3E3E4131	cpapf1	Horrifying Jubla	a	the			Horrifying Jublas		the
_C69EF11AB5DB9B09	cpapf2	Rapacious Jubla	a	the			Rapacious Jublas		the
_EAED69FD688747EF	cpapf3	Prodigeous Jubla	a	the			Prodigeous Jublas		the
_23A13DFBE81690D7	cpbga1	Impure Stinga	an	the			Impure Stingas		the
_3D2A7C1E29B867A3	cpbga2	Blighted Stinga	a	the			Blighted Stingas		the
_FDBFB9173D1C0BCD	cpbga3	Contaminated Stinga	a	the			Contaminated Stingas		the
_FD9E3504BABC0FCD	cpbga4	Infected Stinga	an	the			Infected Stingas		the
_FD9E3504BABC03CE	cpbgb1	Nauseous Stinga	a	the			Nauseous Stingas		the
_3D2A2807A6C65BA4	cpbgb2	Stinking Stinga	a	the			Stinking Stingas		the
_23C1450DEAD498D8	cpbgb3	Morbid Stinga	a	the			Morbid Stingas		the
_99E481783EA96C05	cpbgb4	Poisoned Stinga	a	the			Poisoned Stingas		the
_99E481783EA96006	cpbgc1	Plagued Stinga	a	the			Plagued Stingas		the
_FD8E9D20C18D07D1	cpbgc2	Sickly  Stinga	a	the			Sickly  Stingas		the
_3D2A2C08A65783A5	cpbgc3	Putrescent Stinga	a	the			Putrescent Stingas		the
_3D2A2807A6678BA5	cpbgc4	Virulent Stinga	a	the			Virulent Stingas		the
_3D2A2807A6677FA6	cpbgd1	Ravaged Stinga	a	the			Ravaged Stingas		the
_9EE48D927E2A8008	cpbgd2	Festering Stinga	a	the			Festering Stingas		the
_FDDFF249F33D37F8	cpbgd3	Pestiferous Stinga	a	the			Pestiferous Stingas		the
_834F6D1D3FDC0FE4	cpbgd4	Raving Stinga	a	the			Raving Stingas		the
_834F6D1D3FDC03E5	cpbge1	Pustulous Stinga	a	the			Pustulous Stingas		the
_C51E8E3C376D57FD	cpbge2	Seeping Stinga	a	the			Seeping Stingas		the
_17CFEE6841481C67	cpbge3	Foaming Stinga	a	the			Foaming Stingas		the
_91F6CE249BD1F082	cpbge4	Revolting Stinga	a	the			Revolting Stingas		the
_91F6CE249BD1E483	cpbgf1	Demented Stinga	a	the			Demented Stingas		the
_3FA63A2A497C5B0D	cpbgf2	Frenzied Stinga	a	the			Frenzied Stingas		the
_2301D5FB6E1498DC	cpbgf3	Fiendish Stinga	a	the			Fiendish Stingas		the
_65A13DFBE81690D7	cpbla1	Placid Stinga	a	the			Placid Stingas		the
_7F2A7C1E29B867A3	cpbla2	Tranquil Stinga	a	the			Tranquil Stingas		the
_3FBFB9173D1C0BCD	cpbla3	Subdued Stinga	a	the			Subdued Stingas		the
_3F9E3504BABC0FCD	cpbla4	Calm Stinga	a	the			Calm Stingas		the
_3F9E3504BABC03CE	cpblb1	Sluggish Stinga	a	the			Sluggish Stingas		the
_7F2A2807A6C65BA4	cpblb2	Drowsy Stinga	a	the			Drowsy Stingas		the
_65C1450DEAD498D8	cpblb3	Minor Stinga	a	the			Minor Stingas		the
_DBE481783EA96C05	cpblb4	Budding Stinga	a	the			Budding Stingas		the
_DBE481783EA96006	cpblc1	Robust Stinga	a	the			Robust Stingas		the
_3F8E9D20C18D07D1	cpblc2	Blooming Stinga	a	the			Blooming Stingas		the
_7F2A2C08A65783A5	cpblc3	Dehydrated Stinga	a	the			Dehydrated Stingas		the
_7F2A2807A6678BA5	cpblc4	Famished Stinga	a	the			Famished Stingas		the
_7F2A2807A6677FA6	cpbld1	Parched Stinga	a	the			Parched Stingas		the
_E0E48D927E2A8008	cpbld2	Stalking Stinga	a	the			Stalking Stingas		the
_3FDFF249F33D37F8	cpbld3	Rooting Stinga	a	the			Rooting Stingas		the
_C54F6D1D3FDC0FE4	cpbld4	Noxious Stinga	a	the			Noxious Stingas		the
_B0DF126F85CE67F7	cpcfa1	Placid Psykopla	a	the			Placid Psykoplas		the
_65ABD1257F2EEC0B	cpcfa2	Tranquil Psykopla	a	the			Tranquil Psykoplas		the
_5DB61E6A325E04C5	cpcfa3	Subdued Psykopla	a	the			Subdued Psykoplas		the
_9976BE5B31FE08B3	cpcfa4	Calm Psykopla	a	the			Calm Psykoplas		the
_9976BE5B31FEFCB4	cpcfb1	Sluggish Psykopla	a	the			Sluggish Psykoplas		the
_655A7517BBFDEC0C	cpcfb2	Drowsy Psykopla	a	the			Drowsy Psykoplas		the
_F0FF266E862D6FF1	cpcfb3	Minor Psykopla	a	the			Minor Psykoplas		the
_7F856E7E165F4578	cpcfb4	Budding Psykopla	a	the			Budding Psykoplas		the
_7F856E7E165F3979	cpcfc1	Robust Psykopla	a	the			Robust Psykoplas		the
_5C872668F5EF08C2	cpcfc2	Blooming Psykopla	a	the			Blooming Psykoplas		the
_656A7917FD8EF00D	cpcfc3	Dehydrated Psykopla	a	the			Dehydrated Psykoplas		the
_655A75173D9EF40D	cpcfc4	Famished Psykopla	a	the			Famished Psykoplas		the
_F0DF126F85CE67F7	cpcga1	Impure Psykopla	an	the			Impure Psykoplas		the
_A5ABD1257F2EEC0B	cpcga2	Blighted Psykopla	a	the			Blighted Psykoplas		the
_9DB61E6A325E04C5	cpcga3	Contaminated Psykopla	a	the			Contaminated Psykoplas		the
_D976BE5B31FE08B3	cpcga4	Infected Psykopla	an	the			Infected Psykoplas		the
_D976BE5B31FEFCB4	cpcgb1	Nauseous Psykopla	a	the			Nauseous Psykoplas		the
_A55A7517BBFDEC0C	cpcgb2	Stinking Psykopla	a	the			Stinking Psykoplas		the
_30FF266E862D6FF1	cpcgb3	Morbid Psykopla	a	the			Morbid Psykoplas		the
_BF856E7E165F4578	cpcgb4	Poisoned Psykopla	a	the			Poisoned Psykoplas		the
_BF856E7E165F3979	cpcgc1	Plagued Psykopla	a	the			Plagued Psykoplas		the
_9C872668F5EF08C2	cpcgc2	Sickly  Psykopla	a	the			Sickly  Psykoplas		the
_A56A7917FD8EF00D	cpcgc3	Putrescent Psykopla	a	the			Putrescent Psykoplas		the
_A55A75173D9EF40D	cpcgc4	Virulent Psykopla	a	the			Virulent Psykoplas		the
_A55A75173D9EE80E	cpcgd1	Ravaged Psykopla	a	the			Ravaged Psykoplas		the
_C1F572961690A57B	cpcgd2	Festering Psykopla	a	the			Festering Psykoplas		the
_9FF39586C69CA087	cpcgd3	Pestiferous Psykopla	a	the			Pestiferous Psykoplas		the
_20D8DA64355F20BB	cpcgd4	Raving Psykopla	a	the			Raving Psykoplas		the
_20D8DA64355F14BC	cpcge1	Pustulous Psykopla	a	the			Pustulous Psykoplas		the
_2503ED7C4CACF47E	cpcge2	Seeping Psykopla	a	the			Seeping Psykoplas		the
_1DB596E5D860D504	cpcge3	Foaming Psykopla	a	the			Foaming Psykoplas		the
_F90E836F8403DD81	cpcge4	Revolting Psykopla	a	the			Revolting Psykoplas		the
_F90E836F8403D182	cpcgf1	Demented Psykopla	a	the			Demented Psykoplas		the
_909022920A72E895	cpcgf2	Frenzied Psykopla	a	the			Frenzied Psykoplas		the
_AD8F125FC8CD6FF7	cpcgf3	Fiendish Psykopla	a	the			Fiendish Psykoplas		the
_B1DF126F85CE67F7	cpcja1	Placid Psykopla	a	the			Placid Psykoplas		the
_66ABD1257F2EEC0B	cpcja2	Tranquil Psykopla	a	the			Tranquil Psykoplas		the
_5EB61E6A325E04C5	cpcja3	Subdued Psykopla	a	the			Subdued Psykoplas		the
_9A76BE5B31FE08B3	cpcja4	Calm Psykopla	a	the			Calm Psykoplas		the
_9A76BE5B31FEFCB4	cpcjb1	Sluggish Psykopla	a	the			Sluggish Psykoplas		the
_665A7517BBFDEC0C	cpcjb2	Drowsy Psykopla	a	the			Drowsy Psykoplas		the
_F1FF266E862D6FF1	cpcjb3	Minor Psykopla	a	the			Minor Psykoplas		the
_80856E7E165F4578	cpcjb4	Budding Psykopla	a	the			Budding Psykoplas		the
_80856E7E165F3979	cpcjc1	Robust Psykopla	a	the			Robust Psykoplas		the
_5D872668F5EF08C2	cpcjc2	Blooming Psykopla	a	the			Blooming Psykoplas		the
_666A7917FD8EF00D	cpcjc3	Dehydrated Psykopla	a	the			Dehydrated Psykoplas		the
_665A75173D9EF40D	cpcjc4	Famished Psykopla	a	the			Famished Psykoplas		the
_665A75173D9EE80E	cpcjd1	Parched Psykopla	a	the			Parched Psykoplas		the
_82F572961690A57B	cpcjd2	Stalking Psykopla	a	the			Stalking Psykoplas		the
_60F39586C69CA087	cpcjd3	Rooting Psykopla	a	the			Rooting Psykoplas		the
_E1D8DA64355F20BB	cpcjd4	Noxious Psykopla	a	the			Noxious Psykoplas		the
_E1D8DA64355F14BC	cpcje1	Vile Psykopla	a	the			Vile Psykoplas		the
_E603ED7C4CACF47E	cpcje2	Unpredictable Psykopla	an	the			Unpredictable Psykoplas		the
_DEB596E5D860D504	cpcje3	Prickly Psykopla	a	the			Prickly Psykoplas		the
_BA0E836F8403DD81	cpcje4	Rattled Psykopla	a	the			Rattled Psykoplas		the
_BA0E836F8403D182	cpcjf1	Horrifying Psykopla	a	the			Horrifying Psykoplas		the
_519022920A72E895	cpcjf2	Rapacious Psykopla	a	the			Rapacious Psykoplas		the
_6E8F125FC8CD6FF7	cpcjf3	Prodigeous Psykopla	a	the			Prodigeous Psykoplas		the
_B13F5D087C2D34BB	cpdfa1	Placid Slaveni	a	the			Placid Slavenis		the
_7B97D51B6CD8FC09	cpdfa2	Tranquil Slaveni	a	the			Tranquil Slavenis		the
_C2A0E66DFC4924BC	cpdfa3	Subdued Slaveni	a	the			Subdued Slavenis		the
_3DAF8E58FBE928BC	cpdfa4	Calm Slaveni	a	the			Calm Slavenis		the
_3DAF8E58FBE91CBD	cpdfb1	Sluggish Slaveni	a	the			Sluggish Slavenis		the
_7B972D176676FC0A	cpdfb2	Drowsy Slaveni	a	the			Drowsy Slavenis		the
_EFDF8515FB8C3CBC	cpdfb3	Minor Slaveni	a	the			Minor Slavenis		the
_16E1AA7D7D7AB97C	cpdfb4	Budding Slaveni	a	the			Budding Slavenis		the
_83A0E263FF096CC6	cpdfe1	Vile Slaveni	a	the			Vile Slavenis		the
_D9A5DE21044D0724	cpdfe2	Unpredictable Slaveni	an	the			Unpredictable Slavenis		the
_04C5CA7E426EE16D	cpdfe3	Prickly Slaveni	a	the			Prickly Slavenis		the
_5567138DD5FFD177	cpdfe4	Rattled Slaveni	a	the			Rattled Slavenis		the
_5567138DD5FFC578	cpdff1	Horrifying Slaveni	a	the			Horrifying Slavenis		the
_A122495F0B7B735F	cpdff2	Rapacious Slaveni	a	the			Rapacious Slavenis		the
_701F2915BB2C3CC0	cpdff3	Prodigeous Slaveni	a	the			Prodigeous Slavenis		the
_F13F5D087C2D34BB	cpdga1	Impure Slaveni	an	the			Impure Slavenis		the
_BB97D51B6CD8FC09	cpdga2	Blighted Slaveni	a	the			Blighted Slavenis		the
_02A0E66DFC4924BC	cpdga3	Contaminated Slaveni	a	the			Contaminated Slavenis		the
_7DAF8E58FBE928BC	cpdga4	Infected Slaveni	an	the			Infected Slavenis		the
_7DAF8E58FBE91CBD	cpdgb1	Nauseous Slaveni	a	the			Nauseous Slavenis		the
_BB972D176676FC0A	cpdgb2	Stinking Slaveni	a	the			Stinking Slavenis		the
_2FDF8515FB8C3CBC	cpdgb3	Morbid Slaveni	a	the			Morbid Slavenis		the
_56E1AA7D7D7AB97C	cpdgb4	Poisoned Slaveni	a	the			Poisoned Slavenis		the
_56E1AA7D7D7AAD7D	cpdgc1	Plagued Slaveni	a	the			Plagued Slavenis		the
_40A0FE72BFBA28C0	cpdgc2	Sickly  Slaveni	a	the			Sickly  Slavenis		the
_BB9735176698000B	cpdgc3	Putrescent Slaveni	a	the			Putrescent Slavenis		the
_BB972D1766B8040B	cpdgc4	Virulent Slaveni	a	the			Virulent Slavenis		the
_BB972D1766B8F80C	cpdgd1	Ravaged Slaveni	a	the			Ravaged Slavenis		the
_9712C691BEABCD92	cpdgd2	Festering Slaveni	a	the			Festering Slavenis		the
_1A84862E00BD070A	cpdgd3	Pestiferous Slaveni	a	the			Pestiferous Slavenis		the
_C3A0E263FF0978C5	cpdgd4	Raving Slaveni	a	the			Raving Slavenis		the
_C3A0E263FF096CC6	cpdge1	Pustulous Slaveni	a	the			Pustulous Slavenis		the
_19A5DE21044D0724	cpdge2	Seeping Slaveni	a	the			Seeping Slavenis		the
_44C5CA7E426EE16D	cpdge3	Foaming Slaveni	a	the			Foaming Slavenis		the
_9567138DD5FFD177	cpdge4	Revolting Slaveni	a	the			Revolting Slavenis		the
_9567138DD5FFC578	cpdgf1	Demented Slaveni	a	the			Demented Slavenis		the
_E122495F0B7B735F	cpdgf2	Frenzied Slaveni	a	the			Frenzied Slavenis		the
_B01F2915BB2C3CC0	cpdgf3	Fiendish Slaveni	a	the			Fiendish Slavenis		the
_B23F5D087C2D34BB	cpdja1	Placid Slaveni	a	the			Placid Slavenis		the
_7C97D51B6CD8FC09	cpdja2	Tranquil Slaveni	a	the			Tranquil Slavenis		the
_C3A0E66DFC4924BC	cpdja3	Subdued Slaveni	a	the			Subdued Slavenis		the
_3EAF8E58FBE928BC	cpdja4	Calm Slaveni	a	the			Calm Slavenis		the
_3EAF8E58FBE91CBD	cpdjb1	Sluggish Slaveni	a	the			Sluggish Slavenis		the
_7C972D176676FC0A	cpdjb2	Drowsy Slaveni	a	the			Drowsy Slavenis		the
_F0DF8515FB8C3CBC	cpdjb3	Minor Slaveni	a	the			Minor Slavenis		the
_17E1AA7D7D7AB97C	cpdjb4	Budding Slaveni	a	the			Budding Slavenis		the
_17E1AA7D7D7AAD7D	cpdjc1	Robust Slaveni	a	the			Robust Slavenis		the
_01A0FE72BFBA28C0	cpdjc2	Blooming Slaveni	a	the			Blooming Slavenis		the
_7C9735176698000B	cpdjc3	Dehydrated Slaveni	a	the			Dehydrated Slavenis		the
_7C972D1766B8040B	cpdjc4	Famished Slaveni	a	the			Famished Slavenis		the
_84A0E263FF096CC6	cpdje1	Vile Slaveni	a	the			Vile Slavenis		the
_DAA5DE21044D0724	cpdje2	Unpredictable Slaveni	an	the			Unpredictable Slavenis		the
_05C5CA7E426EE16D	cpdje3	Prickly Slaveni	a	the			Prickly Slavenis		the
_5667138DD5FFD177	cpdje4	Rattled Slaveni	a	the			Rattled Slavenis		the
_5667138DD5FFC578	cpdjf1	Horrifying Slaveni	a	the			Horrifying Slavenis		the
_A222495F0B7B735F	cpdjf2	Rapacious Slaveni	a	the			Rapacious Slavenis		the
_711F2915BB2C3CC0	cpdjf3	Prodigeous Slaveni	a	the			Prodigeous Slavenis		the
_AF6F3D04FC8E0CAB	cpefa1	Placid Cratcha	a	the			Placid Cratchas		the
_73A7950F6A98FC15	cpefa2	Tranquil Cratcha	a	the			Tranquil Cratchas		the
_3F30DE71F8AAC4B6	cpefa3	Subdued Cratcha	a	the			Subdued Cratchas		the
_BA3F865CF74AC8B6	cpefa4	Calm Cratcha	a	the			Calm Cratchas		the
_BA3F865CF74ABCB7	cpefb1	Sluggish Cratcha	a	the			Sluggish Cratchas		the
_73A7ED0B6436FC16	cpefb2	Drowsy Cratcha	a	the			Drowsy Cratchas		the
_ED0F65117BED14AC	cpefb3	Minor Cratcha	a	the			Minor Cratchas		the
_91D18A7DF85A997C	cpefb4	Budding Cratcha	a	the			Budding Cratchas		the
_91D18A7DF85A8D7D	cpefc1	Robust Cratcha	a	the			Robust Cratchas		the
_7D30F676BB1BC8BA	cpefc2	Blooming Cratcha	a	the			Blooming Cratchas		the
_73A7F50B64580017	cpefc3	Dehydrated Cratcha	a	the			Dehydrated Cratchas		the
_73A7ED0B64780417	cpefc4	Famished Cratcha	a	the			Famished Cratchas		the
_73A7ED0B6478F818	cpefd1	Parched Cratcha	a	the			Parched Cratchas		the
_D202A691398BAD92	cpefd2	Stalking Cratcha	a	the			Stalking Cratchas		the
_59D53E2E7F5CFF00	cpefd3	Rooting Cratcha	a	the			Rooting Cratchas		the
_0030DA67FB6A18BF	cpefd4	Noxious Cratcha	a	the			Noxious Cratchas		the
_0030DA67FB6A0CC0	cpefe1	Vile Cratcha	a	the			Vile Cratchas		the
_58F6962183ECFF1A	cpefe2	Unpredictable Cratcha	an	the			Unpredictable Cratchas		the
_8335B282BE6ED957	cpefe3	Prickly Cratcha	a	the			Prickly Cratchas		the
_D4B8D393CF9FA96F	cpefe4	Rattled Cratcha	a	the			Rattled Cratchas		the
_DFD5A09319A8739A	cpegb1	Nauseous Cratcha	a				Nauseous Cratchas		the
_DFE5A09359A8779A	cpegb2	Stinking Cratcha	a				Stinking Cratchas		the
_DFF5A09399A87B9A	cpegb3	Morbid Cratcha	a				Morbid Cratchas		the
_DF05A093DAA87F9A	cpegb4	Poisoned Cratcha	a				Poisoned Cratchas		the
_DFD5A49319B8739B	cpegc1	Plagued Cratcha	a				Plagued Cratchas		the
_DFE5A49359B8779B	cpegc2	Sickly  Cratcha	a				Sickly  Cratchas		the
_DFF5A49399B87B9B	cpegc3	Putrescent Cratcha	a				Putrescent Cratchas		the
_DF05A493DAB87F9B	cpegc4	Virulent Cratcha	a				Virulent Cratchas		the
_DFD5A89319C8739C	cpegd1	Ravaged Cratcha	a				Ravaged Cratchas		the
_DFE5A89359C8779C	cpegd2	Festering Cratcha	a				Festering Cratchas		the
_DFF5A89399C87B9C	cpegd3	Pestiferous Cratcha	a				Pestiferous Cratchas		the
_DF05A893DAC87F9C	cpegd4	Raving Cratcha	a				Raving Cratchas		the
_DFD5AC9319D8739D	cpege1	Pustulous Cratcha	a				Pustulous Cratchas		the
_DFE5AC9359D8779D	cpege2	Seeping Cratcha	a				Seeping Cratchas		the
_DFF5AC9399D87B9D	cpege3	Foaming Cratcha	a				Foaming Cratchas		the
_DF05AC93DAD87F9D	cpege4	Revolting Cratcha	a				Revolting Cratchas		the
_DFD5B09319E8739E	cpegf1	Demented Cratcha	a				Demented Cratchas		the
_DFE5B09359E8779E	cpegf2	Frenzied Cratcha	a				Frenzied Cratchas		the
_DFF5B09399E87B9E	cpegf3	Fiendish Cratcha	a				Fiendish Cratchas		the
_DF05B093DAE87F9E	cpegf4	Lethal Cratcha	a				Lethal Cratchas		the
_B06F3D04FC8E0CAB	cpeja1	Placid Cratcha	a	the			Placid Cratchas		the
_74A7950F6A98FC15	cpeja2	Tranquil Cratcha	a	the			Tranquil Cratchas		the
_4030DE71F8AAC4B6	cpeja3	Subdued Cratcha	a	the			Subdued Cratchas		the
_BB3F865CF74AC8B6	cpeja4	Calm Cratcha	a	the			Calm Cratchas		the
_BB3F865CF74ABCB7	cpejb1	Sluggish Cratcha	a	the			Sluggish Cratchas		the
_74A7ED0B6436FC16	cpejb2	Drowsy Cratcha	a	the			Drowsy Cratchas		the
_EE0F65117BED14AC	cpejb3	Minor Cratcha	a	the			Minor Cratchas		the
_92D18A7DF85A997C	cpejb4	Budding Cratcha	a	the			Budding Cratchas		the
_92D18A7DF85A8D7D	cpejc1	Robust Cratcha	a	the			Robust Cratchas		the
_7E30F676BB1BC8BA	cpejc2	Blooming Cratcha	a	the			Blooming Cratchas		the
_74A7F50B64580017	cpejc3	Dehydrated Cratcha	a	the			Dehydrated Cratchas		the
_74A7ED0B64780417	cpejc4	Famished Cratcha	a	the			Famished Cratchas		the
_74A7ED0B6478F818	cpejd1	Parched Cratcha	a	the			Parched Cratchas		the
_D302A691398BAD92	cpejd2	Stalking Cratcha	a	the			Stalking Cratchas		the
_5AD53E2E7F5CFF00	cpejd3	Rooting Cratcha	a	the			Rooting Cratchas		the
_0130DA67FB6A18BF	cpejd4	Noxious Cratcha	a	the			Noxious Cratchas		the
_0130DA67FB6A0CC0	cpeje1	Vile Cratcha	a	the			Vile Cratchas		the
_59F6962183ECFF1A	cpeje2	Unpredictable Cratcha	an	the			Unpredictable Cratchas		the
_8435B282BE6ED957	cpeje3	Prickly Cratcha	a	the			Prickly Cratchas		the
_D5B8D393CF9FA96F	cpeje4	Rattled Cratcha	a	the			Rattled Cratchas		the
_D5B8D393CF9F9D70	cpejf1	Horrifying Cratcha	a	the			Horrifying Cratchas		the
_A21141570B5A6B57	cpejf2	Rapacious Cratcha	a	the			Rapacious Cratchas		the
_6F4F09113B8D14B0	cpejf3	Prodigeous Cratcha	a	the			Prodigeous Cratchas		the
_63E17D0368D630D7	cpfda1	Placid Shooki	a	the			Placid Shookis		the
_7A6A7C262C08839D	cpfda2	Tranquil Shooki	a	the			Tranquil Shookis		the
_3FBFCD1EBB5B0BCD	cpfda3	Subdued Shooki	a	the			Subdued Shookis		the
_3F9E490B38FB0FCD	cpfda4	Calm Shooki	a	the			Calm Shookis		the
_3F9E490B38FB03CE	cpfdb1	Sluggish Shooki	a	the			Sluggish Shookis		the
_7A6A280FA916779E	cpfdb2	Drowsy Shooki	a	the			Drowsy Shookis		the
_630185156A9438D8	cpfdb3	Minor Shooki	a	the			Minor Shookis		the
_D734996C40E97013	cpfdb4	Budding Shooki	a	the			Budding Shookis		the
_D734996C40E96414	cpfdc1	Robust Shooki	a	the			Robust Shookis		the
_3F8EB1273FCC07D1	cpfdc2	Blooming Shooki	a	the			Blooming Shookis		the
_7A6A2C10A9A79F9F	cpfdc3	Dehydrated Shooki	a	the			Dehydrated Shookis		the
_7A6A280FA9B7A79F	cpfdc4	Famished Shooki	a	the			Famished Shookis		the
_7A6A280FA9B79BA0	cpfdd1	Parched Shooki	a	the			Parched Shookis		the
_DC34A586806A8416	cpfdd2	Stalking Shooki	a	the			Stalking Shookis		the
_7FBFC64FF03D57FC	cpfdd3	Rooting Shooki	a	the			Rooting Shookis		the
_C54F8124BD1B0FE4	cpfdd4	Noxious Shooki	a	the			Noxious Shookis		the
_C54F8124BD1B03E5	cpfde1	Vile Shooki	a	the			Vile Shookis		the
_47FE6242346D7701	cpfde2	Unpredictable Shooki	an	the			Unpredictable Shookis		the
_581F066442583463	cpfde3	Prickly Shooki	a	the			Prickly Shookis		the
_54B5D22A98510083	cpfde4	Rattled Shooki	a	the			Rattled Shookis		the
_23E17D0368D630D7	cpfga1	Impure Shooki	an	the			Impure Shookis		the
