*HASH_VALUE	outpost ID	name	description
_E00C13CF93BE3A50	driller_maidengrove_karavan_u2_100a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_C5644E8D8E9615D6	driller_maidengrove_karavan_u2_50a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_A756BF0ADF2AA6D2	driller_maidengrove_karavan_u3_100a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_25D6A1791EEA3570	driller_maidengrove_karavan_u3_50a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_7B5EB6636AF89A63	driller_maidengrove_karavan_u4_100a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_4B0B233674CC6CAC	driller_maidengrove_karavan_u4_50a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_1F58D0096BEB6C68	driller_majesticgarden_kami_u1_50a.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_4AB41070CC5465D9	driller_majesticgarden_kami_u2_50a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_AA1643625EE88573	driller_majesticgarden_kami_u3_50a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_D05BE519B28ABCAF	driller_majesticgarden_kami_u4_50a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_0310F169CF93FB7B	driller_majesticgarden_karavan_u1_50a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_1AA709676BDD0F49	driller_majesticgarden_karavan_u2_50a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_D84BDE2FD2F56DDF	driller_majesticgarden_karavan_u3_50a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_46DF97FDE1FEBA3F	driller_majesticgarden_karavan_u4_50a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_C6F5BFEDE65A9740	driller_oflovakoasis_kami_u1_100a.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_037293E0DF272F21	driller_oflovakoasis_kami_u1_50a.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_A23FD3BBFDF1AF3D	driller_oflovakoasis_kami_u2_100a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_C29763A410AA53A6	driller_oflovakoasis_kami_u2_50a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_49572D493C159404	driller_oflovakoasis_kami_u3_100a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_B3306ABB35BC5DE0	driller_oflovakoasis_kami_u3_50a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_99607EB129293DD1	driller_oflovakoasis_kami_u4_100a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_28F4AC0F4E37A20A	driller_oflovakoasis_kami_u4_50a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_E03C543ACA7E53E7	driller_oflovakoasis_karavan_u1_100a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_FBA2CF2B002B758C	driller_oflovakoasis_karavan_u1_50a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_11BF78BF49B323AB	driller_oflovakoasis_karavan_u2_100a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_6BAC6FB3A11B3B3F	driller_oflovakoasis_karavan_u2_50a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_387162F5FA5C2AC3	driller_oflovakoasis_karavan_u3_100a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_32F61BEEED97A3C1	driller_oflovakoasis_karavan_u3_50a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_4F4CC7232E306C16	driller_oflovakoasis_karavan_u4_100a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_06FE124778759352	driller_oflovakoasis_karavan_u4_50a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_E869E736E810FA94	driller_thefount_kami_u1_100a.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_E8B9E736E810FA94	driller_thefount_kami_u1_150a.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_E1367F17258DCE87	driller_thefount_kami_u1_50a.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_FF00FF33C45A0E62	driller_thefount_kami_u2_100a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_FF50FF33C45A0E62	driller_thefount_kami_u2_150a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_12B9A39CE4B29E4B	driller_thefount_kami_u2_50a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_3E24E4FA6B7268F0	driller_thefount_kami_u3_100a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_3E74E4FA6B7268F0	driller_thefount_kami_u3_150a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_37CBADD6D54BA562	driller_thefount_kami_u3_50a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_2B388DC7BB7BB958	driller_thefount_kami_u4_100a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_2B888DC7BB7BB958	driller_thefount_kami_u4_150a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_5046F2004A0FE7B6	driller_thefount_kami_u4_50a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_CC8DA3DD02578FE1	driller_thefount_karavan_u1_100a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_CC8DA3DD0257A3E1	driller_thefount_karavan_u1_150a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_023AC5821DBD0AD2	driller_thefount_karavan_u1_50a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_4BC273A133DAB366	driller_thefount_karavan_u2_100a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_4BC273A133DAC766	driller_thefount_karavan_u2_150a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_A32A8B358DC7AA5A	driller_thefount_karavan_u2_50a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_FC6B7AB95A8C9D9C	driller_thefount_karavan_u3_100a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_FC6B7AB95A8CB19C	driller_thefount_karavan_u3_150a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_EFA6F3B754115695	driller_thefount_karavan_u3_50a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_303FBC0C716702CA	driller_thefount_karavan_u4_100a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_303FBC0C716716CA	driller_thefount_karavan_u4_150a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_7A84E34828194DEE	driller_thefount_karavan_u4_50a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_F60B7731F45CC49F	driller_thesavagedunes_kami_u1_100a.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_F60B7736F45CC49F	driller_thesavagedunes_kami_u1_150a.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_F60B7731345CC49F	driller_thesavagedunes_kami_u1_200a.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_661517B9953C8E52	driller_thesavagedunes_kami_u2_100a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_BEB1D6E3A8D4C9D8	driller_thesavagedunes_kami_u2_150a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables
_661517B9D53C8E52	driller_thesavagedunes_kami_u2_200a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_ECDFDBFCE2A8FAD4	driller_thesavagedunes_kami_u3_100a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_ECDFDB01E2A8FAD4	driller_thesavagedunes_kami_u3_150a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_ECDFDBFC22A8FAD4	driller_thesavagedunes_kami_u3_200a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_0167BA4D6C76EE65	driller_thesavagedunes_kami_u4_100a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_0167BA526C76EE65	driller_thesavagedunes_kami_u4_150a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_0167BA4DAC76EE65	driller_thesavagedunes_kami_u4_200a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_50E0C6839FC75603	driller_thesavagedunes_karavan_u1_100a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_91E0C6839FC75603	driller_thesavagedunes_karavan_u1_150a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_50F0C6839FC75603	driller_thesavagedunes_karavan_u1_200a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_B149BBF5CA23966A	driller_thesavagedunes_karavan_u2_100a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_FCCEA2442C3A3EDA	driller_thesavagedunes_karavan_u2_150a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables
_B159BBF5CA23966A	driller_thesavagedunes_karavan_u2_200a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_419DD7902A95E956	driller_thesavagedunes_karavan_u3_100a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_829DD7902A95E956	driller_thesavagedunes_karavan_u3_150a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_41ADD7902A95E956	driller_thesavagedunes_karavan_u3_200a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_977F0ACD50CA6B13	driller_thesavagedunes_karavan_u4_100a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_D87F0ACD50CA6B13	driller_thesavagedunes_karavan_u4_150a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_978F0ACD50CA6B13	driller_thesavagedunes_karavan_u4_200a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_E4F657F56AA9F67D	driller_thevoid_kami_u1_150a.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_24F657F56AA9F67D	driller_thevoid_kami_u1_150b.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_E4F643F66AA9F67D	driller_thevoid_kami_u1_200a.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_24F643F66AA9F67D	driller_thevoid_kami_u1_200b.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_E4F657F66AA9F67D	driller_thevoid_kami_u1_250a.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_24F657F66AA9F67D	driller_thevoid_kami_u1_250b.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_15797B7AE9DEC641	driller_thevoid_kami_u2_150a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_55797B7AE9DEC641	driller_thevoid_kami_u2_150b.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_1579677BE9DEC641	driller_thevoid_kami_u2_200a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_5579677BE9DEC641	driller_thevoid_kami_u2_200b.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_15797B7BE9DEC641	driller_thevoid_kami_u2_250a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_55797B7BE9DEC641	driller_thevoid_kami_u2_250b.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_3A8B85B49A87CD58	driller_thevoid_kami_u3_150a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_7A8B85B49A87CD58	driller_thevoid_kami_u3_150b.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_3A8B71B59A87CD58	driller_thevoid_kami_u3_200a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_7A8B71B59A87CD58	driller_thevoid_kami_u3_200b.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_3A8B85B59A87CD58	driller_thevoid_kami_u3_250a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_7A8B85B59A87CD58	driller_thevoid_kami_u3_250b.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_5306CADECE5B0FAC	driller_thevoid_kami_u4_150a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_9306CADECE5B0FAC	driller_thevoid_kami_u4_150b.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_5306B6DFCE5B0FAC	driller_thevoid_kami_u4_200a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_9306B6DFCE5B0FAC	driller_thevoid_kami_u4_200b.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_5306CADFCE5B0FAC	driller_thevoid_kami_u4_250a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_9306CADFCE5B0FAC	driller_thevoid_kami_u4_250b.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_372D8CA413ED86E7	driller_thevoid_karavan_u1_150a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_372D8CA413FD86E7	driller_thevoid_karavan_u1_150b.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_772D8CA413ED86E2	driller_thevoid_karavan_u1_200a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_772D8CA413FD86E2	driller_thevoid_karavan_u1_200b.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_772D8CA413ED86E7	driller_thevoid_karavan_u1_250a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_772D8CA413FD86E7	driller_thevoid_karavan_u1_250b.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_D80D565783F7266F	driller_thevoid_karavan_u2_150a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_D80D56578307266F	driller_thevoid_karavan_u2_150b.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_180D565783F7266A	driller_thevoid_karavan_u2_200a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_180D56578307266A	driller_thevoid_karavan_u2_200b.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_180D565783F7266F	driller_thevoid_karavan_u2_250a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_180D56578307266F	driller_thevoid_karavan_u2_250b.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_2479C2D94A41D2AA	driller_thevoid_karavan_u3_150a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_2479C2D94A51D2AA	driller_thevoid_karavan_u3_150b.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_6479C2D94A41D2A5	driller_thevoid_karavan_u3_200a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_6479C2D94A51D2A5	driller_thevoid_karavan_u3_200b.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_6479C2D94A41D2AA	driller_thevoid_karavan_u3_250a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_6479C2D94A51D2AA	driller_thevoid_karavan_u3_250b.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_AF47B66A1E49C903	driller_thevoid_karavan_u4_150a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_AF47B66A1E59C903	driller_thevoid_karavan_u4_150b.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_EF47B66A1E49C9FE	driller_thevoid_karavan_u4_200a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_EF47B66A1E59C9FE	driller_thevoid_karavan_u4_200b.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_EF47B66A1E49C903	driller_thevoid_karavan_u4_250a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_EF47B66A1E59C903	driller_thevoid_karavan_u4_250b.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_A81A0737A420AE97	driller_upperbog_kami_u1_100a.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_A86A0737A420AE97	driller_upperbog_kami_u1_150a.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_A81A0B37A420AE97	driller_upperbog_kami_u1_200a.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_BFB11F34806AC265	driller_upperbog_kami_u2_100a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_9C4441AE15C24910	driller_upperbog_kami_u2_150a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables
_BFB12334806AC265	driller_upperbog_kami_u2_200a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_FED504FB27821CF3	driller_upperbog_kami_u3_100a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_FE2504FB27821CF3	driller_upperbog_kami_u3_150a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_FED508FB27821CF3	driller_upperbog_kami_u3_200a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_EBE9ADC8778B6D5B	driller_upperbog_kami_u4_100a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_EB39ADC8778B6D5B	driller_upperbog_kami_u4_150a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_EBE9B1C8778B6D5B	driller_upperbog_kami_u4_200a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_8C3EC3DEBE6743E4	driller_upperbog_karavan_u1_100a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_8C3EC3DEBE6757E4	driller_upperbog_karavan_u1_150a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_8C3EC3DEBE6743E5	driller_upperbog_karavan_u1_200a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_0B7393A2EFEA6769	driller_upperbog_karavan_u2_100a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_6959AA045BE20DB2	driller_upperbog_karavan_u2_150a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables
_0B7393A2EFEA676A	driller_upperbog_karavan_u2_200a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_BC1C9ABA169C519F	driller_upperbog_karavan_u3_100a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_BC1C9ABA169C659F	driller_upperbog_karavan_u3_150a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_BC1C9ABA169C51A0	driller_upperbog_karavan_u3_200a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_F0F0DC0D2D77B6CD	driller_upperbog_karavan_u4_100a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_F0F0DC0D2D77CACD	driller_upperbog_karavan_u4_150a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_F0F0DC0D2D77B6CE	driller_upperbog_karavan_u4_200a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_C70EF7F25E972BFC	driller_windsofmuse_kami_u1_100a.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_001AD5A719959EE2	driller_windsofmuse_kami_u1_50a.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_4643C7B68F1A4F81	driller_windsofmuse_kami_u2_100a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_A10A9B5A899F3E6A	driller_windsofmuse_kami_u2_50a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_F7ECCECDB42C59BB	driller_windsofmuse_kami_u3_100a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_EE8603DC0F6902AD	driller_windsofmuse_kami_u3_50a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_2BC01021CDA79EE5	driller_windsofmuse_kami_u4_100a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_7864F36D24F1E1FE	driller_windsofmuse_kami_u4_50a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_70528757B1CE74AB	driller_windsofmuse_karavan_u1_100a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_9A582236EC1D2073	driller_windsofmuse_karavan_u1_50a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_E05C27DF52AE3E5E	driller_windsofmuse_karavan_u2_100a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_C5B4629D4D8619E4	driller_windsofmuse_karavan_u2_50a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_A7A6D31A9E1AAAE0	driller_windsofmuse_karavan_u3_100a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_2526B589DDDA397E	driller_windsofmuse_karavan_u3_50a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_7BAECA7329E89E71	driller_windsofmuse_karavan_u4_100a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_4B5B374633BC70BA	driller_windsofmuse_karavan_u4_50a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_274A8C626D2AC980	placeholder_bountybeaches_a.outpost_building	Constructible space	Revert to an empty space
_8120C2FAF16B6046	placeholder_citiesofintuition_a.outpost_building	Constructible space	Revert to an empty space
_1B67A0193668832F	placeholder_couloirbrule_a.outpost_building	Constructible space	Revert to an empty space
_1B67A4193668832F	placeholder_couloirbrule_b.outpost_building	Constructible space	Revert to an empty space
_43563FF2E5492BD3	placeholder_dunesofexil_a.outpost_building	Constructible space	Revert to an empty space
_276B6041AEBADD86	placeholder_enchantedisle_a.outpost_building	Constructible space	Revert to an empty space
_30BB492FF0FF3FBF	placeholder_fleetinggarden_a.outpost_building	Constructible space	Revert to an empty space
_5E87C40BB8884F37	placeholder_frahartowers_a.outpost_building	Constructible space	Revert to an empty space
_F2CB312A75AFA7BF	placeholder_groveconfusion_a.outpost_building	Constructible space	Revert to an empty space
_32CB312A75AFA7BF	placeholder_groveconfusion_b.outpost_building	Constructible space	Revert to an empty space
_E0A6B80FB768432E	placeholder_groveofumbra_a.outpost_building	Constructible space	Revert to an empty space
_EA8A6462EF4ACD9A	placeholder_havenofpurity_a.outpost_building	Constructible space	Revert to an empty space
_5E77B40F34C75F37	placeholder_hiddensource_a.outpost_building	Constructible space	Revert to an empty space
_E93A4C602B3A098A	placeholder_imperialdunes_a.outpost_building	Constructible space	Revert to an empty space
_703B7930F2AF8FC6	placeholder_knollofdissent_a.outpost_building	Constructible space	Revert to an empty space
_B01B092EB85E57CA	placeholder_knotofdementia_a.outpost_building	Constructible space	Revert to an empty space
_320C292EF5EE3FC4	placeholder_lagoonsofloria_a.outpost_building	Constructible space	Revert to an empty space
_720C292EF5EE3FC4	placeholder_lagoonsofloria_b.outpost_building	Constructible space	Revert to an empty space
_058753F1E51903C4	placeholder_libertylake_a.outpost_building	Constructible space	Revert to an empty space
_86663BE4A5890FD3	placeholder_maidengrove_a.outpost_building	Constructible space	Revert to an empty space
_2F6B752EF04F13C6	placeholder_majesticgarden_a.outpost_building	Constructible space	Revert to an empty space
_5EF6802079A7572A	placeholder_oflovakoasis_a.outpost_building	Constructible space	Revert to an empty space
_73786B38884FF7AF	placeholder_thefount_a.outpost_building	Constructible space	Revert to an empty space
_30EB911CF52F3BCB	placeholder_thesavagedunes_a.outpost_building	Constructible space	Revert to an empty space
_202AFBD5F3FF7E84	placeholder_thevoid_a.outpost_building	Constructible space	Revert to an empty space
_202AFBD5F3FF7E85	placeholder_thevoid_b.outpost_building	Constructible space	Revert to an empty space
_2F881F3B480017B0	placeholder_upperbog_a.outpost_building	Constructible space	Revert to an empty space
_45563FF2A5D923E3	placeholder_windsofmuse_a.outpost_building	Constructible space	Revert to an empty space
_3B0E370CEE023CAD	town_hall.outpost_building	Outpost Hall	Main building of the outpost
