*HASH_VALUE	item ID	name	ia	da	p	pia	pda	descripción
_E928389CAA281071	tr_hom_tatoo2	Lengüetas	unas	las			las	
_067DD90D2BB47A7F	tr_hom_tatoo20	Armonía Ornamentada	una	la			las	
_E96720ACA9B5C78E	tr_hom_tatoo21	Armonía	una	la			las	
_1AE7FC04EEC69F5C	tr_hom_tatoo22	Escamas Verdes	unas	las			las	
_EFF730072CD86329	tr_hom_tatoo23	Aerosol Amarillo	un	el			los	
_2E76BBAD6AF89F7B	tr_hom_tatoo24	Aerosol Rojo	un	el			los	
_6AA6EBA4B1B7AF81	tr_hom_tatoo25	Rociada o Baño de Sol	un	el			los	
_A6E8851BEF867B35	tr_hom_tatoo26	Escamas Purpura	unas	las			las	
_860E49DB6DD7408A	tr_hom_tatoo27	Rociada o Baño de Sol Purpura	una	la			las	
_847DBD11AA149A8E	tr_hom_tatoo28	Elegante Armonía	una	la			las	
_FF29F522E682AF82	tr_hom_tatoo29	Puntos y Lumbres 	unos	los			los	
_DE7350AAAFC87077	tr_hom_tatoo3	Barbas Mechudas	unas	la			las	
_E8D7B91CAC44967D	tr_hom_tatoo30	Orilla Lamida/Besada	una	la			las	
_DF4F4E7EEDE94CE6	tr_hom_tatoo31	Arroyo/Corriente en los Campos	un	el			los	
_45996D1A26141FDE	tr_hom_tatoo32	Rostro de Venganza	un	el			los	
_45BE09F81B2D70EA	tr_hom_tatoo33	Prakkers Impulsadores	unos	los			los	
_43AE090298D7C377	tr_hom_tatoo34	Sendero de Retorno	un	el			los	
_088E8113F085778A	tr_hom_tatoo35	Venganza Sangrienta	una	la			las	
_1A87F8B82C46F75C	tr_hom_tatoo36	Carrera de Sangre	una	la			las	
_DF732C9B2E06EF88	tr_hom_tatoo37	Entrecejo Profundo	un	el			los	
_A748ECBC28A57F27	tr_hom_tatoo38	Pies de Messab 	un	el			los	
_56083C9C6E46DF68	tr_hom_tatoo39	Cuesta Elevada	una	la			las	
_EA397C5DEB18787C	tr_hom_tatoo4	Manchas de Tinta	unas	las			las	
_E603140D6B37D37F	tr_hom_tatoo40	Trazos Rosa	unos	los			los	
_55684917B196EB6A	tr_hom_tatoo41	Golpes Extensos	unos	los			los	
_6A1871212E549E7F	tr_hom_tatoo42	Lagos de Trykoth 	unos	los			los	
_2F899D272C1634C5	tr_hom_tatoo43	Etiquetas Amarillas Anchas	unas	las			las	
_56B8F09BF325CB69	tr_hom_tatoo44	Grietas Grandes	unas	las			las	
_22638919B1A5FB78	tr_hom_tatoo45	Observación de Arbusto/Matorral	una	la			las	
_6124B10BF146B389	tr_hom_tatoo46	Prakkers Gemelos	unos	los			los	
_6979ECB36A761B77	tr_hom_tatoo47	Devoción	una	la			las	
_C040751EAD73AADD	tr_hom_tatoo48	Caparazón de Clopper 	un	el			los	
_E8B8490DF493BA7E	tr_hom_tatoo49	Bulbos Incipientes	unos	los			los	
_227318A470186488	tr_hom_tatoo5	Puntos de Ideas	unos	los			los	
_70B7FC132C66132C	tr_hom_tatoo50	Botas Atrevidas/Picaras	unas	las			las	
_2888A8BAEA359B29	tr_hom_tatoo51	Consejos Mordaces	unos	los			los	
_1A28000F2EE6B360	tr_hom_tatoo52	Sed de Ámbar	una	la			las	
_5549590A7086F36B	tr_hom_tatoo53	Trazos de Ámbar	unos	los			los	
_46C9C5026F748A72	tr_hom_tatoo54	Arco de Breneth	un	el			los	
_17A8D8A32B96DF4D	tr_hom_tatoo55	Danza del Balanceo	una	la			las	
_4A6D650E9AE670DA	tr_hom_tatoo56	Algas de Corriente	unas	las			las	
_A697990CEBC4B27C	tr_hom_tatoo57	Danza del Alga	una	la			las	
_6A85BBBB6907B77A	tr_hom_tatoo58	Danza de Guerra	una	la			las	
_3B29C105EA2D98E0	tr_hom_tatoo59	Danza de Acción de Gracias	una	la			las	
_2403380D6B39306E	tr_hom_tatoo6	Armonía Verde	una	la			las	
_2A4DC90BECE5C66A	tr_hom_tatoo60	Tallos de Algas	unos	los			los	
_663D9DF5D8F7E674	tr_hom_tatoo61	Dominio de Tidican	un	el			los	
_556881173096EF6C	tr_hom_tatoo62	Trazos de Sangre	unos	los			los	
_1778DCAC6DB5035D	tr_hom_tatoo63	Cuchillada de Sangre	una	la			las	
_55D8851AED991862	tr_hom_tatoo7	Armonía Naranja	una	la			las	
_55D8991C31C91C63	tr_hom_tatoo8	Armonía Purpura	una	la			las	
_B97A49C42B5911F1	tr_hom_tatoo9	Manchas de Tinta y Lengüetas	unas	las			las	
_29B8E49459271488	zo_hof_tatoo0	Sin Tatuaje	un	el			los	
_EA76C7ADAC67B425	zo_hof_tatoo1	Rosa de Beng-Do 	una	el			los	
_2A48DCAF2D466B25	zo_hof_tatoo10	Espiral Rosa	una	la			las	
_2B6C942928D4AE6F	zo_hof_tatoo11	Len-Sen Amarillo	un	el			los	
_6AB5D719AA347676	zo_hof_tatoo12	Mad-Kan Azul	un	el			los	
_068EA1FF17E7A36E	zo_hof_tatoo13	Pergamino Malva	un	el			los	
_262755152D064734	zo_hof_tatoo14	Indeng Naranja	un	el			los	
_6C1EA5236B64BE68	zo_hof_tatoo15	Rasgos Bromistas	unos	los			los	
_56B71CABB2C5F759	zo_hof_tatoo16	Ojos de Sangre	unos	los			los	
_29FC9C252D93C670	zo_hof_tatoo17	Blu-Too Naranja	un	el			los	
_AAC87C7369168B25	zo_hof_tatoo18	Pa-Zin Color Rosa	un	el			los	
_EAEEB105DB36FF67	zo_hof_tatoo19	Mariposa Azul	una	la			las	
_62731E9DAF182C84	zo_hof_tatoo2	Postura Sinaï	una	la			las	
_6D55AFBD2B68836B	zo_hof_tatoo20	Ámbar Son	un	el			los	
_643981312816F776	zo_hof_tatoo21	Estría Rosa	una	la			las	
_C93DB9242DE63734	zo_hof_tatoo22	Pensamientos Sangrientos	unos	los			los	
_174864762735FF4D	zo_hof_tatoo23	Fa-Ta Verde	una	la			las	
_ED46D723ACA57E78	zo_hof_tatoo24	Tin-Too Azul	un	el			los	
_5A69E0B7EEA50749	zo_hof_tatoo25	Cruz-Criss	una	la			las	
_424E75132CF6FF28	zo_hof_tatoo26	Ornamento Sangrante	un	el			los	
_6C77D80A6852A777	zo_hof_tatoo27	Vengador Rojo	un	el			los	
_687998B4AD058B26	zo_hof_tatoo28	Ornamento Rosa	an	the			the	
_6B770018AE572B29	zo_hof_tatoo29	Entrecejo Naranja	un	el			los	
_84DCB816705CB8F3	zo_hof_tatoo3	Stin-Byn Multicolor	un	el			los	
_A88DFDEE2B25AA71	zo_hof_tatoo30	Za-Chin Purpura	un	el			los	
_28765421A8929384	zo_hof_tatoo31	Pliegue de Dos Tonos	un	el			los	
_312EC503EC77B763	zo_hof_tatoo32	Estría Ámbar	una	la			las	
_A9A6DFAA2EC7C385	zo_hof_tatoo33	Sen Suave/Liso/Tranquilo	un	el			los	
_E334B0B1ED95F774	zo_hof_tatoo34	Bing Suave/Liso/Tranquilo	un	el			los	
_ED177C6F2B97D379	zo_hof_tatoo35	Wo Suave/Liso/Tranquilo	un	el			los	
_E443CCBDA908D373	zo_hof_tatoo36	Beso Seng 	un	el			los	
_A708851E6582FB8A	zo_hof_tatoo37	Beso de la Serenidad	un	el			los	
_6FF7F8206DB48E7D	zo_hof_tatoo38	Aullido Siniestro	un	el			los	
_5697E4AA2FA6B362	zo_hof_tatoo39	Hoja de Tonab	una	la			las	
_6B459F0C66950870	zo_hof_tatoo4	Fung Rojo Oscuro	un	el			los	
_171898B2EAC6F34F	zo_hof_tatoo40	Granos de Shian 	un	el			los	
_AEB5AFB0AA07976C	zo_hof_tatoo41	Grano de Xia 	un	el			los	
_5657F4A1F0D59763	zo_hof_tatoo42	Hoja Verde	una	la			las	
_68F6A3A72CF5E769	zo_hof_tatoo43	Hoja Vieja	una	la			las	
_6C78C4C12B479F72	zo_hof_tatoo44	Previsión/Precaución	una	la			las	
_2C8693B12B45DF6B	zo_hof_tatoo45	Agua fuerte Cho	una	la			las	
_5657F4B2B137CF5F	zo_hof_tatoo46	Aullido Tejido	un	el			los	
_5B6E69226B16DB57	zo_hof_tatoo47	Serenidad Verde	una	la			las	
_C4CDD91730974B3C	zo_hof_tatoo48	Serenidad Purpura	una	la			las	
_6B36F318EA47A77D	zo_hof_tatoo49	Serenidad Roja	una	la			las	
_E907A060ECC83889	zo_hof_tatoo5	Wyn Rosa	un	el			los	
_2184A11E2DE5C37D	zo_hof_tatoo50	Serenidad Oscura	un	la			las	
_2873D11372E47E7E	zo_hof_tatoo51	Frente de la Ira	una	la			las	
_1759A8B62955EB52	zo_hof_tatoo52	Incrustación de Ámbar	una	la			las	
_AE5EADEB9A576F70	zo_hof_tatoo53	Incrustación de Savia de Ámbar	una	la			las	
_28C9B4A82C66AB77	zo_hof_tatoo54	Canas	unas	las			las	
_AD97DC256B258273	zo_hof_tatoo55	Aullido de Venging	un	el			los	
_64396938E9350B79	zo_hof_tatoo56	Estría Azul	una	la			las	
_6303C81CEE269780	zo_hof_tatoo57	Aguafuerte Fung 	un	el			los	
_A5E8AD0AB4C59A8A	zo_hof_tatoo58	Tallos Tubulares	unos	los			los	
_A0733CABB585CF86	zo_hof_tatoo59	Incrustaciones en la Frente	unas	las			las	
_1788B0AEA7884C5E	zo_hof_tatoo6	Hormigueo Naranja	un	el			los	
_A537A1A12EC54739	zo_hof_tatoo60	Pergamino de Daïsha 	un	el			los	
_E743D4BCA806AB76	zo_hof_tatoo61	Guiño Kami	un	el			los	
_DE73F4AEF487A785	zo_hof_tatoo62	Dicha Pura	una	la			las	
_E334B8AD6A85D77A	zo_hof_tatoo63	Esfera Kami	una	la			las	
_6A07A85C3237548A	zo_hof_tatoo7	Ondas Zin 	unas	las			las	
_C38DC91DEA19883A	zo_hof_tatoo8	Pensamientos Color Fucsia	unos	los			los	
_5637E4AE6EA9385E	zo_hof_tatoo9	Espiral Azul	una	la			las	
_29B8E49459273088	zo_hom_tatoo0	Sin Tatuaje	un	el			los	
_5607906932872C68	zo_hom_tatoo1	Fichas Tan-Li 	unas	las			las	
_058E281A085D98E9	zo_hom_tatoo10	Rayas de Maleza	unas	las			las	
_C06EE5CFB01593E9	zo_hom_tatoo11	Resplandor Beligerante	un	el			los	
_67F6C72E2774CEF4	zo_hom_tatoo12	Maï-Laï Rojo	un	el			los	
_EAAD852E9FB10B68	zo_hom_tatoo13	Campana Verde	una	la			las	
_AD9854E3EE864F28	zo_hom_tatoo14	Ci-Lyn Malva	un	el			los	
_AB0790B02694DA67	zo_hom_tatoo15	Marca de Taï-Lo	una	la			las	
_1778B8B66C550F4C	zo_hom_tatoo16	Resplandor Lívido	un	el			los	
_EAC8DCB12715E277	zo_hom_tatoo17	Rojo Guerrero	un	el			los	
_A24314C5A867FF74	zo_hom_tatoo18	Ondulado de Color Azul	un	el			los	
_A88EE11F65E1076F	zo_hom_tatoo19	Ceno Malva	un	el			los	
_5607C469AFB85057	zo_hom_tatoo2	Ran-Yi Azul	un	el			los	
_A717C9076471B383	zo_hom_tatoo20	Mirada Apropiada/Favorecedora	una	la			las	
_6C2D99142C63CA69	zo_hom_tatoo21	Hojas de Brotes	unas	las			las	
_6B28B828E8372F29	zo_hom_tatoo22	Mirada Severa	una	la			las	
_ACBDA523AC359F22	zo_hom_tatoo23	Silencio Sangriento	un	el			los	
_2806A8206D657335	zo_hom_tatoo24	Dan-Yo Tranquilo	un	el			los	
_240308232D36E76A	zo_hom_tatoo25	Armonía Azul	una	la			las	
_030B8880431D3CED	zo_hom_tatoo26	Ceremonia de Conmemoración	una	la			las	
_A778C51E6681CF83	zo_hom_tatoo27	Pasaje Azul	un	el			los	
_DD63C11EB005CB81	zo_hom_tatoo28	Sangrado de Furia	un	el			los	
_69B8206DAE157326	zo_hom_tatoo29	Mo-Chi Azul	un	el			los	
_1718A88FDE279C5E	zo_hom_tatoo3	Ira Si-Len	una	la			las	
_685940706BC5176C	zo_hom_tatoo30	Li-Verde	un	el			los	
_E334C0B528A7EF77	zo_hom_tatoo31	Espiral Rosa	una	la			las	
_5588710A6961B785	zo_hom_tatoo32	Ámbar de Seng	un	el			los	
_1788DCB628A50B50	zo_hom_tatoo33	Incrustaciones de Fibra	una	la			las	
_1718A8CAA9B60F50	zo_hom_tatoo34	Incrustaciones Tejidas	una	la			las	
_56C7289EF1E6CF61	zo_hom_tatoo35	Beso de Fibra	un	el			los	
_A6083523B0C3AE7A	zo_hom_tatoo36	Incrustaciones Entalladas	unas	las			las	
_EA974414B0F64B2A	zo_hom_tatoo37	Incrustaciones Místicas	unas	las			las	
_5657F4B2B137F35E	zo_hom_tatoo38	Aullido Tejido	un	el			los	
_AEB5AFBDAA17D36B	zo_hom_tatoo39	Grano de Yin	un	el			los	
_1F73048AA1970889	zo_hom_tatoo4	Go-Ni Verde	un	el			los	
_41CEF1152C647A85	zo_hom_tatoo40	Capa Superpuesta de Capryni 	una	la			las	
_1759A8B629550351	zo_hom_tatoo41	Incrustación de Ámbar	una	la			las	
_6B36F318EA47A77D	zo_hom_tatoo42	Serenidad Roja	una	la			las	
_0A481C7CABE69F28	zo_hom_tatoo43	Abertura Zo-Baï 	una	la			las	
_2873C1173074A67D	zo_hom_tatoo44	Beso de Ira	un	el			los	
_AD6DC91EECE5DA6B	zo_hom_tatoo45	Espíritu Escudriñador	un	el			el	
_6C78C4C12B47C372	zo_hom_tatoo46	Previsión/Precaución	una	la			las	
_FFDC38156B16C3ED	zo_hom_tatoo47	Mascara de Recuerdo	una	la			las	
_C14E45CA2FACB0E8	zo_hom_tatoo48	Aguafuerte de Duración	una	la			las	
_E8D79D0AEDB4BA7E	zo_hom_tatoo49	Fibra Peladora	una	la			las	
_E767DFA1EFF8B438	zo_hom_tatoo5	Árbol de Cho	un	el			los	
_2873D11372E4967E	zo_hom_tatoo50	Frente de la Ira	un	el			los	
_5B6E69226B16DF58	zo_hom_tatoo51	Serenidad Verde	una	la			las	
_065DA911AE064F3D	zo_hom_tatoo52	Serenidad Dorada	una	la			las	
_C4CDD9173097533D	zo_hom_tatoo53	Serenidad Purpura	una	la			las	
_28848D202ED3A67E	zo_hom_tatoo54	Frente de la Fantasía	un	el			los	
_441A95242F64EEE3	zo_hom_tatoo55	Frente de la Serenidad	un	el			los	
_ADD5AFB3A958A778	zo_hom_tatoo56	Incrustación Roja	una	la			las	
_6BC73413AF274B2C	zo_hom_tatoo57	Incrustación Purpura	una	la			las	
_7BDA1E8D37CCD8F2	zo_hom_tatoo58	Manuscrito de la Devoción	un	el			los	
_AAC8E4B32C03EA70	zo_hom_tatoo59	Echar una mirada/ojo	una	la			los	
_E767DFA1AF081039	zo_hom_tatoo6	Árbol de Zin	un	el			los	
_AD97D0CEB0672F2D	zo_hom_tatoo60	Incrustación de Ty-Win 	una	la			las	
_6FF7F8206DB48E80	zo_hom_tatoo61	Aullido Siniestro	un	el			los	
_E334B8AD6A85EF7A	zo_hom_tatoo62	Esfera Kami	uma	la			las	
_1718B8B56AB50B53	zo_hom_tatoo63	Incrustación de Granos	una	la			las	
_17287C6D2E294058	zo_hom_tatoo7	Marzo Marrón	un	el			los	
_557909E02F68846E	zo_hom_tatoo8	Rayas de Won-Tu 	unas	las			las	
_E8974DE5ECE52383	zo_hom_tatoo9	Sli-Teng Marrón	un	el			los	
_A4C9785CEA27B4BD	fy_hof_haircolor0	Gris	un	el			los	
_E7292860AA9874B1	fy_hof_haircolor1	Rubio	un	el			los	
_A7C9306D6C37A8BB	fy_hof_haircolor2	Castaño	un	el			los	
_A4C8746EEAF798B8	fy_hof_haircolor3	Rojo	un	el			los	
_E78A2863AA989CBA	fy_hof_haircolor4	Marrón	un	el			los	
_64292864AA9890A6	fy_hof_haircolor5	Negro	un	el			los	
_A4C9785CEA27D0BD	fy_hom_haircolor0	Gris	un	el			los	
_E7292860AA9890B1	fy_hom_haircolor1	Rubio	un	el			los	
_A7C9306D6C37C4BB	fy_hom_haircolor2	Castaño	un	el			los	
_A4C8746EEAF7B4B8	fy_hom_haircolor3	Rojo	un	el			los	
_E78A2863AA98B8BA	fy_hom_haircolor4	Marrón 	un	el			los	
_64292864AA98ACA6	fy_hom_haircolor5	Negro	un	el			los	
_667FB9E49F73ECA7	ma_hof_haircolor0	Marrón Claro	un	el			los	
_E729C867AA1790B1	ma_hof_haircolor1	Rubio	un	el			los	
_A7C9D07466A7A8BB	ma_hof_haircolor2	Castaño	un	el			los	
_AA08E87566E874AD	ma_hof_haircolor3	Jengibre	un	el			los	
_658ADC6AAA17B8A8	ma_hof_haircolor4	Verde	un	el			los	
_6429C86BAA17ACA6	ma_hof_haircolor5	Negro	un	el			los	
_667FB9E49F7308A7	ma_hom_haircolor0	Marrón Claro	un	el			los	
_E729C867AA17ACB1	ma_hom_haircolor1	Rubio	un	el			los	
_A7C9D07466A7C4BB	ma_hom_haircolor2	Castaño	un	el			los	
_AA08E87566E890AD	ma_hom_haircolor3	Jengibre	un	el			los	
_658ADC6AAA17D4A8	ma_hom_haircolor4	Verde	un	el			los	
_6429C86BAA17C8A6	ma_hom_haircolor5	Negro	un	el			los	
_665ED5EBE073ECA7	tr_hof_haircolor0	Verde Claro	un	el			los	
_E7290C6EAA28ACB1	tr_hof_haircolor1	Rubio	un	el			los	
_E78A0C6FAA28D4BA	tr_hof_haircolor2	Marrón	un	el			los	
_E638806DEA2798BD	tr_hof_haircolor3	Rosa	una	el			los	
_EA08687DAA7974B2	tr_hof_haircolor4	Violeta	una	la			las	
_E618A9D76FB56BBD	tr_hof_haircolor5	Verde Oscuro	un	el			los	
_665ED5EBE07308A7	tr_hom_haircolor0	Verde Claro	un	el			los	
_E7290C6EAA28C8B1	tr_hom_haircolor1	Rubio	un	el			los	
_E78A0C6FAA28F0BA	tr_hom_haircolor2	Marrón 	un	el			los	
_E638806DEA27B4BD	tr_hom_haircolor3	Rosa	un	el			los	
_EA08687DAA7990B2	tr_hom_haircolor4	Violeta	un	el			los	
_E618A9D76FB587BD	tr_hom_haircolor5	Verde Oscuro	un	el			los	
_E7290073AAF7C4B1	zo_hof_haircolor0	Rubio	un	el			los	
_665EC9F2E073ECA7	zo_hof_haircolor1	Verde Claro	un	el			los	
_E6189DDA6FB56BBD	zo_hof_haircolor2	Verde Oscuro	un	el			los	
_A7C90882E978A8BB	zo_hof_haircolor3	Castaño	un	el			los	
_A8683C74EA278CBD	zo_hof_haircolor4	Blue	un	el			los	
_EA085C84E9D974B2	zo_hof_haircolor5	Violeta	un	el			los	
_E7290073AAF7E0B1	zo_hom_haircolor0	Rubio	un	el			los	
_665EC9F2E07308A7	zo_hom_haircolor1	Verde Claro	un	el			los	
_E6189DDA6FB587BD	zo_hom_haircolor2	Verde Oscuro	un	el			los	
_A7C90882E978C4BB	zo_hom_haircolor3	Castaño	un	el			los	
_A8683C74EA27A8BD	zo_hom_haircolor4	Azul	un	el			los	
_EA085C84E9D990B2	zo_hom_haircolor5	Violeta	un	el			los	
_2F7F777A32255660	fy_hof_hair_artistic01	Peinado Artístico de Parte de Trasera Rígida	un	el			los	
_D0902F96797D4E12	fy_hof_hair_artistic02	Peinado Artístico de Flecos y Colas	un	el			los	
_2B83B460B4B49ABD	fy_hof_hair_artistic03	Peinado Artístico de Mechones Largos	un	el			los	
_78AD57ED908291CF	fy_hof_hair_artistic04	Peinado Artístico Encrespado Agitado	un	el			los	
_A27AC3628F4D2682	fy_hof_hair_artistic05	Peinado Artístico de Mono Alto						
_8F92A1F7C8252280	fy_hof_hair_basic01	Peinado de Afeitado Básico	un	el			los	
_5561513BDDA6FE7F	fy_hof_hair_basic02	Peinado Despeinado Básico	un	el			los	
_ED49968D5F52218A	fy_hof_hair_basic03	Peinado de Flequillos Largos Básico	un	el			los	
_5251193BDDA6FA6F	fy_hof_hair_basic04	Peinado Tipo Chasquido/Agitado Básico	un	el			los	
_2E8707CF81603D15	fy_hof_hair_basic05	Peinado Básico - Llama						
_DA0D9650FA1B2719	fy_hof_hair_style01	Peinado de Estilo de Flequillos Entrelazados	un	el			los	
_ABE45E9CD892BA16	fy_hof_hair_style02	Peinado de Estilo de Parte Trasera Rígida	un	el			los	
_ECA4FACF47A2CE1F	fy_hof_hair_style03	Penado de Estilo Largo y Sedoso	un	el			los	
_463BB1E964F542A8	fy_hof_hair_style04	Peinado Gubani con Estilo	un	el			los	
_79DA17DE3110A320	fy_hof_hair_style05	Peinado - Bicornio						
_B320677D32257260	fy_hom_hair_artistic01	Peinado Artístico Echado hacia Atrás	un	el			los	
_B467CB2F62F6DEA5	fy_hom_hair_artistic02	Peinado de Cola Superior Artística	un	el			los	
_78AD57ED9082A9CF	fy_hom_hair_artistic03	Peinado Encrespado Artístico	un	el			los	
_5133A817A96832E2	fy_hom_hair_artistic04	Peinado de Corona y Cola Artístico	un	el			los	
_86340642F4578128	fy_hom_hair_artistic05	Peinado Artístico  - Orgullo						
_8F92A1F7C8253E80	fy_hom_hair_basic01	Peinado Afeitado Básico	un	el			los	
_71AA7E78CB854685	fy_hom_hair_basic02	Peinado Básico de Cola Rechoncha 	un	el			los	
_5769C68392A1AA45	fy_hom_hair_basic03	Peinado Básico de Parte Trasera Rígida	un	el			los	
_8FC2A1F7C8764671	fy_hom_hair_basic04	Peinado Básico Desgreñado	un	el			los	
_3FF9988A02B60A8C	fy_hom_hair_basic05	Peinado Básico - Alas de Izam						
_A15F3EFE3D0CE305	fy_hom_hair_style01	Peinado Elegante de Lados enLlamas	un	el			los	
_ABE45E9CD892D616	fy_hom_hair_style02	Peinado Básico de Parte Trasera Rígida	un	el			los	
_2F74DAD04712D621	fy_hom_hair_style03	Peinado de Estilo de Colas Gemelas	un	el			los	
_26048281D2664F1B	fy_hom_hair_style04	Peinado de Estilo de Cuernos de Bodoc	un	el			los	
_79DA17DE3110BF20	fy_hom_hair_style05	Peinado  - Bicornio						
_FDB33C4800B68FEF	ma_hof_hair_artistic01	Peinado Artístico de Cintillos de Cabeza Largos	un	el			los	
_B4678736DDF6C2A5	ma_hof_hair_artistic02	Peinado Artístico de Cola de Arco	un	el			los	
_E36B7C123BD5FE91	ma_hof_hair_artistic03	Peinado Artístico de Moños a los Lados	un	el			los	
_9E9F0F6FF1D5FE90	ma_hof_hair_artistic04	Peinado Artístico Cogido Alto	un	el			los	
_8634E649F40F3128	ma_hof_hair_artistic05	Peinado Artístico - Virgo/liso						
_8F9241FEC8252280	ma_hof_hair_basic01	Peinado Afeitado Básico	un	el			los	
_ADB8F9A2912C338E	ma_hof_hair_basic02	Peinado Básico Acunado en la Parte Izquierda	un	el			los	
_ADE81297170031EB	ma_hof_hair_basic03	Peinado Básico Despeinado a la Izquierda	un	el			los	
_5302A52EFC9CB186	ma_hof_hair_basic04	Peinado Básico de Lengüetas	un	el			los	
_8B7DD8917F661AF8	ma_hof_hair_basic05	Peinado Básico - Mechas Largas						
_877B133566ECD7C8	ma_hof_hair_style01	Peinado de Estilo Trenzado a la Izquierda	un	el			los	
_6A6572D40E04A2B0	ma_hof_hair_style02	Peinado de Estilo de Cola Alta	un	el			los	
_AE7572D40E748EBC	ma_hof_hair_style03	Peinado de Estilo de Cola de Yubo 	un	el			los	
_5C95373BE55B03E9	ma_hof_hair_style04	Peinado de Estilo de Bandas Largas en la Cabeza	un	el			los	
_14D037EE71253488	ma_hof_hair_style05	Peinado - Moño Noble						
_F49F3F837025BA60	ma_hom_hair_artistic01	Peinado Artístico de Cola Peluda	un	el			los	
_2B83546336E4A6BD	ma_hom_hair_artistic02	Peinado Artístico de Trenzas Largas	un	el			los	
_F48F0F6F7025C260	ma_hom_hair_artistic03	Peinado Artístico de Cola Holgada	un	el			los	
_23FE8FF1DECEE57B	ma_hom_hair_artistic04	Peinado de Estilo de Lengüetas	un	el			los	
_94B6F5782F80E531	ma_hom_hair_artistic05	Peinado Artístico - Bisel Cuadrado con Adorno						
_8F9241FEC8253E80	ma_hom_hair_basic01	Peinado Artístico Básico	un	el			los	
_98B856925FB49146	ma_hom_hair_basic02	Peinado Básico de Flequillo Largo	un	el			los	
_89EFC9A26194F183	ma_hom_hair_basic03	Peinado Básico de Parte Superior Aplanada 	un	el			los	
_5302A52EFC9CCD86	ma_hom_hair_basic04	Peinado Básico de Lengüetas	un	el			los	
_CA7D3491A0B16E7C	ma_hom_hair_basic05	Peinado Básico - Pelo Corto y Cuadrado						
_E7345E881797430D	ma_hom_hair_style01	Peinado de Estilo Acunado Corto	un	el			los	
_96A502E1E1850671	ma_hom_hair_style02	Peinado de Estilo Poco Desarrollado	un	el			los	
_E8F4D673282C7B00	ma_hom_hair_style03	Peinado de Estilo de Trenzas Apretadas	un	el			los	
_5C95373BE55B1FE9	ma_hom_hair_style04	Peinado de Estilo de Cintillo Largo	un	el			los	
_C3771D0F0CA64C79	ma_hom_hair_style05	Peinado - Tronco de Mektoub						
_B467CB3DDDF6BEA5	tr_hof_hair_artistic01	Peinado Artístico de Cola de Arco	un	el			los	
_8F36F7FA8B59F2C4	tr_hof_hair_artistic02	Peinado Artístico de Cabello Moppy y Gorra	un	el			los	
_77CDE7E6A4A02AB1	tr_hof_hair_artistic03	Peinado Artístico de Moño	un	el			los	
_78AD3BFB908291CF	tr_hof_hair_artistic04	Peinado Artístico Encrespado	un	el			los	
_C8F502C34D00651B	tr_hof_hair_artistic05	Peinado Artístico - Gafas						
_8F928505C8252280	tr_hof_hair_basic01	Peinado de Afeitado Básico	un	el			los	
_F74E17E994E43B59	tr_hof_hair_basic02	Peinado Básico de Espalda y Lados Cortos	un	el			lo	
_050396B6D9E4E159	tr_hof_hair_basic03	Peinado Básico de Ondas a los Lados	un	el			los	
_55813549DDA6FE7F	tr_hof_hair_basic04	Peinado Básico Despeinado	un	el			los	
_0AC04D4457D7127C	tr_hof_hair_basic05	Peinado Básico - Bandas Salvajes						
_DDE5FF55269B33A1	tr_hof_hair_style01	Peinado de Estilo de Colas Gemelas Altas	un	el			los	
_08678A5603528F83	tr_hof_hair_style02	Peinado de Estilo de Colas Gemelas y Flecos	un	el			los	
_557546B25E850A6C	tr_hof_hair_style03	Peinado de Estilo Cogido hacia Arriba	un	el			los	
_2F84BEDE4712BA21	tr_hof_hair_style04	Peinado de Estilo de Colas Gemelas	un	el			los	
_13C190FA9E3F4C1A	tr_hof_hair_style05	Peinado - Trenza Apretada						
_F49F838A7025BA60	tr_hom_hair_artistic01	Peinado Artístico de Cola Peluda	un	el			los	
_349DFBDF64A00EB0	tr_hom_hair_artistic02	Peinado Artístico de Bandana 	un	el			los	
_BF3CF712D97E225D	tr_hom_hair_artistic03	Peinado Artístico Puntiagudo	un	el			los	
_EFCF3B707533F5A4	tr_hom_hair_artistic04	Peinado Artístico Bob Estilo Puntiagudo	un	el			los	
_E6F11CDE25C5EDFA	tr_hom_hair_artistic05	Peinado Artístico - A la Altura de los Hombros con cinta						
_8F928505C8253E80	tr_hom_hair_basic01	Peinado de Afeitado Básico	un	el			los	
_320982A297F08E95	tr_hom_hair_basic02	Peinado Básico Puntiagudo Corto	un	el			los	
_A9E87660BF26B7E5	tr_hom_hair_basic03	Peinado Básico de Flequillos con Cuentas	un	el			los	
_F76E17E994E45759	tr_hom_hair_basic04	Peinado Básico de Parte Trasera y Lados Corto	un	el			los	
_09BD6BDDDAA7228A	tr_hom_hair_basic05	Peinado Básico - Llama Corta						
_454F22FADF757E87	tr_hom_hair_style01	Peinado de Estilo de Palancas	un	el			los	
_A4206ABF28CB37F9	tr_hom_hair_style02	Peinado de Estilo de Cola Trenzada	un	el			los	
_EA55F27A690C4311	tr_hom_hair_style03	Peinado de Penacho con Flequillos	un	el			los	
_007FE6FAE136768A	tr_hom_hair_style04	Peinado de Estilo Crestado	un	el			los	
_FA90CCFBEFF0C332	tr_hom_hair_style05	Peinado - Bola para Despolvarse						
