# Ryzom chat emoji table -- GENERATED, do not edit by hand.
# Regenerate with tools/emoji/gen_emoji_table.py
# Put local corrections in emoji_overrides.txt instead; it is
# loaded afterwards and wins.
# name\tcodepoints(hex)\timage-stem (client appends .tga)
+1	1f44d	emoji_u1f44d
man_climbing	1f9d7 200d 2642	emoji_u1f9d7_200d_2642
man_construction_worker	1f477 200d 2642	emoji_u1f477_200d_2642
man_cook	1f468 200d 1f373	emoji_u1f468_200d_1f373
man_curly_hair	1f468 200d 1f9b1	emoji_u1f468_200d_1f9b1
man_detective	1f575 200d 2642	emoji_u1f575_200d_2642
man_elf	1f9dd 200d 2642	emoji_u1f9dd_200d_2642
man_facepalming	1f926 200d 2642	emoji_u1f926_200d_2642
man_factory_worker	1f468 200d 1f3ed	emoji_u1f468_200d_1f3ed
man_fairy	1f9da 200d 2642	emoji_u1f9da_200d_2642
man_farmer	1f468 200d 1f33e	emoji_u1f468_200d_1f33e
man_feeding_baby	1f468 200d 1f37c	emoji_u1f468_200d_1f37c
man_firefighter	1f468 200d 1f692	emoji_u1f468_200d_1f692
man_frowning	1f64d 200d 2642	emoji_u1f64d_200d_2642
man_genie	1f9de 200d 2642	emoji_u1f9de_200d_2642
man_gesturing_no	1f645 200d 2642	emoji_u1f645_200d_2642
man_gesturing_ok	1f646 200d 2642	emoji_u1f646_200d_2642
man_getting_haircut	1f487 200d 2642	emoji_u1f487_200d_2642
man_getting_massage	1f486 200d 2642	emoji_u1f486_200d_2642
man_golfing	1f3cc 200d 2642	emoji_u1f3cc_200d_2642
man_guard	1f482 200d 2642	emoji_u1f482_200d_2642
man_health_worker	1f468 200d 2695	emoji_u1f468_200d_2695
man_in_lotus_position	1f9d8 200d 2642	emoji_u1f9d8_200d_2642
man_in_manual_wheelchair	1f468 200d 1f9bd	emoji_u1f468_200d_1f9bd
man_in_manual_wheelchair_facing_right	1f468 200d 1f9bd 200d 27a1	emoji_u1f468_200d_1f9bd_200d_27a1
man_in_motorized_wheelchair	1f468 200d 1f9bc	emoji_u1f468_200d_1f9bc
man_in_motorized_wheelchair_facing_right	1f468 200d 1f9bc 200d 27a1	emoji_u1f468_200d_1f9bc_200d_27a1
man_in_steamy_room	1f9d6 200d 2642	emoji_u1f9d6_200d_2642
man_in_tuxedo	1f935 200d 2642	emoji_u1f935_200d_2642
man_judge	1f468 200d 2696	emoji_u1f468_200d_2696
man_juggling	1f939 200d 2642	emoji_u1f939_200d_2642
man_kneeling	1f9ce 200d 2642	emoji_u1f9ce_200d_2642
man_kneeling_facing_right	1f9ce 200d 2642 200d 27a1	emoji_u1f9ce_200d_2642_200d_27a1
man_lifting_weights	1f3cb 200d 2642	emoji_u1f3cb_200d_2642
man_mage	1f9d9 200d 2642	emoji_u1f9d9_200d_2642
man_mechanic	1f468 200d 1f527	emoji_u1f468_200d_1f527
man_mountain_biking	1f6b5 200d 2642	emoji_u1f6b5_200d_2642
man_office_worker	1f468 200d 1f4bc	emoji_u1f468_200d_1f4bc
man_pilot	1f468 200d 2708	emoji_u1f468_200d_2708
man_playing_handball	1f93e 200d 2642	emoji_u1f93e_200d_2642
man_playing_water_polo	1f93d 200d 2642	emoji_u1f93d_200d_2642
man_police_officer	1f46e 200d 2642	emoji_u1f46e_200d_2642
man_pouting	1f64e 200d 2642	emoji_u1f64e_200d_2642
man_raising_hand	1f64b 200d 2642	emoji_u1f64b_200d_2642
man_red_hair	1f468 200d 1f9b0	emoji_u1f468_200d_1f9b0
man_rowing_boat	1f6a3 200d 2642	emoji_u1f6a3_200d_2642
man_running	1f3c3 200d 2642	emoji_u1f3c3_200d_2642
man_running_facing_right	1f3c3 200d 2642 200d 27a1	emoji_u1f3c3_200d_2642_200d_27a1
man_scientist	1f468 200d 1f52c	emoji_u1f468_200d_1f52c
man_shrugging	1f937 200d 2642	emoji_u1f937_200d_2642
man_singer	1f468 200d 1f3a4	emoji_u1f468_200d_1f3a4
man_standing	1f9cd 200d 2642	emoji_u1f9cd_200d_2642
man_student	1f468 200d 1f393	emoji_u1f468_200d_1f393
man_superhero	1f9b8 200d 2642	emoji_u1f9b8_200d_2642
man_supervillain	1f9b9 200d 2642	emoji_u1f9b9_200d_2642
man_surfing	1f3c4 200d 2642	emoji_u1f3c4_200d_2642
man_swimming	1f3ca 200d 2642	emoji_u1f3ca_200d_2642
man_teacher	1f468 200d 1f3eb	emoji_u1f468_200d_1f3eb
man_technologist	1f468 200d 1f4bb	emoji_u1f468_200d_1f4bb
man_tipping_hand	1f481 200d 2642	emoji_u1f481_200d_2642
man_vampire	1f9db 200d 2642	emoji_u1f9db_200d_2642
man_walking	1f6b6 200d 2642	emoji_u1f6b6_200d_2642
man_walking_facing_right	1f6b6 200d 2642 200d 27a1	emoji_u1f6b6_200d_2642_200d_27a1
man_wearing_turban	1f473 200d 2642	emoji_u1f473_200d_2642
man_white_hair	1f468 200d 1f9b3	emoji_u1f468_200d_1f9b3
man_with_veil	1f470 200d 2642	emoji_u1f470_200d_2642
man_with_white_cane	1f468 200d 1f9af	emoji_u1f468_200d_1f9af
man_with_white_cane_facing_right	1f468 200d 1f9af 200d 27a1	emoji_u1f468_200d_1f9af_200d_27a1
man_zombie	1f9df 200d 2642	emoji_u1f9df_200d_2642
mandarin	1f34a	emoji_u1f34a
mango	1f96d	emoji_u1f96d
mantelpiece_clock	1f570	emoji_u1f570
mantilla	1f9d5	emoji_u1f9d5
manual_wheelchair	1f9bd	emoji_u1f9bd
map	1f5fa	emoji_u1f5fa
maple_leaf	1f341	emoji_u1f341
maracas	1fa87	emoji_u1fa87
marching	1fa88	emoji_u1fa88
margarita	1f34b 200d 1f7e9	emoji_u1f34b_200d_1f7e9
marine	1fabc	emoji_u1fabc
marsupial	1f998	emoji_u1f998
martial_arts	1f94b	emoji_u1f94b
mary	1faac	emoji_u1faac
mask	1f637	emoji_u1f637
massage	1f486	emoji_u1f486
mate	1f9c9	emoji_u1f9c9
math	1f7f0	emoji_u1f7f0
matryoshka	1fa86	emoji_u1fa86
mayo	1fa85	emoji_u1fa85
meal	1f37d	emoji_u1f37d
meat	1f356	emoji_u1f356
meatball	1f9c6	emoji_u1f9c6
mechanic	1f9d1 200d 1f527	emoji_u1f9d1_200d_1f527
mechanical	2699	emoji_u2699
mechanical_arm	1f9be	emoji_u1f9be
mechanical_leg	1f9bf	emoji_u1f9bf
medal	1f3c5	emoji_u1f3c5
medical_symbol	2695	emoji_u2695
medicine	1f48a	emoji_u1f48a
megaphone	1f4e3	emoji_u1f4e3
melon	1f348	emoji_u1f348
melt	1fae0	emoji_u1fae0
melted	1fad5	emoji_u1fad5
melting	1fae0	emoji_u1fae0
melting_face	1fae0	emoji_u1fae0
memo	1f4dd	emoji_u1f4dd
memorial	1faa6	emoji_u1faa6
men_couple	1f46c	emoji_u1f46c
men_with_bunny_ears	1f46f 200d 2642	emoji_u1f46f_200d_2642
men_wrestling	1f93c 200d 2642	emoji_u1f93c_200d_2642
mending	2764 200d 1fa79	emoji_u2764_200d_1fa79
mending_heart	2764 200d 1fa79	emoji_u2764_200d_1fa79
menorah	1f54e	emoji_u1f54e
mens	1f6b9	emoji_u1f6b9
menstruation	1fa78	emoji_u1fa78
meow	1f408	emoji_u1f408
mercy	1f97a	emoji_u1f97a
mermaid	1f9dc 200d 2640	emoji_u1f9dc_200d_2640
merman	1f9dc 200d 2642	emoji_u1f9dc_200d_2642
merperson	1f9dc	emoji_u1f9dc
merry	1f9d1 200d 1f384	emoji_u1f9d1_200d_1f384
merry_go_round	1f3a0	emoji_u1f3a0
merwoman	1f9dc 200d 2640	emoji_u1f9dc_200d_2640
mess	1fadf	emoji_u1fadf
metal	1fa99	emoji_u1fa99
meteor	2604	emoji_u2604
metro	24c2	emoji_u24c2
mexican	1fad4	emoji_u1fad4
mic	1f3a4	emoji_u1f3a4
microbe	1f9a0	emoji_u1f9a0
microphone	1f3a4	emoji_u1f3a4
microscope	1f52c	emoji_u1f52c
middle_finger	1f595	emoji_u1f595
mike	1f3a4	emoji_u1f3a4
mild	1f928	emoji_u1f928
military	1fa96	emoji_u1fa96
military_helmet	1fa96	emoji_u1fa96
military_medal	1f396	emoji_u1f396
milk	1f95b	emoji_u1f95b
milky_way	1f30c	emoji_u1f30c
mind	1f92f	emoji_u1f92f
mindblown	1f92f	emoji_u1f92f
mine	26cf	emoji_u26cf
minibus	1f690	emoji_u1f690
minidisc	1f4bd	emoji_u1f4bd
minus	2796	emoji_u2796
miriam	1faac	emoji_u1faac
mirror	1fa9e	emoji_u1fa9e
mirror_ball	1faa9	emoji_u1faa9
mischievous	1f61b	emoji_u1f61b
mobile_phone	1f4f1	emoji_u1f4f1
mobility	1fa7c	emoji_u1fa7c
moisturizer	1f9f4	emoji_u1f9f4
mojito	1f34b 200d 1f7e9	emoji_u1f34b_200d_1f7e9
monarch	1fac5	emoji_u1fac5
money	1f4b0	emoji_u1f4b0
money_face	1f911	emoji_u1f911
money_with_wings	1f4b8	emoji_u1f4b8
monkey	1f412	emoji_u1f412
monkey_face	1f435	emoji_u1f435
monocle	1f9d0	emoji_u1f9d0
monorail	1f69d	emoji_u1f69d
monster	1f9cc	emoji_u1f9cc
moon	1f319	emoji_u1f319
moon_cake	1f96e	emoji_u1f96e
moon_ceremony	1f391	emoji_u1f391
moon_face	1f31d	emoji_u1f31d
moose	1face	emoji_u1face
mortar	1f9f1	emoji_u1f9f1
mortar_board	1f393	emoji_u1f393
mosque	1f54c	emoji_u1f54c
mosquito	1f99f	emoji_u1f99f
mostly_sunny	1f324	emoji_u1f324
mother_christmas	1f936	emoji_u1f936
mother_nature	1f32c	emoji_u1f32c
motor_bike	1f6f5	emoji_u1f6f5
motor_boat	1f6e5	emoji_u1f6e5
motorcycle	1f3cd	emoji_u1f3cd
motorized_wheelchair	1f9bc	emoji_u1f9bc
motorway	1f6e3	emoji_u1f6e3
mount_fuji	1f5fb	emoji_u1f5fb
mountain	26f0	emoji_u26f0
mountain_biker	1f6b5	emoji_u1f6b5
mountain_cableway	1f6a0	emoji_u1f6a0
mountain_railway	1f69e	emoji_u1f69e
mountain_sunrise	1f304	emoji_u1f304
mouse	1f401	emoji_u1f401
mouse_trap	1faa4	emoji_u1faa4
mousetrap	1faa4	emoji_u1faa4
moustache	1f978	emoji_u1f978
mouth	1f444	emoji_u1f444
movie	1f4fd	emoji_u1f4fd
movie_camera	1f3a5	emoji_u1f3a5
movie_theater	1f3a6	emoji_u1f3a6
moving_truck	1f69a	emoji_u1f69a
moyai	1f5ff	emoji_u1f5ff
mrs_claus	1f936	emoji_u1f936
mule	1facf	emoji_u1facf
multiplication	2716	emoji_u2716
multiply	2716	emoji_u2716
muscle	1f4aa	emoji_u1f4aa
mushroom	1f344	emoji_u1f344
music	1f3b5	emoji_u1f3b5
musical_keyboard	1f3b9	emoji_u1f3b9
musical_notes	1f3b6	emoji_u1f3b6
musical_score	1f3bc	emoji_u1f3bc
mustache	1f978	emoji_u1f978
mute	1f507	emoji_u1f507
mute_notifications	1f515	emoji_u1f515
mx	1f9d1 200d 1f384	emoji_u1f9d1_200d_1f384
mx_claus	1f9d1 200d 1f384	emoji_u1f9d1_200d_1f384
mystery	1fac6	emoji_u1fac6
mythology	1fabd	emoji_u1fabd
naan	1fad3	emoji_u1fad3
nail_care	1f485	emoji_u1f485
nail_polish	1f485	emoji_u1f485
namaste	1f64f	emoji_u1f64f
name_badge	1f4db	emoji_u1f4db
nap	1f971	emoji_u1f971
naruto	1f365	emoji_u1f365
national_park	1f3de	emoji_u1f3de
natural	1fada	emoji_u1fada
nauseated	1f922	emoji_u1f922
navigation	1f9ed	emoji_u1f9ed
nazar	1f9ff	emoji_u1f9ff
nazar_amulet	1f9ff	emoji_u1f9ff
nc17	1f51e	emoji_u1f51e
neck	1f9e3	emoji_u1f9e3
negative	1f9f2	emoji_u1f9f2
neptune	1f9dc 200d 2642	emoji_u1f9dc_200d_2642
nerd	1f913	emoji_u1f913
nervous	1f62c	emoji_u1f62c
nest_with_eggs	1faba	emoji_u1faba
nesting_dolls	1fa86	emoji_u1fa86
network	1f6dc	emoji_u1f6dc
neutral	1f610	emoji_u1f610
new	1f195	emoji_u1f195
new_baby	1f425	emoji_u1f425
new_moon	1f311	emoji_u1f311
new_moon_face	1f31a	emoji_u1f31a
new_york	1f5fd	emoji_u1f5fd
newspaper	1f5de	emoji_u1f5de
next_track	23ed	emoji_u23ed
ng	1f196	emoji_u1f196
nib	2712	emoji_u2712
night	1f303	emoji_u1f303
night_sky	1f30c	emoji_u1f30c
nine	0039 20e3	emoji_u0039_20e3
ninja	1f977	emoji_u1f977
no_bicycles	1f6b3	emoji_u1f6b3
no_entry	26d4	emoji_u26d4
no_mail	1f4ed	emoji_u1f4ed
no_mouth	1f636	emoji_u1f636
no_pedestrians	1f6b7	emoji_u1f6b7
no_phones	1f4f5	emoji_u1f4f5
no_signal	1f645	emoji_u1f645
no_smoking	1f6ad	emoji_u1f6ad
no_sound	1f507	emoji_u1f507
noble	1fac5	emoji_u1fac5
nod	1f642 200d 2195	emoji_u1f642_200d_2195
non-potable_water	1f6b1	emoji_u1f6b1
noodles	1f35c	emoji_u1f35c
nope	1f645	emoji_u1f645
north	2b06	emoji_u2b06
north_east	2197	emoji_u2197
north_west	2196	emoji_u2196
nose	1f443	emoji_u1f443
not_allowed	1f6ab	emoji_u1f6ab
note	1f4dd	emoji_u1f4dd
notebook	1f4d3	emoji_u1f4d3
nothing	1fad9	emoji_u1fad9
notice	1faa7	emoji_u1faa7
notifications	1f514	emoji_u1f514
nuclear	2622	emoji_u2622
number_one	1f947	emoji_u1f947
numbers	1f522	emoji_u1f522
nursery	1f6bc	emoji_u1f6bc
nurturing	1fab4	emoji_u1fab4
nut_and_bolt	1f529	emoji_u1f529
o	1f17e	emoji_u1f17e
oatmeal	1f963	emoji_u1f963
oberon	1f9da 200d 2642	emoji_u1f9da_200d_2642
ocean	1f30a	emoji_u1f30a
ocean_sunrise	1f305	emoji_u1f305
octagonal_sign	1f6d1	emoji_u1f6d1
octopus	1f419	emoji_u1f419
oden	1f362	emoji_u1f362
offer	1faf4	emoji_u1faf4
office	1f3e2	emoji_u1f3e2
office_supplies	1f587	emoji_u1f587
office_worker	1f9d1 200d 1f4bc	emoji_u1f9d1_200d_1f4bc
ogre	1f479	emoji_u1f479
oh_no	1f615	emoji_u1f615
oil	1fa94	emoji_u1fa94
oil_drum	1f6e2	emoji_u1f6e2
oink	1f416	emoji_u1f416
ok	1f44c	emoji_u1f44c
ok_signal	1f646	emoji_u1f646
old	1f9d3	emoji_u1f9d3
old_key	1f5dd	emoji_u1f5dd
older_man	1f474	emoji_u1f474
older_person	1f9d3	emoji_u1f9d3
older_woman	1f475	emoji_u1f475
olive	1fad2	emoji_u1fad2
om	1f549	emoji_u1f549
on	1f51b	emoji_u1f51b
oncoming_automobile	1f698	emoji_u1f698
oncoming_bus	1f68d	emoji_u1f68d
oncoming_car	1f698	emoji_u1f698
oncoming_police_car	1f694	emoji_u1f694
oncoming_streetcar	1f68a	emoji_u1f68a
oncoming_taxi	1f696	emoji_u1f696
oncoming_train	1f686	emoji_u1f686
oncoming_tram	1f68a	emoji_u1f68a
oncoming_trolley	1f68a	emoji_u1f68a
one	0031 20e3	emoji_u0031_20e3
one_piece_swimsuit	1fa71	emoji_u1fa71
onigiri	1f359	emoji_u1f359
onion	1f9c5	emoji_u1f9c5
oops	1f643	emoji_u1f643
open	1fae2	emoji_u1fae2
open_book	1f4d6	emoji_u1f4d6
open_hands	1f450	emoji_u1f450
open_mouth	1f62e	emoji_u1f62e
opening	1fa9f	emoji_u1fa9f
ophiuchus	26ce	emoji_u26ce
oracle	1f52e	emoji_u1f52e
orange	1f34a	emoji_u1f34a
orange_book	1f4d9	emoji_u1f4d9
orange_circle	1f7e0	emoji_u1f7e0
orange_heart	1f9e1	emoji_u1f9e1
orange_square	1f7e7	emoji_u1f7e7
orangutan	1f9a7	emoji_u1f9a7
organize	1f4c1	emoji_u1f4c1
orienteering	1f9ed	emoji_u1f9ed
orthodox_cross	2626	emoji_u2626
orthoptera	1f997	emoji_u1f997
ostentatious	1f99a	emoji_u1f99a
otter	1f9a6	emoji_u1f9a6
ouch	1fabc	emoji_u1fabc
outbox	1f4e4	emoji_u1f4e4
outdoors	1f97e	emoji_u1f97e
overcast	2601	emoji_u2601
owl	1f989	emoji_u1f989
ox	1f402	emoji_u1f402
oyster	1f9aa	emoji_u1f9aa
p	1f17f	emoji_u1f17f
package	1f4e6	emoji_u1f4e6
packing	1f9f3	emoji_u1f9f3
pad	1f5d3	emoji_u1f5d3
paella	1f958	emoji_u1f958
page	1f4c4	emoji_u1f4c4
page_with_curl	1f4c3	emoji_u1f4c3
pager	1f4df	emoji_u1f4df
pain	1f972	emoji_u1f972
pained	1f627	emoji_u1f627
paint	1fadf	emoji_u1fadf
paintbrush	1f58c	emoji_u1f58c
painting	1f3a8	emoji_u1f3a8
palette	1f3a8	emoji_u1f3a8
palm	1f590	emoji_u1f590
palm_down_hand	1faf3	emoji_u1faf3
palm_tree	1f334	emoji_u1f334
palm_up_hand	1faf4	emoji_u1faf4
palms	1f932	emoji_u1f932
palms_up_together	1f932	emoji_u1f932
pamonha	1fad4	emoji_u1fad4
pancakes	1f95e	emoji_u1f95e
panda	1f43c	emoji_u1f43c
panic	1fae8	emoji_u1fae8
panting	1f975	emoji_u1f975
pants	1fa73	emoji_u1fa73
paper	1f4c4	emoji_u1f4c4
paperclip	1f4ce	emoji_u1f4ce
paperclip_chain	1f587	emoji_u1f587
parachute	1fa82	emoji_u1fa82
parasail	1fa82	emoji_u1fa82
parasite	1fab1	emoji_u1fab1
parent	1f9d1 200d 1f37c	emoji_u1f9d1_200d_1f37c
park	1f6dd	emoji_u1f6dd
parking	1f17f	emoji_u1f17f
parrot	1f99c	emoji_u1f99c
part_alternation	303d	emoji_u303d
partly_cloudy	26c5	emoji_u26c5
partly_sunny	26c5	emoji_u26c5
partly_sunny_with_rain	1f326	emoji_u1f326
party_ball	1f38a	emoji_u1f38a
partying_face	1f973	emoji_u1f973
pass	1f3ab	emoji_u1f3ab
passenger_ship	1f6f3	emoji_u1f6f3
passport_control	1f6c2	emoji_u1f6c2
pastry	1f967	emoji_u1f967
patience	1f90c	emoji_u1f90c
pause	23f8	emoji_u23f8
paw_prints	1f43e	emoji_u1f43e
pawn	265f	emoji_u265f
paws	1f43e	emoji_u1f43e
pea	1fadb	emoji_u1fadb
pea_pod	1fadb	emoji_u1fadb
peace	262e	emoji_u262e
peace_sign	270c	emoji_u270c
peach	1f351	emoji_u1f351
peacock	1f99a	emoji_u1f99a
peahen	1f99a	emoji_u1f99a
peanuts	1f95c	emoji_u1f95c
pear	1f350	emoji_u1f350
pearly	1f9b7	emoji_u1f9b7
pedestrian	1f6b6	emoji_u1f6b6
peek	1fae3	emoji_u1fae3
peeking	1fae3	emoji_u1fae3
peep	1fae3	emoji_u1fae3
pen	1f58a	emoji_u1f58a
penalty	1f7e5	emoji_u1f7e5
pencil	270f	emoji_u270f
penguin	1f427	emoji_u1f427
pensive	1f614	emoji_u1f614
people_holding_hands	1f9d1 200d 1f91d 200d 1f9d1	emoji_u1f9d1_200d_1f91d_200d_1f9d1
people_hugging	1fac2	emoji_u1fac2
pepper	1fad1	emoji_u1fad1
percussion	1fa87	emoji_u1fa87
performing_arts	1f3ad	emoji_u1f3ad
persevere	1f623	emoji_u1f623
person	1f9d1	emoji_u1f9d1
person_bald	1f9d1 200d 1f9b2	emoji_u1f9d1_200d_1f9b2
person_beard	1f9d4	emoji_u1f9d4
person_blond_hair	1f471	emoji_u1f471
person_climbing	1f9d7	emoji_u1f9d7
person_curly_hair	1f9d1 200d 1f9b1	emoji_u1f9d1_200d_1f9b1
person_feeding_baby	1f9d1 200d 1f37c	emoji_u1f9d1_200d_1f37c
person_frowning	1f64d	emoji_u1f64d
person_in_lotus_position	1f9d8	emoji_u1f9d8
person_in_manual_wheelchair	1f9d1 200d 1f9bd	emoji_u1f9d1_200d_1f9bd
person_in_manual_wheelchair_facing_right	1f9d1 200d 1f9bd 200d 27a1	emoji_u1f9d1_200d_1f9bd_200d_27a1
person_in_motorized_wheelchair	1f9d1 200d 1f9bc	emoji_u1f9d1_200d_1f9bc
person_in_motorized_wheelchair_facing_right	1f9d1 200d 1f9bc 200d 27a1	emoji_u1f9d1_200d_1f9bc_200d_27a1
person_in_steamy_room	1f9d6	emoji_u1f9d6
person_kneeling	1f9ce	emoji_u1f9ce
person_kneeling_facing_right	1f9ce 200d 27a1	emoji_u1f9ce_200d_27a1
person_pouting	1f64e	emoji_u1f64e
person_red_hair	1f9d1 200d 1f9b0	emoji_u1f9d1_200d_1f9b0
person_running_facing_right	1f3c3 200d 27a1	emoji_u1f3c3_200d_27a1
person_standing	1f9cd	emoji_u1f9cd
person_tipping_hand	1f481	emoji_u1f481
person_walking_facing_right	1f6b6 200d 27a1	emoji_u1f6b6_200d_27a1
person_white_hair	1f9d1 200d 1f9b3	emoji_u1f9d1_200d_1f9b3
person_with_crown	1fac5	emoji_u1fac5
person_with_white_cane	1f9d1 200d 1f9af	emoji_u1f9d1_200d_1f9af
person_with_white_cane_facing_right	1f9d1 200d 1f9af 200d 27a1	emoji_u1f9d1_200d_1f9af_200d_27a1
pester	1f9a1	emoji_u1f9a1
petri	1f9eb	emoji_u1f9eb
petri_dish	1f9eb	emoji_u1f9eb
petrol_pump	26fd	emoji_u26fd
phoenix	1f426 200d 1f525	emoji_u1f426_200d_1f525
phone	260e	emoji_u260e
phone_off	1f4f4	emoji_u1f4f4
physics	269b	emoji_u269b
piano	1f3b9	emoji_u1f3b9
piccolo	1fa88	emoji_u1fa88
pick	26cf	emoji_u26cf
pick_me	1f64b	emoji_u1f64b
pick_up	1f6fb	emoji_u1f6fb
picket	1faa7	emoji_u1faa7
pickup	1f6fb	emoji_u1f6fb
pickup_truck	1f6fb	emoji_u1f6fb
picnic	1f9fa	emoji_u1f9fa
picture	1f5bc	emoji_u1f5bc
pie	1f967	emoji_u1f967
piece	1f9e9	emoji_u1f9e9
pierogi	1f95f	emoji_u1f95f
pig	1f416	emoji_u1f416
pig_nose	1f43d	emoji_u1f43d
piglet	1f437	emoji_u1f437
pile_of_poo	1f4a9	emoji_u1f4a9
pill	1f48a	emoji_u1f48a
pilot	1f9d1 200d 2708	emoji_u1f9d1_200d_2708
pin	1f4cd	emoji_u1f4cd
pina	1f965	emoji_u1f965
pinada	1fa85	emoji_u1fa85
pinata	1fa85	emoji_u1fa85
pinched	1f90c	emoji_u1f90c
pinched_fingers	1f90c	emoji_u1f90c
pinching	1f90f	emoji_u1f90f
pinching_hand	1f90f	emoji_u1f90f
pineapple	1f34d	emoji_u1f34d
ping_pong	1f3d3	emoji_u1f3d3
pink_heart	1fa77	emoji_u1fa77
pipe	1fa88	emoji_u1fa88
pirate	2620	emoji_u2620
pirate_flag	1f3f4 200d 2620	emoji_u1f3f4_200d_2620
pisces	2653	emoji_u2653
pissed	1f92c	emoji_u1f92c
pita	1fad3	emoji_u1fad3
pizza	1f355	emoji_u1f355
piña	1f965	emoji_u1f965
piñata	1fa85	emoji_u1fa85
placard	1faa7	emoji_u1faa7
place_holder	1f4d1	emoji_u1f4d1
place_of_worship	1f6d0	emoji_u1f6d0
planet	1fa90	emoji_u1fa90
plankton	1fabc	emoji_u1fabc
plant	1f33f	emoji_u1f33f
plaque	1faa7	emoji_u1faa7
play	25b6	emoji_u25b6
play_pause	23ef	emoji_u23ef
play_reverse	25c0	emoji_u25c0
playful	1f9a6	emoji_u1f9a6
playground	1f6dd	emoji_u1f6dd
playground_slide	1f6dd	emoji_u1f6dd
playing_cards	1f3b4	emoji_u1f3b4
plaything	1f9f8	emoji_u1f9f8
pleading	1f97a	emoji_u1f97a
pleading_face	1f97a	emoji_u1f97a
plumage	1fab6	emoji_u1fab6
plunder	1f3f4 200d 2620	emoji_u1f3f4_200d_2620
plunger	1faa0	emoji_u1faa0
plus	2795	emoji_u2795
plush	1f9f8	emoji_u1f9f8
pod	1fadb	emoji_u1fadb
point	1fa9d	emoji_u1fa9d
point_down	1f447	emoji_u1f447
point_left	1f448	emoji_u1f448
point_of_information	261d	emoji_u261d
point_right	1f449	emoji_u1f449
point_up	1f446	emoji_u1f446
pointing	1faf5	emoji_u1faf5
poison	2620	emoji_u2620
poke	1faf5	emoji_u1faf5
poker_face	1f636	emoji_u1f636
polar	1f43b 200d 2744	emoji_u1f43b_200d_2744
polar_bear	1f43b 200d 2744	emoji_u1f43b_200d_2744
police	1f46e	emoji_u1f46e
police_car	1f693	emoji_u1f693
pony	1f434	emoji_u1f434
poodle	1f429	emoji_u1f429
pool	1f3b1	emoji_u1f3b1
poop	1f4a9	emoji_u1f4a9
pop	1f9e8	emoji_u1f9e8
popcorn	1f37f	emoji_u1f37f
popping	1f9e8	emoji_u1f9e8
porkchop	1f969	emoji_u1f969
porous	1f9fd	emoji_u1f9fd
porridge	1f963	emoji_u1f963
portobello	1f344 200d 1f7eb	emoji_u1f344_200d_1f7eb
poseidon	1f9dc 200d 2642	emoji_u1f9dc_200d_2642
positive	1f9f2	emoji_u1f9f2
post_office	1f3e4	emoji_u1f3e4
potable_water	1f6b0	emoji_u1f6b0
potato	1f954	emoji_u1f954
potsticker	1f95f	emoji_u1f95f
potted	1fab4	emoji_u1fab4
potted_plant	1fab4	emoji_u1fab4
pouch	1f45d	emoji_u1f45d
poultry	1f357	emoji_u1f357
pound_notes	1f4b7	emoji_u1f4b7
pour	1fad7	emoji_u1fad7
pouring	1fad7	emoji_u1fad7
pouring_liquid	1fad7	emoji_u1fad7
pouting_cat	1f63e	emoji_u1f63e
pow	1f4a2	emoji_u1f4a2
power	270a	emoji_u270a
praise	1f64c	emoji_u1f64c
pray	1f64f	emoji_u1f64f
prayer	1f932	emoji_u1f932
prayer_beads	1f4ff	emoji_u1f4ff
pregnant	1f930	emoji_u1f930
pregnant_man	1fac3	emoji_u1fac3
pregnant_person	1fac4	emoji_u1fac4
present	1f381	emoji_u1f381
preserver	1f6df	emoji_u1f6df
pretzel	1f968	emoji_u1f968
previous_track	23ee	emoji_u23ee
price_tag	1f3f7	emoji_u1f3f7
pride	1f308	emoji_u1f308
prince	1f934	emoji_u1f934
princess	1f478	emoji_u1f478
print	1fac6	emoji_u1fac6
printer	1f5a8	emoji_u1f5a8
privacy	1f50f	emoji_u1f50f
prohibited	1f6ab	emoji_u1f6ab
projector	1f4fd	emoji_u1f4fd
proof	1f9fe	emoji_u1f9fe
prophecy	1f960	emoji_u1f960
protect	1faac	emoji_u1faac
protected	1f50f	emoji_u1f50f
protest	1faa7	emoji_u1faa7
puck	1f9da 200d 2642	emoji_u1f9da_200d_2642
puke	1f92e	emoji_u1f92e
pulse	1fac0	emoji_u1fac0
pumpkin	1f383	emoji_u1f383
punch	1f44a	emoji_u1f44a
punk	1f9f7	emoji_u1f9f7
puppy	1f436	emoji_u1f436
purity	1fab7	emoji_u1fab7
purple_circle	1f7e3	emoji_u1f7e3
purple_heart	1f49c	emoji_u1f49c
purple_square	1f7ea	emoji_u1f7ea
purse	1f45b	emoji_u1f45b
push_pin	1f4cc	emoji_u1f4cc
put_litter_in_its_place	1f6ae	emoji_u1f6ae
puzzle	1f9e9	emoji_u1f9e9
puzzle_piece	1f9e9	emoji_u1f9e9
queasy	1f922	emoji_u1f922
queen	1f451	emoji_u1f451
queer	1f3f3 200d 1f308	emoji_u1f3f3_200d_1f308
quench	1f9ef	emoji_u1f9ef
question	2753	emoji_u2753
quiet	1f910	emoji_u1f910
r	00ae	emoji_u00ae
rabbit	1f407	emoji_u1f407
raccoon	1f99d	emoji_u1f99d
race	1f3c1	emoji_u1f3c1
