creature ID	name	ia	da	cc	pr	p	pia	pda
cdcrd4	<GEN>cdcrd4	r						
cdcre1	<GEN>cdcre1	r						
cdcre2	<GEN>cdcre2	r						
cdcre3	<GEN>cdcre3	r						
cdcre4	<GEN>cdcre4	r						
cdcrf1	<GEN>cdcrf1	r						
cdcrf2	<GEN>cdcrf2	r						
cdcrf3	<GEN>cdcrf3	r						
cdcrf4	<GEN>cdcrf4	r						
chdib1	<GEN>chdib1	i						
chdib2	<GEN>chdib2	i						
chdib3	<GEN>chdib3	i						
chdib4	<GEN>chdib4	i						
chdib7	<GEN>chdib7	i						
cherb1	<GEN>cherb1	r						
cherb2	<GEN>cherb2	r						
cherb3	<GEN>cherb3	r						
cherb4	<GEN>cherb4	r						
cherc1	<GEN>cherc1	r						
cherc2	<GEN>cherc2	r						
cherc3	<GEN>cherc3	r						
cherc4	<GEN>cherc4	r						
cherc6	<GEN>cherc6	r						
cherd1	<GEN>cherd1	r						
cherd2	<GEN>cherd2	r						
cherd3	<GEN>cherd3	r						
cherd4	<GEN>cherd4	r						
chere1	<GEN>chere1	r						
chere2	<GEN>chere2	r						
chere3	<GEN>chere3	r						
chere4	<GEN>chere4	r						
cherf1	<GEN>cherf1	r						
cherf2	<GEN>cherf2	r						
cherf3	<GEN>cherf3	r						
cherf4	<GEN>cherf4	r						
chfrb1	<GEN>chfrb1	r						
chfrb2	<GEN>chfrb2	r						
chfrb3	<GEN>chfrb3	r						
chfrb4	<GEN>chfrb4	r						
chfrc1	<GEN>chfrc1	r						
chfrc2	<GEN>chfrc2	r						
chfrc3	<GEN>chfrc3	r						
chfrc4	<GEN>chfrc4	r						
chfrd1	<GEN>chfrd1	r						
chfrd2	<GEN>chfrd2	r						
chfrd3	<GEN>chfrd3	r						
chfrd4	<GEN>chfrd4	r						
chfre1	<GEN>chfre1	r						
chfre2	<GEN>chfre2	r						
chfre3	<GEN>chfre3	r						
chfre4	<GEN>chfre4	r						
chfrf1	<GEN>chfrf1	r						
chfrf2	<GEN>chfrf2	r						
chfrf3	<GEN>chfrf3	r						
chfrf4	<GEN>chfrf4	r						
chgrb1	<GEN>chgrb1	r						
chgrb2	<GEN>chgrb2	r						
chgrb3	<GEN>chgrb3	r						
chgrb4	<GEN>chgrb4	r						
chgrc1	<GEN>chgrc1	r						
chgrc2	<GEN>chgrc2	r						
chgrc3	<GEN>chgrc3	r						
chgrc4	<GEN>chgrc4	r						
chgrd1	<GEN>chgrd1	r						
chgrd2	<GEN>chgrd2	r						
chgrd3	<GEN>chgrd3	r						
chgrd4	<GEN>chgrd4	r						
chgre1	<GEN>chgre1	r						
chgre2	<GEN>chgre2	r						
chgre3	<GEN>chgre3	r						
chgre4	<GEN>chgre4	r						
chgrf1	<GEN>chgrf1	r						
chgrf2	<GEN>chgrf2	r						
chgrf3	<GEN>chgrf3	r						
chgrf4	<GEN>chgrf4	r						
chkrb1	<GEN>chkrb1	r						
chkrb2	<GEN>chkrb2	r						
chkrb3	<GEN>chkrb3	r						
chkrb4	<GEN>chkrb4	r						
chkrc1	<GEN>chkrc1	r						
chkrc2	<GEN>chkrc2	r						
chkrc3	<GEN>chkrc3	r						
chkrc4	<GEN>chkrc4	r						
chkrd1	<GEN>chkrd1	r						
chkrd2	<GEN>chkrd2	r						
chkrd3	<GEN>chkrd3	r						
chkrd4	<GEN>chkrd4	r						
chkre1	<GEN>chkre1	r						
chkre2	<GEN>chkre2	r						
chkre3	<GEN>chkre3	r						
chkre4	<GEN>chkre4	r						
chkrf1	<GEN>chkrf1	r						
chkrf2	<GEN>chkrf2	r						
chkrf3	<GEN>chkrf3	r						
chkrf4	<GEN>chkrf4	r						
chlrb1	<GEN>chlrb1	r						
chlrb2	<GEN>chlrb2	r						
chlrb3	<GEN>chlrb3	r						
chlrb4	<GEN>chlrb4	r						
chlrc1	<GEN>chlrc1	r						
chlrc2	<GEN>chlrc2	r						
chlrc3	<GEN>chlrc3	r						
chlrc4	<GEN>chlrc4	r						
chlrd1	<GEN>chlrd1	r						
chlrd2	<GEN>chlrd2	r						
chlrd3	<GEN>chlrd3	r						
chlrd4	<GEN>chlrd4	r						
chlre1	<GEN>chlre1	r						
chlre2	<GEN>chlre2	r						
chlre3	<GEN>chlre3	r						
chlre4	<GEN>chlre4	r						
chlrf1	<GEN>chlrf1	r						
chlrf2	<GEN>chlrf2	r						
chlrf3	<GEN>chlrf3	r						
chlrf4	<GEN>chlrf4	r						
chorb1	<GEN>chorb1	r						
chorb2	<GEN>chorb2	r						
chorb3	<GEN>chorb3	r						
chorb4	<GEN>chorb4	r						
chorc1	<GEN>chorc1	r						
chorc2	<GEN>chorc2	r						
chorc3	<GEN>chorc3	r						
chorc4	<GEN>chorc4	r						
chord1	<GEN>chord1	r						
chord2	<GEN>chord2	r						
chord3	<GEN>chord3	r						
chord4	<GEN>chord4	r						
chore1	<GEN>chore1	r						
chore2	<GEN>chore2	r						
chore3	<GEN>chore3	r						
chore4	<GEN>chore4	r						
chorf1	<GEN>chorf1	r						
chorf2	<GEN>chorf2	r						
chorf3	<GEN>chorf3	r						
chorf4	<GEN>chorf4	r						
ckarb1	<GEN>ckarb1	r						
ckarb2	<GEN>ckarb2	r						
ckarb3	<GEN>ckarb3	r						
ckarb4	<GEN>ckarb4	r						
ckarc1	<GEN>ckarc1	r						
ckarc2	<GEN>ckarc2	r						
ckarc3	<GEN>ckarc3	r						
ckarc4	<GEN>ckarc4	r						
ckard1	<GEN>ckard1	r						
ckard2	<GEN>ckard2	r						
ckard3	<GEN>ckard3	r						
ckard4	<GEN>ckard4	r						
ckare1	<GEN>ckare1	r						
ckare2	<GEN>ckare2	r						
ckare3	<GEN>ckare3	r						
ckare4	<GEN>ckare4	r						
ckarf1	<GEN>ckarf1	r						
ckarf2	<GEN>ckarf2	r						
ckarf3	<GEN>ckarf3	r						
ckarf4	<GEN>ckarf4	r						
ckbrb1	<GEN>ckbrb1	r						
ckbrb2	<GEN>ckbrb2	r						
ckbrb3	<GEN>ckbrb3	r						
ckbrb4	<GEN>ckbrb4	r						
ckbrc1	<GEN>ckbrc1	r						
ckbrc2	<GEN>ckbrc2	r						
ckbrc3	<GEN>ckbrc3	r						
ckbrc4	<GEN>ckbrc4	r						
ckbrd1	<GEN>ckbrd1	r						
ckbrd2	<GEN>ckbrd2	r						
ckbrd3	<GEN>ckbrd3	r						
ckbrd4	<GEN>ckbrd4	r						
ckbre1	<GEN>ckbre1	r						
ckbre2	<GEN>ckbre2	r						
ckbre3	<GEN>ckbre3	r						
ckbre4	<GEN>ckbre4	r						
ckbrf1	<GEN>ckbrf1	r						
ckbrf2	<GEN>ckbrf2	r						
ckbrf3	<GEN>ckbrf3	r						
ckbrf4	<GEN>ckbrf4	r						
ckcrb1	<GEN>ckcrb1	r						
ckcrb2	<GEN>ckcrb2	r						
ckcrb3	<GEN>ckcrb3	r						
ckcrb4	<GEN>ckcrb4	r						
ckcrc1	<GEN>ckcrc1	r						
ckcrc2	<GEN>ckcrc2	r						
ckcrc3	<GEN>ckcrc3	r						
ckcrc4	<GEN>ckcrc4	r						
ckcrd1	<GEN>ckcrd1	r						
ckcrd2	<GEN>ckcrd2	r						
ckcrd3	<GEN>ckcrd3	r						
ckcrd4	<GEN>ckcrd4	r						
ckcre1	<GEN>ckcre1	r						
ckcre2	<GEN>ckcre2	r						
ckcre3	<GEN>ckcre3	r						
ckcre4	<GEN>ckcre4	r						
ckcrf1	<GEN>ckcrf1	r						
ckcrf2	<GEN>ckcrf2	r						
ckcrf3	<GEN>ckcrf3	r						
ckcrf4	<GEN>ckcrf4	r						
ckdrb1	<GEN>ckdrb1	r						
ckdrb2	<GEN>ckdrb2	r						
ckdrb3	<GEN>ckdrb3	r						
ckdrb4	<GEN>ckdrb4	r						
ckdrc1	<GEN>ckdrc1	r						
ckdrc2	<GEN>ckdrc2	r						
ckdrc3	<GEN>ckdrc3	r						
ckdrc4	<GEN>ckdrc4	r						
ckdrd1	<GEN>ckdrd1	r						
ckdrd2	<GEN>ckdrd2	r						
ckdrd3	<GEN>ckdrd3	r						
ckdrd4	<GEN>ckdrd4	r						
ckdre1	<GEN>ckdre1	r						
ckdre2	<GEN>ckdre2	r						
ckdre3	<GEN>ckdre3	r						
ckdre4	<GEN>ckdre4	r						
ckdrf1	<GEN>ckdrf1	r						
ckdrf2	<GEN>ckdrf2	r						
ckdrf3	<GEN>ckdrf3	r						
ckdrf4	<GEN>ckdrf4	r						
ckerb1	<GEN>ckerb1	r						
ckerb2	<GEN>ckerb2	r						
ckerb3	<GEN>ckerb3	r						
ckerb4	<GEN>ckerb4	r						
ckerc1	<GEN>ckerc1	r						
ckerc2	<GEN>ckerc2	r						
ckerc3	<GEN>ckerc3	r						
ckerc4	<GEN>ckerc4	r						
ckerd1	<GEN>ckerd1	r						
ckerd2	<GEN>ckerd2	r						
ckerd3	<GEN>ckerd3	r						
ckerd4	<GEN>ckerd4	r						
ckere1	<GEN>ckere1	r						
ckere2	<GEN>ckere2	r						
ckere3	<GEN>ckere3	r						
ckere4	<GEN>ckere4	r						
ckerf1	<GEN>ckerf1	r						
ckerf2	<GEN>ckerf2	r						
ckerf3	<GEN>ckerf3	r						
ckerf4	<GEN>ckerf4	r						
ckgrb1	<GEN>ckgrb1	r						
ckgrb2	<GEN>ckgrb2	r						
ckgrb3	<GEN>ckgrb3	r						
ckgrb4	<GEN>ckgrb4	r						
ckgrc1	<GEN>ckgrc1	r						
ckgrc2	<GEN>ckgrc2	r						
ckgrc3	<GEN>ckgrc3	r						
ckgrc4	<GEN>ckgrc4	r						
ckgrd1	<GEN>ckgrd1	r						
ckgrd2	<GEN>ckgrd2	r						
ckgrd3	<GEN>ckgrd3	r						
ckgrd4	<GEN>ckgrd4	r						
ckgre1	<GEN>ckgre1	r						
ckgre2	<GEN>ckgre2	r						
ckgre3	<GEN>ckgre3	r						
ckgre4	<GEN>ckgre4	r						
ckgrf1	<GEN>ckgrf1	r						
ckgrf2	<GEN>ckgrf2	r						
ckgrf3	<GEN>ckgrf3	r						
ckgrf4	<GEN>ckgrf4	r						
ckirb1	<GEN>ckirb1	r						
ckirb2	<GEN>ckirb2	r						
ckirb3	<GEN>ckirb3	r						
ckirb4	<GEN>ckirb4	r						
ckirc1	<GEN>ckirc1	r						
ckirc2	<GEN>ckirc2	r						
ckirc3	<GEN>ckirc3	r						
ckirc4	<GEN>ckirc4	r						
ckird1	<GEN>ckird1	r						
ckird2	<GEN>ckird2	r						
ckird3	<GEN>ckird3	r						
ckird4	<GEN>ckird4	r						
ckire1	<GEN>ckire1	r						
ckire2	<GEN>ckire2	r						
ckire3	<GEN>ckire3	r						
ckire4	<GEN>ckire4	r						
ckirf1	<GEN>ckirf1	r						
ckirf2	<GEN>ckirf2	r						
ckirf3	<GEN>ckirf3	r						
ckirf4	<GEN>ckirf4	r						
ckjrb1	<GEN>ckjrb1	r						
ckjrb2	<GEN>ckjrb2	r						
ckjrb3	<GEN>ckjrb3	r						
ckjrb4	<GEN>ckjrb4	r						
ckjrc1	<GEN>ckjrc1	r						
ckjrc2	<GEN>ckjrc2	r						
ckjrc3	<GEN>ckjrc3	r						
ckjrc4	<GEN>ckjrc4	r						
ckjrd1	<GEN>ckjrd1	r						
ckjrd2	<GEN>ckjrd2	r						
ckjrd3	<GEN>ckjrd3	r						
ckjrd4	<GEN>ckjrd4	r						
ckjre1	<GEN>ckjre1	r						
ckjre2	<GEN>ckjre2	r						
ckjre3	<GEN>ckjre3	r						
ckjre4	<GEN>ckjre4	r						
ckjrf1	<GEN>ckjrf1	r						
ckjrf2	<GEN>ckjrf2	r						
ckjrf3	<GEN>ckjrf3	r						
ckjrf4	<GEN>ckjrf4	r						
cparb1	<GEN>cparb1	r						
cparb2	<GEN>cparb2	r						
cparb3	<GEN>cparb3	r						
cparb4	<GEN>cparb4	r						
cparc1	<GEN>cparc1	r						
cparc2	<GEN>cparc2	r						
cparc3	<GEN>cparc3	r						
cparc4	<GEN>cparc4	r						
cpard1	<GEN>cpard1	r						
cpard2	<GEN>cpard2	r						
cpard3	<GEN>cpard3	r						
cpard4	<GEN>cpard4	r						
cpare1	<GEN>cpare1	r						
cpare2	<GEN>cpare2	r						
cpare3	<GEN>cpare3	r						
cpare4	<GEN>cpare4	r						
cparf1	<GEN>cparf1	r						
cparf2	<GEN>cparf2	r						
cparf3	<GEN>cparf3	r						
cparf4	<GEN>cparf4	r						
cpbrb1	<GEN>cpbrb1	r						
cpbrb2	<GEN>cpbrb2	r						
cpbrb3	<GEN>cpbrb3	r						
cpbrb4	<GEN>cpbrb4	r						
cpbrc1	<GEN>cpbrc1	r						
cpbrc2	<GEN>cpbrc2	r						
cpbrc3	<GEN>cpbrc3	r						
cpbrc4	<GEN>cpbrc4	r						
cpbrd1	<GEN>cpbrd1	r						
cpbrd2	<GEN>cpbrd2	r						
cpbrd3	<GEN>cpbrd3	r						
cpbrd4	<GEN>cpbrd4	r						
cpbre1	<GEN>cpbre1	r						
cpbre2	<GEN>cpbre2	r						
cpbre3	<GEN>cpbre3	r						
cpbre4	<GEN>cpbre4	r						
cpbrf1	<GEN>cpbrf1	r						
cpbrf2	<GEN>cpbrf2	r						
cpbrf3	<GEN>cpbrf3	r						
cpbrf4	<GEN>cpbrf4	r						
cpcrb1	<GEN>cpcrb1	r						
cpcrb2	<GEN>cpcrb2	r						
cpcrb3	<GEN>cpcrb3	r						
cpcrb4	<GEN>cpcrb4	r						
cpcrc1	<GEN>cpcrc1	r						
cpcrc2	<GEN>cpcrc2	r						
cpcrc3	<GEN>cpcrc3	r						
cpcrc4	<GEN>cpcrc4	r						
cpcrd1	<GEN>cpcrd1	r						
cpcrd2	<GEN>cpcrd2	r						
cpcrd3	<GEN>cpcrd3	r						
cpcrd4	<GEN>cpcrd4	r						
cpcre1	<GEN>cpcre1	r						
cpcre2	<GEN>cpcre2	r						
cpcre3	<GEN>cpcre3	r						
cpcre4	<GEN>cpcre4	r						
cpcrf1	<GEN>cpcrf1	r						
cpcrf2	<GEN>cpcrf2	r						
cpcrf3	<GEN>cpcrf3	r						
cpcrf4	<GEN>cpcrf4	r						
cpdrb1	<GEN>cpdrb1	r						
cpdrb2	<GEN>cpdrb2	r						
cpdrb3	<GEN>cpdrb3	r						
cpdrb4	<GEN>cpdrb4	r						
cpdrc1	<GEN>cpdrc1	r						
cpdrc2	<GEN>cpdrc2	r						
cpdrc3	<GEN>cpdrc3	r						
cpdrc4	<GEN>cpdrc4	r						
cpdrd1	<GEN>cpdrd1	r						
cpdrd2	<GEN>cpdrd2	r						
cpdrd3	<GEN>cpdrd3	r						
cpdrd4	<GEN>cpdrd4	r						
cpdre1	<GEN>cpdre1	r						
cpdre2	<GEN>cpdre2	r						
cpdre3	<GEN>cpdre3	r						
cpdre4	<GEN>cpdre4	r						
cpdrf1	<GEN>cpdrf1	r						
cpdrf2	<GEN>cpdrf2	r						
cpdrf3	<GEN>cpdrf3	r						
cpdrf4	<GEN>cpdrf4	r						
cperb1	<GEN>cperb1	r						
cperb2	<GEN>cperb2	r						
cperb3	<GEN>cperb3	r						
cperb4	<GEN>cperb4	r						
cperc1	<GEN>cperc1	r						
cperc2	<GEN>cperc2	r						
cperc3	<GEN>cperc3	r						
cperc4	<GEN>cperc4	r						
cperd1	<GEN>cperd1	r						
cperd2	<GEN>cperd2	r						
cperd3	<GEN>cperd3	r						
cperd4	<GEN>cperd4	r						
cpere1	<GEN>cpere1	r						
cpere2	<GEN>cpere2	r						
cpere3	<GEN>cpere3	r						
cpere4	<GEN>cpere4	r						
cperf1	<GEN>cperf1	r						
cperf2	<GEN>cperf2	r						
cperf3	<GEN>cperf3	r						
cperf4	<GEN>cperf4	r						
cpfrb1	<GEN>cpfrb1	r						
cpfrb2	<GEN>cpfrb2	r						
cpfrb3	<GEN>cpfrb3	r						
cpfrb4	<GEN>cpfrb4	r						
cpfrc1	<GEN>cpfrc1	r						
cpfrc2	<GEN>cpfrc2	r						
cpfrc3	<GEN>cpfrc3	r						
cpfrc4	<GEN>cpfrc4	r						
cpfrd1	<GEN>cpfrd1	r						
cpfrd2	<GEN>cpfrd2	r						
cpfrd3	<GEN>cpfrd3	r						
cpfrd4	<GEN>cpfrd4	r						
cpfre1	<GEN>cpfre1	r						
cpfre2	<GEN>cpfre2	r						
cpfre3	<GEN>cpfre3	r						
cpfre4	<GEN>cpfre4	r						
cpfrf1	<GEN>cpfrf1	r						
cpfrf2	<GEN>cpfrf2	r						
cpfrf3	<GEN>cpfrf3	r						
cpfrf4	<GEN>cpfrf4	r						
cbajb7	Igakya							
ccfjd4	Prowling Najab							
ccfjd7	Najakya							
cdbje7	Gibbakya							
chaje8	Demolisher Arma							
chijc2	Mektoub Mount							
chijd2	Mektoub Mount							
chije2	Mektoub Mount							
chijf2	Mektoub Mount							
chtjf7	Plodekya							
chuje7	Wombakya							
ckdje5	Named Kincher							
ckfjf7	Kirokya							
cpdje7	Slavekya							
cbclc7	Yberkan							
ccclf4	Great Goari							
ccclf7	Goakan							
chcld4	Scrounging Capryni							
chcld7	Caprykan							
chele7	Craykan							
chilc2	Mektoub Mount							
child2	Mektoub Mount							
chile2	Mektoub Mount							
chilf2	Mektoub Mount							
cpblf4	Devastating Stinga							
cpblf7	Stinkan							
cbbpe4	Rapacious Izam							
cbbpe7	Izakoo							
ccepf4	Great Ragus							
ccepf7	Rakoo							
ccfpe4	Huge Najab							
ccfpe7	Najakoo							
cchpe7	Varykoo							
ccipd7	Zerkoo							
chape7	Armkoo							
chgpd7	Lumpkoo							
chipd2	Mektoub Mount							
chipe2	Mektoub Mount							
chipf2	Mektoub Mount							
chvpf4	Violent Madakam							
chvpf7	Madakoo							
ckape7	Kidikoo							
ckbpf7	Kinkoo							
ckjpf7	Kipekoo							
cpcpf4	Rattled Psykopla							
cpcpf7	Psykokoo							
mektoub_packer_test	Mektoub Packer							
hjlb9	Tenwo							
kami_altar	autel Kami	un	l'			autels Kami	des	les
karavan_altar	autel Karavan	un	l'			autels Karavan	des	les
ckjad1	Kipesta							
ckjaf2	Kipesta							
ckdad1	Kipesta							
ckdaf2	Kipesta							
ckjbd1	Kipesta							
ckjbf2	Kipesta							
ckfbf3	Kipesta							
ckfbf4	Kipesta							
ckdbf3	Kipesta							
ckdbf4	Kipesta							
ckfbd3	Kirosta							
ckdbd3	Kincher							
ckdad4	Kincher Vorace							
ckjad4	Kipesta Vorace							
ckjbd4	Kipesta Vorace							
cphfa4	Enorme Cadeau de Noël	un	le			Enormes Cadeaux de Noël	des	les
cphfa3	Gros Cadeau de Noël	un	le			Gros Cadeaux de Noël	des	les
cphfa2	Cadeau de Noël	un	le			Cadeaux de Noël	des	les
cphfa1	Petit Cadeau de Noël	un	le			Petits Cadeaux de Noël	des	les
chjlb9	Tenwo							
chdfx1	Yubo Inexpérimenté	un	le	du	au	Yubos Inexpérimentés	des	les
chpfx1	Rendor Docile	un	le	du	au	Rendors Dociles	des	les
ccjfx2	Javing Nouveau-né	un	le	du	au	Javings Nouveau-nés	des	les
cpdfx1	Slaveni Placide	un	le	du	au	Slavenis Placides	des	les
chpfx2	Rendor Sevré	un	le	du	au	Rendors Sevrés	des	les
chbfx2	Bodoc Docile	un	le	du	au	Bodocs Dociles	des	les
cpdfx2	Slaveni Tranquille	un	le	du	au	Slavenis Tranquilles	des	les
chlfx2	Yelk Sevré	un	le	du	au	Yelks Sevrés	des	les
chogx3	Frippo Nauséeux	un	le	du	au	Frippos Nauséeux	des	les
chpfx3	Rendor Faible	un	le	du	au	Rendors Faibles	des	les
cpefx2	Cratcha Tranquille	un	le	du	au	Cratchas Tranquilles	des	les
chcfx2	Capryni Nauséeux	un	le	du	au	Caprynis Nauséeux	des	les
cclfx3	Ocyx Jeune	un	l'	de l'	à l'	Ocyx Jeunes	des	les
chefx3	Cray Jeune	un	le	du	au	Crays Jeunes	des	les
chhfx2	Mektoub Docile	un	le	du	au	Mektoubs Dociles	des	les
cpefx3	Cratcha Soumis	un	le	du	au	Cratchas Soumis	des	les
ccdfx3	Torbak Jeune	un	le	du	au	Torbaks Jeunes	des	les
cclfx7	Ocyx Dominant	un	l'	de l'	à l'	Ocyx Dominants	des	les
chhfx3	Mektoub Jeune	un	le	du	au	Mektoubs Jeunes	des	les
chefx7	Cray Dominant	un	le	du	au	Crays Dominants	des	les
ckhfx4	Kipee Faible	un	le	du	au	Kipees Faibles	des	les
ckifx4	Kizoar Faible	un	le	du	au	Kizoars Faibles	des	les
ckjfx4	Kipesta Jeune	un	le	du	au	Kipestas Jeunes	des	les
ckffx7	Kirosta Dominant	un	le	du	au	Kirostas Dominants	des	les
object_1_crate_15_a	caisse	une	la	de la	à la	caisses	des	les
object_chest_wisdom_fyros_sel	Coffre de sagesse	un	le	du	au	Coffres de sagesse	des	les
object_chest_wisdom_matis_sel	Coffre de sagesse	un	le	du	au	Coffres de sagesse	des	les
object_chest_wisdom_std_sel	Coffre de sagesse	un	le	du	au	Coffres de sagesse	des	les
object_chest_wisdom_tryker_sel	Coffre de sagesse	un	le	du	au	Coffres de sagesse	des	les
object_chest_wisdom_zorai_sel	Coffre de sagesse	un	le	du	au	Coffres de sagesse	des	les
CHLCF4	Yelk Mortel	un	le	du	au	Yelks Mortels	des	les
CCDCF4	Torbak Mortel	un	le	du	au	Torbaks Mortels	des	les
CCEGF3	Ragus Démoniaque	un	le	du	au	Ragus Démoniaques	des	les
CBCCF2	Yber Frénétique	un	l'	de l'	à l'	Ybers Frénétiques	des	les
CCMCF1	Jugula Dément	un	le	du	au	Jugulas Déments	des	les
CHKCF4	Timari Mortel	un	le	du	au	Timaris Mortels	des	les
CCHCF4	Varinx Mortel	un	le	du	au	Varinx Mortels	des	les
CCFCF4	Najab Mortel	un	le	du	au	Najabs Mortels	des	les
CBACF4	Igara Mortel	un	l'	de l'	à l'	Igaras Mortels	des	les
CCBCF4	Clopper Mortel	un	le	du	au	Cloppers Mortels	des	les
CCACF3	Gingo Démoniaque	un	le	du	au	Gingos Démoniaques	des	les
CPECF4	Cratcha Mortel	un	le	du	au	Cratchas Mortels	des	les
CPCCF4	Psykopla Mortel	un	le	du	au	Psykoplas Mortels	des	les
CPACF4	Jubla Mortel	un	le	du	au	Jublas Mortels	des	les
CCCCF4	Goari Mortel	un	le	du	au	Goaris Mortels	des	les
CDCCF3	Frahar Démoniaque	un	le	du	au	Frahars Démoniaques	des	les
CDACF3	Cute Démoniaque	un	le	du	au	Cutes Démoniaques	des	les
CDBCF3	Gibbai Démoniaque	un	le	du	au	Gibbais Démoniaques	des	les
CDCCF4	Frahar Mortel	un	le	du	au	Frahars Mortels	des	les
CDACF4	Cute Mortel	un	le	du	au	Cutes Mortels	des	les
CDBCF4	Gibbaï Mortel	un	le	du	au	Gibbaïs Mortels	des	les
CCGCF4	Vorax Mortel	un	le	du	au	Vorax Mortels	des	les
CHECF4	Cray Mortel	un	le	du	au	Crays Mortels	des	les
CKACF4	Kidinak Mortel	un	le	du	au	Kidinaks Mortels	des	les
CKICF4	Kizoar Mortel	un	le	du	au	Kizoars Mortels	des	les
CKJCF4	Kipesta Mortel	un	le	du	au	Kipestas Mortels	des	les
CKECF4	Kipucka Mortel	un	le	du	au	Kipuckas Mortels	des	les
CKDCF4	Kinsher Mortel	un	le	du	au	Kinshers Mortels	des	les
CKBCF4	Kinrey Mortel	un	le	du	au	Kinreys Mortels	des	les
CDCCF5	Lakisey		le	du				
CCGCF5	Rhadab		le	du				
CBACF5	Dawil		le	du				
CPFCF5	Firgin		le	du				
CKFCF7	Wekotup		le	du				
CDBCF7	Valcorenoch		le	du				
CKDSB4_sw	Faible Kitin des Profondeurs	un	le	du	au	Faibles Kitins des Profondeurs	des	les
CKDSC4_sw	Kitin des Profondeurs	un	le	du	au	Kitins des Profondeurs	des	les
CKDSD4_sw	Furieux Kitin des Profondeurs	un	le	du	au	Furieux Kitins des Profondeurs	des	les
CKDSE4_sw	Terrible Kitin des Profondeurs	un	le	du	au	Terribles Kitins des Profondeurs	des	les
CKDSF4_sw	Atroce Kitin des Profondeurs	un	le	du	au	Atroces Kitins des Profondeurs	des	les
CKBSB4_sw	Faible Kitin des Profondeurs	un	le	du	au	Faibles Kitins des Profondeurs	des	les
CKBSC4_sw	Kitin des Profondeurs	un	le	du	au	Kitins des Profondeurs	des	les
CKBSD4_sw	Furieux Kitin des Profondeurs	un	le	du	au	Furieux Kitins des Profondeurs	des	les
CKBSE4_sw	Terrible Kitin des Profondeurs	un	le	du	au	Terribles Kitins des Profondeurs	des	les
CKBSF4_sw	Atroce Kitin des Profondeurs	un	le	du	au	Atroces Kitins des Profondeurs	des	les
CKJSB4_sw	Faible Kitin des Profondeurs	un	le	du	au	Faibles Kitins des Profondeurs	des	les
CKJSC4_sw	Kitin des Profondeurs	un	le	du	au	Kitins des Profondeurs	des	les
CKJSD4_sw	Furieux Kitin des Profondeurs	un	le	du	au	Furieux Kitins des Profondeurs	des	les
CKJSE4_sw	Terrible Kitin des Profondeurs	un	le	du	au	Terribles Kitins des Profondeurs	des	les
CKJSF4_sw	Atroce Kitin des Profondeurs	un	le	du	au	Atroces Kitins des Profondeurs	des	les
CKESB4_sw	Faible Kitin des Profondeurs	un	le	du	au	Faibles Kitins des Profondeurs	des	les
CKESC4_sw	Kitin des Profondeurs	un	le	du	au	Kitins des Profondeurs	des	les
CKESD4_sw	Furieux Kitin des Profondeurs	un	le	du	au	Furieux Kitins des Profondeurs	des	les
CKESE4_sw	Terrible Kitin des Profondeurs	un	le	du	au	Terribles Kitins des Profondeurs	des	les
CKESF4_sw	Atroce Kitin des Profondeurs	un	le	du	au	Atroces Kitins des Profondeurs	des	les
CKFSB4_sw	Faible Kitin des Profondeurs	un	le	du	au	Faibles Kitins des Profondeurs	des	les
CKFSC4_sw	Kitin des Profondeurs	un	le	du	au	Kitins des Profondeurs	des	les
CKFSD4_sw	Furieux Kitin des Profondeurs	un	le	du	au	Furieux Kitins des Profondeurs	des	les
CKFSE4_sw	Terrible Kitin des Profondeurs	un	le	du	au	Terribles Kitins des Profondeurs	des	les
CKFSF4_sw	Atroce Kitin des Profondeurs	un	le	du	au	Atroces Kitins des Profondeurs	des	les
CKASB4_sw	Faible Kitin des Profondeurs	un	le	du	au	Faibles Kitins des Profondeurs	des	les
CKASC4_sw	Kitin des Profondeurs	un	le	du	au	Kitins des Profondeurs	des	les
CKASD4_sw	Furieux Kitin des Profondeurs	un	le	du	au	Furieux Kitins des Profondeurs	des	les
CKASE4_sw	Terrible Kitin des Profondeurs	un	le	du	au	Terribles Kitins des Profondeurs	des	les
CKASF4_sw	Atroce Kitin des Profondeurs	un	le	du	au	Atroces Kitins des Profondeurs	des	les
ckbsf4_sw_boss_fyros	Exterminateur Fyros	un	l'	de l'	à l'	Exterminateurs Fyros	des	les
ckdsf4_sw_boss_matis	Exterminateur Matis	un	l'	de l'	à l'	Exterminateurs Matis	des	les
ckesf4_sw_boss_zorai	Exterminateur Zoraï	un	l'	de l'	à l'	Exterminateurs Zoraï	des	les
ckfsf4_sw_boss_tryker	Exterminateur Tryker	un	l'	de l'	à l'	Exterminateurs Tryker	des	les
object_backpack_loot_player	Sac à dos	un	le 	dans le	au	Sacs à dos	des	les
object_backpack_loot_player_r2	Sac à dos	un	le 	dans le	au	Sacs à dos	des	les
object_pr_s3_ploomweed_a	Ploomweed Dash							
object_pr_s3_ploomweed_b	Ploomweed Zuc							
object_pr_s3_amoeba_a	Amoeba Dan							
object_pr_s3_amoeba_b	Amoeba Tolz							
object_pr_s3_amoeba_c	Amoeba Shon							
object_pr_s3_cokamool_a	Cokamool Frez							
object_pr_s3_cokamool_b	Cokamool Kloro							
object_pr_s3_cokamool_c	Cokamool Tiny							
