item ID	name	ia	da	p	pia	pda	description								
mp_karavan_ep2_choice_50	Ressource de l'Apprenti Karavanier	une	la	Ressources de l'Apprenti Karavanier	des	les									
mp_karavan_ep2_choice_100	Ressource du Karavanier Confirmé	une	la	Ressources du Karavanier Confirmé	des	les									
mp_karavan_ep2_choice_150	Ressource de l'Initié Karavanier	une	la	Ressources de l'Initié Karavanier	des	les									
mp_karavan_ep2_choice_200	Ressource de l'Expert Karavanier	une	la	Ressources de l'Expert Karavanier	des	les									
mp_karavan_ep2_choice_250	Ressource du Maître Karavanier	une	la	Ressources du Maître Karavanier	des	les									
mp_karavan_ep2_excellent_50	Ressource Majeure de l'Apprenti Karavanier	une	la	Ressources Majeure de l'Apprenti Karavanier	des	les									
mp_karavan_ep2_excellent_100	Ressource Majeure du Karavanier Confirmé	une	la	Ressources Majeure du Karavanier Confirmé	des	les									
mp_karavan_ep2_excellent_150	Ressource Majeure de l'Initié Karavanier	une	la	Ressources Majeure de l'Initié Karavanier	des	les									
mp_karavan_ep2_excellent_200	Ressource Majeure de l'Expert Karavanier	une	la	Ressources Majeure de l'Expert Karavanier	des	les									
mp_karavan_ep2_excellent_250	Ressource Majeure du Maître Karavanier	une	la	Ressources Majeure du Maître Karavanier	des	les									
ikaracp_ep2_1	Robe de Karavanier	une	la	Robes de Karavanier	des	les									
ikaracp_ep2_2	Robe de Karavanier	une	la	Robes de Karavanier	des	les									
ikaracp_ep2_3	Robe de Karavanier	une	la	Robes de Karavanier	des	les									
ikamacp_ep2_1	Robe de Kamiste	une	la	Robes de Kami	des	les									
ikamacp_ep2_2	Robe de Kamiste	une	la	Robes de Kami	des	les									
ikamacp_ep2_3	Robe de Kamiste	une	la	Robes de Kami	des	les									
ickamss_ep2_1	Bouclier de Kamiste	une	la	Boucliers de Kamiste	des	les									
ickamss_ep2_2	Bouclier de Kamiste	une	la	Boucliers de Kamiste	des	les									
ickamss_ep2_3	Bouclier de Kamiste	une	la	Boucliers de Kamiste	des	les									
ickarss_ep2_1	Bouclier de Karavanier	une	la	Boucliers de Karavanier	des	les									
ickarss_ep2_2	Bouclier de Karavanier	une	la	Boucliers de Karavanier	des	les									
ickarss_ep2_3	Bouclier de Karavanier	une	la	Boucliers de Karavanier	des	les									
itforagekam_ep2_1	Pioche de Kamiste	une	la	Pioches de Kamiste	des	les									
itforagekam_ep2_2	Pioche de Kamiste	une	la	Pioches de Kamiste	des	les									
itforagekam_ep2_3	Pioche de Kamiste	une	la	Pioches de Kamiste	des	les									
itforagekar_ep2_1	Pioche de Karavanier	une	la	Pioches de Karavanier	des	les									
itforagekar_ep2_2	Pioche de Karavanier	une	la	Pioches de Karavanier	des	les									
itforagekar_ep2_3	Pioche de Karavanier	une	la	Pioches de Karavanier	des	les									
icfahb_leader01	Bottes de Dexton	une	la	Bottes de Dexton	des	les									
icfahp_leader01	Pantalon de Dexton	un	le	Pantalons de Dexton	des	les									
icfahs_leader01	Manches de Dexton	une	la	Manches de Dexton	des	les									
icfahv_leader01	Veste de Dexton	une	la	Vestes de Dexton	des	les									
icmahb_leader01	Bottes d'Yrkanis	une	la	Bottes d'Yrkanis	des	les									
icmahp_leader01	Pantalon d'Yrkanis	un	le	Pantalons d'Yrkanis	des	les									
icmahs_leader01	Manches d'Yrkanis	une	la	Manches d'Yrkanis	des	les									
icmahv_leader01	Veste d'Yrkanis	une	la	Vestes d'Yrkanis	des	les									
ictamb_leader01	Bottes de Still Wyler	une	la	Bottes de Still Wyler	des	les									
ictamp_leader01	Pantalon de Still Wyler	un	le	Pantalons de Still Wyler	des	les									
ictams_leader01	Manches de Still Wyler	une	la	Manches de Still Wyler	des	les									
ictamv_leader01	Veste de Still Wyler	une	la	Vestes de Still Wyler	des	les									
iczacb_leader01	Bottes de Mabreka	une	la	Bottes de Mabreka	des	les									
iczacp_leader01	Robe de Mabreka	une	la	Robes de Mabreka	des	les									
iczacs_leader01	Manches de Mabreka	une	la	Manches de Mabreka	des	les									
iczacv_leader01	Veste de Mabreka	une	la	Vestes de Mabreka	des	les									
fy_weapon_leader_dexton	Épée Longue de Dexton	une	la	Épées Longue de Dexton	des	les									
ma_weapon_leader_yrkanis	Pique d'Yrkanis	une	la	Piques d'Yrkanis	des	les									
tr_weapon_leader_still_wyler	Pique de Still Wyler	une	la	Piques de Still Wyler	des	les									
zo_weapon_leader_mabreka	Massue de Mabreka	une	la	Massues de Mabreka	des	les									
fy_leader_01	Coiffure de Dexton	une	la	Coiffures de Dexton	des	les									
ma_leader_01	Coiffure d'Yrkanis	une	la	Coiffures d'Yrkanis	des	les									
tr_leader_01	Coiffure de Still Wyler	une	la	Coiffures de Still Wyler	des	les									
zo_leader_01	Coiffure de Mabreka	une	la	Coiffures de Mabreka	des	les									
icfja_2	Anneau de Cheville Fyros de Qlt Moyenne	un	l'	Anneaux de Cheville Fyros de Qlt Moyenne	des	les									
icfjb_2	Bracelet Fyros de Qlt Moyenne	un	le	Bracelets Fyros de Qlt Moyenne	des	les									
icfjd_2	Diadème Fyros de Qlt Moyenne	un	le	Diadèmes Fyros de Qlt Moyenne	des	les									
icfje_2	Boucle d'Oreille Fyros de Qlt Moyenne	une	la	Boucles d'Oreille Fyros de Qlt Moyenne	des	les									
icfjp_2	Pendentif Fyros de Qlt Moyenne	un	le	Pendentifs Fyros de Qlt Moyenne	des	les									
icfjr_2	Bague Fyros de Qlt Moyenne	une	la	Bagues Fyros de Qlt Moyenne	des	les									
icmja_2	Anneau de Cheville Matis de Qlt Moyenne	un	l'	Anneaux de Cheville Matis de Qlt Moyenne	des	les									
icmjb_2	Bracelet Matis de Qlt Moyenne	un	le	Bracelets Matis de Qlt Moyenne	des	les									
icmjd_2	Diadème Matis de Qlt Moyenne	un	le	Diadèmes Matis de Qlt Moyenne	des	les									
icmje_2	Boucle d'Oreille Matis de Qlt Moyenne	une	la	Boucles d'Oreille Matis de Qlt Moyenne	des	les									
icmjp_2	Pendentif Matis de Qlt Moyenne	un	le	Pendentifs Matis de Qlt Moyenne	des	les									
icmjr_2	Bague Matis de Qlt Moyenne	une	la	Bagues Matis de Qlt Moyenne	des	les									
ictja_2	Anneau de Cheville Tryker de Qlt Moyenne	un	l'	Anneaux de Cheville Trykers de Qlt Moyenne	des	les									
ictjb_2	Bracelet Tryker de Qlt Moyenne	un	le	Bracelets Trykers de Qlt Moyenne	des	les									
ictjd_2	Diadème Tryker de Qlt Moyenne	un	le	Diadèmes Trykers de Qlt Moyenne	des	les									
ictje_2	Boucle d'Oreille Tryker de Qlt Moyenne	une	la	Boucles d'Oreille Trykers de Qlt Moyenne	des	les									
ictjp_2	Pendentif Tryker de Qlt Moyenne	un	le	Pendentifs Trykers de Qlt Moyenne	des	les									
ictjr_2	Bague Tryker de Qlt Moyenne	une	la	Bagues Trykers de Qlt Moyenne	des	les									
iczja_2	Anneau de Cheville Zoraï de Qlt Moyenne	un	l'	Anneaux de Cheville Zoraïs de Qlt Moyenne	des	les									
iczjb_2	Bracelet Zoraï de Qlt Moyenne	un	le	Bracelets Zoraïs de Qlt Moyenne	des	les									
iczjd_2	Diadème Zoraï de Qlt Moyenne	un	le	Diadèmes Zoraïs de Qlt Moyenne	des	les									
iczje_2	Boucle d'Oreille Zoraï de Qlt Moyenne	une	la	Boucles d'Oreille Zoraïs de Qlt Moyenne	des	les									
iczjp_2	Pendentif Zoraï de Qlt Moyenne	un	le	Pendentifs Zoraïs de Qlt Moyenne	des	les									
iczjr_2	Bague Zoraï de Qlt Moyenne	une	la	Bagues Zoraïs de Qlt Moyenne	des	les									
icfja_3	Anneau de Cheville Fyros de Qlt Haute	un	l'	Anneaux de Cheville Fyros de Qlt Haute	des	les									
icfjb_3	Bracelet Fyros de Qlt Haute	un	le	Bracelets Fyros de Qlt Haute	des	les									
icfjd_3	Diadème Fyros de Qlt Haute	un	le	Diadèmes Fyros de Qlt Haute	des	les									
icfje_3	Boucle d'Oreille Fyros de Qlt Haute	une	la	Boucles d'Oreille Fyros de Qlt Haute	des	les									
icfjp_3	Pendentif Fyros de Qlt Haute	un	le	Pendentifs Fyros de Qlt Haute	des	les									
icfjr_3	Bague Fyros de Qlt Haute	une	la	Bagues Fyros de Qlt Haute	des	les									
icmja_3	Anneau de Cheville Matis de Qlt Haute	un	l'	Anneaux de Cheville Matis de Qlt Haute	des	les									
icmjb_3	Bracelet Matis de Qlt Haute	un	le	Bracelets Matis de Qlt Haute	des	les									
icmjd_3	Diadème Matis de Qlt Haute	un	le	Diadèmes Matis de Qlt Haute	des	les									
icmje_3	Boucle d'Oreille Matis de Qlt Haute	une	la	Boucles d'Oreille Matis de Qlt Haute	des	les									
icmjp_3	Pendentif Matis de Qlt Haute	un	le	Pendentifs Matis de Qlt Haute	des	les									
icmjr_3	Bague Matis de Qlt Haute	une	la	Bagues Matis de Qlt Haute	des	les									
ictja_3	Anneau de Cheville Tryker de Qlt Haute	un	l'	Anneaux de Cheville Trykers de Qlt Haute	des	les									
ictjb_3	Bracelet Tryker de Qlt Haute	un	le	Bracelets Trykers de Qlt Haute	des	les									
ictjd_3	Diadème Tryker de Qlt Haute	un	le	Diadèmes Trykers de Qlt Haute	des	les									
ictje_3	Boucle d'Oreille Tryker de Qlt Haute	une	la	Boucles d'Oreille Trykers de Qlt Haute	des	les									
ictjp_3	Pendentif Tryker de Qlt Haute	un	le	Pendentifs Trykers de Qlt Haute	des	les									
ictjr_3	Bague Tryker de Qlt Haute	une	la	Bagues Trykers de Qlt Haute	des	les									
iczja_3	Anneau de Cheville Zoraï de Qlt Haute	un	l'	Anneaux de Cheville Zoraïs de Qlt Haute	des	les									
iczjb_3	Bracelet Zoraï de Qlt Haute	un	le	Bracelets Zoraïs de Qlt Haute	des	les									
iczjd_3	Diadème Zoraï de Qlt Haute	un	le	Diadèmes Zoraïs de Qlt Haute	des	les									
iczje_3	Boucle d'Oreille Zoraï de Qlt Haute	une	la	Boucles d'Oreille Zoraïs de Qlt Haute	des	les									
iczjp_3	Pendentif Zoraï de Qlt Haute	un	le	Pendentifs Zoraïs de Qlt Haute	des	les									
iczjr_3	Bague Zoraï de Qlt Haute	une	la	Bagues Zoraïs de Qlt Haute	des	les									
icokamm1bm_1	Masse Tekorn-Duk	une	la	Masses Tekorn-Duk	des	les									
icokamm1bs_1	Bâton Tekorn-Duk	un	le	Bâtons Tekorn-Duk	des	les									
icokamm1pd_1	Dague Tekorn-Duk	une	la	Dagues Tekorn-Duk	des	les									
icokamm1ps_1	Lance Tekorn-Duk	une	la	Lances Tekorn-Duk	des	les									
icokamm1sa_1	Hache Tekorn-Duk	une	la	Haches Tekorn-Duk	des	les									
icokamm1ss_1	Épée Tekorn-Duk	une	l'	Épées Tekorn-Duk	des	les									
icokamm2bm_1	Masse à 2M Tekorn-Duk	une	la	Masses à 2M Tekorn-Duk	des	les									
icokamm2ms_1	Amplificateur Magique Maga-Duk	un	l'	Amplificateurs Magiques Maga-Duk	des	les									
icokamm2pp_1	Pique Tekorn-Duk	une	la	Piques Tekorn-Duk	des	les									
icokamm2sa_1	Hache à 2M Tekorn-Duk	une	la	Haches à 2M Tekorn-Duk	des	les									
icokamm2ss_1	Épée à 2M Tekorn-Duk	une	l'	Épées à 2M Tekorn-Duk	des	les									
icokamr1b_1	Pistolet-Arbalète Tekorn-Duk	un	le	Pistolets-Arbalète Tekorn-Duk	des	les									
icokamr1p_1	Pistolet Tekorn-Duk	un	le	Pistolets Tekorn-Duk	des	les									
icokamr2a_1	Mitrailleuse Tekorn-Duk	une	la	Mitrailleuses Tekorn-Duk	des	les									
icokamr2b_1	Fusil-Arbalète Tekorn-Duk	un	le	Fusils-Arbalète Tekorn-Duk	des	les									
icokamr2l_1	Lance-Grenades Tekorn-Duk	un	le	Lances-Grenades Tekorn-Duk	des	les									
icokamr2r_1	Fusil Tekorn-Duk	un	le	Fusils Tekorn-Duk	des	les									
icokamtammo_1	Outil de création de munitions Armilo-Duk	un	l'	Outils de création de munitions Armilo-Duk	des	les									
icokamtarmor_1	Outil de création d'armures Armilo-Duk	un	l'	Outils de création d'armures Armilo-Duk	des	les									
icokamtjewel_1	Outil de création de bijoux Armilo-Duk	un	l'	Outils de création de bijoux Armilo-Duk	des	les									
icokamtmwea_1	Outil de création d'armes de mêlée Armilo-Duk	un	l'	Outils de création d'armes de mêlée Armilo-Duk	des	les									
icokamtrwea_1	Outil de création d'armes de tir Armilo-Duk	un	l'	Outils de création d'armes de tir Armilo-Duk	des	les									
icokamtforage_1	Pioche de forage Greslin-Duk	une	la	Pioches de forage Greslin-Duk	des	les									
icokamm1bm_2	Masse Vedice-Duk	une	la	Masses Vedice-Duk	des	les									
icokamm1bs_2	Bâton Vedice-Duk	un	le	Bâtons Vedice-Duk	des	les									
icokamm1pd_2	Dague Vedice-Duk	une	la	Dagues Vedice-Duk	des	les									
icokamm1ps_2	Lance Vedice-Duk	une	la	Lances Vedice-Duk	des	les									
icokamm1sa_2	Hache Vedice-Duk	une	la	Haches Vedice-Duk	des	les									
icokamm1ss_2	Épée Vedice-Duk	une	l'	Épées Vedice-Duk	des	les									
icokamm2bm_2	Masse à 2M Vedice-Duk	une	la	Masses à 2M Vedice-Duk	des	les									
icokamm2ms_2	Amplificateur Magique Cheng-Duk	un	l'	Amplificateurs Magiques Cheng-Duk	des	les									
icokamm2pp_2	Pique Vedice-Duk	une	la	Piques Vedice-Duk	des	les									
icokamm2sa_2	Hache à 2M Vedice-Duk	une	la	Haches à 2M Vedice-Duk	des	les									
icokamm2ss_2	Épée à 2M Vedice-Duk	une	l'	Épées à 2M Vedice-Duk	des	les									
icokamr1b_2	Pistolet-Arbalète Vedice-Duk	un	le	Pistolets-Arbalète Vedice-Duk	des	les									
icokamr1p_2	Pistolet Vedice-Duk	un	le	Pistolets Vedice-Duk	des	les									
icokamr2a_2	Mitrailleuse Vedice-Duk	une	la	Mitrailleuses Vedice-Duk	des	les									
icokamr2b_2	Fusil-Arbalète Vedice-Duk	un	le	Fusils-Arbalète Vedice-Duk	des	les									
icokamr2l_2	Lance-Grenades Vedice-Duk	un	le	Lances-Grenades Vedice-Duk	des	les									
icokamr2r_2	Fusil Vedice-Duk	un	le	Fusils Vedice-Duk	des	les									
icokamtammo_2	Outil de création de munitions Rubbarn-Duk	un	l'	Outils de création de munitions Rubbarn-Duk	des	les									
icokamtarmor_2	Outil de création d'armures Rubbarn-Duk	un	l'	Outils de création d'armures Rubbarn-Duk	des	les									
icokamtjewel_2	Outil de création de bijoux Rubbarn-Duk	un	l'	Outils de création de bijoux Rubbarn-Duk	des	les									
icokamtmwea_2	Outil de création d'armes de mêlée Rubbarn-Duk	un	l'	Outils de création d'armes de mêlée Rubbarn-Duk	des	les									
icokamtrwea_2	Outil de création d'armes de tir Rubbarn-Duk	un	l'	Outils de création d'armes de tir Rubbarn-Duk	des	les									
icokamtforage_2	Pioche de forage Egiros-Duk	une	la	Pioches de forage Egiros-Duk	des	les									
icokarm1bm_1	Masse Tekorn-Jen	une	la	Masses Tekorn-Jen	des	les									
icokarm1bs_1	Bâton Tekorn-Jen	un	le	Bâtons Tekorn-Jen	des	les									
icokarm1pd_1	Dague Tekorn-Jen	une	la	Dagues Tekorn-Jen	des	les									
icokarm1ps_1	Lance Tekorn-Jen	une	la	Lances Tekorn-Jen	des	les									
icokarm1sa_1	Hache Tekorn-Jen	une	la	Haches Tekorn-Jen	des	les									
icokarm1ss_1	Épée Tekorn-Jen	une	l'	Épées Tekorn-Jen	des	les									
icokarm2bm_1	Masse à 2M Tekorn-Jen	une	la	Masses à 2M Tekorn-Jen	des	les									
icokarm2ms_1	Amplificateur Magique Maga-Jen	un	l'	Amplificateurs Magiques Maga-Jen	des	les									
icokarm2pp_1	Pique Tekorn-Jen	une	la	Piques Tekorn-Jen	des	les									
icokarm2sa_1	Hache à 2M Tekorn-Jen	une	la	Haches à 2M Tekorn-Jen	des	les									
icokarm2ss_1	Épée à 2M Tekorn-Jen	une	l'	Épées à 2M Tekorn-Jen	des	les									
icokarr1b_1	Pistolet-Arbalète Tekorn-Jen	un	le	Pistolets-Arbalète Tekorn-Jen	des	les									
icokarr1p_1	Pistolet Tekorn-Jen	un	le	Pistolets Tekorn-Jen	des	les									
icokarr2a_1	Mitrailleuse Tekorn-Jen	une	la	Mitrailleuses Tekorn-Jen	des	les									
icokarr2b_1	Fusil-Arbalète Tekorn-Jen	un	le	Fusils-Arbalète Tekorn-Jen	des	les									
icokarr2l_1	Lance-Grenades Tekorn-Jen	un	le	Lances-Grenades Tekorn-Jen	des	les									
icokarr2r_1	Fusil Tekorn-Jen	un	le	Fusils Tekorn-Jen	des	les									
icokartammo_1	Outil de création de munitions Armilo-Jen	un	l'	Outils de création de munitions Armilo-Jen	des	les									
icokartarmor_1	Outil de création d'armures Armilo-Jen	un	l'	Outils de création d'armures Armilo-Jen	des	les									
icokartjewel_1	Outil de création de bijoux Armilo-Jen	un	l'	Outils de création de bijoux Armilo-Jen	des	les									
icokartmwea_1	Outil de création d'armes de mêlée Armilo-Jen	un	l'	Outils de création d'armes de mêlée Armilo-Jen	des	les									
icokartrwea_1	Outil de création d'armes de tir Armilo-Jen	un	l'	Outils de création d'armes de tir Armilo-Jen	des	les									
icokartforage_1	Pioche de forage Greslin-Jen	une	la	Pioches de forage Greslin-Jen	des	les									
icokarm1bm_2	Masse Vedice-Jen	une	la	Masses Vedice-Jen	des	les									
icokarm1bs_2	Bâton Vedice-Jen	un	le	Bâtons Vedice-Jen	des	les									
icokarm1pd_2	Dague Vedice-Jen	une	la	Dagues Vedice-Jen	des	les									
icokarm1ps_2	Lance Vedice-Jen	une	la	Lances Vedice-Jen	des	les									
icokarm1sa_2	Hache Vedice-Jen	une	la	Haches Vedice-Jen	des	les									
icokarm1ss_2	Épée Vedice-Jen	une	l'	Épées Vedice-Jen	des	les									
icokarm2bm_2	Masse à 2M Vedice-Jen	une	la	Masses à 2M Vedice-Jen	des	les									
icokarm2ms_2	Amplificateur Magique Cheng-Jen	un	l'	Amplificateurs Magiques Cheng-Jen	des	les									
icokarm2pp_2	Pique Vedice-Jen	une	la	Piques Vedice-Jen	des	les									
icokarm2sa_2	Hache à 2M Vedice-Jen	une	la	Haches à 2M Vedice-Jen	des	les									
icokarm2ss_2	Épée à 2M Vedice-Jen	une	l'	Épées à 2M Vedice-Jen	des	les									
icokarr1b_2	Pistolet-Arbalète Vedice-Jen	un	le	Pistolets-Arbalète Vedice-Jen	des	les									
icokarr1p_2	Pistolet Vedice-Jen	un	le	Pistolets Vedice-Jen	des	les									
icokarr2a_2	Mitrailleuse Vedice-Jen	une	la	Mitrailleuses Vedice-Jen	des	les									
icokarr2b_2	Fusil-Arbalète Vedice-Jen	un	le	Fusils-Arbalète Vedice-Jen	des	les									
icokarr2l_2	Lance-Grenades Vedice-Jen	un	le	Lances-Grenades Vedice-Jen	des	les									
icokarr2r_2	Fusil Vedice-Jen	un	le	Fusils Vedice-Jen	des	les									
icokartammo_2	Outil de création de munitions Rubbarn-Jen	un	l'	Outils de création de munitions Rubbarn-Jen	des	les									
icokartarmor_2	Outil de création d'armures Rubbarn-Jen	un	l'	Outils de création d'armures Rubbarn-Jen	des	les									
icokartjewel_2	Outil de création de bijoux Rubbarn-Jen	un	l'	Outils de création de bijoux Rubbarn-Jen	des	les									
icokartmwea_2	Outil de création d'armes de mêlée Rubbarn-Jen	un	l'	Outils de création d'armes de mêlée Rubbarn-Jen	des	les									
icokartrwea_2	Outil de création d'armes de tir Rubbarn-Jen	un	l'	Outils de création d'armes de tir Rubbarn-Jen	des	les									
icokartforage_2	Pioche de forage Egiros-Jen	une	la	Pioches de forage Egiros-Jen	des	les									
ipoc_con	Fleur de Constitution 	une	la	Fleurs de Constitution 	des	les									
ipoc_int	Fleur d'Intelligence 	une	la	Fleurs d'Intelligence 	des	les									
ipoc_str	Fleur de Force 	une	la	Fleurs de Force 	des	les									
ipoc_dex	Fleur de Dextérité 	une	la	Fleurs de Dextérité 	des	les									
ipoc_met	Fleur de Métabolisme 	une	la	Fleurs de Métabolisme 	des	les									
ipoc_wis	Fleur de Sagesse 	une	la	Fleurs de Sagesse 	des	les									
ipoc_bal	Fleur d'Équilibre 	une	la	Fleurs d'Équilibre 	des	les									
ipoc_wil	Fleur de Volonté 	une	la	Fleurs de Volonté 	des	les									
ipoc_hp	Fleur de Vie 	une	la	Fleurs de Vie 	des	les									
ipoc_sap	Fleur de Sève 	une	la	Fleurs de Sève 	des	les									
ipoc_sta	Fleur de Stamina 	une	la	Fleurs de Stamina 	des	les									
ipoc_foc	Fleur de Concentration 	une	la	Fleurs de Concentration 	des	les									
ipop_aci	Amande Jaune	une	l'	Amandes Jaunes	des	les									
ipop_col	Amande Marine	une	l'	Amandes Marine	des	les									
ipop_rot	Amande Brune	une	l'	Amandes Brunes	des	les									
ipop_fir	Amande Rouge	une	l'	Amandes Rouge	des	les									
ipop_sho	Amande Azur	une	l'	Amandes Azur	des	les									
ipop_poi	Amande Verte	une	l'	Amandes Vertes	des	les									
ipop_elc	Amande Pourpre	une	l'	Amandes Pourpres	des	les									
ipor_des	Noix Rouge	une	la	Noix Rouges	des	les									
ipor_for	Noix Verte	une	la	Noix Vertes	des	les									
ipor_lak	Noix Bleue	une	la	Noix Bleues	des	les									
ipor_jun	Noix Pourpre	une	la	Noix Pourpres	des	les									
ipor_pri	Noix Brune	une	la	Noix Brunes	des	les									
ipoi_inv	Spores de l'Espion	des	les	Spores de l'Espion	des	les									
ipoi_fy	Spores de Fyr	des	les	Spores de Fyr	des	les									
ipoi_ma	Spores de Matia	des	les	Spores de Matia	des	les									
ipoi_tr	Spores de Trykoth	des	les	Spores de Trykoth	des	les									
ipoi_zo	Spores de Zoran	des	les	Spores de Zoran	des	les									
iprc_con	Fleur de Constitution 	une	la	Fleurs de Constitution 	des	les									
iprc_int	Fleur d'Intelligence 	une	la	Fleurs d'Intelligence 	des	les									
iprc_str	Fleur de Force 	une	la	Fleurs de Force 	des	les									
iprc_dex	Fleur de Dextérité 	une	la	Fleurs de Dextérité 	des	les									
iprc_met	Fleur de Métabolisme 	une	la	Fleurs de Métabolisme 	des	les									
iprc_wis	Fleur de Sagesse 	une	la	Fleurs de Sagesse 	des	les									
iprc_bal	Fleur d'Équilibre 	une	la	Fleurs d'Équilibre 	des	les									
iprc_wil	Fleur de Volonté 	une	la	Fleurs de Volonté 	des	les									
iprp_aci	Amande Jaune	une	l'	Amandes Jaunes	des	les									
iprp_col	Amande Marine	une	l'	Amandes Marine	des	les									
iprp_rot	Amande Brune	une	l'	Amandes Brunes	des	les									
iprp_fir	Amande Rouge	une	l'	Amandes Rouge	des	les									
iprp_sho	Amande Azur	une	l'	Amandes Azur	des	les									
iprp_poi	Amande Verte	une	l'	Amandes Vertes	des	les									
iprp_elc	Amande Pourpre	une	l'	Amandes Pourpres	des	les									
ittool	Matériel de création d'outils	du	le	Matériel de création d'outils	du	le									
citizenship_bothaya_fire	Feu du Bothaya	un	le	Feux du Bothaya	des	les									
citizenship_cold_pearl	Perle de Loyauté éteinte	une	la	Perles de Loyaut© éteintes	des	les									
citizenship_sac_veilleur	Sac de Veilleur	un	le	Sacs de Veilleur	des	les									
citizenship_shining_pearl	Perle de Loyauté brillante	une	la	Perles de Loyauté brillantes	des	les									
citizenship_stolen_offerings	Offrandes Dérobées	des	les	Offrandes Dérobées	des	les									
citizenship_rotoa_flower	Fleur de rotoa de Bravichi	une	la	Fleurs de rotoa de Bravichi	des	les									
citizenship_lacustre_beer	Bière Lacustre d'Avendale	une	la	Bières Lacustres d'Avendale	des	les									
citizenship_purified_sap	Sève Purifiée	de la	la	Sèves Purifiées	des	les									
citizenship_stolen_ressources	Ressources Kami Pillées	des	les	Ressources Kami Pillées	des	les									
ipk_minor_warrior	Potion mineure du Guerrier	une	la	Potions mineures du Guerrier	des	les									
ipk_major_warrior	Potion majeure du Guerrier	une	la	Potions majeures du Guerrier	des	les									
ipk_minor_mage	Potion mineure du Mage	une	la	Potions mineures du Mage	des	les									
ipk_major_mage	Potion majeure du Mage	une	la	Potions majeures du Mage	des	les									
ipk_minor_artisan	Potion mineure d'Artisan	une	la	Potions mineures d'Artisan	des	les									
ipk_major_artisan	Potion majeure d'Artisan	une	la	Potions majeures d'Artisan	des	les									
ipk_minor_power	Potion mineure de Puissance	une	la	Potions mineures de Puissance	des	les									
ipk_major_power	Potion majeure de Puissance	une	la	Potions majeures de Puissance	des	les									
ipk_minor_reju	Potion mineure de Régénération	une	la	Potions mineures de Régénération	des	les									
ipk_major_reju	Potion majeure de Régénération	une	la	Potions majeures de Régénération	des	les									
ipk_minor_life	Potion mineure de Vie	une	la	Potions mineures de Vie	des	les									
ipk_major_life	Potion majeure de Vie	une	la	Potions majeures de Vie	des	les									
ipk_minor_strength	Potion mineure de Force	une	la	Potions mineures de Force	des	les									
ipk_major_strength	Potion majeure de Force	une	la	Potions majeures de Force	des	les									
ipk_minor_intel	Potion mineure d'Intelligence	une	la	Potions mineures d'Intelligence	des	les									
ipk_major_intel	Potion majeure d'Intelligence	une	la	Potions majeures d'Intelligence	des	les									
ipk_minor_dext	Potion mineure de Dextérité	une	la	Potions mineures de Dextérité	des	les									
ipk_major_dext	Potion majeure de Dextérité	une	la	Potions majeures de Dextérité	des	les									
ipk_almati_artisan	Potion du Guerrier d'Almati	une	la	Potions du Guerrier d'Almati	des	les									
ipk_almati_mage	Potion du Mage d'Almati	une	la	Potions du Mage d'Almati	des	les									
ipk_almati_warrior	Potion de l'Artisan d'Almati	une	la	Potions de l'Artisan d'Almati	des	les									
newbie_diadem	diadème princier	un	le												
newbie_plans	plan des bandits	un	le												
nbland_goo_device	Arracheur de Goo	un	l'												
nbland_flasque	Mixture curative	une	la												
conso_constit_mineskitins	Fleur de résistance de la kitinière	une	la	Fleurs de résistance de la kitinière	des	les									
conso_focus_mineskitins	Fleur de concentration de la kitinière	une 	la	Fleurs de concentration de la kitinière	des	les									
conso_sap_mineskitins	Fleur de sève de la kitinière	une	la	Fleurs de sève de la kitinière	des	les									
conso_strength_mineskitins	Fleur de puissance de la kitinière	une	la 	Fleurs de puissance de la kitinière	des	les									
lettre_echantillon_kitiniere	Lettre à remettre à Xan Mi Chong	une	la	Lettres à remettre à Xan Mi Chong	des	les									
cartographier_kitiniere_parchemin_vierge	Carte vierge à remplir en mission de reconnaissance dans la kitinière	une	la	Cartes vierges à remplir en mission de reconnaissance dans la kitinière	des	les									
cartographier_kitiniere_parchemin_full	Carte remplie en mission de reconnaissance dans la kitinière	une	la	Cartes remplies en mission de reconnaissance dans la kitinière	des	les									
source_magik_echantillon_kitiniere	Fragment de la source magique de la kitinière	un	le	Fragments de la source magique de la kitinière	des	les									
source_magik_magies_minieres	Fragment de la source magique de la kitinière	un	le	Fragments de la source magique de la kitinière	des	les									
fragment_carapace_kitin_encore_plus_solide	Fragment de carapace de kitin	un	le	Fragment de carapace de kitin	des	les									
extrait_substance_question_de_force	Extrait de substance de force de la kitinière	un	l'	Extraits de substance de force de la kitinière	des	les									
extrait_substance_royale	Extrait de substance royale de la kitinière	un	l'	Extraits de substance royale de la kitinière	des	les									
residu_doeuf_kitin_residus_doeufs	Résidu d'oeufs de la kitinière	un	le	Résidus d'oeufs de la kitinière	des	les									
tcm_chlorogoo_drug	Drogue Chlorogoo	une	la	Drogues Chlorogoos	des	les									
tcm_explosive	Puissant explosif Karavan	un	le	Puissants explosifs Karavan	des	les									
tcm_goo_extractor	Accélérateur d'extraction de Goo	un	l'	Accélérateurs d'extraction de Goo	des	les									
tcm_goo_pure_residue	Résidu de Goo pure	un	le	Résidus de Goo pure	des	les									
tcm_goo_repulsor	Répulseur de Goo	un	le	Répulseurs de Goo	des	les									
